Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,17:51:31
Device ID,2
Count,11
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,1
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-1.2E-13
0.01,-1.9E-13
0.02,-1.3E-13
0.03,-1.1E-13
0.04,-1.8E-13
0.05,-3E-14
0.06,-2.2E-13
0.07,-5E-14
0.08,-1.9E-13
0.09,-9E-14
0.1,-1.5E-13
0.11,-1.3E-13
0.12,-1.7E-13
0.13,-1.6E-13
0.14,-3E-14
0.15,-1.3E-13
0.16,-2E-13
0.17,-5E-14
0.18,-8E-14
0.19,-1.4E-13
0.2,-5E-14
0.21,-2E-13
0.22,-9E-14
0.23,-9E-14
0.24,2E-14
0.25,-1E-13
0.26,-4E-14
0.27,-9E-14
0.28,0
0.29,-9E-14
0.3,-5E-14
0.31,-1.7E-13
0.32,-2.1E-13
0.33,-9E-14
0.34,-4E-14
0.35,-8E-14
0.36,-9E-14
0.37,3E-14
0.38,-1.5E-13
0.39,-1.4E-13
0.4,-6E-14
0.41,-5E-14
0.42,-8E-14
0.43,-1.4E-13
0.44,-7E-14
0.45,-1.3E-13
0.46,-1E-13
0.47,-6E-14
0.48,-2.2E-13
0.49,-2E-14
0.5,-1.1E-13
0.51,-1.6E-13
0.52,-1.1E-13
0.53,-1.6E-13
0.54,-8E-14
0.55,-1.7E-13
0.56,-3E-13
0.57,-8E-14
0.58,-7E-14
0.59,-1.3E-13
0.6,-6E-14
0.61,-1.3E-13
0.62,-1.5E-13
0.63,-1.3E-13
0.64,-3E-14
0.65,-1.5E-13
0.66,-2.5E-13
0.67,-1.6E-13
0.68,-1.6E-13
0.69,-1.1E-13
0.7,-9E-14
0.71,-1.2E-13
0.72,-1.8E-13
0.73,-8E-14
0.74,-8E-14
0.75,-2.6E-13
0.76,-2.2E-13
0.77,-5E-14
0.78,-9E-14
0.79,-7E-14
0.8,-8E-14
0.81,-1.8E-13
0.82,-1.3E-13
0.83,-1.7E-13
0.84,-1E-13
0.85,-1.4E-13
0.86,-1.5E-13
0.87,-2.2E-13
0.88,-1.4E-13
0.89,-1.5E-13
0.9,-1.3E-13
0.91,-1.3E-13
0.92,-2.1E-13
0.93,-1.5E-13
0.94,-7E-10
0.95,1.002E-11
0.96,5.00029E-05
0.97,5.00028E-05
0.98,5.00027E-05
0.99,5.00026E-05
1,5.00027E-05
1,5.00026E-05
0.99,5.00026E-05
0.98,5.00026E-05
0.97,5.00026E-05
0.96,5.00025E-05
0.95,5.00026E-05
0.94,5.00026E-05
0.93,5.00026E-05
0.92,5.00025E-05
0.91,5.00026E-05
0.9,5.00025E-05
0.89,5.00026E-05
0.88,5.00026E-05
0.87,5.00025E-05
0.86,5.00026E-05
0.85,5.00026E-05
0.84,5.00026E-05
0.83,5.00025E-05
0.82,5.00026E-05
0.81,5.00027E-05
0.8,5.00026E-05
0.79,5.00026E-05
0.78,5.00025E-05
0.77,5.00026E-05
0.76,5.00026E-05
0.75,5.00027E-05
0.74,5.00026E-05
0.73,5.00026E-05
0.72,5.00026E-05
0.71,5.00026E-05
0.7,5.00025E-05
0.69,5.00025E-05
0.68,5.00025E-05
0.67,5.00026E-05
0.66,5.00026E-05
0.65,5.00025E-05
0.64,5.00026E-05
0.63,5.00026E-05
0.62,5.00026E-05
0.61,5.00026E-05
0.6,5.00026E-05
0.59,5.00025E-05
0.58,5.00026E-05
0.57,5.00026E-05
0.56,5.00025E-05
0.55,5.00026E-05
0.54,5.00025E-05
0.53,5.00025E-05
0.52,5.00027E-05
0.51,5.00026E-05
0.5,5.00026E-05
0.49,5.00026E-05
0.48,5.00026E-05
0.47,5.00026E-05
0.46,5.00026E-05
0.45,5.00026E-05
0.44,5.00026E-05
0.43,5.00026E-05
0.42,5.00026E-05
0.41,5.00026E-05
0.4,5.00026E-05
0.39,5.00026E-05
0.38,5.00026E-05
0.37,5.00026E-05
0.36,5.00026E-05
0.35,5.00026E-05
0.34,5.00025E-05
0.33,5.00026E-05
0.32,5.00026E-05
0.31,5.00025E-05
0.3,5.00025E-05
0.29,5.00025E-05
0.28,5.00025E-05
0.27,5.00025E-05
0.26,5.00025E-05
0.25,5.00025E-05
0.24,5.00025E-05
0.23,5.00025E-05
0.22,5.00025E-05
0.21,5.00025E-05
0.2,5.00026E-05
0.19,5.00025E-05
0.18,5.00026E-05
0.17,5.00026E-05
0.16,5.00026E-05
0.15,5.00026E-05
0.14,5.00025E-05
0.13,5.00026E-05
0.12,5.00026E-05
0.11,5.00026E-05
0.1,5.00025E-05
0.09,5.00025E-05
0.08,5.00025E-05
0.07,5.00024E-05
0.06,5.00024E-05
0.05,5.00024E-05
0.04,5.00025E-05
0.03,5.00025E-05
0.02,5.00025E-05
0.01,5.00025E-05
0,1.0803E-06
