Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:02:46
Device ID,2
Count,16
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,1
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-2.6E-13
0.01,2.7E-13
0.02,5.9E-13
0.03,6.6E-13
0.04,9.5E-13
0.05,8.4E-13
0.06,1.03E-12
0.07,9.9E-13
0.08,1.08E-12
0.09,1.32E-12
0.1,1.41E-12
0.11,1.75E-12
0.12,1.52E-12
0.13,1.56E-12
0.14,1.73E-12
0.15,1.76E-12
0.16,2.1E-12
0.17,1.81E-12
0.18,1.86E-12
0.19,2.29E-12
0.2,2.21E-12
0.21,1.91E-12
0.22,2.32E-12
0.23,2.19E-12
0.24,2.21E-12
0.25,2.5E-12
0.26,2.22E-12
0.27,2.58E-12
0.28,2.34E-12
0.29,2.72E-12
0.3,2.51E-12
0.31,2.77E-12
0.32,2.49E-12
0.33,2.82E-12
0.34,2.62E-12
0.35,3E-12
0.36,2.67E-12
0.37,3.05E-12
0.38,2.77E-12
0.39,2.88E-12
0.4,3.06E-12
0.41,3E-12
0.42,3.25E-12
0.43,3.09E-12
0.44,3.22E-12
0.45,3.16E-12
0.46,3.29E-12
0.47,3.48E-12
0.48,3.2E-12
0.49,3.41E-12
0.5,3.48E-12
0.51,3.34E-12
0.52,3.52E-12
0.53,3.48E-12
0.54,3.6E-12
0.55,3.68E-12
0.56,3.48E-12
0.57,3.75E-12
0.58,3.85E-12
0.59,4.1E-12
0.6,3.95E-12
0.61,3.73E-12
0.62,2.74E-12
0.63,2.64E-12
0.64,4.3E-12
0.65,3.42E-12
0.66,8.29E-12
0.67,4.78E-12
0.68,5.3E-12
0.69,4.42E-12
0.7,4.08E-12
0.71,4.31E-12
0.72,4.25E-12
0.73,4.5E-12
0.74,4.32E-12
0.75,4.35E-12
0.76,4.59E-12
0.77,4.43E-12
0.78,4.55E-12
0.79,4.35E-12
0.8,4.52E-12
0.81,4.41E-12
0.82,4.46E-12
0.83,4.47E-12
0.84,4.6E-12
0.85,4.51E-12
0.86,4.69E-12
0.87,4.77E-12
0.88,4.76E-12
0.89,4.9E-12
0.9,4.67E-12
0.91,4.92E-12
0.92,4.74E-12
0.93,4.6E-12
0.94,4.85E-12
0.95,4.94E-12
0.96,4.84E-12
0.97,5.14E-12
0.98,4.94E-12
0.99,5.21E-12
1,5.19E-12
1,4.54E-12
0.99,4E-12
0.98,3.57E-12
0.97,3.25E-12
0.96,3.05E-12
0.95,2.85E-12
0.94,2.48E-12
0.93,2.4E-12
0.92,2.18E-12
0.91,2.3E-12
0.9,1.92E-12
0.89,1.96E-12
0.88,1.77E-12
0.87,1.57E-12
0.86,1.42E-12
0.85,1.18E-12
0.84,1.4E-12
0.83,1.1E-12
0.82,1.16E-12
0.81,8.9E-13
0.8,8.4E-13
0.79,7.4E-13
0.78,4E-13
0.77,6.3E-13
0.76,4.4E-13
0.75,1.8E-13
0.74,5.3E-13
0.73,1.8E-13
0.72,1E-13
0.71,-3E-14
0.7,-1.2E-13
0.69,-7E-14
0.68,-1.9E-13
0.67,-3.3E-13
0.66,-5.2E-13
0.65,-3.4E-13
0.64,-4.1E-13
0.63,-7.3E-13
0.62,-5.3E-13
0.61,-6.3E-13
0.6,-7.3E-13
0.59,-9.4E-13
0.58,-1.05E-12
0.57,-6.8E-13
0.56,-1.05E-12
0.55,-1.1E-12
0.54,-9E-13
0.53,-1.2E-12
0.52,-1.22E-12
0.51,-1.36E-12
0.5,-1.34E-12
0.49,-1.57E-12
0.48,-1.88E-12
0.47,-1.52E-12
0.46,-1.59E-12
0.45,-1.66E-12
0.44,-1.5E-12
0.43,-1.74E-12
0.42,-1.79E-12
0.41,-2E-12
0.4,-2E-12
0.39,-2.05E-12
0.38,-1.99E-12
0.37,-1.92E-12
0.36,-1.98E-12
0.35,-2.16E-12
0.34,-2.22E-12
0.33,-2.06E-12
0.32,-2.15E-12
0.31,-2.21E-12
0.3,-2.18E-12
0.29,-2.07E-12
0.28,-2.27E-12
0.27,-2.38E-12
0.26,-2.4E-12
0.25,-2.46E-12
0.24,-2.53E-12
0.23,-2.68E-12
0.22,-2.79E-12
0.21,-2.75E-12
0.2,-2.65E-12
0.19,-2.84E-12
0.18,-2.48E-12
0.17,-2.86E-12
0.16,-2.85E-12
0.15,-2.98E-12
0.14,-3.24E-12
0.13,-2.95E-12
0.12,-2.71E-12
0.11,-2.92E-12
0.1,-2.9E-12
0.09,-3.28E-12
0.08,-3.03E-12
0.07,-3.04E-12
0.06,-3.11E-12
0.05,-3.33E-12
0.04,-3.17E-12
0.03,-3.35E-12
0.02,-3.53E-12
0.01,-3.48E-12
0,-3.48E-12
