Setup title,I_V_Dark_0-4
Classic test name,"I/V Sweep"
Test date,2/1/2023
Test time,17:36:11
Device ID,
Count,5
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU2:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU2:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,5
Measurement.Primary.Step,0.025
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU2:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,5
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,5
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-2.1E-12
0.025,-1.4E-12
0.05,5.6E-12
0.075,3E-12
0.1,1.1E-12
0.125,-9E-13
0.15,3E-13
0.175,-1.5E-12
0.2,5.4E-12
0.225,-1E-13
0.25,4.8E-12
0.275,2E-13
0.3,4.8E-12
0.325,2.7E-12
0.35,7E-13
0.375,-3E-13
0.4,1.7E-12
0.425,6E-13
0.45,3.9E-12
0.475,2.4E-12
0.5,1.3E-12
0.525,1.2E-12
0.55,-1.1E-12
0.575,1.9E-12
0.6,3.6E-12
0.625,3.8E-12
0.65,7E-13
0.675,1E-13
0.7,-6E-13
0.725,-1.9E-12
0.75,5.2E-12
0.775,4.5E-12
0.8,1E-12
0.825,-8E-13
0.85,1.4E-12
0.875,2.9E-12
0.9,2.7E-12
0.925,1E-12
0.95,3.7E-12
0.975,2.9E-12
1,-2.7E-12
1.025,3.5E-12
1.05,1.5E-12
1.075,3.6E-12
1.1,5.6E-12
1.125,-1E-12
1.15,2E-13
1.175,2.1E-12
1.2,-2E-13
1.225,3.7E-12
1.25,2.9E-12
1.275,-6E-13
1.3,2E-13
1.325,2E-13
1.35,2.5E-12
1.375,5.2E-12
1.4,3.6E-12
1.425,3E-12
1.45,9E-13
1.475,1.5E-12
1.5,3E-13
1.525,3.5E-12
1.55,3E-12
1.575,4.5E-12
1.6,3.8E-12
1.625,4E-13
1.65,2.6E-12
1.675,1.4E-12
1.7,5.1E-12
1.725,4E-12
1.75,6.4E-12
1.775,1.2E-12
1.8,1.4E-12
1.825,1.5E-12
1.85,6.3E-12
1.875,2E-12
1.9,3.4E-12
1.925,1.7E-12
1.95,1.2E-12
1.975,2.5E-12
2,3.3E-12
2.025,4.8E-12
2.05,8E-13
2.075,2.6E-12
2.1,-3E-13
2.125,1.3E-12
2.15,3.6E-12
2.175,3.2E-12
2.2,4.8E-12
2.225,2E-12
2.25,2.6E-12
2.275,2E-12
2.3,3.3E-12
2.325,7.5E-12
2.35,2.7E-12
2.375,5.2E-12
2.4,1.2E-12
2.425,1.8E-12
2.45,3.4E-12
2.475,3.2E-12
2.5,2E-12
