Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:22:10
Device ID,3
Count,28
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.02
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,1.2E-13
0.02,0
0.04,7E-14
0.06,9E-14
0.08,1E-14
0.1,0
0.12,4E-14
0.14,2.3E-13
0.16,2E-13
0.18,-2E-14
0.2,1E-13
0.22,1.2E-13
0.24,1E-14
0.26,6E-14
0.28,1.7E-13
0.3,5E-14
0.32,-5E-14
0.34,1.1E-13
0.36,2.2E-13
0.38,2.8E-13
0.4,0
0.42,3.4E-13
0.44,2E-13
0.46,-1.1E-13
0.48,2.1E-13
0.5,1.4E-13
0.52,-3E-14
0.54,2E-14
0.56,2.4E-13
0.58,1.1E-13
0.6,0
0.62,1.1E-13
0.64,7E-14
0.66,1E-14
0.68,8E-14
0.7,1.5E-13
0.72,1.1E-13
0.74,1.1E-13
0.76,9E-14
0.78,2E-13
0.8,6E-14
0.82,3E-14
0.84,9E-14
0.86,1.9E-13
0.88,1.4E-13
0.9,5E-14
0.92,1.9E-13
0.94,1E-13
0.96,-2E-14
0.98,-1.6E-13
1,2.1E-13
1.02,1.1E-13
1.04,6E-14
1.06,1E-13
1.08,5E-14
1.1,6E-14
1.12,3E-14
1.14,2.4E-13
1.16,3.2E-13
1.18,8E-14
1.2,6E-14
1.22,1.3E-13
1.24,6E-14
1.26,1E-13
1.28,2E-13
1.3,1.5E-13
1.32,0
1.34,1.2E-13
1.36,1.9E-13
1.38,2.8E-13
1.4,-4E-14
1.42,-4E-14
1.44,2.9E-13
1.46,1.1E-13
1.48,1E-14
1.5,7E-14
1.52,-6E-14
1.54,-1E-14
1.56,1.1E-13
1.58,5E-14
1.6,1E-14
1.62,1.2E-13
1.64,9E-14
1.66,1E-13
1.68,-3E-14
1.7,6E-14
1.72,1.1E-13
1.74,-6E-14
1.76,4E-14
1.78,1.4E-13
1.8,3E-14
1.82,-4E-14
1.84,-6E-14
1.86,1E-14
1.88,2.9E-13
1.9,8E-14
1.92,1.9E-13
1.94,2E-14
1.96,-8E-14
1.98,-1.5E-13
2,1.7E-13
2,7E-14
1.98,-7E-14
1.96,5E-14
1.94,2.1E-13
1.92,2.6E-13
1.9,-2E-14
1.88,4E-14
1.86,2.2E-13
1.84,1.8E-13
1.82,-1.4E-13
1.8,2.9E-13
1.78,5E-14
1.76,1.4E-13
1.74,7E-14
1.72,-1.1E-13
1.7,8E-14
1.68,2.2E-13
1.66,2.6E-13
1.64,1E-14
1.62,2.3E-13
1.6,2E-14
1.58,-1E-14
1.56,3E-14
1.54,2.3E-13
1.52,1.1E-13
1.5,-8E-14
1.48,3E-13
1.46,-7E-14
1.44,-4E-14
1.42,2.3E-13
1.4,7E-14
1.38,-6E-14
1.36,0
1.34,2.5E-13
1.32,5E-14
1.3,-6E-14
1.28,5E-14
1.26,2.6E-13
1.24,1.7E-13
1.22,-4E-14
1.2,3E-14
1.18,1.4E-13
1.16,7E-14
1.14,0
1.12,5E-14
1.1,1.4E-13
1.08,-4E-14
1.06,7E-14
1.04,1E-13
1.02,9E-14
1,-1.2E-13
0.98,2E-14
0.96,2.1E-13
0.94,1.3E-13
0.92,-3E-14
0.9,8E-14
0.88,2.2E-13
0.86,6E-14
0.84,2E-14
0.82,9E-14
0.8,1.2E-13
0.78,-3E-14
0.76,-8E-14
0.74,1.7E-13
0.72,1.4E-13
0.7,-1.2E-13
0.68,-1E-14
0.66,2.5E-13
0.64,1.3E-13
0.62,-2E-14
0.6,1E-14
0.58,1.6E-13
0.56,7E-14
0.54,2E-14
0.52,8E-14
0.5,1.5E-13
0.48,1.4E-13
0.46,6E-14
0.44,1.2E-13
0.42,1.4E-13
0.4,-8E-14
0.38,1.2E-13
0.36,1.7E-13
0.34,9E-14
0.32,-1E-14
0.3,3E-14
0.28,2.6E-13
0.26,6.8E-13
0.24,-2.4E-13
0.22,-1.8E-13
0.2,1.9E-13
0.18,1.5E-13
0.16,-1.3E-13
0.14,8E-14
0.12,1.6E-13
0.1,9E-14
0.08,7E-14
0.06,1.3E-13
0.04,2.7E-13
0.02,1.3E-13
0,-1E-13
