Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:05:18
Device ID,3
Count,18
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.02
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-1.09E-12
0.02,-2.4E-13
0.04,5.9E-13
0.06,8.8E-13
0.08,1.02E-12
0.1,1.57E-12
0.12,1.47E-12
0.14,1.86E-12
0.16,2.38E-12
0.18,2.37E-12
0.2,2.5E-12
0.22,2.68E-12
0.24,2.88E-12
0.26,2.94E-12
0.28,2.89E-12
0.3,3.13E-12
0.32,3.73E-12
0.34,3.33E-12
0.36,3.57E-12
0.38,3.59E-12
0.4,4.36E-12
0.42,3.92E-12
0.44,4.26E-12
0.46,4.26E-12
0.48,4.7E-12
0.5,4.57E-12
0.52,4.63E-12
0.54,4.64E-12
0.56,4.53E-12
0.58,5.12E-12
0.6,4.83E-12
0.62,5.16E-12
0.64,5.35E-12
0.66,5.33E-12
0.68,5.68E-12
0.7,5.79E-12
0.72,5.87E-12
0.74,5.54E-12
0.76,6.04E-12
0.78,5.87E-12
0.8,6.16E-12
0.82,5.89E-12
0.84,6.14E-12
0.86,6.41E-12
0.88,6.61E-12
0.9,6.35E-12
0.92,6.59E-12
0.94,6.65E-12
0.96,6.92E-12
0.98,6.31E-12
1,6.57E-12
1.02,6.9E-12
1.04,7.05E-12
1.06,6.98E-12
1.08,7.16E-12
1.1,7.35E-12
1.12,7.34E-12
1.14,6.92E-12
1.16,7.54E-12
1.18,7.52E-12
1.2,7.59E-12
1.22,7.47E-12
1.24,7.68E-12
1.26,7.62E-12
1.28,7.82E-12
1.3,8.15E-12
1.32,7.9E-12
1.34,8.02E-12
1.36,8.34E-12
1.38,8.02E-12
1.4,8.02E-12
1.42,8.3E-12
1.44,8.66E-12
1.46,8.3E-12
1.48,8.28E-12
1.5,8.73E-12
1.52,8.93E-12
1.54,8.57E-12
1.56,8.45E-12
1.58,8.94E-12
1.6,9.29E-12
1.62,8.79E-12
1.64,9.02E-12
1.66,9.18E-12
1.68,9.06E-12
1.7,9.11E-12
1.72,8.89E-12
1.74,8.84E-12
1.76,9.41E-12
1.78,9.28E-12
1.8,9.62E-12
1.82,9.3E-12
1.84,9.45E-12
1.86,9.59E-12
1.88,9.76E-12
1.9,9.84E-12
1.92,9.98E-12
1.94,9.54E-12
1.96,9.66E-12
1.98,9.79E-12
2,9.79E-12
2,9.43E-12
1.98,7.46E-12
1.96,6.56E-12
1.94,6.23E-12
1.92,5.89E-12
1.9,5.3E-12
1.88,4.79E-12
1.86,4.56E-12
1.84,4.19E-12
1.82,4.22E-12
1.8,3.63E-12
1.78,3.16E-12
1.76,3.22E-12
1.74,2.45E-12
1.72,2.18E-12
1.7,2.26E-12
1.68,2.12E-12
1.66,1.86E-12
1.64,1.47E-12
1.62,1.3E-12
1.6,1.36E-12
1.58,9.4E-13
1.56,6.6E-13
1.54,3.1E-13
1.52,3.1E-13
1.5,1.7E-13
1.48,-1E-13
1.46,-9E-14
1.44,-1.6E-13
1.42,-4.1E-13
1.4,-6.8E-13
1.38,-6.3E-13
1.36,-1.05E-12
1.34,-9.8E-13
1.32,-1.26E-12
1.3,-1.53E-12
1.28,-1.46E-12
1.26,-1.59E-12
1.24,-1.94E-12
1.22,-1.82E-12
1.2,-1.78E-12
1.18,-2.2E-12
1.16,-2.48E-12
1.14,-2.3E-12
1.12,-2.28E-12
1.1,-2.81E-12
1.08,-2.89E-12
1.06,-2.82E-12
1.04,-3E-12
1.02,-2.99E-12
1,-3.22E-12
0.98,-3.19E-12
0.96,-3.13E-12
0.94,-3.55E-12
0.92,-3.68E-12
0.9,-3.75E-12
0.88,-3.5E-12
0.86,-4E-12
0.84,-3.98E-12
0.82,-3.93E-12
0.8,-4.34E-12
0.78,-4.05E-12
0.76,-4.32E-12
0.74,-4.64E-12
0.72,-4.49E-12
0.7,-4.86E-12
0.68,-4.99E-12
0.66,-4.63E-12
0.64,-5.02E-12
0.62,-4.91E-12
0.6,-4.76E-12
0.58,-5.28E-12
0.56,-5.1E-12
0.54,-5.55E-12
0.52,-5.64E-12
0.5,-5.62E-12
0.48,-5.78E-12
0.46,-6.04E-12
0.44,-5.77E-12
0.42,-5.9E-12
0.4,-5.97E-12
0.38,-5.87E-12
0.36,-6.35E-12
0.34,-5.89E-12
0.32,-6.05E-12
0.3,-6.54E-12
0.28,-6.47E-12
0.26,-6.65E-12
0.24,-6.52E-12
0.22,-6.64E-12
0.2,-6.92E-12
0.18,-6.77E-12
0.16,-6.65E-12
0.14,-7.08E-12
0.12,-7.11E-12
0.1,-7.04E-12
0.08,-6.94E-12
0.06,-7E-12
0.04,-7.44E-12
0.02,-7.07E-12
0,-7.32E-12
