Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:14:20
Device ID,3
Count,22
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.02
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,7E-14
0.02,1.2E-13
0.04,-1E-14
0.06,1.2E-13
0.08,1E-13
0.1,1.4E-13
0.12,0
0.14,3E-14
0.16,1.4E-13
0.18,1.5E-13
0.2,-1E-14
0.22,8E-14
0.24,-2E-14
0.26,7E-14
0.28,2E-14
0.3,-1E-14
0.32,1.4E-13
0.34,6E-14
0.36,-3E-14
0.38,1.3E-13
0.4,8E-14
0.42,1E-14
0.44,-1E-14
0.46,1.5E-13
0.48,7E-14
0.5,0
0.52,8E-14
0.54,1E-13
0.56,1.7E-13
0.58,-1.8E-13
0.6,-3.6E-13
0.62,6E-14
0.64,-1.1E-13
0.66,0
0.68,-1.3E-13
0.7,-2.8E-13
0.72,-2.5E-13
0.74,2.9E-13
0.76,-2E-14
0.78,1.2E-13
0.8,3E-14
0.82,1.4E-13
0.84,1.6E-13
0.86,4E-14
0.88,1.4E-13
0.9,4E-14
0.92,1.7E-13
0.94,1E-13
0.96,1.6E-13
0.98,3E-14
1,1.8E-13
1.02,0
1.04,2.5E-13
1.06,-6E-14
1.08,1.6E-13
1.1,5E-14
1.12,1.1E-13
1.14,6E-14
1.16,1.9E-13
1.18,7E-12
1.2,1.35E-12
1.22,2E-13
1.24,2.1E-13
1.26,9E-14
1.28,-3E-14
1.3,-8E-14
1.32,2.1E-13
1.34,4.9E-13
1.36,7.1E-13
1.38,2E-13
1.4,2.2E-13
1.42,1.3E-13
1.44,6.5E-13
1.46,1.11E-12
1.48,2E-13
1.5,3.69E-12
1.52,3.91E-12
1.54,1.13E-12
1.56,6.2E-13
1.58,7.7E-13
1.6,9.2E-13
1.62,5.6E-13
1.64,3.1E-13
1.66,6.3E-13
1.68,5.9E-13
1.7,5.3E-13
1.72,5.7E-13
1.74,5.218E-11
1.76,8.3E-13
1.78,5.7E-13
1.8,4.6E-13
1.82,5.1E-13
1.84,7E-13
1.86,6.8E-13
1.88,6.3E-13
1.9,5.07E-12
1.92,5.8E-13
1.94,6.4E-13
1.96,7E-13
1.98,7.8E-13
2,6.9E-13
2,6.2E-13
1.98,7.5E-13
1.96,9.8E-13
1.94,1.19E-12
1.92,9.7E-13
1.9,1.94E-12
1.88,8E-12
1.86,1.58E-12
1.84,1.22E-12
1.82,1.06E-12
1.8,1.15E-12
1.78,1.22E-12
1.76,1.39E-12
1.74,1.26E-12
1.72,1.01E-12
1.7,1.38E-12
1.68,1.591E-11
1.66,3.69E-12
1.64,1.29E-12
1.62,1.52E-12
1.6,9E-13
1.58,1.34E-12
1.56,1.35E-12
1.54,1.17E-12
1.52,1.18E-12
1.5,1.56E-12
1.48,1.33E-12
1.46,1.53E-12
1.44,1.958E-11
1.42,1.47E-12
1.4,1.41E-12
1.38,1.34E-12
1.36,8.1E-13
1.34,8.1E-13
1.32,1.02E-12
1.3,1E-12
1.28,6.7E-13
1.26,1.42E-12
1.24,9.9E-13
1.22,7.2E-13
1.2,7.1E-13
1.18,1.42E-12
1.16,1.35E-12
1.14,1.11E-12
1.12,8.2E-13
1.1,7.3E-13
1.08,7.4E-13
1.06,5.4E-13
1.04,7.9E-13
1.02,9.2E-13
1,9.2E-13
0.98,8.3E-13
0.96,8.6E-13
0.94,6.8E-13
0.92,8.9E-13
0.9,3.8E-13
0.88,2.6E-13
0.86,2.5E-13
0.84,2.8E-13
0.82,2.5E-13
0.8,1.3E-13
0.78,2.1E-13
0.76,2.1E-13
0.74,2E-13
0.72,1.5E-13
0.7,1.9E-13
0.68,2.4E-13
0.66,2.2E-13
0.64,2.3E-13
0.62,1.3E-13
0.6,2.2E-13
0.58,2.1E-13
0.56,1.2E-13
0.54,9E-14
0.52,7E-14
0.5,1.7E-13
0.48,1.3E-13
0.46,1.1E-13
0.44,7E-14
0.42,1E-13
0.4,1.3E-13
0.38,1E-13
0.36,4E-14
0.34,1E-13
0.32,1.3E-13
0.3,6E-14
0.28,1.6E-13
0.26,2.5E-13
0.24,2.1E-13
0.22,2.2E-13
0.2,1.1E-13
0.18,1.1E-13
0.16,1.1E-13
0.14,1E-14
0.12,1.5E-13
0.1,8E-14
0.08,1.3E-13
0.06,0
0.04,9E-14
0.02,0
0,1.4E-13
