Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:16:17
Device ID,3
Count,24
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.02
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,1E-13
0.02,3E-14
0.04,8E-14
0.06,9E-14
0.08,1E-14
0.1,3E-14
0.12,1E-13
0.14,7E-14
0.16,1.5E-13
0.18,1E-13
0.2,4E-14
0.22,3E-14
0.24,5E-14
0.26,9E-14
0.28,-1E-14
0.3,-1.4E-13
0.32,-2.4E-13
0.34,-3.6E-13
0.36,3.7E-13
0.38,3.3E-13
0.4,-2.7E-13
0.42,-1.3E-13
0.44,-5E-14
0.46,1E-14
0.48,5E-14
0.5,4E-14
0.52,5E-14
0.54,5E-14
0.56,5E-14
0.58,1E-14
0.6,1.7581E-09
0.62,6.2528E-10
0.64,1.61975E-09
0.66,1.96887E-09
0.68,4.99936E-05
0.7,4.99933E-05
0.72,4.99932E-05
0.74,4.99933E-05
0.76,4.99933E-05
0.78,4.99933E-05
0.8,4.99934E-05
0.82,4.99933E-05
0.84,4.99933E-05
0.86,4.99932E-05
0.88,4.99932E-05
0.9,4.99933E-05
0.92,4.99934E-05
0.94,4.99933E-05
0.96,4.99933E-05
0.98,4.99932E-05
1,4.99933E-05
1.02,4.99933E-05
1.04,4.99933E-05
1.06,4.99932E-05
1.08,4.99933E-05
1.1,4.99932E-05
1.12,4.99933E-05
1.14,4.99932E-05
1.16,4.99932E-05
1.18,4.99932E-05
1.2,4.99933E-05
1.22,4.99933E-05
1.24,4.99933E-05
1.26,4.99933E-05
1.28,4.99933E-05
1.3,4.99933E-05
1.32,4.99934E-05
1.34,4.99933E-05
1.36,4.99933E-05
1.38,4.99933E-05
1.4,4.99933E-05
1.42,4.99933E-05
1.44,4.99933E-05
1.46,4.99933E-05
1.48,4.99932E-05
1.5,4.99932E-05
1.52,4.99932E-05
1.54,4.99934E-05
1.56,4.99933E-05
1.58,4.99933E-05
1.6,4.99934E-05
1.62,4.99933E-05
1.64,4.99933E-05
1.66,4.99933E-05
1.68,4.99933E-05
1.7,4.99933E-05
1.72,4.99934E-05
1.74,4.99933E-05
1.76,4.99933E-05
1.78,4.99933E-05
1.8,4.99933E-05
1.82,4.99933E-05
1.84,4.99933E-05
1.86,4.99933E-05
1.88,4.99933E-05
1.9,4.99933E-05
1.92,4.99934E-05
1.94,4.99933E-05
1.96,4.99934E-05
1.98,4.99933E-05
2,4.99933E-05
2,4.99933E-05
1.98,4.99933E-05
1.96,4.99934E-05
1.94,4.99933E-05
1.92,4.99933E-05
1.9,4.99933E-05
1.88,4.99933E-05
1.86,4.99933E-05
1.84,4.99933E-05
1.82,4.99933E-05
1.8,4.99934E-05
1.78,4.99933E-05
1.76,4.99933E-05
1.74,4.99932E-05
1.72,4.99932E-05
1.7,4.99933E-05
1.68,4.99933E-05
1.66,4.99933E-05
1.64,4.99933E-05
1.62,4.99933E-05
1.6,4.99932E-05
1.58,4.99933E-05
1.56,4.99933E-05
1.54,4.99932E-05
1.52,4.99933E-05
1.5,4.99933E-05
1.48,4.99932E-05
1.46,4.99932E-05
1.44,4.99932E-05
1.42,4.99932E-05
1.4,4.99933E-05
1.38,4.99932E-05
1.36,4.99932E-05
1.34,4.99933E-05
1.32,4.99932E-05
1.3,4.99932E-05
1.28,4.99932E-05
1.26,4.99932E-05
1.24,4.99933E-05
1.22,4.99932E-05
1.2,4.99933E-05
1.18,4.99933E-05
1.16,4.99933E-05
1.14,4.99933E-05
1.12,4.99933E-05
1.1,4.99933E-05
1.08,4.99933E-05
1.06,4.99933E-05
1.04,4.99934E-05
1.02,4.99933E-05
1,4.99933E-05
0.98,4.99934E-05
0.96,4.99933E-05
0.94,4.99932E-05
0.92,4.99933E-05
0.9,4.99933E-05
0.88,4.99933E-05
0.86,4.99932E-05
0.84,4.99932E-05
0.82,4.99932E-05
0.8,4.99933E-05
0.78,4.99932E-05
0.76,4.99933E-05
0.74,4.99932E-05
0.72,4.99933E-05
0.7,4.99932E-05
0.68,4.99932E-05
0.66,4.99933E-05
0.64,4.99932E-05
0.62,4.99933E-05
0.6,4.99933E-05
0.58,4.99933E-05
0.56,4.99933E-05
0.54,4.99933E-05
0.52,4.99932E-05
0.5,4.99932E-05
0.48,4.99932E-05
0.46,4.99932E-05
0.44,4.99932E-05
0.42,4.99932E-05
0.4,4.99932E-05
0.38,4.99932E-05
0.36,4.99932E-05
0.34,4.99932E-05
0.32,4.99932E-05
0.3,4.99933E-05
0.28,4.99932E-05
0.26,4.99932E-05
0.24,4.99932E-05
0.22,4.99932E-05
0.2,4.99932E-05
0.18,4.99931E-05
0.16,4.99932E-05
0.14,4.99932E-05
0.12,4.99932E-05
0.1,4.99932E-05
0.08,4.99932E-05
0.06,4.99932E-05
0.04,4.99932E-05
0.02,4.99932E-05
0,-3.11091E-07
