Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:26:29
Device ID,3
Count,31
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-9.23062E-08
0.01,1.01712E-05
0.02,2.03311E-05
0.03,3.02622E-05
0.04,4.02847E-05
0.05,4.99724E-05
0.06,4.99931E-05
0.07,4.99932E-05
0.08,4.99932E-05
0.09,4.99931E-05
0.1,4.99931E-05
0.11,4.99932E-05
0.12,4.99932E-05
0.13,4.99932E-05
0.14,4.99931E-05
0.15,4.99931E-05
0.16,4.99932E-05
0.17,4.99932E-05
0.18,4.99932E-05
0.19,4.99932E-05
0.2,4.99932E-05
0.21,4.99932E-05
0.22,4.99931E-05
0.23,4.99932E-05
0.24,4.99932E-05
0.25,4.99932E-05
0.26,4.99932E-05
0.27,4.99932E-05
0.28,4.99932E-05
0.29,4.99932E-05
0.3,4.99931E-05
0.31,4.99932E-05
0.32,4.99932E-05
0.33,4.99932E-05
0.34,4.99931E-05
0.35,4.99932E-05
0.36,4.99931E-05
0.37,4.99932E-05
0.38,4.99932E-05
0.39,4.99932E-05
0.4,4.99932E-05
0.41,4.99932E-05
0.42,4.99931E-05
0.43,4.99932E-05
0.44,4.99932E-05
0.45,4.99931E-05
0.46,4.99932E-05
0.47,4.99932E-05
0.48,4.99931E-05
0.49,4.99932E-05
0.5,4.99932E-05
0.51,4.99932E-05
0.52,-3.3E-13
0.53,-3.9E-13
0.54,-2E-14
0.55,6.5E-13
0.56,-2.5E-13
0.57,1.7E-13
0.58,-3.7E-13
0.59,8.1E-13
0.6,-2.7E-13
0.61,4.9E-13
0.62,-6.4E-13
0.63,5.5E-13
0.64,-1.1E-13
0.65,-2.3E-13
0.66,4.5E-13
0.67,-1.7E-13
0.68,-1.5E-13
0.69,4.9E-13
0.7,-5E-13
0.71,4.7E-13
0.72,2.3E-13
0.73,-1.1E-13
0.74,3.2E-13
0.75,-1.3E-13
0.76,-3.9E-13
0.77,5.8E-13
0.78,-4.5E-13
0.79,4.7E-13
0.8,-3.7E-13
0.81,6.1E-13
0.82,-2.1E-13
0.83,5.6E-13
0.84,-4E-13
0.85,4.3E-13
0.86,-1.5E-13
0.87,-2.3E-13
0.88,5.5E-13
0.89,4.9E-13
0.9,2E-14
0.91,5.6E-13
0.92,-3.8E-13
0.93,4E-13
0.94,-4.1E-13
0.95,6.6E-13
0.96,-2.5E-13
0.97,4.7E-13
0.98,-4.1E-13
0.99,6.9E-13
1,-1.5E-13
1.01,-1.5E-13
1.02,6.8E-13
