Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:09:07
Device ID,3
Count,19
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.02
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-2.2E-13
0.02,6.4E-13
0.04,1.19E-12
0.06,1.62E-12
0.08,1.97E-12
0.1,1.77E-12
0.12,2.17E-12
0.14,2.53E-12
0.16,2.57E-12
0.18,2.89E-12
0.2,3E-12
0.22,3.33E-12
0.24,3.26E-12
0.26,3.62E-12
0.28,3.7E-12
0.3,3.61E-12
0.32,3.93E-12
0.34,4.13E-12
0.36,4.4E-12
0.38,4.68E-12
0.4,4.57E-12
0.42,4.57E-12
0.44,4.76E-12
0.46,5.04E-12
0.48,5.09E-12
0.5,5.2E-12
0.52,5.23E-12
0.54,5.4E-12
0.56,5.72E-12
0.58,5.57E-12
0.6,5.71E-12
0.62,5.76E-12
0.64,5.83E-12
0.66,5.75E-12
0.68,5.91E-12
0.7,6.09E-12
0.72,6.3E-12
0.74,6.35E-12
0.76,6.47E-12
0.78,6.43E-12
0.8,6.45E-12
0.82,6.95E-12
0.84,6.71E-12
0.86,6.71E-12
0.88,7.04E-12
0.9,6.97E-12
0.92,7.15E-12
0.94,7.14E-12
0.96,7.49E-12
0.98,7.4E-12
1,7.38E-12
1.02,7.45E-12
1.04,7.74E-12
1.06,7.67E-12
1.08,7.77E-12
1.1,7.9E-12
1.12,7.95E-12
1.14,7.82E-12
1.16,7.71E-12
1.18,8.37E-12
1.2,8.17E-12
1.22,8.16E-12
1.24,8.26E-12
1.26,8.09E-12
1.28,8.41E-12
1.3,8.53E-12
1.32,8.53E-12
1.34,8.72E-12
1.36,8.64E-12
1.38,8.54E-12
1.4,8.74E-12
1.42,8.89E-12
1.44,8.89E-12
1.46,8.99E-12
1.48,8.85E-12
1.5,9.22E-12
1.52,9.25E-12
1.54,9.1E-12
1.56,9.26E-12
1.58,9.37E-12
1.6,9.4E-12
1.62,9.42E-12
1.64,9.37E-12
1.66,9.48E-12
1.68,9.62E-12
1.7,9.57E-12
1.72,9.6E-12
1.74,9.83E-12
1.76,9.78E-12
1.78,9.72E-12
1.8,9.71E-12
1.82,1.006E-11
1.84,1.006E-11
1.86,1.011E-11
1.88,9.97E-12
1.9,1.011E-11
1.92,1.006E-11
1.94,1.013E-11
1.96,1.036E-11
1.98,1.044E-11
2,1.01E-11
2,9.77E-12
1.98,8.34E-12
1.96,7.51E-12
1.94,6.57E-12
1.92,6.06E-12
1.9,5.78E-12
1.88,5.11E-12
1.86,5.09E-12
1.84,4.43E-12
1.82,4.33E-12
1.8,4.14E-12
1.78,3.35E-12
1.76,3.52E-12
1.74,3E-12
1.72,2.97E-12
1.7,2.57E-12
1.68,2.5E-12
1.66,1.89E-12
1.64,1.79E-12
1.62,1.88E-12
1.6,1.41E-12
1.58,1.63E-12
1.56,1.13E-12
1.54,1.08E-12
1.52,8.3E-13
1.5,5.7E-13
1.48,5.9E-13
1.46,2.1E-13
1.44,2.2E-13
1.42,-2E-13
1.4,-5E-14
1.38,-6E-13
1.36,-4.2E-13
1.34,-4.8E-13
1.32,-6.7E-13
1.3,-1.01E-12
1.28,-9.3E-13
1.26,-1.13E-12
1.24,-1.3E-12
1.22,-1.88E-12
1.2,-3.21E-12
1.18,-3.14E-12
1.16,-3.24E-12
1.14,-2.77E-12
1.12,-2.6E-12
1.1,-2.54E-12
1.08,-2.67E-12
1.06,-7.53E-12
1.04,-1.5E-12
1.02,-3.05E-12
1,-2.96E-12
0.98,-3.01E-12
0.96,-3.14E-12
0.94,-3.21E-12
0.92,-3.1E-12
0.9,-3.76E-12
0.88,-3.49E-12
0.86,-3.71E-12
0.84,-3.89E-12
0.82,-4.08E-12
0.8,-3.87E-12
0.78,-4.2E-12
0.76,-4.25E-12
0.74,-4.35E-12
0.72,-4.42E-12
0.7,-4.86E-12
0.68,-4.79E-12
0.66,-4.82E-12
0.64,-4.69E-12
0.62,-4.88E-12
0.6,-4.99E-12
0.58,-4.96E-12
0.56,-5.04E-12
0.54,-5.08E-12
0.52,-5.19E-12
0.5,-5.43E-12
0.48,-5.28E-12
0.46,-5.59E-12
0.44,-5.52E-12
0.42,-5.36E-12
0.4,-5.91E-12
0.38,-5.76E-12
0.36,-5.79E-12
0.34,-6E-12
0.32,-5.95E-12
0.3,-6.15E-12
0.28,-6.19E-12
0.26,-6.09E-12
0.24,-6.25E-12
0.22,-6.53E-12
0.2,-6.48E-12
0.18,-6.51E-12
0.16,-6.42E-12
0.14,-6.58E-12
0.12,-6.66E-12
0.1,-6.85E-12
0.08,-6.79E-12
0.06,-6.86E-12
0.04,-7.05E-12
0.02,-7.08E-12
0,-6.19E-12
