Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,18:32:08
Device ID,3
Count,35
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,-1
Measurement.Primary.Step,-0.005
Measurement.Primary.Compliance,0.0005
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0005,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-1.18078E-07
-0.005,-5.43632E-06
-0.01,-1.077922E-05
-0.015,-1.637E-05
-0.02,-2.18996E-05
-0.025,-2.72471E-05
-0.03,-3.3108E-05
-0.035,-3.89183E-05
-0.04,-4.46959E-05
-0.045,-5.08697E-05
-0.05,-5.68929E-05
-0.055,-6.27758E-05
-0.06,-6.92846E-05
-0.065,-7.5291E-05
-0.07,-8.19557E-05
-0.075,-8.79029E-05
-0.08,-9.43358E-05
-0.085,-0.0001010111
-0.09,-0.0001072499
-0.095,-0.0001137527
-0.1,-0.000121308
-0.105,-0.000128467
-0.11,-0.000135908
-0.115,-0.000144515
-0.12,-0.000152587
-0.125,-0.000160961
-0.13,-0.00016911
-0.135,-0.000176999
-0.14,-0.000184879
-0.145,-0.000192741
-0.15,-0.000202107
-0.155,-0.000210355
-0.16,-0.000219024
-0.165,-0.00022811
-0.17,-0.000237473
-0.175,-0.000245578
-0.18,-0.000255039
-0.185,-0.000265531
-0.19,-0.000274628
-0.195,-0.000284111
-0.2,-0.000294082
-0.205,-0.000304791
-0.21,-0.000315858
-0.215,-0.000324441
-0.22,-0.000336707
-0.225,-0.000347151
-0.23,-0.00035947
-0.235,-0.000371421
-0.24,-0.00038444
-0.245,-0.000396639
-0.25,-0.000409916
-0.255,-0.000421994
-0.26,-0.000434327
-0.265,-0.000445639
-0.27,-0.00045864
-0.275,-0.000471464
-0.28,-0.000486047
-0.285,-0.0005
-0.29,-0.000500008
-0.295,-0.000500008
-0.3,-0.000500008
-0.305,-0.000500008
-0.31,-0.000500008
-0.315,-0.000500007
-0.32,-0.000500009
-0.325,-0.000500009
-0.33,-0.000500008
-0.335,-0.000500009
-0.34,-0.000500008
-0.345,-0.000500008
-0.35,-0.000500008
-0.355,-0.000500008
-0.36,-0.000500008
-0.365,-0.000500008
-0.37,-0.000500007
-0.375,-0.000500008
-0.38,-0.000500008
-0.385,-0.000500008
-0.39,-0.000500007
-0.395,-0.000500008
-0.4,-0.000500009
-0.405,-0.000500008
-0.41,-0.000500008
-0.415,-0.000500008
-0.42,-0.000500008
-0.425,-0.000500008
-0.43,-0.000500008
-0.435,-0.000500008
-0.44,-0.000500008
-0.445,-0.000500008
-0.45,-0.000500007
-0.455,-0.000500007
-0.46,-0.000500007
-0.465,-0.000500008
-0.47,-0.000500008
-0.475,-0.000500007
-0.48,-0.000500008
-0.485,-0.000500008
-0.49,-0.000500008
-0.495,-0.000500008
-0.5,-0.000500008
-0.505,-0.000500008
-0.51,-0.000500008
-0.515,-0.000500007
-0.52,-0.000500008
-0.525,-0.000500008
-0.53,-0.000500008
-0.535,-0.000500008
-0.54,-0.000500008
-0.545,-0.000500008
-0.55,-0.000500008
-0.555,-0.000500007
-0.56,-0.000500008
-0.565,-0.000500007
-0.57,-0.000500008
-0.575,-0.000500008
-0.58,-0.000500008
-0.585,-0.000500008
-0.59,-0.000500008
-0.595,-0.000500008
-0.6,-0.000500007
-0.605,-0.000500008
-0.61,-0.000500008
-0.615,-0.000500008
-0.62,-0.000500009
-0.625,-0.000500009
-0.63,-0.000500008
-0.635,-0.000500008
-0.64,-0.000500008
-0.645,-0.000500008
-0.65,-0.000500007
-0.655,-0.000500008
-0.66,-0.000500008
-0.665,-0.000500007
-0.67,-0.000500008
-0.675,-0.000500008
-0.68,-0.000500007
-0.685,-0.000500007
-0.69,-0.000500009
-0.695,-0.000500007
-0.7,-0.000500008
-0.705,-0.000500007
-0.71,-0.000500008
-0.715,-0.000500008
-0.72,-0.000500008
-0.725,-0.000500008
-0.73,-0.000500008
-0.735,-0.000500008
-0.74,-0.000500007
-0.745,-0.000500008
-0.75,-0.000500007
-0.755,-0.000500007
-0.76,-0.000500007
-0.765,-0.000500007
-0.77,-0.000500007
-0.775,-0.000500007
-0.78,-0.000500006
-0.785,-0.000500006
-0.79,-0.000500006
-0.795,-0.000500008
-0.8,-0.000500007
-0.805,-0.000500007
-0.81,-0.000500007
-0.815,-0.000500007
-0.82,-0.000500008
-0.825,-0.000500007
-0.83,-0.000500008
-0.835,-0.000500007
-0.84,-0.000500007
-0.845,-0.000500007
-0.85,-0.000500007
-0.855,-0.000500007
-0.86,-0.000500006
-0.865,-0.000500008
-0.87,-0.000500008
-0.875,-0.000500008
-0.88,-0.000500008
-0.885,-0.000500007
-0.89,-0.000500007
-0.895,-0.000500007
-0.9,-0.000500008
-0.905,-0.000500007
-0.91,-0.000500007
-0.915,-0.000500008
-0.92,-0.000500007
-0.925,-0.000500007
-0.93,-0.000500008
-0.935,-0.000500008
-0.94,-0.000500008
-0.945,-0.000500008
-0.95,-0.000500007
-0.955,-0.000500007
-0.96,-0.000500008
-0.965,-0.000500007
-0.97,-0.000500007
-0.975,-0.000500008
-0.98,-0.000500008
-0.985,-0.000500007
-0.99,-0.000500008
-0.995,-0.000500007
-1,-0.000500007
-1,-0.000500008
-0.995,-0.000500007
-0.99,-0.000500007
-0.985,-0.000500008
-0.98,-0.000500007
-0.975,-0.000500008
-0.97,-0.000500008
-0.965,-0.000500007
-0.96,-0.000500007
-0.955,-0.000500007
-0.95,-0.000500007
-0.945,-0.000500007
-0.94,-0.000500007
-0.935,-0.000500007
-0.93,-0.000500007
-0.925,-0.000500008
-0.92,-0.000500008
-0.915,-0.000500008
-0.91,-0.000500008
-0.905,-0.000500008
-0.9,-0.000500008
-0.895,-0.000500008
-0.89,-0.000500008
-0.885,-0.000500008
-0.88,-0.000500009
-0.875,-0.000500008
-0.87,-0.000500007
-0.865,-0.000500008
-0.86,-0.000500008
-0.855,-0.000500008
-0.85,-0.000500008
-0.845,-0.000500008
-0.84,-0.000500008
-0.835,-0.000500009
-0.83,-0.000500008
-0.825,-0.000500008
-0.82,-0.000500009
-0.815,-0.000500008
-0.81,-0.000500008
-0.805,-0.000500008
-0.8,-0.000500007
-0.795,-0.000500008
-0.79,-0.000500008
-0.785,-0.000500008
-0.78,-0.000500008
-0.775,-0.000500007
-0.77,-0.000500008
-0.765,-0.000500008
-0.76,-0.000500008
-0.755,-0.000500008
-0.75,-0.000500007
-0.745,-0.000500008
-0.74,-0.000500008
-0.735,-0.000500007
-0.73,-0.000500008
-0.725,-0.000500008
-0.72,-0.000500007
-0.715,-0.000500008
-0.71,-0.000500008
-0.705,-0.000500008
-0.7,-0.000500008
-0.695,-0.000500009
-0.69,-0.000500009
-0.685,-0.000500008
-0.68,-0.000500008
-0.675,-0.000500008
-0.67,-0.000500008
-0.665,-0.000500008
-0.66,-0.000500009
-0.655,-0.000500008
-0.65,-0.000500008
-0.645,-0.000500008
-0.64,-0.000500008
-0.635,-0.000500008
-0.63,-0.000500007
-0.625,-0.000500007
-0.62,-0.000500008
-0.615,-0.000500008
-0.61,-0.000500008
-0.605,-0.000500007
-0.6,-0.000500008
-0.595,-0.000500008
-0.59,-0.000500007
-0.585,-0.000500008
-0.58,-0.000500008
-0.575,-0.000500008
-0.57,-0.000500007
-0.565,-0.000500007
-0.56,-0.000500008
-0.555,-0.000500008
-0.55,-0.000500008
-0.545,-0.000500007
-0.54,-0.000500007
-0.535,-0.000500008
-0.53,-0.000500008
-0.525,-0.000500008
-0.52,-0.000500008
-0.515,-0.000500009
-0.51,-0.000500008
-0.505,-0.000500008
-0.5,-0.000500008
-0.495,-0.000500008
-0.49,-0.000500008
-0.485,-0.000500009
-0.48,-0.000500008
-0.475,-0.000500008
-0.47,-0.000500007
-0.465,-0.000500008
-0.46,-0.000500008
-0.455,-0.000500008
-0.45,-0.000500008
-0.445,-0.000500008
-0.44,-0.000500007
-0.435,-0.000500008
-0.43,-0.000500009
-0.425,-0.000500007
-0.42,-0.000500008
-0.415,-0.000500008
-0.41,-0.000500008
-0.405,-0.000500008
-0.4,-0.000500009
