Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:23:07
Device ID,"FTO_Contact check"
Count,61
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.4
Measurement.Primary.Stop,0.4
Measurement.Primary.Step,0.001
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.4,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.4,-2.67664E-07
-0.399,-2.03365E-07
-0.398,-1.79359E-07
-0.397,-1.91157E-07
-0.396,-1.9593E-07
-0.395,-1.85886E-07
-0.394,-1.99376E-07
-0.393,-2.0845E-07
-0.392,-2.28892E-07
-0.391,-2.24888E-07
-0.39,-2.11232E-07
-0.389,-2.19207E-07
-0.388,-2.22904E-07
-0.387,-2.3208E-07
-0.386,-1.8306E-07
-0.385,-1.87795E-07
-0.384,-1.94762E-07
-0.383,-1.96879E-07
-0.382,-1.89962E-07
-0.381,-2.10088E-07
-0.38,-2.32112E-07
-0.379,-2.15011E-07
-0.378,-2.15035E-07
-0.377,-2.19573E-07
-0.376,-2.10939E-07
-0.375,-1.99791E-07
-0.374,-1.28313E-07
-0.373,-1.10519E-07
-0.372,-1.16979E-07
-0.371,-1.13794E-07
-0.37,-1.31909E-07
-0.369,-1.20527E-07
-0.368,-1.13954E-07
-0.367,-1.12031E-07
-0.366,-1.12207E-07
-0.365,-1.16726E-07
-0.364,-1.14298E-07
-0.363,-1.06763E-07
-0.362,-1.17782E-07
-0.361,-1.21238E-07
-0.36,-1.29844E-07
-0.359,-1.24386E-07
-0.358,-1.27174E-07
-0.357,-1.2451E-07
-0.356,-1.23722E-07
-0.355,-1.27675E-07
-0.354,-1.34757E-07
-0.353,-1.40808E-07
-0.352,-1.43907E-07
-0.351,-1.42785E-07
-0.35,-1.2273E-07
-0.349,-1.27179E-07
-0.348,-1.22331E-07
-0.347,-1.18416E-07
-0.346,-1.30384E-07
-0.345,-1.31474E-07
-0.344,-1.24538E-07
-0.343,-1.30257E-07
-0.342,-1.30753E-07
-0.341,-1.29414E-07
-0.34,-1.15757E-07
-0.339,-1.09964E-07
-0.338,-1.1672E-07
-0.337,-9.9715E-08
-0.336,-9.3921E-08
-0.335,-9.9881E-08
-0.334,-1.18862E-07
-0.333,-1.14138E-07
-0.332,-1.09344E-07
-0.331,-1.23799E-07
-0.33,-1.18772E-07
-0.329,-1.22869E-07
-0.328,-1.18936E-07
-0.327,-1.09424E-07
-0.326,-1.19336E-07
-0.325,-1.2154E-07
-0.324,-1.29682E-07
-0.323,-1.22881E-07
-0.322,-1.09223E-07
-0.321,-9.5945E-08
-0.32,-8.6857E-08
-0.319,-8.01555E-08
-0.318,-8.22141E-08
-0.317,-8.91873E-08
-0.316,-9.23406E-08
-0.315,-8.87324E-08
-0.314,-9.51E-08
-0.313,-1.03736E-07
-0.312,-1.20409E-07
-0.311,-1.11306E-07
-0.31,-1.07057E-07
-0.309,-9.8561E-08
-0.308,-8.99805E-08
-0.307,-8.13896E-08
-0.306,-8.53085E-08
-0.305,-9.8903E-08
-0.304,-9.19243E-08
-0.303,-8.55127E-08
-0.302,-8.87362E-08
-0.301,-9.30386E-08
-0.3,-9.0679E-08
-0.299,-9.3179E-08
-0.298,-1.05322E-07
-0.297,-8.926E-08
-0.296,-8.78185E-08
-0.295,-7.76065E-08
-0.294,-7.95815E-08
-0.293,-7.82374E-08
-0.292,-7.58535E-08
-0.291,-7.36692E-08
-0.29,-7.74284E-08
-0.289,-7.30828E-08
-0.288,-6.68888E-08
-0.287,-7.78843E-08
-0.286,-9.3916E-08
-0.285,-8.46296E-08
-0.284,-8.67929E-08
-0.283,-1.22577E-07
-0.282,-1.1367E-07
-0.281,-1.287E-07
-0.28,-1.03512E-07
-0.279,-1.06542E-07
-0.278,-9.7776E-08
-0.277,-9.0695E-08
-0.276,-7.7147E-08
-0.275,-8.28576E-08
-0.274,-7.80727E-08
-0.273,-7.7313E-08
-0.272,-8.09638E-08
-0.271,-1.47959E-07
-0.27,-1.87412E-07
-0.269,-2.19085E-07
-0.268,-2.09932E-07
-0.267,-1.7963E-07
-0.266,-1.79671E-07
-0.265,-2.05503E-07
-0.264,-2.12596E-07
-0.263,-2.15336E-07
-0.262,-2.15763E-07
-0.261,-2.08873E-07
-0.26,-2.16927E-07
-0.259,-2.30147E-07
-0.258,-2.00875E-07
-0.257,-1.78488E-07
-0.256,-1.87743E-07
-0.255,-1.87866E-07
-0.254,-2.01858E-07
-0.253,-2.24586E-07
-0.252,-2.14815E-07
-0.251,-2.07136E-07
-0.25,-2.04684E-07
-0.249,-1.72522E-07
-0.248,-1.94504E-07
-0.247,-1.89974E-07
-0.246,-1.8867E-07
-0.245,-1.99026E-07
-0.244,-2.03315E-07
-0.243,-2.21512E-07
-0.242,-2.21013E-07
-0.241,-2.35355E-07
-0.24,-2.28403E-07
-0.239,-2.66214E-07
-0.238,-1.385E-07
-0.237,-1.3049E-07
-0.236,-1.4351E-07
-0.235,-1.45677E-07
-0.234,-1.60222E-07
-0.233,-1.65137E-07
-0.232,-1.68474E-07
-0.231,-1.72654E-07
-0.23,-1.68731E-07
-0.229,-2.47022E-07
-0.228,-2.24449E-07
