Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:06:22
Device ID,"FTO_Contact check"
Count,57
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.2
Measurement.Primary.Stop,0.2
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0001
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.2,0
Measurement.Bias.Compliance,0.0001,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.2,-1.34372E-05
-0.19,-1.16496E-05
-0.18,-1.0022E-05
-0.17,-8.50475E-06
-0.16,-7.07729E-06
-0.15,-5.86305E-06
-0.14,-5.01958E-06
-0.13,-4.60864E-06
-0.12,-4.10276E-06
-0.11,-3.56655E-06
-0.1,-3.06364E-06
-0.09,-2.58917E-06
-0.08,-2.16421E-06
-0.07,-1.78654E-06
-0.06,-1.45063E-06
-0.05,-1.14805E-06
-0.04,-8.75121E-07
-0.03,-6.2729E-07
-0.02,-4.00566E-07
-0.01,-1.92103E-07
0,8.468E-10
0.01,1.80646E-07
0.02,3.49117E-07
0.03,5.07743E-07
0.04,6.57898E-07
0.05,8.01081E-07
0.06,9.38103E-07
0.07,1.0704E-06
0.08,1.19781E-06
0.09,1.32066E-06
0.1,1.44037E-06
0.11,1.55685E-06
0.12,1.6702E-06
0.13,1.78127E-06
0.14,1.89036E-06
0.15,1.99737E-06
0.16,2.10279E-06
0.17,2.20657E-06
0.18,2.30895E-06
0.19,2.40912E-06
0.2,2.50922E-06
0.2,2.50889E-06
0.19,2.40976E-06
0.18,2.30871E-06
0.17,2.20627E-06
0.16,2.10265E-06
0.15,1.99674E-06
0.14,1.88946E-06
0.13,1.78033E-06
0.12,1.66922E-06
0.11,1.55586E-06
0.1,1.43932E-06
0.09,1.32E-06
0.08,1.19703E-06
0.07,1.06943E-06
0.06,9.37172E-07
0.05,7.99941E-07
0.04,6.5688E-07
0.03,5.06922E-07
0.02,3.48345E-07
0.01,1.80257E-07
0,7E-10
-0.01,-1.92023E-07
-0.02,-4.00355E-07
-0.03,-6.26811E-07
-0.04,-8.74484E-07
-0.05,-1.14669E-06
-0.06,-1.44932E-06
-0.07,-1.78563E-06
-0.08,-2.162E-06
-0.09,-2.58507E-06
-0.1,-3.06275E-06
-0.11,-3.60152E-06
-0.12,-4.21431E-06
-0.13,-4.91216E-06
-0.14,-5.70783E-06
-0.15,-6.61323E-06
-0.16,-7.64877E-06
-0.17,-8.83164E-06
-0.18,-1.017723E-05
-0.19,-1.17124E-05
-0.2,-1.34597E-05
