Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:25:21
Device ID,"FTO_Contact check"
Count,63
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.4
Measurement.Primary.Stop,0.4
Measurement.Primary.Step,0.001
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.4,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.4,-1.41799E-06
-0.399,-1.39304E-06
-0.398,-1.35638E-06
-0.397,-1.38072E-06
-0.396,-1.52348E-06
-0.395,-1.37723E-06
-0.394,-1.29335E-06
-0.393,-1.27165E-06
-0.392,-1.26287E-06
-0.391,-1.32979E-06
-0.39,-1.3458E-06
-0.389,-1.58901E-06
-0.388,-1.54512E-06
-0.387,-1.68952E-06
-0.386,-1.86512E-06
-0.385,-1.88802E-06
-0.384,-1.8468E-06
-0.383,-2.24206E-06
-0.382,-2.08165E-06
-0.381,-2.07218E-06
-0.38,-2.04706E-06
-0.379,-2.00586E-06
-0.378,-1.96347E-06
-0.377,-1.89896E-06
-0.376,-1.93341E-06
-0.375,-1.97467E-06
-0.374,-2.03187E-06
-0.373,-2.04274E-06
-0.372,-2.02064E-06
-0.371,-2.02786E-06
-0.37,-2.07311E-06
-0.369,-2.13594E-06
-0.368,-2.31651E-06
-0.367,-2.43704E-06
-0.366,-2.35676E-06
-0.365,-2.30645E-06
-0.364,-2.30988E-06
-0.363,-2.35058E-06
-0.362,-2.27903E-06
-0.361,-2.2423E-06
-0.36,-2.26769E-06
-0.359,-2.20771E-06
-0.358,-2.22346E-06
-0.357,-2.2384E-06
-0.356,-2.40158E-06
-0.355,-2.44002E-06
-0.354,-2.30833E-06
-0.353,-2.4145E-06
-0.352,-2.46626E-06
-0.351,-2.62275E-06
-0.35,-2.58803E-06
-0.349,-2.56707E-06
-0.348,-2.64296E-06
-0.347,-2.61808E-06
-0.346,-2.5719E-06
-0.345,-2.54245E-06
-0.344,-2.55219E-06
-0.343,-2.51692E-06
-0.342,-2.58365E-06
-0.341,-2.59393E-06
-0.34,-2.76645E-06
-0.339,-2.90796E-06
-0.338,-2.90103E-06
-0.337,-3.37532E-06
-0.336,-2.99053E-06
-0.335,-2.33545E-06
-0.334,-2.5887E-06
-0.333,-2.80748E-06
-0.332,-3.03796E-06
-0.331,-3.04193E-06
-0.33,-3.02325E-06
-0.329,-3.06324E-06
-0.328,-3.06783E-06
-0.327,-2.94355E-06
-0.326,-2.92971E-06
-0.325,-2.98923E-06
-0.324,-4.07635E-06
-0.323,-4.85389E-06
-0.322,-4.97408E-06
-0.321,-4.11958E-06
-0.32,-4.02968E-06
-0.319,-4.23917E-06
-0.318,-4.32483E-06
-0.317,-4.65051E-06
-0.316,-4.6891E-06
-0.315,-4.55396E-06
-0.314,-4.45829E-06
-0.313,-4.33083E-06
-0.312,-4.61621E-06
-0.311,-4.50661E-06
-0.31,-4.47796E-06
-0.309,-4.60245E-06
-0.308,-4.66282E-06
-0.307,-4.44344E-06
-0.306,-3.98407E-06
-0.305,-4.16312E-06
-0.304,-3.94695E-06
-0.303,-3.70821E-06
-0.302,-3.61321E-06
-0.301,-3.51089E-06
-0.3,-3.47974E-06
-0.299,-3.50223E-06
-0.298,-3.43994E-06
-0.297,-3.26603E-06
-0.296,-3.14679E-06
-0.295,-3.14263E-06
-0.294,-2.99764E-06
-0.293,-3.13566E-06
-0.292,-3.18837E-06
-0.291,-3.25626E-06
-0.29,-3.48047E-06
-0.289,-3.4264E-06
-0.288,-3.27295E-06
-0.287,-3.24346E-06
-0.286,-3.22109E-06
-0.285,-3.22241E-06
-0.284,-3.24535E-06
-0.283,-3.25088E-06
-0.282,-3.22105E-06
-0.281,-3.20999E-06
-0.28,-3.17909E-06
-0.279,-3.1898E-06
-0.278,-3.17624E-06
-0.277,-3.15918E-06
-0.276,-3.16185E-06
-0.275,-3.1463E-06
-0.274,-3.10525E-06
-0.273,-3.56878E-06
-0.272,-3.60895E-06
-0.271,-3.62997E-06
-0.27,-3.59442E-06
-0.269,-3.39051E-06
-0.268,-3.09504E-06
-0.267,-3.11062E-06
-0.266,-2.99095E-06
-0.265,-2.95653E-06
-0.264,-2.80799E-06
-0.263,-2.45553E-06
-0.262,-1.99215E-06
-0.261,-1.59907E-06
-0.26,-1.40613E-06
-0.259,-1.37517E-06
-0.258,-1.34895E-06
-0.257,-1.38208E-06
-0.256,-1.35706E-06
-0.255,-1.35876E-06
-0.254,-1.35394E-06
-0.253,-1.34551E-06
-0.252,-1.35678E-06
-0.251,-1.34293E-06
-0.25,-1.33478E-06
-0.249,-1.33024E-06
-0.248,-1.32429E-06
-0.247,-1.31908E-06
-0.246,-2.5617E-07
-0.245,-6.7E-10
-0.244,-6.5218E-10
-0.243,-5.4102E-10
-0.242,-4.7659E-10
-0.241,-4.8826E-10
-0.24,-4.7042E-10
-0.239,-4.8774E-10
-0.238,-4.7392E-10
-0.237,-4.2425E-10
-0.236,-4.2189E-10
-0.235,-4.7314E-10
-0.234,-4.5462E-10
-0.233,-4.3197E-10
-0.232,-4.172E-10
-0.231,-4.4295E-10
