Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:39:16
Device ID,"FTO_Contact check"
Count,67
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.5
Measurement.Primary.Stop,0.3
Measurement.Primary.Step,0.001
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.5,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.5,-5.14691E-06
-0.499,-5.13826E-06
-0.498,-5.13007E-06
-0.497,-5.1209E-06
-0.496,-5.1124E-06
-0.495,-5.10429E-06
-0.494,-5.09625E-06
-0.493,-5.08773E-06
-0.492,-5.08044E-06
-0.491,-5.07214E-06
-0.49,-5.06429E-06
-0.489,-5.05628E-06
-0.488,-5.04733E-06
-0.487,-5.041E-06
-0.486,-5.03187E-06
-0.485,-5.02297E-06
-0.484,-5.01568E-06
-0.483,-5.0075E-06
-0.482,-4.99931E-06
-0.481,-4.99165E-06
-0.48,-4.98311E-06
-0.479,-4.97439E-06
-0.478,-4.96574E-06
-0.477,-4.95801E-06
-0.476,-4.95059E-06
-0.475,-4.94235E-06
-0.474,-4.9343E-06
-0.473,-4.92703E-06
-0.472,-4.91862E-06
-0.471,-4.91101E-06
-0.47,-4.90143E-06
-0.469,-4.8931E-06
-0.468,-4.88363E-06
-0.467,-4.87593E-06
-0.466,-4.86838E-06
-0.465,-4.85947E-06
-0.464,-4.85026E-06
-0.463,-4.84259E-06
-0.462,-4.83406E-06
-0.461,-4.82653E-06
-0.46,-4.81831E-06
-0.459,-4.81066E-06
-0.458,-4.80196E-06
-0.457,-4.79302E-06
-0.456,-4.78578E-06
-0.455,-4.77671E-06
-0.454,-4.76783E-06
-0.453,-4.76007E-06
-0.452,-4.75155E-06
-0.451,-4.74332E-06
-0.45,-4.73394E-06
-0.449,-4.72629E-06
-0.448,-4.71769E-06
-0.447,-4.71069E-06
-0.446,-4.70155E-06
-0.445,-4.69255E-06
-0.444,-4.68371E-06
-0.443,-4.67417E-06
-0.442,-4.66686E-06
-0.441,-4.65856E-06
-0.44,-4.65076E-06
-0.439,-4.64199E-06
-0.438,-4.63342E-06
-0.437,-4.62436E-06
-0.436,-4.61606E-06
-0.435,-4.60749E-06
-0.434,-4.59924E-06
-0.433,-4.59251E-06
-0.432,-4.58514E-06
-0.431,-4.57516E-06
-0.43,-4.5674E-06
-0.429,-4.55921E-06
-0.428,-4.55112E-06
-0.427,-4.54216E-06
-0.426,-4.53368E-06
-0.425,-4.52529E-06
-0.424,-4.51583E-06
-0.423,-4.50772E-06
-0.422,-4.49948E-06
-0.421,-4.49037E-06
-0.42,-4.48136E-06
-0.419,-4.47368E-06
-0.418,-4.46545E-06
-0.417,-4.45677E-06
-0.416,-4.44947E-06
-0.415,-4.44318E-06
-0.414,-4.43342E-06
-0.413,-4.42479E-06
-0.412,-4.41683E-06
-0.411,-4.40834E-06
-0.41,-4.40052E-06
-0.409,-4.39143E-06
-0.408,-4.38256E-06
-0.407,-4.37451E-06
-0.406,-4.36541E-06
-0.405,-4.35779E-06
-0.404,-4.34944E-06
-0.403,-4.34141E-06
-0.402,-4.33221E-06
-0.401,-4.32325E-06
-0.4,-4.31472E-06
-0.399,-4.30645E-06
-0.398,-4.29788E-06
-0.397,-4.28897E-06
-0.396,-4.2818E-06
-0.395,-4.27393E-06
-0.394,-4.26452E-06
-0.393,-4.2548E-06
-0.392,-4.24713E-06
-0.391,-4.2366E-06
-0.39,-4.22857E-06
-0.389,-4.21906E-06
-0.388,-4.21056E-06
-0.387,-4.20251E-06
-0.386,-4.19412E-06
-0.385,-4.18582E-06
-0.384,-4.1779E-06
-0.383,-4.16818E-06
-0.382,-4.15883E-06
-0.381,-4.15066E-06
-0.38,-4.14175E-06
-0.379,-4.13363E-06
-0.378,-4.12527E-06
-0.377,-4.11554E-06
-0.376,-4.10743E-06
-0.375,-4.0985E-06
-0.374,-4.08953E-06
-0.373,-4.08042E-06
-0.372,-4.07188E-06
-0.371,-4.06325E-06
-0.37,-4.0552E-06
-0.369,-4.04638E-06
-0.368,-4.03824E-06
-0.367,-4.02868E-06
-0.366,-4.02034E-06
-0.365,-4.01128E-06
-0.364,-4.00274E-06
-0.363,-3.99351E-06
-0.362,-3.98508E-06
-0.361,-3.97665E-06
-0.36,-3.96803E-06
-0.359,-3.96016E-06
-0.358,-3.95113E-06
-0.357,-3.94167E-06
-0.356,-3.93258E-06
-0.355,-3.92513E-06
-0.354,-3.91719E-06
-0.353,-3.90793E-06
-0.352,-3.89862E-06
-0.351,-3.89042E-06
-0.35,-3.88123E-06
-0.349,-3.87214E-06
-0.348,-3.86264E-06
-0.347,-3.85517E-06
-0.346,-3.84582E-06
-0.345,-3.83756E-06
-0.344,-3.82845E-06
-0.343,-3.82006E-06
-0.342,-3.81145E-06
-0.341,-3.80212E-06
-0.34,-3.79355E-06
-0.339,-3.78431E-06
-0.338,-3.77547E-06
-0.337,-3.76726E-06
-0.336,-3.75918E-06
-0.335,-3.74945E-06
-0.334,-3.74028E-06
-0.333,-3.73129E-06
-0.332,-3.72225E-06
-0.331,-3.71329E-06
-0.33,-3.70483E-06
-0.329,-3.69529E-06
-0.328,-3.68745E-06
