Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:04:37
Device ID,"FTO_Contact check"
Count,55
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.2
Measurement.Primary.Stop,0.2
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0001
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.2,0
Measurement.Bias.Compliance,0.0001,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.2,-1.000428E-05
-0.19,-8.9759E-06
-0.18,-7.93216E-06
-0.17,-6.73561E-06
-0.16,-5.43584E-06
-0.15,-4.01478E-06
-0.14,-2.67113E-06
-0.13,-9.58E-07
-0.12,3.82012E-06
-0.11,6.52648E-06
-0.1,8.28366E-06
-0.09,9.17374E-06
-0.08,9.41168E-06
-0.07,9.12749E-06
-0.06,8.38437E-06
-0.05,7.39624E-06
-0.04,6.5513E-06
-0.03,5.95572E-06
-0.02,5.43063E-06
-0.01,4.88099E-06
0,4.48381E-06
0.01,4.25766E-06
0.02,4.04537E-06
0.03,3.8267E-06
0.04,3.64093E-06
0.05,3.50746E-06
0.06,3.45843E-06
0.07,3.49357E-06
0.08,3.58738E-06
0.09,3.67651E-06
0.1,3.77887E-06
0.11,3.90496E-06
0.12,4.02809E-06
0.13,4.14544E-06
0.14,4.26705E-06
0.15,4.38853E-06
0.16,4.50502E-06
0.17,4.61245E-06
0.18,4.71307E-06
0.19,4.81055E-06
0.2,4.89911E-06
0.2,4.88565E-06
0.19,4.77381E-06
0.18,4.66292E-06
0.17,4.55724E-06
0.16,4.44607E-06
0.15,4.22803E-06
0.14,3.8217E-06
0.13,3.42993E-06
0.12,3.11749E-06
0.11,2.83515E-06
0.1,2.59767E-06
0.09,2.37991E-06
0.08,2.15303E-06
0.07,1.9496E-06
0.06,1.80048E-06
0.05,1.71136E-06
0.04,1.62172E-06
0.03,1.50525E-06
0.02,1.40145E-06
0.01,1.37465E-06
0,1.25109E-06
-0.01,1.06858E-06
-0.02,9.23334E-07
-0.03,8.35916E-07
-0.04,7.81321E-07
-0.05,7.1607E-07
-0.06,5.61295E-07
-0.07,3.05491E-07
-0.08,-6.69055E-08
-0.09,-4.94985E-07
-0.1,-9.70512E-07
-0.11,-1.5312E-06
-0.12,-2.14773E-06
-0.13,-2.85891E-06
-0.14,-3.66617E-06
-0.15,-4.58641E-06
-0.16,-5.63605E-06
-0.17,-6.82922E-06
-0.18,-8.19283E-06
-0.19,-9.74984E-06
-0.2,-1.15231E-05
