Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:14:38
Device ID,"FTO_Contact check"
Count,59
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU3:HR,SMU4:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU3:HR,SMU4:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.2
Measurement.Primary.Stop,0.2
Measurement.Primary.Step,0.001
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.2,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU3:HR,SMU4:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.2,-2.48842E-06
-0.199,-2.47886E-06
-0.198,-2.46884E-06
-0.197,-2.45877E-06
-0.196,-2.44922E-06
-0.195,-2.43906E-06
-0.194,-2.42962E-06
-0.193,-2.42001E-06
-0.192,-2.41013E-06
-0.191,-2.40026E-06
-0.19,-2.39059E-06
-0.189,-2.38022E-06
-0.188,-2.37009E-06
-0.187,-2.36031E-06
-0.186,-2.34999E-06
-0.185,-2.34011E-06
-0.184,-2.32992E-06
-0.183,-2.32058E-06
-0.182,-2.3108E-06
-0.181,-2.29999E-06
-0.18,-2.28915E-06
-0.179,-2.27937E-06
-0.178,-2.26993E-06
-0.177,-2.25945E-06
-0.176,-2.2497E-06
-0.175,-2.23956E-06
-0.174,-2.22928E-06
-0.173,-2.21928E-06
-0.172,-2.20893E-06
-0.171,-2.19833E-06
-0.17,-2.18881E-06
-0.169,-2.17862E-06
-0.168,-2.16864E-06
-0.167,-2.15842E-06
-0.166,-2.14819E-06
-0.165,-2.13773E-06
-0.164,-2.12774E-06
-0.163,-2.117E-06
-0.162,-2.10665E-06
-0.161,-2.09636E-06
-0.16,-2.08599E-06
-0.159,-2.07561E-06
-0.158,-2.06501E-06
-0.157,-2.05425E-06
-0.156,-2.04417E-06
-0.155,-2.03369E-06
-0.154,-2.02321E-06
-0.153,-2.0129E-06
-0.152,-2.00222E-06
-0.151,-1.992E-06
-0.15,-1.98145E-06
-0.149,-1.97051E-06
-0.148,-1.96017E-06
-0.147,-1.9502E-06
-0.146,-1.94006E-06
-0.145,-1.92902E-06
-0.144,-1.91792E-06
-0.143,-1.90693E-06
-0.142,-1.8966E-06
-0.141,-1.88616E-06
-0.14,-1.87543E-06
-0.139,-1.86485E-06
-0.138,-1.85368E-06
-0.137,-1.84329E-06
-0.136,-1.8317E-06
-0.135,-1.82079E-06
-0.134,-1.81014E-06
-0.133,-1.79978E-06
-0.132,-1.78874E-06
-0.131,-1.77788E-06
-0.13,-1.76652E-06
-0.129,-1.7554E-06
-0.128,-1.74482E-06
-0.127,-1.73377E-06
-0.126,-1.72318E-06
-0.125,-1.71234E-06
-0.124,-1.7013E-06
-0.123,-1.68994E-06
-0.122,-1.67886E-06
-0.121,-1.66764E-06
-0.12,-1.65618E-06
-0.119,-1.64537E-06
-0.118,-1.63463E-06
-0.117,-1.62311E-06
-0.116,-1.61195E-06
-0.115,-1.60082E-06
-0.114,-1.58939E-06
-0.113,-1.57814E-06
-0.112,-1.56671E-06
-0.111,-1.55539E-06
-0.11,-1.54389E-06
-0.109,-1.53242E-06
-0.108,-1.52093E-06
-0.107,-1.50896E-06
-0.106,-1.49786E-06
-0.105,-1.4861E-06
-0.104,-1.47473E-06
-0.103,-1.46327E-06
-0.102,-1.45126E-06
-0.101,-1.43931E-06
-0.1,-1.4276E-06
-0.099,-1.41615E-06
-0.098,-1.40405E-06
-0.097,-1.39252E-06
-0.096,-1.38055E-06
-0.095,-1.3684E-06
-0.094,-1.35655E-06
-0.093,-1.34456E-06
-0.092,-1.33271E-06
-0.091,-1.32071E-06
-0.09,-1.30888E-06
-0.089,-1.29659E-06
-0.088,-1.28444E-06
-0.087,-1.272E-06
-0.086,-1.25965E-06
-0.085,-1.24769E-06
-0.084,-1.23547E-06
-0.083,-1.22343E-06
-0.082,-1.21077E-06
-0.081,-1.19874E-06
-0.08,-1.18636E-06
-0.079,-1.17373E-06
-0.078,-1.16136E-06
-0.077,-1.14904E-06
-0.076,-1.13649E-06
-0.075,-1.12394E-06
-0.074,-1.11137E-06
-0.073,-1.09897E-06
-0.072,-1.08603E-06
-0.071,-1.07347E-06
-0.07,-1.06043E-06
-0.069,-1.04763E-06
-0.068,-1.03469E-06
-0.067,-1.02186E-06
-0.066,-1.00867E-06
-0.065,-9.94984E-07
-0.064,-9.81959E-07
-0.063,-9.68798E-07
-0.062,-9.55584E-07
-0.061,-9.42445E-07
-0.06,-9.29161E-07
-0.059,-9.1583E-07
-0.058,-9.02331E-07
-0.057,-8.88979E-07
-0.056,-8.75506E-07
-0.055,-8.61882E-07
-0.054,-8.48304E-07
-0.053,-8.34762E-07
-0.052,-8.21062E-07
-0.051,-8.07382E-07
-0.05,-7.93297E-07
-0.049,-7.79388E-07
-0.048,-7.65786E-07
-0.047,-7.51682E-07
-0.046,-7.37504E-07
-0.045,-7.23407E-07
-0.044,-7.09141E-07
-0.043,-6.94713E-07
-0.042,-6.80338E-07
-0.041,-6.6595E-07
-0.04,-6.51391E-07
-0.039,-6.36933E-07
-0.038,-6.22227E-07
-0.037,-6.07483E-07
-0.036,-5.92745E-07
-0.035,-5.78028E-07
-0.034,-5.62879E-07
-0.033,-5.47954E-07
-0.032,-5.32768E-07
-0.031,-5.17615E-07
-0.03,-5.02429E-07
-0.029,-4.87043E-07
-0.028,-4.71581E-07
