Setup title,"I/V dark_-0.2 to 0.2V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,17:11:02
Device ID,"FTO_Contact check"
Count,58
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,-0.2
Measurement.Primary.Stop,0.2
Measurement.Primary.Step,0.001
Measurement.Primary.Compliance,5E-05
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,-0.2,0
Measurement.Bias.Compliance,5E-05,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
-0.2,-1.3395E-05
-0.199,-1.32106E-05
-0.198,-1.30286E-05
-0.197,-1.28498E-05
-0.196,-1.26716E-05
-0.195,-1.24956E-05
-0.194,-1.23241E-05
-0.193,-1.21537E-05
-0.192,-1.19844E-05
-0.191,-1.18171E-05
-0.19,-1.16549E-05
-0.189,-1.14924E-05
-0.188,-1.13337E-05
-0.187,-1.11741E-05
-0.186,-1.10228E-05
-0.185,-1.08701E-05
-0.184,-1.07169E-05
-0.183,-1.05681E-05
-0.182,-1.04182E-05
-0.181,-1.02735E-05
-0.18,-1.01287E-05
-0.179,-9.9874E-06
-0.178,-9.84396E-06
-0.177,-9.70604E-06
-0.176,-9.56927E-06
-0.175,-9.43349E-06
-0.174,-9.30094E-06
-0.173,-9.16839E-06
-0.172,-9.04113E-06
-0.171,-8.91299E-06
-0.17,-8.78676E-06
-0.169,-8.66306E-06
-0.168,-8.5395E-06
-0.167,-8.41987E-06
-0.166,-8.29929E-06
-0.165,-8.18066E-06
-0.164,-8.06365E-06
-0.163,-7.94983E-06
-0.162,-7.83363E-06
-0.161,-7.72284E-06
-0.16,-7.61151E-06
-0.159,-7.50232E-06
-0.158,-7.39242E-06
-0.157,-7.28896E-06
-0.156,-7.18456E-06
-0.155,-7.07994E-06
-0.154,-6.97796E-06
-0.153,-6.87697E-06
-0.152,-6.77703E-06
-0.151,-6.67926E-06
-0.15,-6.5828E-06
-0.149,-6.48743E-06
-0.148,-6.39154E-06
-0.147,-6.29883E-06
-0.146,-6.20696E-06
-0.145,-6.11612E-06
-0.144,-6.02569E-06
-0.143,-5.93693E-06
-0.142,-5.8495E-06
-0.141,-5.76531E-06
-0.14,-5.67902E-06
-0.139,-5.59556E-06
-0.138,-5.51241E-06
-0.137,-5.43076E-06
-0.136,-5.34911E-06
-0.135,-5.27106E-06
-0.134,-5.19218E-06
-0.133,-5.11553E-06
-0.132,-5.03807E-06
-0.131,-4.96291E-06
-0.13,-4.88782E-06
-0.129,-4.81319E-06
-0.128,-4.74098E-06
-0.127,-4.66969E-06
-0.126,-4.59902E-06
-0.125,-4.53052E-06
-0.124,-4.46204E-06
-0.123,-4.3932E-06
-0.122,-4.32605E-06
-0.121,-4.26057E-06
-0.12,-4.19486E-06
-0.119,-4.12999E-06
-0.118,-4.06677E-06
-0.117,-4.00499E-06
-0.116,-3.94232E-06
-0.115,-3.88089E-06
-0.114,-3.81942E-06
-0.113,-3.75909E-06
-0.112,-3.70006E-06
-0.111,-3.64162E-06
-0.11,-3.58356E-06
-0.109,-3.52755E-06
-0.108,-3.47188E-06
-0.107,-3.41689E-06
-0.106,-3.36198E-06
-0.105,-3.30878E-06
-0.104,-3.25465E-06
-0.103,-3.20201E-06
-0.102,-3.14988E-06
-0.101,-3.09835E-06
-0.1,-3.0481E-06
-0.099,-2.99792E-06
-0.098,-2.94803E-06
-0.097,-2.89931E-06
-0.096,-2.85115E-06
-0.095,-2.80317E-06
-0.094,-2.75587E-06
-0.093,-2.7093E-06
-0.092,-2.66375E-06
-0.091,-2.61801E-06
-0.09,-2.57338E-06
-0.089,-2.52845E-06
-0.088,-2.48477E-06
-0.087,-2.44174E-06
-0.086,-2.39883E-06
-0.085,-2.35632E-06
-0.084,-2.31537E-06
-0.083,-2.27362E-06
-0.082,-2.23315E-06
-0.081,-2.19209E-06
-0.08,-2.15209E-06
-0.079,-2.11274E-06
-0.078,-2.07407E-06
-0.077,-2.03497E-06
-0.076,-1.99676E-06
-0.075,-1.95922E-06
-0.074,-1.92268E-06
-0.073,-1.88587E-06
-0.072,-1.84975E-06
-0.071,-1.81416E-06
-0.07,-1.77823E-06
-0.069,-1.74244E-06
-0.068,-1.70803E-06
-0.067,-1.67359E-06
-0.066,-1.63963E-06
-0.065,-1.60603E-06
-0.064,-1.57238E-06
-0.063,-1.5392E-06
-0.062,-1.5073E-06
-0.061,-1.47496E-06
-0.06,-1.4429E-06
-0.059,-1.4114E-06
-0.058,-1.38029E-06
-0.057,-1.34951E-06
-0.056,-1.31899E-06
-0.055,-1.28889E-06
-0.054,-1.2589E-06
-0.053,-1.22928E-06
-0.052,-1.19964E-06
-0.051,-1.17079E-06
-0.05,-1.14205E-06
-0.049,-1.11406E-06
-0.048,-1.08604E-06
-0.047,-1.05818E-06
-0.046,-1.03062E-06
-0.045,-1.0031E-06
-0.044,-9.76542E-07
-0.043,-9.50003E-07
-0.042,-9.23208E-07
-0.041,-8.96838E-07
-0.04,-8.70853E-07
-0.039,-8.4512E-07
-0.038,-8.19785E-07
-0.037,-7.948E-07
-0.036,-7.69716E-07
-0.035,-7.44847E-07
-0.034,-7.20239E-07
-0.033,-6.95795E-07
-0.032,-6.71456E-07
-0.031,-6.476E-07
-0.03,-6.23887E-07
-0.029,-6.00408E-07
-0.028,-5.7725E-07
