Setup title,"I/V Sweep_0_-2_light"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,16:47:21
Device ID,
Count,16
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,-2
Measurement.Primary.Step,-0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,-8.2983E-08
-0.01,-1.36863E-06
-0.02,-2.69837E-06
-0.03,-4.29597E-06
-0.04,-5.6071E-06
-0.05,-7.01719E-06
-0.06,-9.0396E-06
-0.07,-1.12653E-05
-0.08,-1.27825E-05
-0.09,-1.43478E-05
-0.1,-1.64684E-05
-0.11,-1.82693E-05
-0.12,-2.18665E-05
-0.13,-2.50112E-05
-0.14,-2.71195E-05
-0.15,-2.97839E-05
-0.16,-3.50929E-05
-0.17,-3.60417E-05
-0.18,-3.9925E-05
-0.19,-4.76285E-05
-0.2,-5.24815E-05
-0.21,-6.08044E-05
-0.22,-6.25592E-05
-0.23,-6.81258E-05
-0.24,-7.12262E-05
-0.25,-7.67976E-05
-0.26,-8.45439E-05
-0.27,-9.23234E-05
-0.28,-9.64544E-05
-0.29,-0.0001007697
-0.3,-0.000108935
-0.31,-0.000117205
-0.32,-0.000126676
-0.33,-0.000132733
-0.34,-0.000144019
-0.35,-0.000151188
-0.36,-0.000164676
-0.37,-0.000173082
-0.38,-0.000192051
-0.39,-0.000200041
-0.4,-0.000200041
-0.41,-0.000200042
-0.42,-0.000200041
-0.43,-0.000200041
-0.44,-0.000200041
-0.45,-0.000200041
-0.46,-0.000200041
-0.47,-0.000200041
-0.48,-0.000200041
-0.49,-0.000200041
-0.5,-0.000200041
-0.51,-0.000200041
-0.52,-0.00020004
-0.53,-0.000200041
-0.54,-0.000200041
-0.55,-0.000200041
-0.56,-0.000200041
-0.57,-0.000200041
-0.58,-0.000200041
-0.59,-0.000200041
-0.6,-0.00020004
-0.61,-0.00020004
-0.62,-0.00020004
-0.63,-0.00020004
-0.64,-0.00020004
-0.65,-0.000200041
-0.66,-0.000200041
-0.67,-0.000200039
-0.68,-0.000200041
-0.69,-0.00020004
-0.7,-0.000200041
-0.71,-0.00020004
-0.72,-0.000200041
-0.73,-0.000200041
-0.74,-0.000200041
-0.75,-0.00020004
-0.76,-0.000200041
-0.77,-0.000200041
-0.78,-0.000200041
-0.79,-0.000200041
-0.8,-0.000200041
-0.81,-0.00020004
-0.82,-0.00020004
-0.83,-0.00020004
-0.84,-0.00020004
-0.85,-0.00020004
-0.86,-0.00020004
-0.87,-0.00020004
-0.88,-0.00020004
-0.89,-0.00020004
-0.9,-0.00020004
-0.91,-0.000200041
-0.92,-0.00020004
-0.93,-0.00020004
-0.94,-0.00020004
-0.95,-0.00020004
-0.96,-0.00020004
-0.97,-0.00020004
-0.98,-0.00020004
-0.99,-0.00020004
-1,-0.000200041
-1.01,-0.00020004
-1.02,-0.00020004
-1.03,-0.00020004
-1.04,-0.00020004
-1.05,-0.000200041
-1.06,-0.00020004
-1.07,-0.00020004
-1.08,-0.00020004
-1.09,-0.00020004
-1.1,-0.000200041
-1.11,-0.000200041
-1.12,-0.000200041
-1.13,-0.00020004
-1.14,-0.000200041
-1.15,-0.00020004
-1.16,-0.00020004
-1.17,-0.00020004
-1.18,-0.00020004
-1.19,-0.00020004
-1.2,-0.00020004
-1.21,-0.00020004
-1.22,-0.00020004
-1.23,-0.00020004
-1.24,-0.00020004
-1.25,-0.000200039
-1.26,-0.00020004
-1.27,-0.000200039
-1.28,-0.00020004
-1.29,-0.00020004
-1.3,-0.00020004
-1.31,-0.00020004
-1.32,-0.00020004
-1.33,-0.00020004
-1.34,-0.00020004
-1.35,-0.00020004
-1.36,-0.00020004
-1.37,-0.00020004
-1.38,-0.00020004
-1.39,-0.00020004
-1.4,-0.000200041
-1.41,-0.00020004
-1.42,-0.000200039
-1.43,-0.00020004
-1.44,-0.000200039
-1.45,-0.00020004
-1.46,-0.00020004
-1.47,-0.00020004
-1.48,-0.00020004
-1.49,-0.00020004
-1.5,-0.000200041
-1.51,-0.00020004
-1.52,-0.00020004
-1.53,-0.00020004
-1.54,-0.00020004
-1.55,-0.000200039
-1.56,-0.000200041
-1.57,-0.00020004
-1.58,-0.000200041
-1.59,-0.00020004
-1.6,-0.00020004
-1.61,-0.00020004
-1.62,-0.00020004
-1.63,-0.00020004
-1.64,-0.000200039
-1.65,-0.00020004
-1.66,-0.00020004
-1.67,-0.00020004
-1.68,-0.00020004
-1.69,-0.000200039
-1.7,-0.00020004
-1.71,-0.00020004
-1.72,-0.00020004
-1.73,-0.000200039
-1.74,-0.00020004
-1.75,-0.000200039
-1.76,-0.000200039
-1.77,-0.000200039
-1.78,-0.000200039
-1.79,-0.000200039
-1.8,-0.000200039
-1.81,-0.00020004
-1.82,-0.000200039
-1.83,-0.000200039
-1.84,-0.000200039
-1.85,-0.000200039
-1.86,-0.000200039
-1.87,-0.000200039
-1.88,-0.000200039
-1.89,-0.000200039
-1.9,-0.000200039
-1.91,-0.000200039
-1.92,-0.000200039
-1.93,-0.000200039
-1.94,-0.000200039
-1.95,-0.000200039
-1.96,-0.000200039
-1.97,-0.000200039
-1.98,-0.000200039
-1.99,-0.000200039
-2,-0.000200039
-2,-0.000200039
-1.99,-0.000200039
-1.98,-0.000200039
-1.97,-0.000200039
-1.96,-0.000200039
-1.95,-0.00020004
-1.94,-0.000200039
-1.93,-0.000200039
-1.92,-0.000200039
-1.91,-0.000200039
-1.9,-0.000200039
-1.89,-0.000200039
-1.88,-0.00020004
-1.87,-0.000200039
-1.86,-0.00020004
-1.85,-0.000200039
-1.84,-0.00020004
-1.83,-0.00020004
-1.82,-0.000200039
-1.81,-0.000200039
-1.8,-0.000200039
-1.79,-0.000200039
-1.78,-0.000200039
-1.77,-0.000200039
-1.76,-0.00020004
-1.75,-0.00020004
-1.74,-0.00020004
-1.73,-0.00020004
-1.72,-0.000200039
-1.71,-0.00020004
-1.7,-0.00020004
-1.69,-0.000200039
-1.68,-0.00020004
-1.67,-0.00020004
-1.66,-0.00020004
-1.65,-0.00020004
-1.64,-0.000200041
-1.63,-0.00020004
-1.62,-0.00020004
-1.61,-0.00020004
-1.6,-0.00020004
-1.59,-0.00020004
-1.58,-0.00020004
-1.57,-0.00020004
-1.56,-0.000200041
-1.55,-0.00020004
-1.54,-0.00020004
-1.53,-0.00020004
-1.52,-0.00020004
-1.51,-0.00020004
-1.5,-0.00020004
-1.49,-0.00020004
-1.48,-0.000200039
-1.47,-0.00020004
-1.46,-0.000200041
-1.45,-0.00020004
-1.44,-0.00020004
-1.43,-0.00020004
-1.42,-0.000200041
-1.41,-0.00020004
-1.4,-0.00020004
-1.39,-0.00020004
-1.38,-0.00020004
-1.37,-0.00020004
-1.36,-0.000200041
-1.35,-0.00020004
-1.34,-0.00020004
-1.33,-0.00020004
-1.32,-0.000200041
-1.31,-0.00020004
-1.3,-0.00020004
-1.29,-0.00020004
-1.28,-0.00020004
-1.27,-0.000200041
-1.26,-0.00020004
-1.25,-0.000200041
-1.24,-0.000200041
-1.23,-0.00020004
-1.22,-0.000200041
-1.21,-0.000200041
-1.2,-0.000200041
-1.19,-0.000200041
-1.18,-0.00020004
-1.17,-0.000200041
-1.16,-0.00020004
-1.15,-0.000200041
-1.14,-0.000200041
-1.13,-0.000200041
-1.12,-0.00020004
-1.11,-0.00020004
-1.1,-0.000200041
-1.09,-0.00020004
-1.08,-0.000200041
-1.07,-0.00020004
-1.06,-0.00020004
-1.05,-0.00020004
-1.04,-0.000200041
-1.03,-0.00020004
-1.02,-0.00020004
-1.01,-0.00020004
-1,-0.00020004
-0.99,-0.00020004
-0.98,-0.000200041
-0.97,-0.000200041
-0.96,-0.000200041
-0.95,-0.00020004
-0.94,-0.000200041
-0.93,-0.000200041
-0.92,-0.00020004
-0.91,-0.00020004
-0.9,-0.000200041
-0.89,-0.00020004
-0.88,-0.00020004
-0.87,-0.00020004
-0.86,-0.000200041
-0.85,-0.00020004
-0.84,-0.000200041
-0.83,-0.000200041
-0.82,-0.000200041
