Setup title,"C-V 3v_100s_dark"
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VBias,C
-2,1.58644E-10
-1.99,1.58413E-10
-1.98,1.58292E-10
-1.97,1.58033E-10
-1.96,1.57982E-10
-1.95,1.57687E-10
-1.94,1.57649E-10
-1.93,1.57237E-10
-1.92,1.57238E-10
-1.91,1.56929E-10
-1.9,1.56911E-10
-1.89,1.56546E-10
-1.88,1.56519E-10
-1.87,1.56217E-10
-1.86,1.56155E-10
-1.85,1.55744E-10
-1.84,1.55635E-10
-1.83,1.55277E-10
-1.82,1.552E-10
-1.81,1.54902E-10
-1.8,1.54787E-10
-1.79,1.54566E-10
-1.78,1.54542E-10
-1.77,1.54335E-10
-1.76,1.54411E-10
-1.75,1.54254E-10
-1.74,1.54332E-10
-1.73,1.54202E-10
-1.72,1.54275E-10
-1.71,1.54262E-10
-1.7,1.5437E-10
-1.69,1.54346E-10
-1.68,1.54523E-10
-1.67,1.54512E-10
-1.66,1.54623E-10
-1.65,1.5466E-10
-1.64,1.54774E-10
-1.63,1.54877E-10
-1.62,1.54978E-10
-1.61,1.55112E-10
-1.6,1.55257E-10
-1.59,1.55436E-10
-1.58,1.55562E-10
-1.57,1.55728E-10
-1.56,1.55904E-10
-1.55,1.56109E-10
-1.54,1.56232E-10
-1.53,1.56462E-10
-1.52,1.56625E-10
-1.51,1.56881E-10
-1.5,1.57039E-10
-1.49,1.57314E-10
-1.48,1.57419E-10
-1.47,1.5776E-10
-1.46,1.57867E-10
-1.45,1.58216E-10
-1.44,1.58347E-10
-1.43,1.58721E-10
-1.42,1.5882E-10
-1.41,1.59205E-10
-1.4,1.59303E-10
-1.39,1.59701E-10
-1.38,1.59839E-10
-1.37,1.60272E-10
-1.36,1.6039E-10
-1.35,1.60827E-10
-1.34,1.6096E-10
-1.33,1.61377E-10
-1.32,1.61536E-10
-1.31,1.61958E-10
-1.3,1.62108E-10
-1.29,1.62569E-10
-1.28,1.62751E-10
-1.27,1.6316E-10
-1.26,1.63332E-10
-1.25,1.63834E-10
-1.24,1.63989E-10
-1.23,1.64416E-10
-1.22,1.64618E-10
-1.21,1.65017E-10
-1.2,1.65301E-10
-1.19,1.65649E-10
-1.18,1.65911E-10
-1.17,1.66324E-10
-1.16,1.66629E-10
-1.15,1.66992E-10
-1.14,1.67275E-10
-1.13,1.67749E-10
-1.12,1.67905E-10
-1.11,1.68429E-10
-1.1,1.68664E-10
-1.09,1.69163E-10
-1.08,1.69379E-10
-1.07,1.69855E-10
-1.06,1.70126E-10
-1.05,1.70684E-10
-1.04,1.70827E-10
-1.03,1.71423E-10
-1.02,1.71616E-10
-1.01,1.72177E-10
-1,1.72355E-10
-0.99,1.72967E-10
-0.98,1.73171E-10
-0.97,1.73809E-10
-0.96,1.74053E-10
-0.95,1.74696E-10
-0.94,1.74953E-10
-0.93,1.7555E-10
-0.92,1.75857E-10
-0.91,1.76417E-10
-0.9,1.76745E-10
-0.89,1.77396E-10
-0.88,1.77674E-10
-0.87,1.78308E-10
-0.86,1.78684E-10
-0.85,1.7934E-10
-0.84,1.79647E-10
-0.83,1.80195E-10
-0.82,1.80649E-10
-0.81,1.81192E-10
-0.8,1.81634E-10
-0.79,1.82154E-10
-0.78,1.82553E-10
-0.77,1.83152E-10
-0.76,1.83589E-10
-0.75,1.84172E-10
-0.74,1.84713E-10
-0.73,1.85245E-10
-0.72,1.85777E-10
-0.71,1.86345E-10
-0.7,1.86853E-10
-0.69,1.87304E-10
-0.68,1.87917E-10
-0.67,1.88444E-10
-0.66,1.89068E-10
-0.65,1.89516E-10
-0.64,1.90325E-10
-0.63,1.90687E-10
-0.62,1.9146E-10
-0.61,1.91804E-10
-0.6,1.92688E-10
-0.59,1.92977E-10
-0.58,1.93833E-10
-0.57,1.94144E-10
-0.56,1.94998E-10
-0.55,1.95401E-10
-0.54,1.96213E-10
-0.53,1.96568E-10
-0.52,1.97469E-10
-0.51,1.97796E-10
-0.5,1.98697E-10
-0.49,1.98993E-10
-0.48,1.99879E-10
-0.47,2.00272E-10
-0.46,2.0109E-10
-0.45,2.0139E-10
-0.44,2.02261E-10
-0.43,2.02532E-10
-0.42,2.03443E-10
-0.41,2.03684E-10
-0.4,2.04391E-10
-0.39,2.04757E-10
-0.38,2.055E-10
-0.37,2.05763E-10
-0.36,2.06429E-10
-0.35,2.0675E-10
-0.34,2.07355E-10
-0.33,2.07762E-10
-0.32,2.08233E-10
-0.31,2.08638E-10
-0.3,2.09237E-10
-0.29,2.09711E-10
-0.28,2.10318E-10
-0.27,2.10852E-10
-0.26,2.11371E-10
-0.25,2.12095E-10
-0.24,2.12506E-10
-0.23,2.1331E-10
-0.22,2.13796E-10
-0.21,2.14801E-10
-0.2,2.15146E-10
-0.19,2.1618E-10
-0.18,2.16594E-10
-0.17,2.17645E-10
-0.16,2.18095E-10
-0.15,2.19143E-10
-0.14,2.19652E-10
-0.13,2.208E-10
-0.12,2.21255E-10
-0.11,2.22441E-10
-0.1,2.22936E-10
-0.09,2.2421E-10
-0.08,2.24685E-10
-0.07,2.25986E-10
-0.06,2.26566E-10
-0.05,2.27896E-10
-0.04,2.28485E-10
-0.03,2.29868E-10
-0.02,2.3047E-10
-0.01,2.31887E-10
0,2.32601E-10
0.01,2.34092E-10
0.02,2.34717E-10
0.03,2.36199E-10
0.04,2.36964E-10
0.05,2.38383E-10
0.06,2.39299E-10
0.07,2.40676E-10
0.08,2.41743E-10
0.09,2.43186E-10
0.1,2.44215E-10
0.11,2.4551E-10
0.12,2.46759E-10
0.13,2.48153E-10
0.14,2.49421E-10
0.15,2.50684E-10
0.16,2.52252E-10
0.17,2.5351E-10
0.18,2.55045E-10
0.19,2.56185E-10
0.2,2.58041E-10
0.21,2.59203E-10
0.22,2.61287E-10
0.23,2.62314E-10
0.24,2.64466E-10
0.25,2.65535E-10
0.26,2.67776E-10
0.27,2.68787E-10
0.28,2.71173E-10
0.29,2.72221E-10
0.3,2.74702E-10
0.31,2.75831E-10
0.32,2.7835E-10
0.33,2.79566E-10
0.34,2.8228E-10
0.35,2.8335E-10
0.36,2.86117E-10
0.37,2.87329E-10
0.38,2.90201E-10
0.39,2.91532E-10
0.4,2.94348E-10
0.41,2.95772E-10
0.42,2.9874E-10
0.43,3.00365E-10
0.44,3.03416E-10
0.45,3.04963E-10
0.46,3.07698E-10
0.47,3.09554E-10
0.48,3.12206E-10
0.49,3.14244E-10
0.5,3.16968E-10
0.51,3.19069E-10
0.52,3.21703E-10
0.53,3.23803E-10
0.54,3.26164E-10
0.55,3.2863E-10
0.56,3.30795E-10
0.57,3.33373E-10
0.58,3.35591E-10
0.59,3.38145E-10
0.6,3.40326E-10
0.61,3.42768E-10
0.62,3.44638E-10
0.63,3.47394E-10
0.64,3.48874E-10
0.65,3.51911E-10
0.66,3.53492E-10
0.67,3.56162E-10
0.68,3.57569E-10
0.69,3.60281E-10
0.7,3.61585E-10
0.71,3.64217E-10
0.72,3.65367E-10
0.73,3.67909E-10
0.74,3.68971E-10
0.75,3.71332E-10
0.76,3.72516E-10
0.77,3.74661E-10
0.78,3.75728E-10
0.79,3.77726E-10
0.8,3.78778E-10
0.81,3.80732E-10
0.82,3.81658E-10
0.83,3.83428E-10
0.84,3.84415E-10
0.85,3.86029E-10
0.86,3.87018E-10
0.87,3.88549E-10
0.88,3.89392E-10
0.89,3.90785E-10
0.9,3.91616E-10
0.91,3.92834E-10
0.92,3.93698E-10
0.93,3.94939E-10
0.94,3.95734E-10
0.95,3.96699E-10
0.96,3.97578E-10
0.97,3.98505E-10
0.98,3.99353E-10
0.99,4.00041E-10
1,4.00939E-10
1.01,4.01667E-10
1.02,4.02503E-10
1.03,4.03221E-10
1.04,4.03968E-10
1.05,4.04465E-10
1.06,4.05301E-10
1.07,4.05783E-10
1.08,4.06558E-10
1.09,4.07111E-10
1.1,4.07758E-10
1.11,4.08212E-10
1.12,4.08932E-10
1.13,4.09305E-10
1.14,4.09999E-10
1.15,4.10249E-10
1.16,4.10972E-10
1.17,4.11307E-10
1.18,4.11937E-10
1.19,4.12205E-10
1.2,4.12835E-10
1.21,4.13036E-10
1.22,4.13709E-10
1.23,4.13848E-10
1.24,4.14453E-10
1.25,4.14688E-10
1.26,4.15238E-10
1.27,4.15371E-10
1.28,4.15951E-10
1.29,4.1614E-10
1.3,4.16613E-10
1.31,4.16796E-10
1.32,4.17329E-10
1.33,4.17483E-10
1.34,4.17903E-10
1.35,4.18086E-10
1.36,4.18462E-10
1.37,4.18702E-10
1.38,4.1901E-10
1.39,4.19251E-10
1.4,4.19606E-10
1.41,4.19757E-10
1.42,4.20042E-10
1.43,4.20222E-10
1.44,4.20466E-10
1.45,4.20765E-10
1.46,4.20963E-10
1.47,4.21289E-10
1.48,4.21416E-10
1.49,4.21695E-10
1.5,4.21789E-10
1.51,4.2218E-10
1.52,4.22292E-10
1.53,4.2262E-10
1.54,4.22658E-10
1.55,4.23023E-10
1.56,4.23072E-10
1.57,4.23355E-10
1.58,4.23365E-10
1.59,4.23817E-10
1.6,4.23766E-10
1.61,4.24055E-10
1.62,4.24075E-10
1.63,4.24443E-10
1.64,4.24389E-10
1.65,4.24693E-10
1.66,4.24757E-10
1.67,4.25009E-10
1.68,4.25041E-10
1.69,4.25233E-10
1.7,4.25396E-10
1.71,4.25583E-10
1.72,4.25646E-10
1.73,4.2589E-10
1.74,4.26E-10
1.75,4.26162E-10
1.76,4.26249E-10
1.77,4.26331E-10
1.78,4.26447E-10
1.79,4.26596E-10
1.8,4.26646E-10
1.81,4.26828E-10
1.82,4.26981E-10
1.83,4.27074E-10
1.84,4.27265E-10
1.85,4.27292E-10
1.86,4.27435E-10
1.87,4.27446E-10
1.88,4.27682E-10
1.89,4.27629E-10
1.9,4.2793E-10
1.91,4.27889E-10
1.92,4.28104E-10
1.93,4.2817E-10
1.94,4.2828E-10
1.95,4.28317E-10
1.96,4.28488E-10
1.97,4.28497E-10
1.98,4.28622E-10
1.99,4.28666E-10
2,4.28866E-10
2,4.28749E-10
1.99,4.28793E-10
1.98,4.2888E-10
1.97,4.28972E-10
1.96,4.28894E-10
1.95,4.28906E-10
1.94,4.28914E-10
1.93,4.28899E-10
1.92,4.28924E-10
1.91,4.28866E-10
1.9,4.29005E-10
1.89,4.28971E-10
1.88,4.28939E-10
1.87,4.28914E-10
1.86,4.28952E-10
1.85,4.28884E-10
1.84,4.29E-10
1.83,4.28895E-10
1.82,4.28952E-10
1.81,4.28918E-10
1.8,4.28967E-10
1.79,4.28924E-10
1.78,4.28954E-10
1.77,4.28868E-10
1.76,4.29005E-10
1.75,4.28855E-10
1.74,4.29004E-10
1.73,4.28861E-10
1.72,4.28962E-10
1.71,4.28811E-10
1.7,4.28918E-10
1.69,4.2879E-10
1.68,4.28926E-10
1.67,4.28803E-10
1.66,4.28961E-10
1.65,4.28768E-10
1.64,4.2882E-10
1.63,4.2871E-10
1.62,4.2878E-10
1.61,4.28719E-10
1.6,4.28725E-10
1.59,4.28629E-10
1.58,4.28723E-10
1.57,4.28613E-10
1.56,4.28677E-10
1.55,4.28599E-10
1.54,4.28583E-10
1.53,4.28539E-10
1.52,4.28577E-10
1.51,4.28439E-10
1.5,4.28526E-10
1.49,4.28445E-10
1.48,4.28512E-10
1.47,4.2841E-10
1.46,4.2835E-10
1.45,4.28389E-10
1.44,4.28352E-10
1.43,4.28332E-10
1.42,4.28258E-10
1.41,4.28225E-10
1.4,4.28213E-10
1.39,4.28217E-10
1.38,4.28184E-10
1.37,4.28179E-10
1.36,4.28148E-10
1.35,4.28165E-10
1.34,4.27964E-10
1.33,4.28049E-10
1.32,4.27939E-10
1.31,4.28054E-10
1.3,4.27932E-10
1.29,4.28034E-10
1.28,4.27841E-10
1.27,4.27871E-10
1.26,4.27716E-10
1.25,4.27827E-10
1.24,4.27635E-10
1.23,4.27737E-10
1.22,4.27646E-10
1.21,4.2771E-10
1.2,4.27476E-10
1.19,4.27632E-10
1.18,4.27416E-10
1.17,4.27519E-10
1.16,4.27371E-10
1.15,4.27411E-10
1.14,4.27269E-10
1.13,4.27317E-10
1.12,4.27203E-10
1.11,4.27221E-10
1.1,4.27175E-10
1.09,4.27091E-10
1.08,4.2703E-10
1.07,4.27017E-10
1.06,4.27004E-10
1.05,4.26906E-10
1.04,4.26868E-10
1.03,4.26808E-10
1.02,4.26758E-10
1.01,4.26744E-10
1,4.26644E-10
0.99,4.26588E-10
0.98,4.26592E-10
0.97,4.26391E-10
0.96,4.26476E-10
0.95,4.26337E-10
0.94,4.26366E-10
0.93,4.26315E-10
0.92,4.26306E-10
0.91,4.26099E-10
0.9,4.26206E-10
0.89,4.26007E-10
0.88,4.26075E-10
0.87,4.2593E-10
0.86,4.25907E-10
0.85,4.2578E-10
0.84,4.25839E-10
0.83,4.25593E-10
0.82,4.25738E-10
0.81,4.25445E-10
0.8,4.25577E-10
0.79,4.25354E-10
0.78,4.25485E-10
0.77,4.25311E-10
0.76,4.25286E-10
0.75,4.25158E-10
0.74,4.25152E-10
0.73,4.24951E-10
0.72,4.25022E-10
0.71,4.24814E-10
0.7,4.24907E-10
0.69,4.24626E-10
0.68,4.2471E-10
0.67,4.24526E-10
0.66,4.24519E-10
0.65,4.24303E-10
0.64,4.2435E-10
0.63,4.2415E-10
0.62,4.24165E-10
0.61,4.24028E-10
0.6,4.24018E-10
0.59,4.23841E-10
0.58,4.2377E-10
0.57,4.23622E-10
0.56,4.23616E-10
0.55,4.23487E-10
0.54,4.23428E-10
0.53,4.2321E-10
0.52,4.23192E-10
0.51,4.2308E-10
0.5,4.22939E-10
0.49,4.22857E-10
0.48,4.22757E-10
0.47,4.22681E-10
0.46,4.22499E-10
0.45,4.22442E-10
0.44,4.22286E-10
0.43,4.22208E-10
0.42,4.22055E-10
0.41,4.21989E-10
0.4,4.21796E-10
0.39,4.21717E-10
0.38,4.2153E-10
0.37,4.21434E-10
0.36,4.21268E-10
0.35,4.21211E-10
0.34,4.20911E-10
0.33,4.2092E-10
0.32,4.20651E-10
0.31,4.20634E-10
0.3,4.20374E-10
0.29,4.20366E-10
0.28,4.20077E-10
0.27,4.20039E-10
0.26,4.19762E-10
0.25,4.19691E-10
0.24,4.19344E-10
0.23,4.19372E-10
0.22,4.19014E-10
0.21,4.1896E-10
0.2,4.18706E-10
0.19,4.18631E-10
0.18,4.18229E-10
0.17,4.18197E-10
0.16,4.1783E-10
0.15,4.17848E-10
0.14,4.17492E-10
0.13,4.17376E-10
0.12,4.17048E-10
0.11,4.16876E-10
0.1,4.16581E-10
0.09,4.16425E-10
0.08,4.16108E-10
0.07,4.15959E-10
0.06,4.15603E-10
0.05,4.154E-10
0.04,4.15044E-10
0.03,4.14836E-10
0.02,4.14514E-10
0.01,4.14301E-10
0,4.13955E-10
-0.01,4.13557E-10
-0.02,4.13282E-10
-0.03,4.12984E-10
-0.04,4.12709E-10
-0.05,4.12278E-10
-0.06,4.11934E-10
-0.07,4.11552E-10
-0.08,4.11282E-10
-0.09,4.10789E-10
-0.1,4.10446E-10
-0.11,4.09963E-10
-0.12,4.09667E-10
-0.13,4.09136E-10
-0.14,4.08761E-10
-0.15,4.08129E-10
-0.16,4.07869E-10
-0.17,4.07144E-10
-0.18,4.06851E-10
-0.19,4.06107E-10
-0.2,4.05785E-10
-0.21,4.05078E-10
-0.22,4.04623E-10
-0.23,4.03801E-10
-0.24,4.03399E-10
-0.25,4.02415E-10
-0.26,4.02043E-10
-0.27,4.01046E-10
-0.28,4.00406E-10
-0.29,3.99228E-10
-0.3,3.98555E-10
-0.31,3.97223E-10
-0.32,3.96471E-10
-0.33,3.95049E-10
-0.34,3.94279E-10
-0.35,3.92817E-10
-0.36,3.91938E-10
-0.37,3.90328E-10
-0.38,3.89348E-10
-0.39,3.87486E-10
-0.4,3.86322E-10
-0.41,3.84281E-10
-0.42,3.83139E-10
-0.43,3.80959E-10
-0.44,3.79523E-10
-0.45,3.77348E-10
-0.46,3.75784E-10
-0.47,3.73297E-10
-0.48,3.71536E-10
-0.49,3.68753E-10
-0.5,3.66844E-10
-0.51,3.64063E-10
-0.52,3.61496E-10
-0.53,3.58399E-10
-0.54,3.55472E-10
-0.55,3.52161E-10
-0.56,3.48835E-10
-0.57,3.45158E-10
-0.58,3.41898E-10
-0.59,3.38501E-10
-0.6,3.34633E-10
-0.61,3.31075E-10
-0.62,3.27067E-10
-0.63,3.23725E-10
-0.64,3.19372E-10
-0.65,3.15711E-10
-0.66,3.11472E-10
-0.67,3.08272E-10
-0.68,3.0376E-10
-0.69,3.00784E-10
-0.7,2.96412E-10
-0.71,2.93455E-10
-0.72,2.89271E-10
-0.73,2.86249E-10
-0.74,2.82307E-10
-0.75,2.79812E-10
-0.76,2.75937E-10
-0.77,2.73753E-10
-0.78,2.70194E-10
-0.79,2.68034E-10
-0.8,2.64705E-10
-0.81,2.62479E-10
-0.82,2.59394E-10
-0.83,2.57568E-10
-0.84,2.54505E-10
-0.85,2.52769E-10
-0.86,2.49946E-10
-0.87,2.4814E-10
-0.88,2.45623E-10
-0.89,2.43738E-10
-0.9,2.41374E-10
-0.91,2.39666E-10
-0.92,2.37379E-10
-0.93,2.3584E-10
-0.94,2.3384E-10
-0.95,2.32114E-10
-0.96,2.30319E-10
-0.97,2.28561E-10
-0.98,2.26899E-10
-0.99,2.25324E-10
-1,2.2369E-10
-1.01,2.2211E-10
-1.02,2.20724E-10
-1.03,2.19112E-10
-1.04,2.17828E-10
-1.05,2.16311E-10
-1.06,2.15089E-10
-1.07,2.13489E-10
-1.08,2.12257E-10
-1.09,2.10883E-10
-1.1,2.09875E-10
-1.11,2.08438E-10
-1.12,2.07502E-10
-1.13,2.06025E-10
-1.14,2.0514E-10
-1.15,2.03744E-10
-1.16,2.02925E-10
-1.17,2.01584E-10
-1.18,2.00882E-10
-1.19,1.99515E-10
-1.2,1.98802E-10
-1.21,1.97453E-10
-1.22,1.96762E-10
-1.23,1.95593E-10
-1.24,1.94887E-10
-1.25,1.93712E-10
-1.26,1.93017E-10
-1.27,1.91891E-10
-1.28,1.91221E-10
-1.29,1.90058E-10
-1.3,1.89414E-10
-1.31,1.88465E-10
-1.32,1.87762E-10
-1.33,1.86818E-10
-1.34,1.86106E-10
-1.35,1.85229E-10
-1.36,1.84535E-10
-1.37,1.83679E-10
-1.38,1.82982E-10
-1.39,1.82214E-10
-1.4,1.81535E-10
-1.41,1.8076E-10
-1.42,1.80061E-10
-1.43,1.79423E-10
-1.44,1.78629E-10
-1.45,1.77963E-10
-1.46,1.77278E-10
-1.47,1.76724E-10
-1.48,1.7591E-10
-1.49,1.75415E-10
-1.5,1.74609E-10
-1.51,1.74158E-10
-1.52,1.73379E-10
-1.53,1.72955E-10
-1.54,1.72155E-10
-1.55,1.71766E-10
-1.56,1.70976E-10
-1.57,1.70596E-10
-1.58,1.69831E-10
-1.59,1.69442E-10
-1.6,1.68756E-10
-1.61,1.68348E-10
-1.62,1.67613E-10
-1.63,1.6727E-10
-1.64,1.66533E-10
-1.65,1.6624E-10
-1.66,1.65498E-10
-1.67,1.65245E-10
-1.68,1.64544E-10
-1.69,1.64183E-10
-1.7,1.63545E-10
-1.71,1.63196E-10
-1.72,1.62556E-10
-1.73,1.62214E-10
-1.74,1.61658E-10
-1.75,1.61313E-10
-1.76,1.60729E-10
-1.77,1.60374E-10
-1.78,1.59826E-10
-1.79,1.59433E-10
-1.8,1.58843E-10
-1.81,1.58426E-10
-1.82,1.57941E-10
-1.83,1.57611E-10
-1.84,1.57118E-10
-1.85,1.56762E-10
-1.86,1.56272E-10
-1.87,1.55916E-10
-1.88,1.55467E-10
-1.89,1.55163E-10
-1.9,1.54674E-10
-1.91,1.54399E-10
-1.92,1.53875E-10
-1.93,1.53585E-10
-1.94,1.53081E-10
-1.95,1.52828E-10
-1.96,1.52367E-10
-1.97,1.52097E-10
-1.98,1.51598E-10
-1.99,1.51378E-10
-2,1.50896E-10
-2,1.48169E-10
-1.99,1.48096E-10
-1.98,1.48519E-10
-1.97,1.48706E-10
-1.96,1.48794E-10
-1.95,1.49222E-10
-1.94,1.49434E-10
-1.93,1.49956E-10
-1.92,1.50069E-10
-1.91,1.50243E-10
-1.9,1.50437E-10
-1.89,1.50766E-10
-1.88,1.5119E-10
-1.87,1.5126E-10
-1.86,1.51697E-10
-1.85,1.5173E-10
-1.84,1.52056E-10
-1.83,1.52541E-10
-1.82,1.52684E-10
-1.81,1.52911E-10
-1.8,1.53222E-10
-1.79,1.53546E-10
-1.78,1.5387E-10
-1.77,1.53938E-10
-1.76,1.54319E-10
-1.75,1.54787E-10
-1.74,1.55005E-10
-1.73,1.55328E-10
-1.72,1.55573E-10
-1.71,1.55798E-10
-1.7,1.56211E-10
-1.69,1.5652E-10
-1.68,1.56853E-10
-1.67,1.56948E-10
-1.66,1.57479E-10
-1.65,1.57855E-10
-1.64,1.5804E-10
-1.63,1.58554E-10
-1.62,1.58561E-10
-1.61,1.59168E-10
-1.6,1.59657E-10
-1.59,1.59553E-10
-1.58,1.59992E-10
-1.57,1.60358E-10
-1.56,1.60699E-10
-1.55,1.61077E-10
-1.54,1.61396E-10
-1.53,1.61778E-10
-1.52,1.62072E-10
-1.51,1.62479E-10
-1.5,1.6267E-10
-1.49,1.63195E-10
-1.48,1.63932E-10
-1.47,1.63888E-10
-1.46,1.64413E-10
-1.45,1.64725E-10
-1.44,1.65114E-10
-1.43,1.65609E-10
-1.42,1.6577E-10
-1.41,1.66271E-10
-1.4,1.66827E-10
-1.39,1.67088E-10
-1.38,1.67415E-10
-1.37,1.67516E-10
-1.36,1.68281E-10
-1.35,1.68671E-10
-1.34,1.69073E-10
-1.33,1.69371E-10
-1.32,1.70015E-10
-1.31,1.70125E-10
-1.3,1.70744E-10
-1.29,1.7094E-10
-1.28,1.71351E-10
-1.27,1.72083E-10
-1.26,1.72387E-10
-1.25,1.72774E-10
-1.24,1.73173E-10
-1.23,1.73672E-10
-1.22,1.74127E-10
-1.21,1.74591E-10
-1.2,1.75326E-10
-1.19,1.75509E-10
-1.18,1.7601E-10
-1.17,1.76532E-10
-1.16,1.76696E-10
-1.15,1.77567E-10
-1.14,1.77914E-10
-1.13,1.78326E-10
-1.12,1.79118E-10
-1.11,1.79266E-10
-1.1,1.79821E-10
-1.09,1.80156E-10
-1.08,1.80621E-10
-1.07,1.81617E-10
-1.06,1.81878E-10
-1.05,1.82488E-10
-1.04,1.82992E-10
-1.03,1.83399E-10
-1.02,1.84178E-10
-1.01,1.84459E-10
-1,1.85216E-10
-0.99,1.85422E-10
-0.98,1.86025E-10
-0.97,1.8662E-10
-0.96,1.86946E-10
-0.95,1.87652E-10
-0.94,1.87781E-10
-0.93,1.88544E-10
-0.92,1.88896E-10
-0.91,1.89182E-10
-0.9,1.89964E-10
-0.89,1.90225E-10
-0.88,1.90531E-10
-0.87,1.90964E-10
-0.86,1.91188E-10
-0.85,1.91857E-10
-0.84,1.91812E-10
-0.83,1.92311E-10
-0.82,1.9259E-10
-0.81,1.92472E-10
-0.8,1.93088E-10
-0.79,1.93089E-10
-0.78,1.93465E-10
