Setup title,"C-V 3v_500s_dark"
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VBias,C
-2,1.54659E-10
-1.99,1.52789E-10
-1.98,1.51266E-10
-1.97,1.49952E-10
-1.96,1.48647E-10
-1.95,1.47796E-10
-1.94,1.46946E-10
-1.93,1.4634E-10
-1.92,1.45834E-10
-1.91,1.4543E-10
-1.9,1.45103E-10
-1.89,1.45005E-10
-1.88,1.44761E-10
-1.87,1.4478E-10
-1.86,1.44657E-10
-1.85,1.44746E-10
-1.84,1.44641E-10
-1.83,1.44776E-10
-1.82,1.44726E-10
-1.81,1.44941E-10
-1.8,1.44904E-10
-1.79,1.45151E-10
-1.78,1.45171E-10
-1.77,1.45431E-10
-1.76,1.45456E-10
-1.75,1.45701E-10
-1.74,1.45754E-10
-1.73,1.46054E-10
-1.72,1.46152E-10
-1.71,1.46504E-10
-1.7,1.46622E-10
-1.69,1.46966E-10
-1.68,1.47136E-10
-1.67,1.47393E-10
-1.66,1.47507E-10
-1.65,1.47759E-10
-1.64,1.47897E-10
-1.63,1.48222E-10
-1.62,1.48412E-10
-1.61,1.48748E-10
-1.6,1.4895E-10
-1.59,1.4923E-10
-1.58,1.49456E-10
-1.57,1.49747E-10
-1.56,1.49967E-10
-1.55,1.50312E-10
-1.54,1.50563E-10
-1.53,1.50837E-10
-1.52,1.51073E-10
-1.51,1.51383E-10
-1.5,1.51646E-10
-1.49,1.51963E-10
-1.48,1.52208E-10
-1.47,1.52513E-10
-1.46,1.52799E-10
-1.45,1.53077E-10
-1.44,1.53377E-10
-1.43,1.53661E-10
-1.42,1.53952E-10
-1.41,1.542E-10
-1.4,1.5457E-10
-1.39,1.548E-10
-1.38,1.55168E-10
-1.37,1.55401E-10
-1.36,1.55774E-10
-1.35,1.55987E-10
-1.34,1.56383E-10
-1.33,1.56545E-10
-1.32,1.57014E-10
-1.31,1.57197E-10
-1.3,1.57632E-10
-1.29,1.578E-10
-1.28,1.58275E-10
-1.27,1.58485E-10
-1.26,1.58946E-10
-1.25,1.59112E-10
-1.24,1.59589E-10
-1.23,1.59734E-10
-1.22,1.60213E-10
-1.21,1.60431E-10
-1.2,1.60887E-10
-1.19,1.6111E-10
-1.18,1.61587E-10
-1.17,1.61775E-10
-1.16,1.62284E-10
-1.15,1.62474E-10
-1.14,1.62949E-10
-1.13,1.6315E-10
-1.12,1.63659E-10
-1.11,1.63883E-10
-1.1,1.64388E-10
-1.09,1.64631E-10
-1.08,1.65099E-10
-1.07,1.65353E-10
-1.06,1.6583E-10
-1.05,1.66136E-10
-1.04,1.66549E-10
-1.03,1.66949E-10
-1.02,1.67459E-10
-1.01,1.67685E-10
-1,1.6823E-10
-0.99,1.68451E-10
-0.98,1.69021E-10
-0.97,1.69208E-10
-0.96,1.69788E-10
-0.95,1.70078E-10
-0.94,1.7062E-10
-0.93,1.70855E-10
-0.92,1.71427E-10
-0.91,1.71673E-10
-0.9,1.72317E-10
-0.89,1.72558E-10
-0.88,1.7318E-10
-0.87,1.73372E-10
-0.86,1.74016E-10
-0.85,1.74324E-10
-0.84,1.74961E-10
-0.83,1.75206E-10
-0.82,1.75866E-10
-0.81,1.76114E-10
-0.8,1.76768E-10
-0.79,1.77038E-10
-0.78,1.7768E-10
-0.77,1.77922E-10
-0.76,1.78602E-10
-0.75,1.78925E-10
-0.74,1.79573E-10
-0.73,1.7983E-10
-0.72,1.80547E-10
-0.71,1.80817E-10
-0.7,1.81524E-10
-0.69,1.81856E-10
-0.68,1.82537E-10
-0.67,1.82818E-10
-0.66,1.8356E-10
-0.65,1.8385E-10
-0.64,1.84683E-10
-0.63,1.84944E-10
-0.62,1.85723E-10
-0.61,1.8602E-10
-0.6,1.86796E-10
-0.59,1.87141E-10
-0.58,1.87865E-10
-0.57,1.88235E-10
-0.56,1.88969E-10
-0.55,1.89385E-10
-0.54,1.901E-10
-0.53,1.90543E-10
-0.52,1.91194E-10
-0.51,1.91756E-10
-0.5,1.92416E-10
-0.49,1.92968E-10
-0.48,1.93592E-10
-0.47,1.94232E-10
-0.46,1.94875E-10
-0.45,1.95615E-10
-0.44,1.96163E-10
-0.43,1.9692E-10
-0.42,1.97588E-10
-0.41,1.98361E-10
-0.4,1.98865E-10
-0.39,1.99749E-10
-0.38,2.00253E-10
-0.37,2.0108E-10
-0.36,2.01515E-10
-0.35,2.02421E-10
-0.34,2.0281E-10
-0.33,2.03705E-10
-0.32,2.04059E-10
-0.31,2.04948E-10
-0.3,2.05289E-10
-0.29,2.06171E-10
-0.28,2.06426E-10
-0.27,2.07284E-10
-0.26,2.07471E-10
-0.25,2.0835E-10
-0.24,2.08499E-10
-0.23,2.09401E-10
-0.22,2.09595E-10
-0.21,2.10567E-10
-0.2,2.10732E-10
-0.19,2.11618E-10
-0.18,2.11872E-10
-0.17,2.12812E-10
-0.16,2.13108E-10
-0.15,2.14084E-10
-0.14,2.14392E-10
-0.13,2.15501E-10
-0.12,2.15838E-10
-0.11,2.16944E-10
-0.1,2.17323E-10
-0.09,2.18451E-10
-0.08,2.18924E-10
-0.07,2.20075E-10
-0.06,2.20535E-10
-0.05,2.2167E-10
-0.04,2.22298E-10
-0.03,2.23466E-10
-0.02,2.24104E-10
-0.01,2.25254E-10
0,2.26047E-10
0.01,2.27307E-10
0.02,2.28024E-10
0.03,2.29253E-10
0.04,2.30152E-10
0.05,2.31498E-10
0.06,2.32478E-10
0.07,2.33702E-10
0.08,2.34816E-10
0.09,2.36059E-10
0.1,2.37246E-10
0.11,2.38367E-10
0.12,2.39829E-10
0.13,2.40983E-10
0.14,2.42493E-10
0.15,2.43569E-10
0.16,2.45334E-10
0.17,2.46454E-10
0.18,2.48154E-10
0.19,2.49161E-10
0.2,2.511E-10
0.21,2.52107E-10
0.22,2.54237E-10
0.23,2.55238E-10
0.24,2.57314E-10
0.25,2.58481E-10
0.26,2.60681E-10
0.27,2.61674E-10
0.28,2.64053E-10
0.29,2.651E-10
0.3,2.67551E-10
0.31,2.68713E-10
0.32,2.71194E-10
0.33,2.7242E-10
0.34,2.75057E-10
0.35,2.76205E-10
0.36,2.79031E-10
0.37,2.8021E-10
0.38,2.83078E-10
0.39,2.84432E-10
0.4,2.87257E-10
0.41,2.88766E-10
0.42,2.9168E-10
0.43,2.93485E-10
0.44,2.96548E-10
0.45,2.9811E-10
0.46,3.01054E-10
0.47,3.03046E-10
0.48,3.05732E-10
0.49,3.07895E-10
0.5,3.10758E-10
0.51,3.1302E-10
0.52,3.15965E-10
0.53,3.18097E-10
0.54,3.20679E-10
0.55,3.23271E-10
0.56,3.2564E-10
0.57,3.28338E-10
0.58,3.30744E-10
0.59,3.33594E-10
0.6,3.35999E-10
0.61,3.38635E-10
0.62,3.40686E-10
0.63,3.43643E-10
0.64,3.45444E-10
0.65,3.48602E-10
0.66,3.50455E-10
0.67,3.53392E-10
0.68,3.55212E-10
0.69,3.57962E-10
0.7,3.59494E-10
0.71,3.62242E-10
0.72,3.63589E-10
0.73,3.66437E-10
0.74,3.67701E-10
0.75,3.70186E-10
0.76,3.71599E-10
0.77,3.74033E-10
0.78,3.75127E-10
0.79,3.77461E-10
0.8,3.78483E-10
0.81,3.80646E-10
0.82,3.81673E-10
0.83,3.83556E-10
0.84,3.84634E-10
0.85,3.86508E-10
0.86,3.87503E-10
0.87,3.89148E-10
0.88,3.90084E-10
0.89,3.91705E-10
0.9,3.92558E-10
0.91,3.93939E-10
0.92,3.94868E-10
0.93,3.96052E-10
0.94,3.96967E-10
0.95,3.98013E-10
0.96,3.98921E-10
0.97,3.99922E-10
0.98,4.00788E-10
0.99,4.01615E-10
1,4.02545E-10
1.01,4.03328E-10
1.02,4.04215E-10
1.03,4.0487E-10
1.04,4.0573E-10
1.05,4.06309E-10
1.06,4.07074E-10
1.07,4.07619E-10
1.08,4.08548E-10
1.09,4.08978E-10
1.1,4.09793E-10
1.11,4.10165E-10
1.12,4.10933E-10
1.13,4.11288E-10
1.14,4.11997E-10
1.15,4.12318E-10
1.16,4.13138E-10
1.17,4.13425E-10
1.18,4.14092E-10
1.19,4.1441E-10
1.2,4.15149E-10
1.21,4.15426E-10
1.22,4.16091E-10
1.23,4.1645E-10
1.24,4.17034E-10
1.25,4.17277E-10
1.26,4.17904E-10
1.27,4.1809E-10
1.28,4.18674E-10
1.29,4.18911E-10
1.3,4.1939E-10
1.31,4.19579E-10
1.32,4.20036E-10
1.33,4.20262E-10
1.34,4.20666E-10
1.35,4.20885E-10
1.36,4.21208E-10
1.37,4.2145E-10
1.38,4.21732E-10
1.39,4.2202E-10
1.4,4.22331E-10
1.41,4.22539E-10
1.42,4.22783E-10
1.43,4.22993E-10
1.44,4.23294E-10
1.45,4.23455E-10
1.46,4.2375E-10
1.47,4.23947E-10
1.48,4.24183E-10
1.49,4.2439E-10
1.5,4.24515E-10
1.51,4.24793E-10
1.52,4.24893E-10
1.53,4.25209E-10
1.54,4.25257E-10
1.55,4.25575E-10
1.56,4.25604E-10
1.57,4.25878E-10
1.58,4.25974E-10
1.59,4.26221E-10
1.6,4.26206E-10
1.61,4.26547E-10
1.62,4.26594E-10
1.63,4.26869E-10
1.64,4.26911E-10
1.65,4.27159E-10
1.66,4.27105E-10
1.67,4.27477E-10
1.68,4.27469E-10
1.69,4.2769E-10
1.7,4.27693E-10
1.71,4.2789E-10
1.72,4.27994E-10
1.73,4.28132E-10
1.74,4.28167E-10
1.75,4.28428E-10
1.76,4.28375E-10
1.77,4.28577E-10
1.78,4.28617E-10
1.79,4.28816E-10
1.8,4.28945E-10
1.81,4.29008E-10
1.82,4.29071E-10
1.83,4.29241E-10
1.84,4.29294E-10
1.85,4.29422E-10
1.86,4.29521E-10
1.87,4.29526E-10
1.88,4.29693E-10
1.89,4.29813E-10
1.9,4.29834E-10
1.91,4.29995E-10
1.92,4.30042E-10
1.93,4.30139E-10
1.94,4.30245E-10
1.95,4.30207E-10
1.96,4.30368E-10
1.97,4.30411E-10
1.98,4.30517E-10
1.99,4.30462E-10
2,4.30718E-10
2,4.30604E-10
1.99,4.30808E-10
1.98,4.30647E-10
1.97,4.30804E-10
1.96,4.30688E-10
1.95,4.30872E-10
1.94,4.30706E-10
1.93,4.30805E-10
1.92,4.30719E-10
1.91,4.30881E-10
1.9,4.30745E-10
1.89,4.30872E-10
1.88,4.30789E-10
1.87,4.30824E-10
1.86,4.30811E-10
1.85,4.3087E-10
1.84,4.30793E-10
1.83,4.30851E-10
1.82,4.3078E-10
1.81,4.30864E-10
1.8,4.30856E-10
1.79,4.30816E-10
1.78,4.30808E-10
1.77,4.30751E-10
1.76,4.30856E-10
1.75,4.30781E-10
1.74,4.30745E-10
1.73,4.30756E-10
1.72,4.30813E-10
1.71,4.30728E-10
1.7,4.30765E-10
1.69,4.30735E-10
1.68,4.30807E-10
1.67,4.30686E-10
1.66,4.3078E-10
1.65,4.30713E-10
1.64,4.30722E-10
1.63,4.30602E-10
1.62,4.30707E-10
1.61,4.30541E-10
1.6,4.30699E-10
1.59,4.30523E-10
1.58,4.3068E-10
1.57,4.30507E-10
1.56,4.30575E-10
1.55,4.30464E-10
1.54,4.30686E-10
1.53,4.30436E-10
1.52,4.30603E-10
1.51,4.304E-10
1.5,4.30459E-10
1.49,4.30333E-10
1.48,4.30456E-10
1.47,4.30456E-10
1.46,4.30448E-10
1.45,4.30333E-10
1.44,4.30412E-10
1.43,4.30266E-10
1.42,4.3035E-10
1.41,4.30221E-10
1.4,4.30289E-10
1.39,4.30265E-10
1.38,4.30244E-10
1.37,4.30137E-10
1.36,4.30211E-10
1.35,4.30142E-10
1.34,4.30099E-10
1.33,4.30082E-10
1.32,4.30011E-10
1.31,4.3007E-10
1.3,4.29983E-10
1.29,4.30008E-10
1.28,4.29961E-10
1.27,4.29994E-10
1.26,4.29856E-10
1.25,4.2992E-10
1.24,4.29778E-10
1.23,4.29925E-10
1.22,4.29706E-10
1.21,4.29781E-10
1.2,4.29669E-10
1.19,4.29718E-10
1.18,4.29633E-10
1.17,4.2968E-10
1.16,4.29534E-10
1.15,4.2962E-10
1.14,4.29525E-10
1.13,4.29494E-10
1.12,4.2941E-10
1.11,4.29435E-10
1.1,4.29384E-10
1.09,4.29453E-10
1.08,4.29238E-10
1.07,4.29299E-10
1.06,4.29254E-10
1.05,4.29303E-10
1.04,4.29087E-10
1.03,4.2921E-10
1.02,4.29068E-10
1.01,4.29146E-10
1,4.29056E-10
0.99,4.29049E-10
0.98,4.28939E-10
0.97,4.28851E-10
0.96,4.28825E-10
0.95,4.28924E-10
0.94,4.28799E-10
0.93,4.28763E-10
0.92,4.28613E-10
0.91,4.28728E-10
0.9,4.28612E-10
0.89,4.28598E-10
0.88,4.28574E-10
0.87,4.28503E-10
0.86,4.2847E-10
0.85,4.28344E-10
0.84,4.2834E-10
0.83,4.28276E-10
0.82,4.28268E-10
0.81,4.28245E-10
0.8,4.28163E-10
0.79,4.28061E-10
0.78,4.28111E-10
0.77,4.27958E-10
0.76,4.28018E-10
0.75,4.27827E-10
0.74,4.27927E-10
0.73,4.27717E-10
0.72,4.27777E-10
0.71,4.27701E-10
0.7,4.27696E-10
0.69,4.27487E-10
0.68,4.27583E-10
0.67,4.27398E-10
0.66,4.27466E-10
0.65,4.27207E-10
0.64,4.27332E-10
0.63,4.27091E-10
0.62,4.27233E-10
0.61,4.2699E-10
0.6,4.27065E-10
0.59,4.26906E-10
0.58,4.26932E-10
0.57,4.26732E-10
0.56,4.26804E-10
0.55,4.26619E-10
0.54,4.26663E-10
0.53,4.26505E-10
0.52,4.26505E-10
0.51,4.26369E-10
0.5,4.26345E-10
0.49,4.26201E-10
0.48,4.26145E-10
0.47,4.26008E-10
0.46,4.26009E-10
0.45,4.25867E-10
0.44,4.25904E-10
0.43,4.25734E-10
0.42,4.25729E-10
0.41,4.25598E-10
0.4,4.25529E-10
0.39,4.25399E-10
0.38,4.25286E-10
0.37,4.25272E-10
0.36,4.25093E-10
0.35,4.25058E-10
0.34,4.24872E-10
0.33,4.24861E-10
0.32,4.24718E-10
0.31,4.24687E-10
0.3,4.24442E-10
0.29,4.24497E-10
0.28,4.24326E-10
0.27,4.24253E-10
0.26,4.24043E-10
0.25,4.24064E-10
0.24,4.23892E-10
0.23,4.23814E-10
0.22,4.23538E-10
0.21,4.23599E-10
0.2,4.23322E-10
0.19,4.23353E-10
0.18,4.23104E-10
0.17,4.23106E-10
0.16,4.22789E-10
0.15,4.22791E-10
0.14,4.2255E-10
0.13,4.22519E-10
0.12,4.2217E-10
0.11,4.22159E-10
0.1,4.21815E-10
0.09,4.2182E-10
0.08,4.21465E-10
0.07,4.21426E-10
0.06,4.21093E-10
0.05,4.2107E-10
0.04,4.20803E-10
0.03,4.20705E-10
0.02,4.20377E-10
0.01,4.20214E-10
0,4.19896E-10
-0.01,4.19847E-10
-0.02,4.19556E-10
-0.03,4.19361E-10
-0.04,4.19061E-10
-0.05,4.18919E-10
-0.06,4.1864E-10
-0.07,4.18383E-10
-0.08,4.18062E-10
-0.09,4.17902E-10
-0.1,4.17611E-10
-0.11,4.17352E-10
-0.12,4.16992E-10
-0.13,4.16804E-10
-0.14,4.16427E-10
-0.15,4.16185E-10
-0.16,4.15763E-10
-0.17,4.15482E-10
-0.18,4.15198E-10
-0.19,4.14793E-10
-0.2,4.14444E-10
-0.21,4.14043E-10
-0.22,4.13611E-10
-0.23,4.13293E-10
-0.24,4.12857E-10
-0.25,4.1243E-10
-0.26,4.12035E-10
-0.27,4.11471E-10
-0.28,4.1107E-10
-0.29,4.10562E-10
-0.3,4.10095E-10
-0.31,4.09579E-10
-0.32,4.0915E-10
-0.33,4.08446E-10
-0.34,4.08075E-10
-0.35,4.07309E-10
-0.36,4.06862E-10
-0.37,4.06079E-10
-0.38,4.05638E-10
-0.39,4.04779E-10
-0.4,4.04401E-10
-0.41,4.03401E-10
-0.42,4.02924E-10
-0.43,4.01876E-10
-0.44,4.01325E-10
-0.45,4.00085E-10
-0.46,3.99544E-10
-0.47,3.98411E-10
-0.48,3.97727E-10
-0.49,3.96487E-10
-0.5,3.95792E-10
-0.51,3.94348E-10
-0.52,3.93595E-10
-0.53,3.92138E-10
-0.54,3.91263E-10
-0.55,3.89554E-10
-0.56,3.88641E-10
-0.57,3.86913E-10
-0.58,3.85743E-10
-0.59,3.83708E-10
-0.6,3.82523E-10
-0.61,3.80474E-10
-0.62,3.79027E-10
-0.63,3.76819E-10
-0.64,3.75316E-10
-0.65,3.72834E-10
-0.66,3.7106E-10
-0.67,3.68393E-10
-0.68,3.66483E-10
-0.69,3.63882E-10
-0.7,3.6072E-10
-0.71,3.55333E-10
-0.72,3.49893E-10
-0.73,3.44088E-10
-0.74,3.38984E-10
-0.75,3.34044E-10
-0.76,3.29841E-10
-0.77,3.25924E-10
-0.78,3.21605E-10
-0.79,3.17871E-10
-0.8,3.13998E-10
-0.81,3.1045E-10
-0.82,3.06325E-10
-0.83,3.02197E-10
-0.84,2.97411E-10
-0.85,2.93448E-10
-0.86,2.8841E-10
-0.87,2.84559E-10
-0.88,2.80162E-10
-0.89,2.76406E-10
-0.9,2.72494E-10
-0.91,2.69586E-10
-0.92,2.65922E-10
-0.93,2.63375E-10
-0.94,2.59323E-10
-0.95,2.56848E-10
-0.96,2.5346E-10
-0.97,2.51245E-10
-0.98,2.4791E-10
-0.99,2.45518E-10
-1,2.42354E-10
-1.01,2.40186E-10
-1.02,2.36965E-10
-1.03,2.35167E-10
-1.04,2.32472E-10
-1.05,2.30693E-10
-1.06,2.28238E-10
-1.07,2.26188E-10
-1.08,2.23819E-10
-1.09,2.22195E-10
-1.1,2.19795E-10
-1.11,2.18322E-10
-1.12,2.16195E-10
-1.13,2.14561E-10
-1.14,2.12329E-10
-1.15,2.10655E-10
-1.16,2.08534E-10
-1.17,2.06962E-10
-1.18,2.04826E-10
-1.19,2.03298E-10
-1.2,2.01268E-10
-1.21,1.99589E-10
-1.22,1.9785E-10
-1.23,1.96352E-10
-1.24,1.94686E-10
-1.25,1.93199E-10
-1.26,1.91677E-10
-1.27,1.90434E-10
-1.28,1.89213E-10
-1.29,1.87755E-10
-1.3,1.86632E-10
-1.31,1.85389E-10
-1.32,1.84344E-10
-1.33,1.8312E-10
-1.34,1.82203E-10
-1.35,1.81093E-10
-1.36,1.80309E-10
-1.37,1.79205E-10
-1.38,1.78503E-10
-1.39,1.77421E-10
-1.4,1.76725E-10
-1.41,1.75723E-10
-1.42,1.75069E-10
-1.43,1.74153E-10
-1.44,1.73544E-10
-1.45,1.7258E-10
-1.46,1.72058E-10
-1.47,1.71113E-10
-1.48,1.7044E-10
-1.49,1.69414E-10
-1.5,1.68728E-10
-1.51,1.67783E-10
-1.52,1.67129E-10
-1.53,1.6611E-10
-1.54,1.65551E-10
-1.55,1.64536E-10
-1.56,1.63887E-10
-1.57,1.6298E-10
-1.58,1.62242E-10
-1.59,1.61219E-10
-1.6,1.60375E-10
-1.61,1.58852E-10
-1.62,1.57892E-10
-1.63,1.57166E-10
-1.64,1.56408E-10
-1.65,1.55577E-10
-1.66,1.54802E-10
-1.67,1.54151E-10
-1.68,1.53463E-10
-1.69,1.52916E-10
-1.7,1.52401E-10
-1.71,1.51832E-10
-1.72,1.51336E-10
-1.73,1.5085E-10
-1.74,1.50399E-10
-1.75,1.49964E-10
-1.76,1.49542E-10
-1.77,1.49094E-10
-1.78,1.48765E-10
-1.79,1.48327E-10
-1.8,1.48026E-10
-1.81,1.47527E-10
-1.82,1.47252E-10
-1.83,1.46821E-10
-1.84,1.46571E-10
-1.85,1.46161E-10
-1.86,1.45907E-10
-1.87,1.45493E-10
-1.88,1.45264E-10
-1.89,1.44855E-10
-1.9,1.44683E-10
-1.91,1.44271E-10
-1.92,1.44104E-10
-1.93,1.43683E-10
-1.94,1.43506E-10
-1.95,1.43084E-10
-1.96,1.42946E-10
-1.97,1.42528E-10
-1.98,1.42395E-10
-1.99,1.42004E-10
-2,1.41867E-10
-2,1.47669E-10
-1.99,1.47843E-10
-1.98,1.48042E-10
-1.97,1.48336E-10
-1.96,1.48768E-10
-1.95,1.48899E-10
-1.94,1.49153E-10
-1.93,1.4946E-10
-1.92,1.49552E-10
-1.91,1.50044E-10
-1.9,1.49979E-10
-1.89,1.50437E-10
-1.88,1.50838E-10
-1.87,1.51023E-10
-1.86,1.51323E-10
-1.85,1.51591E-10
-1.84,1.51896E-10
-1.83,1.52214E-10
-1.82,1.5233E-10
-1.81,1.52719E-10
-1.8,1.52928E-10
-1.79,1.53171E-10
-1.78,1.53685E-10
-1.77,1.53776E-10
-1.76,1.54171E-10
-1.75,1.54209E-10
-1.74,1.54512E-10
-1.73,1.54971E-10
-1.72,1.55183E-10
-1.71,1.55762E-10
-1.7,1.55712E-10
-1.69,1.56134E-10
-1.68,1.56475E-10
-1.67,1.569E-10
-1.66,1.57198E-10
-1.65,1.57325E-10
-1.64,1.57816E-10
-1.63,1.58325E-10
-1.62,1.58266E-10
-1.61,1.58815E-10
-1.6,1.58892E-10
-1.59,1.59462E-10
-1.58,1.59748E-10
-1.57,1.60065E-10
-1.56,1.60427E-10
-1.55,1.60709E-10
-1.54,1.61221E-10
-1.53,1.61392E-10
-1.52,1.61855E-10
-1.51,1.62148E-10
-1.5,1.62498E-10
-1.49,1.6291E-10
-1.48,1.63346E-10
-1.47,1.63525E-10
-1.46,1.6413E-10
-1.45,1.64157E-10
-1.44,1.64712E-10
-1.43,1.64974E-10
-1.42,1.65464E-10
-1.41,1.6596E-10
-1.4,1.66049E-10
-1.39,1.66733E-10
-1.38,1.66988E-10
-1.37,1.67363E-10
-1.36,1.67833E-10
-1.35,1.68291E-10
-1.34,1.68457E-10
-1.33,1.68844E-10
-1.32,1.69276E-10
-1.31,1.69581E-10
-1.3,1.70391E-10
-1.29,1.70505E-10
-1.28,1.71143E-10
-1.27,1.71485E-10
-1.26,1.71771E-10
-1.25,1.72434E-10
-1.24,1.72456E-10
-1.23,1.73153E-10
-1.22,1.73648E-10
-1.21,1.73839E-10
-1.2,1.74746E-10
-1.19,1.74713E-10
-1.18,1.75368E-10
-1.17,1.7585E-10
-1.16,1.76307E-10
-1.15,1.76809E-10
-1.14,1.77067E-10
-1.13,1.77569E-10
-1.12,1.78428E-10
-1.11,1.78481E-10
-1.1,1.79204E-10
-1.09,1.7955E-10
-1.08,1.80152E-10
-1.07,1.80467E-10
-1.06,1.81086E-10
-1.05,1.81624E-10
-1.04,1.82083E-10
-1.03,1.82622E-10
-1.02,1.83054E-10
-1.01,1.83804E-10
-1,1.84471E-10
-0.99,1.84652E-10
-0.98,1.85291E-10
-0.97,1.8574E-10
-0.96,1.86308E-10
-0.95,1.87001E-10
-0.94,1.87347E-10
-0.93,1.87839E-10
-0.92,1.87972E-10
-0.91,1.88448E-10
-0.9,1.89096E-10
-0.89,1.89313E-10
-0.88,1.90129E-10
-0.87,1.90575E-10
-0.86,1.90846E-10
-0.85,1.91389E-10
-0.84,1.91535E-10
-0.83,1.92033E-10
-0.82,1.92326E-10
-0.81,1.92404E-10
-0.8,1.93031E-10
-0.79,1.92903E-10
-0.78,1.93435E-10
