Setup title,"C-V 3v_500s_dark"
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VBias,C
-2,1.57081E-10
-1.99,1.56409E-10
-1.98,1.55898E-10
-1.97,1.55412E-10
-1.96,1.54895E-10
-1.95,1.54479E-10
-1.94,1.54059E-10
-1.93,1.53397E-10
-1.92,1.53006E-10
-1.91,1.52505E-10
-1.9,1.52049E-10
-1.89,1.51556E-10
-1.88,1.51071E-10
-1.87,1.50678E-10
-1.86,1.50362E-10
-1.85,1.49806E-10
-1.84,1.49475E-10
-1.83,1.49039E-10
-1.82,1.48772E-10
-1.81,1.48382E-10
-1.8,1.48161E-10
-1.79,1.47877E-10
-1.78,1.47821E-10
-1.77,1.47655E-10
-1.76,1.47723E-10
-1.75,1.476E-10
-1.74,1.47756E-10
-1.73,1.47678E-10
-1.72,1.47849E-10
-1.71,1.47836E-10
-1.7,1.48114E-10
-1.69,1.48112E-10
-1.68,1.48371E-10
-1.67,1.48428E-10
-1.66,1.48769E-10
-1.65,1.48814E-10
-1.64,1.49109E-10
-1.63,1.49137E-10
-1.62,1.49411E-10
-1.61,1.49456E-10
-1.6,1.49798E-10
-1.59,1.49925E-10
-1.58,1.50257E-10
-1.57,1.50402E-10
-1.56,1.50667E-10
-1.55,1.50795E-10
-1.54,1.5107E-10
-1.53,1.51254E-10
-1.52,1.51577E-10
-1.51,1.5177E-10
-1.5,1.5206E-10
-1.49,1.52333E-10
-1.48,1.52609E-10
-1.47,1.52844E-10
-1.46,1.53145E-10
-1.45,1.53416E-10
-1.44,1.53699E-10
-1.43,1.53981E-10
-1.42,1.54208E-10
-1.41,1.54569E-10
-1.4,1.5483E-10
-1.39,1.55123E-10
-1.38,1.55353E-10
-1.37,1.55707E-10
-1.36,1.55946E-10
-1.35,1.56343E-10
-1.34,1.56523E-10
-1.33,1.56919E-10
-1.32,1.57113E-10
-1.31,1.57537E-10
-1.3,1.57691E-10
-1.29,1.58128E-10
-1.28,1.58336E-10
-1.27,1.58802E-10
-1.26,1.5896E-10
-1.25,1.59426E-10
-1.24,1.59614E-10
-1.23,1.60073E-10
-1.22,1.60262E-10
-1.21,1.60766E-10
-1.2,1.60972E-10
-1.19,1.61434E-10
-1.18,1.61648E-10
-1.17,1.62133E-10
-1.16,1.62354E-10
-1.15,1.62857E-10
-1.14,1.6307E-10
-1.13,1.6358E-10
-1.12,1.63825E-10
-1.11,1.64294E-10
-1.1,1.64555E-10
-1.09,1.64973E-10
-1.08,1.65308E-10
-1.07,1.65752E-10
-1.06,1.66151E-10
-1.05,1.66547E-10
-1.04,1.66896E-10
-1.03,1.67369E-10
-1.02,1.67679E-10
-1.01,1.68257E-10
-1,1.68474E-10
-0.99,1.69004E-10
-0.98,1.69239E-10
-0.97,1.69839E-10
-0.96,1.70086E-10
-0.95,1.70677E-10
-0.94,1.70893E-10
-0.93,1.715E-10
-0.92,1.71731E-10
-0.91,1.72342E-10
-0.9,1.72624E-10
-0.89,1.73218E-10
-0.88,1.73468E-10
-0.87,1.74105E-10
-0.86,1.74344E-10
-0.85,1.75021E-10
-0.84,1.75281E-10
-0.83,1.75961E-10
-0.82,1.76225E-10
-0.81,1.76864E-10
-0.8,1.77111E-10
-0.79,1.77793E-10
-0.78,1.7806E-10
-0.77,1.78791E-10
-0.76,1.79082E-10
-0.75,1.79777E-10
-0.74,1.79991E-10
-0.73,1.80659E-10
-0.72,1.81071E-10
-0.71,1.81744E-10
-0.7,1.82029E-10
-0.69,1.82753E-10
-0.68,1.83096E-10
-0.67,1.83815E-10
-0.66,1.84091E-10
-0.65,1.8489E-10
-0.64,1.85255E-10
-0.63,1.85973E-10
-0.62,1.86337E-10
-0.61,1.87149E-10
-0.6,1.87495E-10
-0.59,1.88242E-10
-0.58,1.88615E-10
-0.57,1.89372E-10
-0.56,1.89773E-10
-0.55,1.90584E-10
-0.54,1.91074E-10
-0.53,1.91751E-10
-0.52,1.92228E-10
-0.51,1.92894E-10
-0.5,1.93401E-10
-0.49,1.94116E-10
-0.48,1.94702E-10
-0.47,1.95362E-10
-0.46,1.95973E-10
-0.45,1.96619E-10
-0.44,1.97308E-10
-0.43,1.97877E-10
-0.42,1.98577E-10
-0.41,1.9918E-10
-0.4,1.99878E-10
-0.39,2.00337E-10
-0.38,2.01154E-10
-0.37,2.01634E-10
-0.36,2.02355E-10
-0.35,2.02778E-10
-0.34,2.03512E-10
-0.33,2.03901E-10
-0.32,2.04627E-10
-0.31,2.05018E-10
-0.3,2.0563E-10
-0.29,2.05934E-10
-0.28,2.06645E-10
-0.27,2.06921E-10
-0.26,2.07608E-10
-0.25,2.07886E-10
-0.24,2.08631E-10
-0.23,2.08851E-10
-0.22,2.09637E-10
-0.21,2.09942E-10
-0.2,2.1078E-10
-0.19,2.11031E-10
-0.18,2.11964E-10
-0.17,2.12308E-10
-0.16,2.13239E-10
-0.15,2.13593E-10
-0.14,2.14674E-10
-0.13,2.14978E-10
-0.12,2.16098E-10
-0.11,2.16459E-10
-0.1,2.17566E-10
-0.09,2.17992E-10
-0.08,2.19177E-10
-0.07,2.19593E-10
-0.06,2.20834E-10
-0.05,2.2124E-10
-0.04,2.22576E-10
-0.03,2.2301E-10
-0.02,2.2435E-10
-0.01,2.24798E-10
0,2.26229E-10
0.01,2.26795E-10
0.02,2.28211E-10
0.03,2.28752E-10
0.04,2.30209E-10
0.05,2.30832E-10
0.06,2.32369E-10
0.07,2.33069E-10
0.08,2.34555E-10
0.09,2.35291E-10
0.1,2.36829E-10
0.11,2.3764E-10
0.12,2.39184E-10
0.13,2.40047E-10
0.14,2.41517E-10
0.15,2.42571E-10
0.16,2.43928E-10
0.17,2.45179E-10
0.18,2.46613E-10
0.19,2.47885E-10
0.2,2.49297E-10
0.21,2.50653E-10
0.22,2.52112E-10
0.23,2.53655E-10
0.24,2.54977E-10
0.25,2.56669E-10
0.26,2.58147E-10
0.27,2.59833E-10
0.28,2.61256E-10
0.29,2.63058E-10
0.3,2.64298E-10
0.31,2.6648E-10
0.32,2.67659E-10
0.33,2.69857E-10
0.34,2.71286E-10
0.35,2.73589E-10
0.36,2.75002E-10
0.37,2.77388E-10
0.38,2.7868E-10
0.39,2.81325E-10
0.4,2.82515E-10
0.41,2.85363E-10
0.42,2.86748E-10
0.43,2.89679E-10
0.44,2.91078E-10
0.45,2.94032E-10
0.46,2.95431E-10
0.47,2.98483E-10
0.48,2.99933E-10
0.49,3.03173E-10
0.5,3.04607E-10
0.51,3.07799E-10
0.52,3.09325E-10
0.53,3.1255E-10
0.54,3.14159E-10
0.55,3.17328E-10
0.56,3.18961E-10
0.57,3.22261E-10
0.58,3.2392E-10
0.59,3.26992E-10
0.6,3.28813E-10
0.61,3.31883E-10
0.62,3.33728E-10
0.63,3.36542E-10
0.64,3.38565E-10
0.65,3.41538E-10
0.66,3.43451E-10
0.67,3.45999E-10
0.68,3.48102E-10
0.69,3.50424E-10
0.7,3.52634E-10
0.71,3.54717E-10
0.72,3.56926E-10
0.73,3.59087E-10
0.74,3.61077E-10
0.75,3.62874E-10
0.76,3.65067E-10
0.77,3.66759E-10
0.78,3.6891E-10
0.79,3.70285E-10
0.8,3.72548E-10
0.81,3.73895E-10
0.82,3.75839E-10
0.83,3.76951E-10
0.84,3.79047E-10
0.85,3.79983E-10
0.86,3.82036E-10
0.87,3.82969E-10
0.88,3.84807E-10
0.89,3.8569E-10
0.9,3.87366E-10
0.91,3.8817E-10
0.92,3.89877E-10
0.93,3.90526E-10
0.94,3.91997E-10
0.95,3.92741E-10
0.96,3.94061E-10
0.97,3.94856E-10
0.98,3.961E-10
0.99,3.9672E-10
1,3.97987E-10
1.01,3.9859E-10
1.02,3.997E-10
1.03,4.00334E-10
1.04,4.01305E-10
1.05,4.01907E-10
1.06,4.02826E-10
1.07,4.03479E-10
1.08,4.04447E-10
1.09,4.04817E-10
1.1,4.05719E-10
1.11,4.06179E-10
1.12,4.06942E-10
1.13,4.07442E-10
1.14,4.08139E-10
1.15,4.08671E-10
1.16,4.09378E-10
1.17,4.09712E-10
1.18,4.10308E-10
1.19,4.10873E-10
1.2,4.1123E-10
1.21,4.11844E-10
1.22,4.12258E-10
1.23,4.12737E-10
1.24,4.13163E-10
1.25,4.13633E-10
1.26,4.13977E-10
1.27,4.14551E-10
1.28,4.14783E-10
1.29,4.15289E-10
1.3,4.15581E-10
1.31,4.16029E-10
1.32,4.1628E-10
1.33,4.16822E-10
1.34,4.16907E-10
1.35,4.17468E-10
1.36,4.17616E-10
1.37,4.18102E-10
1.38,4.18282E-10
1.39,4.18743E-10
1.4,4.18818E-10
1.41,4.19335E-10
1.42,4.19421E-10
1.43,4.19883E-10
1.44,4.19995E-10
1.45,4.20384E-10
1.46,4.20502E-10
1.47,4.20893E-10
1.48,4.20983E-10
1.49,4.21336E-10
1.5,4.2152E-10
1.51,4.21851E-10
1.52,4.22024E-10
1.53,4.22335E-10
1.54,4.22371E-10
1.55,4.22737E-10
1.56,4.22856E-10
1.57,4.23153E-10
1.58,4.23177E-10
1.59,4.23583E-10
1.6,4.23672E-10
1.61,4.23904E-10
1.62,4.24059E-10
1.63,4.24226E-10
1.64,4.24405E-10
1.65,4.24558E-10
1.66,4.24754E-10
1.67,4.24942E-10
1.68,4.25078E-10
1.69,4.25241E-10
1.7,4.25448E-10
1.71,4.25503E-10
1.72,4.25728E-10
1.73,4.25792E-10
1.74,4.26123E-10
1.75,4.262E-10
1.76,4.26371E-10
1.77,4.26407E-10
1.78,4.266E-10
1.79,4.26653E-10
1.8,4.26867E-10
1.81,4.26985E-10
1.82,4.27173E-10
1.83,4.27127E-10
1.84,4.27419E-10
1.85,4.27429E-10
1.86,4.276E-10
1.87,4.27593E-10
1.88,4.27882E-10
1.89,4.2787E-10
1.9,4.28128E-10
1.91,4.28105E-10
1.92,4.28305E-10
1.93,4.28233E-10
1.94,4.28474E-10
1.95,4.28496E-10
1.96,4.28674E-10
1.97,4.28683E-10
1.98,4.28937E-10
1.99,4.28868E-10
2,4.2908E-10
2,4.2901E-10
1.99,4.29129E-10
1.98,4.29075E-10
1.97,4.29164E-10
1.96,4.291E-10
1.95,4.29092E-10
1.94,4.29102E-10
1.93,4.29157E-10
1.92,4.29129E-10
1.91,4.2919E-10
1.9,4.2921E-10
1.89,4.29218E-10
1.88,4.29181E-10
1.87,4.29144E-10
1.86,4.29221E-10
1.85,4.29078E-10
1.84,4.29217E-10
1.83,4.29088E-10
1.82,4.29221E-10
1.81,4.29095E-10
1.8,4.29252E-10
1.79,4.29107E-10
1.78,4.29132E-10
1.77,4.29095E-10
1.76,4.29199E-10
1.75,4.29081E-10
1.74,4.29197E-10
1.73,4.29043E-10
1.72,4.29143E-10
1.71,4.29096E-10
1.7,4.29119E-10
1.69,4.28974E-10
1.68,4.2913E-10
1.67,4.28953E-10
1.66,4.2904E-10
1.65,4.28912E-10
1.64,4.28952E-10
1.63,4.28902E-10
1.62,4.29032E-10
1.61,4.28892E-10
1.6,4.28937E-10
1.59,4.28831E-10
1.58,4.28916E-10
1.57,4.28816E-10
1.56,4.28935E-10
1.55,4.28811E-10
1.54,4.28807E-10
1.53,4.28799E-10
1.52,4.2872E-10
1.51,4.28698E-10
1.5,4.28728E-10
1.49,4.28597E-10
1.48,4.28632E-10
1.47,4.28583E-10
1.46,4.28566E-10
1.45,4.28537E-10
1.44,4.28538E-10
1.43,4.28499E-10
1.42,4.28406E-10
1.41,4.28409E-10
1.4,4.28408E-10
1.39,4.28408E-10
1.38,4.28361E-10
1.37,4.28347E-10
1.36,4.28301E-10
1.35,4.2831E-10
1.34,4.28122E-10
1.33,4.28104E-10
1.32,4.28159E-10
1.31,4.28168E-10
1.3,4.2801E-10
1.29,4.28058E-10
1.28,4.27964E-10
1.27,4.28014E-10
1.26,4.27924E-10
1.25,4.27957E-10
1.24,4.27797E-10
1.23,4.27874E-10
1.22,4.27757E-10
1.21,4.27837E-10
1.2,4.2762E-10
1.19,4.27715E-10
1.18,4.27548E-10
1.17,4.27638E-10
1.16,4.27487E-10
1.15,4.27528E-10
1.14,4.27404E-10
1.13,4.27447E-10
1.12,4.27253E-10
1.11,4.27379E-10
1.1,4.27178E-10
1.09,4.27236E-10
1.08,4.27097E-10
1.07,4.27189E-10
1.06,4.27022E-10
1.05,4.27101E-10
1.04,4.26965E-10
1.03,4.26975E-10
1.02,4.26803E-10
1.01,4.26788E-10
1,4.26711E-10
0.99,4.26712E-10
0.98,4.26529E-10
0.97,4.26558E-10
0.96,4.26498E-10
0.95,4.26431E-10
0.94,4.26397E-10
0.93,4.26351E-10
0.92,4.26271E-10
0.91,4.26223E-10
0.9,4.26133E-10
0.89,4.26128E-10
0.88,4.26005E-10
0.87,4.25994E-10
0.86,4.25896E-10
0.85,4.25838E-10
0.84,4.25789E-10
0.83,4.25707E-10
0.82,4.25537E-10
0.81,4.25537E-10
0.8,4.25505E-10
0.79,4.25437E-10
0.78,4.25379E-10
0.77,4.25207E-10
0.76,4.25231E-10
0.75,4.25076E-10
0.74,4.25028E-10
0.73,4.24946E-10
0.72,4.24931E-10
0.71,4.24684E-10
0.7,4.24723E-10
0.69,4.24642E-10
0.68,4.24556E-10
0.67,4.24368E-10
0.66,4.24373E-10
0.65,4.24199E-10
0.64,4.24197E-10
0.63,4.24012E-10
0.62,4.24046E-10
0.61,4.23818E-10
0.6,4.23829E-10
0.59,4.2359E-10
0.58,4.23669E-10
0.57,4.23384E-10
0.56,4.23476E-10
0.55,4.23213E-10
0.54,4.2321E-10
0.53,4.23013E-10
0.52,4.23005E-10
0.51,4.22743E-10
0.5,4.22789E-10
0.49,4.22549E-10
0.48,4.22534E-10
0.47,4.22252E-10
0.46,4.22273E-10
0.45,4.22068E-10
0.44,4.21976E-10
0.43,4.21788E-10
0.42,4.21684E-10
0.41,4.21507E-10
0.4,4.214E-10
0.39,4.21158E-10
0.38,4.21077E-10
0.37,4.20925E-10
0.36,4.20748E-10
0.35,4.20608E-10
0.34,4.20457E-10
0.33,4.20254E-10
0.32,4.20127E-10
0.31,4.19965E-10
0.3,4.19755E-10
0.29,4.1964E-10
0.28,4.19432E-10
0.27,4.19251E-10
0.26,4.19054E-10
0.25,4.18943E-10
0.24,4.1866E-10
0.23,4.18537E-10
0.22,4.18189E-10
0.21,4.18059E-10
0.2,4.17797E-10
0.19,4.17648E-10
0.18,4.17299E-10
0.17,4.1719E-10
0.16,4.16854E-10
0.15,4.16709E-10
0.14,4.16253E-10
0.13,4.16206E-10
0.12,4.15805E-10
0.11,4.15646E-10
0.1,4.15305E-10
0.09,4.15118E-10
0.08,4.14615E-10
0.07,4.14551E-10
0.06,4.14095E-10
0.05,4.13867E-10
0.04,4.13391E-10
0.03,4.13208E-10
0.02,4.12674E-10
0.01,4.12545E-10
0,4.12068E-10
-0.01,4.11816E-10
-0.02,4.11217E-10
-0.03,4.10966E-10
-0.04,4.10471E-10
-0.05,4.10209E-10
-0.06,4.09485E-10
-0.07,4.09353E-10
-0.08,4.08717E-10
-0.09,4.08349E-10
-0.1,4.07758E-10
-0.11,4.07389E-10
-0.12,4.06687E-10
-0.13,4.06321E-10
-0.14,4.05463E-10
-0.15,4.05053E-10
-0.16,4.04277E-10
-0.17,4.0375E-10
-0.18,4.02897E-10
-0.19,4.02388E-10
-0.2,4.01418E-10
-0.21,4.00817E-10
-0.22,3.99744E-10
-0.23,3.99068E-10
-0.24,3.97948E-10
-0.25,3.97258E-10
-0.26,3.96096E-10
-0.27,3.95212E-10
-0.28,3.94042E-10
-0.29,3.93003E-10
-0.3,3.91706E-10
-0.31,3.90701E-10
-0.32,3.89384E-10
-0.33,3.88151E-10
-0.34,3.86812E-10
-0.35,3.8539E-10
-0.36,3.84045E-10
-0.37,3.82387E-10
-0.38,3.80869E-10
-0.39,3.79246E-10
-0.4,3.7772E-10
-0.41,3.75766E-10
-0.42,3.74266E-10
-0.43,3.71946E-10
-0.44,3.70344E-10
-0.45,3.67916E-10
-0.46,3.66106E-10
-0.47,3.63679E-10
-0.48,3.61808E-10
-0.49,3.59004E-10
-0.5,3.56899E-10
-0.51,3.53988E-10
-0.52,3.52161E-10
-0.53,3.48855E-10
-0.54,3.46703E-10
-0.55,3.43378E-10
-0.56,3.4136E-10
-0.57,3.37662E-10
-0.58,3.3541E-10
-0.59,3.31877E-10
-0.6,3.29518E-10
-0.61,3.25896E-10
-0.62,3.23701E-10
-0.63,3.19874E-10
-0.64,3.17753E-10
-0.65,3.13658E-10
-0.66,3.11529E-10
-0.67,3.07727E-10
-0.68,3.05471E-10
-0.69,3.01801E-10
-0.7,2.99774E-10
-0.71,2.9609E-10
-0.72,2.94173E-10
-0.73,2.9048E-10
-0.74,2.88579E-10
-0.75,2.85195E-10
-0.76,2.83287E-10
-0.77,2.80078E-10
-0.78,2.78271E-10
-0.79,2.75156E-10
-0.8,2.73407E-10
-0.81,2.70358E-10
-0.82,2.68805E-10
-0.83,2.66087E-10
-0.84,2.64319E-10
-0.85,2.61751E-10
-0.86,2.6001E-10
-0.87,2.57541E-10
-0.88,2.5562E-10
-0.89,2.53175E-10
-0.9,2.5151E-10
-0.91,2.49391E-10
-0.92,2.47562E-10
-0.93,2.45702E-10
-0.94,2.43945E-10
-0.95,2.42166E-10
-0.96,2.40453E-10
-0.97,2.3872E-10
-0.98,2.37188E-10
-0.99,2.35663E-10
-1,2.34079E-10
-1.01,2.32667E-10
-1.02,2.31152E-10
-1.03,2.29866E-10
-1.04,2.28203E-10
-1.05,2.27021E-10
-1.06,2.25514E-10
-1.07,2.24417E-10
-1.08,2.22863E-10
-1.09,2.2189E-10
-1.1,2.20371E-10
-1.11,2.19514E-10
-1.12,2.17987E-10
-1.13,2.17074E-10
-1.14,2.1569E-10
-1.15,2.14884E-10
-1.16,2.13369E-10
-1.17,2.12667E-10
-1.18,2.11339E-10
-1.19,2.10631E-10
-1.2,2.09252E-10
-1.21,2.08498E-10
-1.22,2.07231E-10
-1.23,2.0656E-10
-1.24,2.05224E-10
-1.25,2.04561E-10
-1.26,2.03375E-10
-1.27,2.02685E-10
-1.28,2.01546E-10
-1.29,2.00827E-10
-1.3,1.99659E-10
-1.31,1.99036E-10
-1.32,1.9794E-10
-1.33,1.97327E-10
-1.34,1.96316E-10
-1.35,1.95631E-10
-1.36,1.94728E-10
-1.37,1.94037E-10
-1.38,1.9307E-10
-1.39,1.924E-10
-1.4,1.91492E-10
-1.41,1.9085E-10
-1.42,1.90044E-10
-1.43,1.8941E-10
-1.44,1.88624E-10
-1.45,1.87917E-10
-1.46,1.87199E-10
-1.47,1.86488E-10
-1.48,1.85778E-10
-1.49,1.8508E-10
-1.5,1.84481E-10
-1.51,1.83726E-10
-1.52,1.83164E-10
-1.53,1.82405E-10
-1.54,1.81886E-10
-1.55,1.81117E-10
-1.56,1.8058E-10
-1.57,1.79886E-10
-1.58,1.79438E-10
-1.59,1.78702E-10
-1.6,1.78267E-10
-1.61,1.77513E-10
-1.62,1.77128E-10
-1.63,1.76333E-10
-1.64,1.7594E-10
-1.65,1.75259E-10
-1.66,1.74837E-10
-1.67,1.74208E-10
-1.68,1.73791E-10
-1.69,1.73061E-10
-1.7,1.72731E-10
-1.71,1.72027E-10
-1.72,1.71613E-10
-1.73,1.70953E-10
-1.74,1.70665E-10
-1.75,1.69982E-10
-1.76,1.69679E-10
-1.77,1.69005E-10
-1.78,1.68663E-10
-1.79,1.68028E-10
-1.8,1.67698E-10
-1.81,1.6713E-10
-1.82,1.66744E-10
-1.83,1.66202E-10
-1.84,1.65822E-10
-1.85,1.65274E-10
-1.86,1.64969E-10
-1.87,1.64377E-10
-1.88,1.64055E-10
-1.89,1.63558E-10
-1.9,1.63176E-10
-1.91,1.62685E-10
-1.92,1.62352E-10
-1.93,1.61825E-10
-1.94,1.61461E-10
-1.95,1.61006E-10
-1.96,1.60631E-10
-1.97,1.60242E-10
-1.98,1.59815E-10
-1.99,1.59444E-10
-2,1.58983E-10
-2,1.45901E-10
-1.99,1.46174E-10
-1.98,1.46521E-10
-1.97,1.46665E-10
-1.96,1.46938E-10
-1.95,1.47372E-10
-1.94,1.47377E-10
-1.93,1.47662E-10
-1.92,1.48062E-10
-1.91,1.48234E-10
-1.9,1.48507E-10
-1.89,1.48658E-10
-1.88,1.49024E-10
-1.87,1.49222E-10
-1.86,1.4952E-10
-1.85,1.49565E-10
-1.84,1.50013E-10
-1.83,1.50332E-10
-1.82,1.50493E-10
-1.81,1.50872E-10
-1.8,1.51159E-10
-1.79,1.51389E-10
-1.78,1.51591E-10
-1.77,1.51982E-10
-1.76,1.52218E-10
-1.75,1.52484E-10
-1.74,1.52587E-10
-1.73,1.53153E-10
-1.72,1.53381E-10
-1.71,1.53536E-10
-1.7,1.53977E-10
-1.69,1.54113E-10
-1.68,1.54585E-10
-1.67,1.54701E-10
-1.66,1.55042E-10
-1.65,1.55411E-10
-1.64,1.55677E-10
-1.63,1.56106E-10
-1.62,1.56291E-10
-1.61,1.56938E-10
-1.6,1.56937E-10
-1.59,1.57384E-10
-1.58,1.57817E-10
-1.57,1.57893E-10
-1.56,1.58292E-10
-1.55,1.58399E-10
-1.54,1.58983E-10
-1.53,1.59089E-10
-1.52,1.59583E-10
-1.51,1.59847E-10
-1.5,1.60389E-10
-1.49,1.60711E-10
-1.48,1.61076E-10
-1.47,1.61381E-10
-1.46,1.61854E-10
-1.45,1.621E-10
-1.44,1.6258E-10
-1.43,1.62752E-10
-1.42,1.63405E-10
-1.41,1.63659E-10
-1.4,1.63948E-10
-1.39,1.64264E-10
-1.38,1.6485E-10
-1.37,1.64929E-10
-1.36,1.6565E-10
-1.35,1.65943E-10
-1.34,1.66286E-10
-1.33,1.66782E-10
-1.32,1.67197E-10
-1.31,1.67716E-10
-1.3,1.68176E-10
-1.29,1.68378E-10
-1.28,1.69077E-10
-1.27,1.69164E-10
-1.26,1.6983E-10
-1.25,1.70204E-10
-1.24,1.70501E-10
-1.23,1.71458E-10
-1.22,1.71543E-10
-1.21,1.71794E-10
-1.2,1.72499E-10
-1.19,1.72895E-10
-1.18,1.73407E-10
-1.17,1.7387E-10
-1.16,1.74383E-10
-1.15,1.74562E-10
-1.14,1.75093E-10
-1.13,1.75727E-10
-1.12,1.7623E-10
-1.11,1.76976E-10
-1.1,1.77386E-10
-1.09,1.77552E-10
-1.08,1.78416E-10
-1.07,1.78905E-10
-1.06,1.79264E-10
-1.05,1.79888E-10
-1.04,1.80428E-10
-1.03,1.81139E-10
-1.02,1.81596E-10
-1.01,1.81926E-10
-1,1.82452E-10
-0.99,1.82789E-10
-0.98,1.83751E-10
-0.97,1.84124E-10
-0.96,1.8468E-10
-0.95,1.851E-10
-0.94,1.85737E-10
-0.93,1.86468E-10
-0.92,1.86827E-10
-0.91,1.87378E-10
-0.9,1.8784E-10
-0.89,1.88472E-10
-0.88,1.88964E-10
-0.87,1.89301E-10
-0.86,1.8971E-10
-0.85,1.90474E-10
-0.84,1.90525E-10
-0.83,1.91512E-10
-0.82,1.91414E-10
-0.81,1.92026E-10
-0.8,1.92072E-10
-0.79,1.92196E-10
-0.78,1.92758E-10
