Setup title,"C-V 3v_50s_dark"
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VBias,C
-2,1.59411E-10
-1.99,1.58647E-10
-1.98,1.58285E-10
-1.97,1.58159E-10
-1.96,1.57802E-10
-1.95,1.57703E-10
-1.94,1.57436E-10
-1.93,1.57368E-10
-1.92,1.57154E-10
-1.91,1.5719E-10
-1.9,1.56968E-10
-1.89,1.57006E-10
-1.88,1.56761E-10
-1.87,1.56836E-10
-1.86,1.56657E-10
-1.85,1.5673E-10
-1.84,1.56549E-10
-1.83,1.56683E-10
-1.82,1.56502E-10
-1.81,1.56682E-10
-1.8,1.5655E-10
-1.79,1.56685E-10
-1.78,1.56668E-10
-1.77,1.5681E-10
-1.76,1.56758E-10
-1.75,1.56944E-10
-1.74,1.56885E-10
-1.73,1.57151E-10
-1.72,1.57064E-10
-1.71,1.5728E-10
-1.7,1.57377E-10
-1.69,1.57561E-10
-1.68,1.57603E-10
-1.67,1.57842E-10
-1.66,1.57834E-10
-1.65,1.58126E-10
-1.64,1.58213E-10
-1.63,1.58406E-10
-1.62,1.58516E-10
-1.61,1.5876E-10
-1.6,1.58884E-10
-1.59,1.5912E-10
-1.58,1.59232E-10
-1.57,1.59505E-10
-1.56,1.5971E-10
-1.55,1.59866E-10
-1.54,1.6014E-10
-1.53,1.60279E-10
-1.52,1.60577E-10
-1.51,1.60706E-10
-1.5,1.61049E-10
-1.49,1.61172E-10
-1.48,1.61536E-10
-1.47,1.61664E-10
-1.46,1.62038E-10
-1.45,1.6213E-10
-1.44,1.62538E-10
-1.43,1.62659E-10
-1.42,1.63078E-10
-1.41,1.63164E-10
-1.4,1.6359E-10
-1.39,1.6372E-10
-1.38,1.64137E-10
-1.37,1.64256E-10
-1.36,1.647E-10
-1.35,1.64874E-10
-1.34,1.65243E-10
-1.33,1.65452E-10
-1.32,1.6583E-10
-1.31,1.66082E-10
-1.3,1.66385E-10
-1.29,1.66668E-10
-1.28,1.6701E-10
-1.27,1.6729E-10
-1.26,1.67736E-10
-1.25,1.67942E-10
-1.24,1.68384E-10
-1.23,1.68588E-10
-1.22,1.69105E-10
-1.21,1.69246E-10
-1.2,1.69716E-10
-1.19,1.69906E-10
-1.18,1.70433E-10
-1.17,1.70658E-10
-1.16,1.71167E-10
-1.15,1.71313E-10
-1.14,1.71839E-10
-1.13,1.71977E-10
-1.12,1.72572E-10
-1.11,1.72744E-10
-1.1,1.73313E-10
-1.09,1.73418E-10
-1.08,1.73976E-10
-1.07,1.74176E-10
-1.06,1.74809E-10
-1.05,1.75006E-10
-1.04,1.75603E-10
-1.03,1.75685E-10
-1.02,1.76336E-10
-1.01,1.76521E-10
-1,1.77069E-10
-0.99,1.77328E-10
-0.98,1.77933E-10
-0.97,1.78203E-10
-0.96,1.78669E-10
-0.95,1.78958E-10
-0.94,1.79497E-10
-0.93,1.79776E-10
-0.92,1.80354E-10
-0.91,1.8066E-10
-0.9,1.81185E-10
-0.89,1.81503E-10
-0.88,1.82005E-10
-0.87,1.82394E-10
-0.86,1.82906E-10
-0.85,1.83321E-10
-0.84,1.839E-10
-0.83,1.84302E-10
-0.82,1.84747E-10
-0.81,1.85225E-10
-0.8,1.85607E-10
-0.79,1.86182E-10
-0.78,1.86562E-10
-0.77,1.87123E-10
-0.76,1.87511E-10
-0.75,1.88137E-10
-0.74,1.88518E-10
-0.73,1.8918E-10
-0.72,1.89537E-10
-0.71,1.90214E-10
-0.7,1.90525E-10
-0.69,1.91261E-10
-0.68,1.91538E-10
-0.67,1.92268E-10
-0.66,1.92564E-10
-0.65,1.93405E-10
-0.64,1.93715E-10
-0.63,1.94563E-10
-0.62,1.94799E-10
-0.61,1.95632E-10
-0.6,1.95923E-10
-0.59,1.96741E-10
-0.58,1.97075E-10
-0.57,1.97925E-10
-0.56,1.98205E-10
-0.55,1.99063E-10
-0.54,1.99292E-10
-0.53,2.00203E-10
-0.52,2.00416E-10
-0.51,2.01301E-10
-0.5,2.01578E-10
-0.49,2.02434E-10
-0.48,2.02662E-10
-0.47,2.0347E-10
-0.46,2.03664E-10
-0.45,2.04486E-10
-0.44,2.04671E-10
-0.43,2.0544E-10
-0.42,2.05677E-10
-0.41,2.06437E-10
-0.4,2.0671E-10
-0.39,2.07437E-10
-0.38,2.07675E-10
-0.37,2.08294E-10
-0.36,2.08613E-10
-0.35,2.09242E-10
-0.34,2.09621E-10
-0.33,2.10319E-10
-0.32,2.1081E-10
-0.31,2.11417E-10
-0.3,2.11878E-10
-0.29,2.12583E-10
-0.28,2.13058E-10
-0.27,2.13792E-10
-0.26,2.14399E-10
-0.25,2.15067E-10
-0.24,2.1582E-10
-0.23,2.16476E-10
-0.22,2.17216E-10
-0.21,2.18002E-10
-0.2,2.18712E-10
-0.19,2.19469E-10
-0.18,2.20408E-10
-0.17,2.21046E-10
-0.16,2.22157E-10
-0.15,2.22829E-10
-0.14,2.2395E-10
-0.13,2.24491E-10
-0.12,2.25809E-10
-0.11,2.26398E-10
-0.1,2.27718E-10
-0.09,2.28318E-10
-0.08,2.29712E-10
-0.07,2.30383E-10
-0.06,2.31775E-10
-0.05,2.324E-10
-0.04,2.33879E-10
-0.03,2.34585E-10
-0.02,2.36082E-10
-0.01,2.36822E-10
0,2.38402E-10
0.01,2.3906E-10
0.02,2.40707E-10
0.03,2.4135E-10
0.04,2.43178E-10
0.05,2.43857E-10
0.06,2.45601E-10
0.07,2.46384E-10
0.08,2.48238E-10
0.09,2.49024E-10
0.1,2.50878E-10
0.11,2.51771E-10
0.12,2.53658E-10
0.13,2.54526E-10
0.14,2.56512E-10
0.15,2.57477E-10
0.16,2.59493E-10
0.17,2.60474E-10
0.18,2.62422E-10
0.19,2.63673E-10
0.2,2.65642E-10
0.21,2.66947E-10
0.22,2.68922E-10
0.23,2.70428E-10
0.24,2.72362E-10
0.25,2.74005E-10
0.26,2.75867E-10
0.27,2.7765E-10
0.28,2.79618E-10
0.29,2.8148E-10
0.3,2.83189E-10
0.31,2.85339E-10
0.32,2.87189E-10
0.33,2.89498E-10
0.34,2.91163E-10
0.35,2.93764E-10
0.36,2.95377E-10
0.37,2.98082E-10
0.38,2.99547E-10
0.39,3.02522E-10
0.4,3.03989E-10
0.41,3.07034E-10
0.42,3.08446E-10
0.43,3.11803E-10
0.44,3.13276E-10
0.45,3.16413E-10
0.46,3.17917E-10
0.47,3.21133E-10
0.48,3.22654E-10
0.49,3.25768E-10
0.5,3.27214E-10
0.51,3.30382E-10
0.52,3.31857E-10
0.53,3.35042E-10
0.54,3.36546E-10
0.55,3.39654E-10
0.56,3.41035E-10
0.57,3.44043E-10
0.58,3.45499E-10
0.59,3.48163E-10
0.6,3.49825E-10
0.61,3.52417E-10
0.62,3.54072E-10
0.63,3.56655E-10
0.64,3.58101E-10
0.65,3.60553E-10
0.66,3.62123E-10
0.67,3.64393E-10
0.68,3.65938E-10
0.69,3.67874E-10
0.7,3.69474E-10
0.71,3.71368E-10
0.72,3.72805E-10
0.73,3.74374E-10
0.74,3.75927E-10
0.75,3.7746E-10
0.76,3.78988E-10
0.77,3.80252E-10
0.78,3.81764E-10
0.79,3.82921E-10
0.8,3.8438E-10
0.81,3.85294E-10
0.82,3.86782E-10
0.83,3.87686E-10
0.84,3.89106E-10
0.85,3.89924E-10
0.86,3.91382E-10
0.87,3.92079E-10
0.88,3.93406E-10
0.89,3.93991E-10
0.9,3.9533E-10
0.91,3.95855E-10
0.92,3.97118E-10
0.93,3.97614E-10
0.94,3.98769E-10
0.95,3.99269E-10
0.96,4.00411E-10
0.97,4.00869E-10
0.98,4.01915E-10
0.99,4.02272E-10
1,4.03278E-10
1.01,4.03624E-10
1.02,4.04518E-10
1.03,4.04978E-10
1.04,4.05749E-10
1.05,4.0623E-10
1.06,4.06905E-10
1.07,4.07403E-10
1.08,4.0801E-10
1.09,4.08405E-10
1.1,4.08979E-10
1.11,4.09546E-10
1.12,4.10025E-10
1.13,4.10539E-10
1.14,4.1102E-10
1.15,4.11486E-10
1.16,4.11782E-10
1.17,4.12368E-10
1.18,4.12618E-10
1.19,4.13114E-10
1.2,4.13437E-10
1.21,4.13906E-10
1.22,4.14204E-10
1.23,4.14707E-10
1.24,4.14893E-10
1.25,4.15412E-10
1.26,4.1555E-10
1.27,4.16085E-10
1.28,4.16245E-10
1.29,4.16716E-10
1.3,4.16875E-10
1.31,4.17337E-10
1.32,4.17438E-10
1.33,4.1787E-10
1.34,4.17969E-10
1.35,4.18425E-10
1.36,4.18565E-10
1.37,4.19003E-10
1.38,4.19057E-10
1.39,4.19467E-10
1.4,4.19627E-10
1.41,4.19904E-10
1.42,4.20082E-10
1.43,4.20419E-10
1.44,4.20543E-10
1.45,4.20803E-10
1.46,4.20974E-10
1.47,4.21243E-10
1.48,4.214E-10
1.49,4.2169E-10
1.5,4.21888E-10
1.51,4.22071E-10
1.52,4.22219E-10
1.53,4.22387E-10
1.54,4.22664E-10
1.55,4.22799E-10
1.56,4.22996E-10
1.57,4.23164E-10
1.58,4.23288E-10
1.59,4.23431E-10
1.6,4.23727E-10
1.61,4.23758E-10
1.62,4.24029E-10
1.63,4.24125E-10
1.64,4.24333E-10
1.65,4.24433E-10
1.66,4.24729E-10
1.67,4.24663E-10
1.68,4.24993E-10
1.69,4.24974E-10
1.7,4.25266E-10
1.71,4.25344E-10
1.72,4.2557E-10
1.73,4.25564E-10
1.74,4.2576E-10
1.75,4.25803E-10
1.76,4.26055E-10
1.77,4.26098E-10
1.78,4.26347E-10
1.79,4.26302E-10
1.8,4.26529E-10
1.81,4.26562E-10
1.82,4.26681E-10
1.83,4.26795E-10
1.84,4.26965E-10
1.85,4.2704E-10
1.86,4.27246E-10
1.87,4.27248E-10
1.88,4.27394E-10
1.89,4.27497E-10
1.9,4.27496E-10
1.91,4.27664E-10
1.92,4.27753E-10
1.93,4.2787E-10
1.94,4.27917E-10
1.95,4.28013E-10
1.96,4.28141E-10
1.97,4.28262E-10
1.98,4.28305E-10
1.99,4.2848E-10
2,4.28437E-10
2,4.28621E-10
1.99,4.28407E-10
1.98,4.28619E-10
1.97,4.28491E-10
1.96,4.28624E-10
1.95,4.28473E-10
1.94,4.28645E-10
1.93,4.28584E-10
1.92,4.28654E-10
1.91,4.28548E-10
1.9,4.28676E-10
1.89,4.28512E-10
1.88,4.28702E-10
1.87,4.28512E-10
1.86,4.2872E-10
1.85,4.28522E-10
1.84,4.28613E-10
1.83,4.28553E-10
1.82,4.28632E-10
1.81,4.28562E-10
1.8,4.28652E-10
1.79,4.28469E-10
1.78,4.28594E-10
1.77,4.28601E-10
1.76,4.28536E-10
1.75,4.2852E-10
1.74,4.28551E-10
1.73,4.2853E-10
1.72,4.28487E-10
1.71,4.28547E-10
1.7,4.28492E-10
1.69,4.28413E-10
1.68,4.28382E-10
1.67,4.28437E-10
1.66,4.28289E-10
1.65,4.28419E-10
1.64,4.28314E-10
1.63,4.28417E-10
1.62,4.28275E-10
1.61,4.28337E-10
1.6,4.28275E-10
1.59,4.28372E-10
1.58,4.28219E-10
1.57,4.28299E-10
1.56,4.28144E-10
1.55,4.28242E-10
1.54,4.28138E-10
1.53,4.28196E-10
1.52,4.28102E-10
1.51,4.28151E-10
1.5,4.28034E-10
1.49,4.28148E-10
1.48,4.27952E-10
1.47,4.28052E-10
1.46,4.27903E-10
1.45,4.27952E-10
1.44,4.27899E-10
1.43,4.27961E-10
1.42,4.27842E-10
1.41,4.27866E-10
1.4,4.27742E-10
1.39,4.27758E-10
1.38,4.27669E-10
1.37,4.27754E-10
1.36,4.2763E-10
1.35,4.27727E-10
1.34,4.276E-10
1.33,4.27658E-10
1.32,4.27557E-10
1.31,4.27515E-10
1.3,4.27494E-10
1.29,4.27479E-10
1.28,4.27415E-10
1.27,4.27384E-10
1.26,4.27368E-10
1.25,4.27285E-10
1.24,4.27275E-10
1.23,4.27205E-10
1.22,4.27208E-10
1.21,4.27054E-10
1.2,4.27167E-10
1.19,4.27052E-10
1.18,4.27011E-10
1.17,4.2691E-10
1.16,4.26937E-10
1.15,4.26815E-10
1.14,4.26849E-10
1.13,4.26811E-10
1.12,4.26866E-10
1.11,4.2662E-10
1.1,4.26699E-10
1.09,4.26572E-10
1.08,4.26607E-10
1.07,4.26457E-10
1.06,4.26551E-10
1.05,4.26362E-10
1.04,4.26457E-10
1.03,4.26261E-10
1.02,4.264E-10
1.01,4.2618E-10
1,4.26188E-10
0.99,4.2603E-10
0.98,4.26088E-10
0.97,4.2601E-10
0.96,4.26014E-10
0.95,4.25821E-10
0.94,4.25895E-10
0.93,4.25735E-10
0.92,4.25732E-10
0.91,4.25641E-10
0.9,4.25725E-10
0.89,4.25462E-10
0.88,4.25471E-10
0.87,4.25351E-10
0.86,4.25389E-10
0.85,4.25282E-10
0.84,4.25252E-10
0.83,4.25132E-10
0.82,4.2509E-10
0.81,4.24994E-10
0.8,4.24991E-10
0.79,4.24863E-10
0.78,4.24854E-10
0.77,4.24741E-10
0.76,4.24685E-10
0.75,4.24545E-10
0.74,4.24505E-10
0.73,4.24488E-10
0.72,4.24425E-10
0.71,4.24328E-10
0.7,4.24117E-10
0.69,4.24149E-10
0.68,4.24015E-10
0.67,4.23973E-10
0.66,4.2379E-10
0.65,4.23772E-10
0.64,4.23637E-10
0.63,4.23619E-10
0.62,4.23449E-10
0.61,4.23481E-10
0.6,4.23284E-10
0.59,4.23258E-10
0.58,4.23012E-10
0.57,4.23064E-10
0.56,4.22886E-10
0.55,4.2293E-10
0.54,4.22636E-10
0.53,4.22697E-10
0.52,4.22441E-10
0.51,4.2249E-10
0.5,4.22205E-10
0.49,4.22333E-10
0.48,4.2201E-10
0.47,4.22079E-10
0.46,4.21769E-10
0.45,4.21792E-10
0.44,4.21537E-10
0.43,4.2165E-10
0.42,4.21251E-10
0.41,4.21262E-10
0.4,4.20998E-10
0.39,4.21076E-10
0.38,4.20808E-10
0.37,4.20712E-10
0.36,4.20509E-10
0.35,4.2045E-10
0.34,4.20212E-10
0.33,4.20178E-10
0.32,4.19985E-10
0.31,4.19815E-10
0.3,4.19702E-10
0.29,4.19508E-10
0.28,4.19315E-10
0.27,4.19196E-10
0.26,4.18973E-10
0.25,4.18802E-10
0.24,4.18673E-10
0.23,4.18426E-10
0.22,4.18353E-10
0.21,4.18104E-10
0.2,4.17954E-10
0.19,4.17661E-10
0.18,4.17575E-10
0.17,4.17231E-10
0.16,4.17092E-10
0.15,4.16803E-10
0.14,4.16666E-10
0.13,4.16346E-10
0.12,4.16203E-10
0.11,4.15817E-10
0.1,4.15791E-10
0.09,4.1541E-10
0.08,4.15343E-10
0.07,4.1487E-10
0.06,4.14791E-10
0.05,4.14367E-10
0.04,4.14234E-10
0.03,4.13669E-10
0.02,4.13689E-10
0.01,4.13079E-10
0,4.12979E-10
-0.01,4.12528E-10
-0.02,4.12317E-10
-0.03,4.11849E-10
-0.04,4.11639E-10
-0.05,4.11147E-10
-0.06,4.10951E-10
-0.07,4.10321E-10
-0.08,4.10179E-10
-0.09,4.09608E-10
-0.1,4.09289E-10
-0.11,4.08714E-10
-0.12,4.08407E-10
-0.13,4.0784E-10
-0.14,4.07495E-10
-0.15,4.06714E-10
-0.16,4.06279E-10
-0.17,4.05485E-10
-0.18,4.04753E-10
-0.19,4.03889E-10
-0.2,4.02911E-10
-0.21,4.01977E-10
-0.22,4.00799E-10
-0.23,3.99581E-10
-0.24,3.98447E-10
-0.25,3.9712E-10
-0.26,3.956E-10
-0.27,3.94168E-10
-0.28,3.92492E-10
-0.29,3.90863E-10
-0.3,3.89118E-10
-0.31,3.87206E-10
-0.32,3.85269E-10
-0.33,3.83495E-10
-0.34,3.81131E-10
-0.35,3.79116E-10
-0.36,3.7663E-10
-0.37,3.74532E-10
-0.38,3.71583E-10
-0.39,3.69083E-10
-0.4,3.66016E-10
-0.41,3.63648E-10
-0.42,3.59984E-10
-0.43,3.57368E-10
-0.44,3.53573E-10
-0.45,3.50799E-10
-0.46,3.46664E-10
-0.47,3.43624E-10
-0.48,3.39388E-10
-0.49,3.36607E-10
-0.5,3.32019E-10
-0.51,3.29296E-10
-0.52,3.2483E-10
-0.53,3.22042E-10
-0.54,3.1768E-10
-0.55,3.14747E-10
-0.56,3.10422E-10
-0.57,3.07876E-10
-0.58,3.03525E-10
-0.59,3.01112E-10
-0.6,2.97209E-10
-0.61,2.94643E-10
-0.62,2.91138E-10
-0.63,2.88618E-10
-0.64,2.85143E-10
-0.65,2.8275E-10
-0.66,2.7959E-10
-0.67,2.77486E-10
-0.68,2.7477E-10
-0.69,2.72505E-10
-0.7,2.70278E-10
-0.71,2.68E-10
-0.72,2.65786E-10
-0.73,2.63777E-10
-0.74,2.61723E-10
-0.75,2.59824E-10
-0.76,2.58215E-10
-0.77,2.56208E-10
-0.78,2.54851E-10
-0.79,2.52887E-10
-0.8,2.5152E-10
-0.81,2.49649E-10
-0.82,2.48396E-10
-0.83,2.46593E-10
-0.84,2.45559E-10
-0.85,2.43705E-10
-0.86,2.42712E-10
-0.87,2.40838E-10
-0.88,2.39883E-10
-0.89,2.38161E-10
-0.9,2.37198E-10
-0.91,2.35589E-10
-0.92,2.3476E-10
-0.93,2.33125E-10
-0.94,2.32286E-10
-0.95,2.30734E-10
-0.96,2.29952E-10
-0.97,2.28469E-10
-0.98,2.27641E-10
-0.99,2.26179E-10
-1,2.25463E-10
-1.01,2.23973E-10
-1.02,2.23321E-10
-1.03,2.21881E-10
-1.04,2.21204E-10
-1.05,2.19878E-10
-1.06,2.19164E-10
-1.07,2.17702E-10
-1.08,2.17066E-10
-1.09,2.15667E-10
-1.1,2.15052E-10
-1.11,2.13848E-10
-1.12,2.13085E-10
-1.13,2.1196E-10
-1.14,2.11257E-10
-1.15,2.1009E-10
-1.16,2.09295E-10
-1.17,2.08257E-10
-1.18,2.0745E-10
-1.19,2.06505E-10
-1.2,2.05613E-10
-1.21,2.04665E-10
-1.22,2.03803E-10
-1.23,2.02931E-10
-1.24,2.02065E-10
-1.25,2.01285E-10
-1.26,2.00394E-10
-1.27,1.99615E-10
-1.28,1.98727E-10
-1.29,1.97954E-10
-1.3,1.97025E-10
-1.31,1.96287E-10
-1.32,1.9529E-10
-1.33,1.94561E-10
-1.34,1.93668E-10
-1.35,1.93097E-10
-1.36,1.92109E-10
-1.37,1.91571E-10
-1.38,1.90598E-10
-1.39,1.90091E-10
-1.4,1.89123E-10
-1.41,1.88594E-10
-1.42,1.87749E-10
-1.43,1.87251E-10
-1.44,1.86339E-10
-1.45,1.85903E-10
-1.46,1.85022E-10
-1.47,1.84609E-10
-1.48,1.83743E-10
-1.49,1.83279E-10
-1.5,1.82419E-10
-1.51,1.82028E-10
-1.52,1.81213E-10
-1.53,1.80837E-10
-1.54,1.80011E-10
-1.55,1.79637E-10
-1.56,1.78935E-10
-1.57,1.7849E-10
-1.58,1.77756E-10
-1.59,1.77315E-10
-1.6,1.76702E-10
-1.61,1.76251E-10
-1.62,1.7548E-10
-1.63,1.74951E-10
-1.64,1.74375E-10
-1.65,1.73736E-10
-1.66,1.7313E-10
-1.67,1.72548E-10
-1.68,1.71984E-10
-1.69,1.71288E-10
-1.7,1.70872E-10
-1.71,1.70169E-10
-1.72,1.69644E-10
-1.73,1.68907E-10
-1.74,1.68397E-10
-1.75,1.67635E-10
-1.76,1.67162E-10
-1.77,1.66385E-10
-1.78,1.65883E-10
-1.79,1.65164E-10
-1.8,1.64733E-10
-1.81,1.64035E-10
-1.82,1.6364E-10
-1.83,1.62941E-10
-1.84,1.6252E-10
-1.85,1.6185E-10
-1.86,1.61446E-10
-1.87,1.60692E-10
-1.88,1.60334E-10
-1.89,1.59619E-10
-1.9,1.5882E-10
-1.91,1.58363E-10
-1.92,1.57798E-10
-1.93,1.57262E-10
-1.94,1.56726E-10
-1.95,1.56215E-10
-1.96,1.55715E-10
-1.97,1.55199E-10
-1.98,1.54674E-10
-1.99,1.54195E-10
-2,1.53759E-10
-2,1.49886E-10
-1.99,1.50127E-10
-1.98,1.50458E-10
-1.97,1.5066E-10
-1.96,1.50871E-10
-1.95,1.50999E-10
-1.94,1.51417E-10
-1.93,1.51501E-10
-1.92,1.51928E-10
-1.91,1.52283E-10
-1.9,1.52401E-10
-1.89,1.52584E-10
-1.88,1.53015E-10
-1.87,1.53219E-10
-1.86,1.5358E-10
-1.85,1.53744E-10
-1.84,1.54218E-10
-1.83,1.54303E-10
-1.82,1.54718E-10
-1.81,1.5492E-10
-1.8,1.55156E-10
-1.79,1.55642E-10
-1.78,1.55846E-10
-1.77,1.56223E-10
-1.76,1.56596E-10
-1.75,1.56727E-10
-1.74,1.57374E-10
-1.73,1.57354E-10
-1.72,1.57754E-10
-1.71,1.58083E-10
-1.7,1.5845E-10
-1.69,1.58774E-10
-1.68,1.59079E-10
-1.67,1.59248E-10
-1.66,1.59813E-10
-1.65,1.59901E-10
-1.64,1.60446E-10
-1.63,1.60648E-10
-1.62,1.61127E-10
-1.61,1.61426E-10
-1.6,1.61665E-10
-1.59,1.62204E-10
-1.58,1.62196E-10
-1.57,1.62639E-10
-1.56,1.62944E-10
-1.55,1.63473E-10
-1.54,1.6389E-10
-1.53,1.63946E-10
-1.52,1.64586E-10
-1.51,1.64817E-10
-1.5,1.65163E-10
-1.49,1.65432E-10
-1.48,1.65969E-10
-1.47,1.66499E-10
-1.46,1.66889E-10
-1.45,1.67125E-10
-1.44,1.67508E-10
-1.43,1.67932E-10
-1.42,1.68332E-10
-1.41,1.68729E-10
-1.4,1.69042E-10
-1.39,1.6972E-10
-1.38,1.6992E-10
-1.37,1.70225E-10
-1.36,1.70836E-10
-1.35,1.71153E-10
-1.34,1.71522E-10
-1.33,1.72181E-10
-1.32,1.72478E-10
-1.31,1.7303E-10
-1.3,1.73106E-10
-1.29,1.73957E-10
-1.28,1.7404E-10
-1.27,1.74597E-10
-1.26,1.75334E-10
-1.25,1.75655E-10
-1.24,1.76155E-10
-1.23,1.76344E-10
-1.22,1.77065E-10
-1.21,1.7762E-10
-1.2,1.77847E-10
-1.19,1.78601E-10
-1.18,1.78977E-10
-1.17,1.79392E-10
-1.16,1.79989E-10
-1.15,1.80376E-10
-1.14,1.8102E-10
-1.13,1.81305E-10
-1.12,1.81768E-10
-1.11,1.82495E-10
-1.1,1.82899E-10
-1.09,1.83369E-10
-1.08,1.83785E-10
-1.07,1.84499E-10
-1.06,1.85015E-10
-1.05,1.85153E-10
-1.04,1.86091E-10
-1.03,1.86472E-10
-1.02,1.87013E-10
-1.01,1.87597E-10
-1,1.87862E-10
-0.99,1.88511E-10
-0.98,1.88756E-10
-0.97,1.8956E-10
-0.96,1.89761E-10
-0.95,1.90249E-10
-0.94,1.90653E-10
-0.93,1.91066E-10
-0.92,1.91249E-10
-0.91,1.91529E-10
-0.9,1.91875E-10
-0.89,1.9219E-10
-0.88,1.92266E-10
-0.87,1.92727E-10
-0.86,1.92848E-10
-0.85,1.92923E-10
-0.84,1.93287E-10
-0.83,1.93093E-10
-0.82,1.93475E-10
-0.81,1.9352E-10
-0.8,1.93575E-10
-0.79,1.93745E-10
-0.78,1.93671E-10
