Setup title,"C-V 3v_50s_dark"
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VBias,C
-2,1.52956E-10
-1.99,1.5146E-10
-1.98,1.50528E-10
-1.97,1.49566E-10
-1.96,1.48808E-10
-1.95,1.48085E-10
-1.94,1.4767E-10
-1.93,1.47086E-10
-1.92,1.46741E-10
-1.91,1.4618E-10
-1.9,1.45954E-10
-1.89,1.45626E-10
-1.88,1.45417E-10
-1.87,1.45185E-10
-1.86,1.45082E-10
-1.85,1.45018E-10
-1.84,1.45024E-10
-1.83,1.45032E-10
-1.82,1.45131E-10
-1.81,1.45238E-10
-1.8,1.45395E-10
-1.79,1.4553E-10
-1.78,1.45681E-10
-1.77,1.45952E-10
-1.76,1.46084E-10
-1.75,1.4637E-10
-1.74,1.46552E-10
-1.73,1.46862E-10
-1.72,1.46998E-10
-1.71,1.47304E-10
-1.7,1.47497E-10
-1.69,1.47838E-10
-1.68,1.47954E-10
-1.67,1.48301E-10
-1.66,1.4847E-10
-1.65,1.48809E-10
-1.64,1.48962E-10
-1.63,1.49337E-10
-1.62,1.4947E-10
-1.61,1.49857E-10
-1.6,1.49989E-10
-1.59,1.50389E-10
-1.58,1.50545E-10
-1.57,1.50944E-10
-1.56,1.51065E-10
-1.55,1.51458E-10
-1.54,1.51593E-10
-1.53,1.51982E-10
-1.52,1.52158E-10
-1.51,1.52581E-10
-1.5,1.52724E-10
-1.49,1.53185E-10
-1.48,1.53347E-10
-1.47,1.53741E-10
-1.46,1.53912E-10
-1.45,1.54355E-10
-1.44,1.54505E-10
-1.43,1.5492E-10
-1.42,1.55135E-10
-1.41,1.55545E-10
-1.4,1.55806E-10
-1.39,1.56251E-10
-1.38,1.56475E-10
-1.37,1.56834E-10
-1.36,1.57129E-10
-1.35,1.57484E-10
-1.34,1.57844E-10
-1.33,1.58161E-10
-1.32,1.58509E-10
-1.31,1.58864E-10
-1.3,1.59216E-10
-1.29,1.59526E-10
-1.28,1.59954E-10
-1.27,1.60235E-10
-1.26,1.60674E-10
-1.25,1.60913E-10
-1.24,1.6139E-10
-1.23,1.6168E-10
-1.22,1.62146E-10
-1.21,1.62405E-10
-1.2,1.62897E-10
-1.19,1.63081E-10
-1.18,1.63628E-10
-1.17,1.63891E-10
-1.16,1.6439E-10
-1.15,1.64626E-10
-1.14,1.65183E-10
-1.13,1.65407E-10
-1.12,1.65929E-10
-1.11,1.66175E-10
-1.1,1.66737E-10
-1.09,1.66977E-10
-1.08,1.67477E-10
-1.07,1.67969E-10
-1.06,1.68297E-10
-1.05,1.68824E-10
-1.04,1.69171E-10
-1.03,1.69654E-10
-1.02,1.70057E-10
-1.01,1.70536E-10
-1,1.70858E-10
-0.99,1.71353E-10
-0.98,1.71746E-10
-0.97,1.7226E-10
-0.96,1.72656E-10
-0.95,1.73097E-10
-0.94,1.73556E-10
-0.93,1.74013E-10
-0.92,1.74429E-10
-0.91,1.7494E-10
-0.9,1.7545E-10
-0.89,1.75843E-10
-0.88,1.76338E-10
-0.87,1.76774E-10
-0.86,1.77402E-10
-0.85,1.77766E-10
-0.84,1.78371E-10
-0.83,1.78718E-10
-0.82,1.79322E-10
-0.81,1.79707E-10
-0.8,1.80387E-10
-0.79,1.80726E-10
-0.78,1.81403E-10
-0.77,1.81776E-10
-0.76,1.82467E-10
-0.75,1.82794E-10
-0.74,1.83496E-10
-0.73,1.83871E-10
-0.72,1.84614E-10
-0.71,1.84986E-10
-0.7,1.85743E-10
-0.69,1.86036E-10
-0.68,1.8681E-10
-0.67,1.87197E-10
-0.66,1.8799E-10
-0.65,1.88341E-10
-0.64,1.89192E-10
-0.63,1.89575E-10
-0.62,1.90447E-10
-0.61,1.90748E-10
-0.6,1.91624E-10
-0.59,1.91928E-10
-0.58,1.92838E-10
-0.57,1.93204E-10
-0.56,1.94094E-10
-0.55,1.9446E-10
-0.54,1.95423E-10
-0.53,1.9577E-10
-0.52,1.96626E-10
-0.51,1.97014E-10
-0.5,1.97926E-10
-0.49,1.98355E-10
-0.48,1.99154E-10
-0.47,1.99632E-10
-0.46,2.00469E-10
-0.45,2.00956E-10
-0.44,2.01699E-10
-0.43,2.02085E-10
-0.42,2.02912E-10
-0.41,2.03354E-10
-0.4,2.04089E-10
-0.39,2.04457E-10
-0.38,2.0516E-10
-0.37,2.05616E-10
-0.36,2.06205E-10
-0.35,2.06601E-10
-0.34,2.07147E-10
-0.33,2.07632E-10
-0.32,2.08107E-10
-0.31,2.08685E-10
-0.3,2.09133E-10
-0.29,2.0979E-10
-0.28,2.1019E-10
-0.27,2.10862E-10
-0.26,2.11365E-10
-0.25,2.12167E-10
-0.24,2.12561E-10
-0.23,2.13464E-10
-0.22,2.13867E-10
-0.21,2.14937E-10
-0.2,2.15348E-10
-0.19,2.16466E-10
-0.18,2.16858E-10
-0.17,2.17958E-10
-0.16,2.18385E-10
-0.15,2.19577E-10
-0.14,2.20028E-10
-0.13,2.21248E-10
-0.12,2.21782E-10
-0.11,2.23059E-10
-0.1,2.23546E-10
-0.09,2.24893E-10
-0.08,2.25411E-10
-0.07,2.26809E-10
-0.06,2.27386E-10
-0.05,2.28784E-10
-0.04,2.29386E-10
-0.03,2.30895E-10
-0.02,2.31613E-10
-0.01,2.33047E-10
0,2.33764E-10
0.01,2.35288E-10
0.02,2.36048E-10
0.03,2.37517E-10
0.04,2.38462E-10
0.05,2.40009E-10
0.06,2.41007E-10
0.07,2.42367E-10
0.08,2.43572E-10
0.09,2.45026E-10
0.1,2.4627E-10
0.11,2.47592E-10
0.12,2.48939E-10
0.13,2.50437E-10
0.14,2.51901E-10
0.15,2.53403E-10
0.16,2.54837E-10
0.17,2.56294E-10
0.18,2.57888E-10
0.19,2.59256E-10
0.2,2.61084E-10
0.21,2.62584E-10
0.22,2.64573E-10
0.23,2.66123E-10
0.24,2.68058E-10
0.25,2.69391E-10
0.26,2.71828E-10
0.27,2.73025E-10
0.28,2.75519E-10
0.29,2.76856E-10
0.3,2.79455E-10
0.31,2.80871E-10
0.32,2.83526E-10
0.33,2.84864E-10
0.34,2.87813E-10
0.35,2.89128E-10
0.36,2.92176E-10
0.37,2.93539E-10
0.38,2.96625E-10
0.39,2.98243E-10
0.4,3.01326E-10
0.41,3.0277E-10
0.42,3.06066E-10
0.43,3.07693E-10
0.44,3.11083E-10
0.45,3.12671E-10
0.46,3.1582E-10
0.47,3.177E-10
0.48,3.20975E-10
0.49,3.22644E-10
0.5,3.25842E-10
0.51,3.27803E-10
0.52,3.30963E-10
0.53,3.32791E-10
0.54,3.3565E-10
0.55,3.37779E-10
0.56,3.40714E-10
0.57,3.42846E-10
0.58,3.45312E-10
0.59,3.47721E-10
0.6,3.50113E-10
0.61,3.52322E-10
0.62,3.54461E-10
0.63,3.5686E-10
0.64,3.5904E-10
0.65,3.61339E-10
0.66,3.63451E-10
0.67,3.65443E-10
0.68,3.67228E-10
0.69,3.69344E-10
0.7,3.7087E-10
0.71,3.72983E-10
0.72,3.74493E-10
0.73,3.76442E-10
0.74,3.77895E-10
0.75,3.79692E-10
0.76,3.80843E-10
0.77,3.82796E-10
0.78,3.83752E-10
0.79,3.85587E-10
0.8,3.86567E-10
0.81,3.88149E-10
0.82,3.89158E-10
0.83,3.90708E-10
0.84,3.91471E-10
0.85,3.92987E-10
0.86,3.9378E-10
0.87,3.95246E-10
0.88,3.95887E-10
0.89,3.97184E-10
0.9,3.97828E-10
0.91,3.99057E-10
0.92,3.99632E-10
0.93,4.0077E-10
0.94,4.01294E-10
0.95,4.0236E-10
0.96,4.02828E-10
0.97,4.03839E-10
0.98,4.04344E-10
0.99,4.05294E-10
1,4.05703E-10
1.01,4.06593E-10
1.02,4.07079E-10
1.03,4.07844E-10
1.04,4.08301E-10
1.05,4.09012E-10
1.06,4.09479E-10
1.07,4.10114E-10
1.08,4.1061E-10
1.09,4.11302E-10
1.1,4.11677E-10
1.11,4.12122E-10
1.12,4.12707E-10
1.13,4.13078E-10
1.14,4.13547E-10
1.15,4.13973E-10
1.16,4.14446E-10
1.17,4.14802E-10
1.18,4.15284E-10
1.19,4.15569E-10
1.2,4.16066E-10
1.21,4.16295E-10
1.22,4.16789E-10
1.23,4.1698E-10
1.24,4.17535E-10
1.25,4.17701E-10
1.26,4.18196E-10
1.27,4.18292E-10
1.28,4.18762E-10
1.29,4.18935E-10
1.3,4.19378E-10
1.31,4.19516E-10
1.32,4.1992E-10
1.33,4.20036E-10
1.34,4.20498E-10
1.35,4.20564E-10
1.36,4.20964E-10
1.37,4.21156E-10
1.38,4.21461E-10
1.39,4.21548E-10
1.4,4.21921E-10
1.41,4.22049E-10
1.42,4.22435E-10
1.43,4.22497E-10
1.44,4.22804E-10
1.45,4.22911E-10
1.46,4.23198E-10
1.47,4.23335E-10
1.48,4.23579E-10
1.49,4.23651E-10
1.5,4.23977E-10
1.51,4.24161E-10
1.52,4.24313E-10
1.53,4.24449E-10
1.54,4.24582E-10
1.55,4.24768E-10
1.56,4.25028E-10
1.57,4.25162E-10
1.58,4.2538E-10
1.59,4.2549E-10
1.6,4.25649E-10
1.61,4.25797E-10
1.62,4.25916E-10
1.63,4.26186E-10
1.64,4.26214E-10
1.65,4.26411E-10
1.66,4.26489E-10
1.67,4.26739E-10
1.68,4.26762E-10
1.69,4.26962E-10
1.7,4.26907E-10
1.71,4.27224E-10
1.72,4.27241E-10
1.73,4.2742E-10
1.74,4.27462E-10
1.75,4.27736E-10
1.76,4.27761E-10
1.77,4.27899E-10
1.78,4.27971E-10
1.79,4.28214E-10
1.8,4.28117E-10
1.81,4.2834E-10
1.82,4.28349E-10
1.83,4.28584E-10
1.84,4.28593E-10
1.85,4.28755E-10
1.86,4.28728E-10
1.87,4.28886E-10
1.88,4.28886E-10
1.89,4.29108E-10
1.9,4.29146E-10
1.91,4.29314E-10
1.92,4.2928E-10
1.93,4.29393E-10
1.94,4.29506E-10
1.95,4.29528E-10
1.96,4.29633E-10
1.97,4.29707E-10
1.98,4.2976E-10
1.99,4.2986E-10
2,4.29919E-10
-2,1.383E-10
-1.99,1.38507E-10
-1.98,1.38782E-10
-1.97,1.38784E-10
-1.96,1.38985E-10
-1.95,1.39397E-10
-1.94,1.39496E-10
-1.93,1.39823E-10
-1.92,1.40164E-10
-1.91,1.40281E-10
-1.9,1.40649E-10
-1.89,1.40786E-10
-1.88,1.41037E-10
-1.87,1.41277E-10
-1.86,1.41331E-10
-1.85,1.41781E-10
-1.84,1.41916E-10
-1.83,1.42269E-10
-1.82,1.42667E-10
-1.81,1.42778E-10
-1.8,1.43072E-10
-1.79,1.43235E-10
-1.78,1.43425E-10
-1.77,1.43852E-10
-1.76,1.43986E-10
-1.75,1.44217E-10
-1.74,1.44498E-10
-1.73,1.44904E-10
-1.72,1.44833E-10
-1.71,1.45251E-10
-1.7,1.45928E-10
-1.69,1.45954E-10
-1.68,1.46203E-10
-1.67,1.46379E-10
-1.66,1.46667E-10
-1.65,1.46995E-10
-1.64,1.47257E-10
-1.63,1.47707E-10
-1.62,1.4778E-10
-1.61,1.48093E-10
-1.6,1.48502E-10
-1.59,1.48554E-10
-1.58,1.49111E-10
-1.57,1.4933E-10
-1.56,1.49722E-10
-1.55,1.49809E-10
-1.54,1.50026E-10
-1.53,1.50447E-10
-1.52,1.5071E-10
-1.51,1.51091E-10
-1.5,1.51238E-10
-1.49,1.51756E-10
-1.48,1.52157E-10
-1.47,1.522E-10
-1.46,1.52856E-10
-1.45,1.5298E-10
-1.44,1.53364E-10
-1.43,1.53621E-10
-1.42,1.53846E-10
-1.41,1.5444E-10
-1.4,1.54515E-10
-1.39,1.55022E-10
-1.38,1.55406E-10
-1.37,1.55638E-10
-1.36,1.56125E-10
-1.35,1.56323E-10
-1.34,1.56516E-10
-1.33,1.57096E-10
-1.32,1.57361E-10
-1.31,1.57824E-10
-1.3,1.5797E-10
-1.29,1.58427E-10
-1.28,1.5879E-10
-1.27,1.59005E-10
-1.26,1.59516E-10
-1.25,1.59817E-10
-1.24,1.60241E-10
-1.23,1.60749E-10
-1.22,1.60966E-10
-1.21,1.61507E-10
-1.2,1.61615E-10
-1.19,1.62203E-10
-1.18,1.62586E-10
-1.17,1.62763E-10
-1.16,1.63405E-10
-1.15,1.63744E-10
-1.14,1.64329E-10
-1.13,1.64505E-10
-1.12,1.64929E-10
-1.11,1.65478E-10
-1.1,1.65679E-10
-1.09,1.66291E-10
-1.08,1.66462E-10
-1.07,1.669E-10
-1.06,1.67454E-10
-1.05,1.68037E-10
-1.04,1.68219E-10
-1.03,1.69155E-10
-1.02,1.69242E-10
-1.01,1.69942E-10
-1,1.70172E-10
-0.99,1.70577E-10
-0.98,1.71312E-10
-0.97,1.71573E-10
-0.96,1.72272E-10
-0.95,1.72637E-10
-0.94,1.72981E-10
-0.93,1.73722E-10
-0.92,1.74052E-10
-0.91,1.74449E-10
-0.9,1.75002E-10
-0.89,1.75411E-10
-0.88,1.76178E-10
-0.87,1.7643E-10
-0.86,1.77257E-10
-0.85,1.77834E-10
-0.84,1.78104E-10
-0.83,1.78696E-10
-0.82,1.79135E-10
-0.81,1.79799E-10
-0.8,1.80233E-10
-0.79,1.80861E-10
-0.78,1.81566E-10
-0.77,1.81985E-10
-0.76,1.82457E-10
-0.75,1.83096E-10
-0.74,1.83685E-10
-0.73,1.84414E-10
-0.72,1.84662E-10
-0.71,1.8569E-10
-0.7,1.86126E-10
-0.69,1.86504E-10
-0.68,1.87213E-10
-0.67,1.8746E-10
-0.66,1.8845E-10
-0.65,1.8863E-10
-0.64,1.89059E-10
-0.63,1.89802E-10
-0.62,1.89988E-10
-0.61,1.90872E-10
-0.6,1.9105E-10
-0.59,1.91398E-10
-0.58,1.91979E-10
-0.57,1.92095E-10
-0.56,1.92765E-10
-0.55,1.9271E-10
-0.54,1.93202E-10
-0.53,1.9328E-10
-0.52,1.93624E-10
-0.51,1.94148E-10
-0.5,1.93918E-10
-0.49,1.9427E-10
-0.48,1.94179E-10
-0.47,1.94211E-10
-0.46,1.94548E-10
-0.45,1.94487E-10
-0.44,1.94656E-10
-0.43,1.94687E-10
-0.42,1.94777E-10
-0.41,1.95053E-10
-0.4,1.94932E-10
-0.39,1.95035E-10
-0.38,1.94998E-10
-0.37,1.95057E-10
-0.36,1.95345E-10
-0.35,1.95019E-10
-0.34,1.95326E-10
-0.33,1.95568E-10
-0.32,1.95481E-10
-0.31,1.95597E-10
-0.3,1.95455E-10
-0.29,1.95882E-10
-0.28,1.95912E-10
-0.27,1.9567E-10
-0.26,1.96083E-10
-0.25,1.95803E-10
-0.24,1.96255E-10
-0.23,1.96044E-10
-0.22,1.96077E-10
-0.21,1.96504E-10
-0.2,1.96312E-10
-0.19,1.96825E-10
-0.18,1.96725E-10
-0.17,1.96663E-10
-0.16,1.96817E-10
-0.15,1.96829E-10
-0.14,1.97331E-10
-0.13,1.97382E-10
-0.12,1.97535E-10
-0.11,1.98066E-10
-0.1,1.9789E-10
-0.09,1.98292E-10
-0.08,1.98247E-10
-0.07,1.98595E-10
-0.06,1.99E-10
-0.05,1.99107E-10
-0.04,1.99742E-10
-0.03,1.99863E-10
-0.02,2.00509E-10
-0.01,2.01053E-10
0,2.01136E-10
0.01,2.02514E-10
0.02,2.02536E-10
0.03,2.03336E-10
0.04,2.04092E-10
0.05,2.04763E-10
0.06,2.05835E-10
0.07,2.06473E-10
0.08,2.07487E-10
0.09,2.08565E-10
0.1,2.09154E-10
0.11,2.10194E-10
0.12,2.10987E-10
0.13,2.12232E-10
0.14,2.13105E-10
0.15,2.14205E-10
0.16,2.15502E-10
0.17,2.16288E-10
0.18,2.17499E-10
0.19,2.18662E-10
0.2,2.19687E-10
0.21,2.21207E-10
0.22,2.21947E-10
0.23,2.23623E-10
0.24,2.24894E-10
0.25,2.25739E-10
0.26,2.27698E-10
0.27,2.28279E-10
0.28,2.30205E-10
0.29,2.31536E-10
0.3,2.32863E-10
0.31,2.34593E-10
0.32,2.35725E-10
0.33,2.37817E-10
0.34,2.38788E-10
0.35,2.40363E-10
0.36,2.42009E-10
0.37,2.4352E-10
0.38,2.45704E-10
0.39,2.46894E-10
0.4,2.49018E-10
0.41,2.51184E-10
0.42,2.52229E-10
0.43,2.54919E-10
0.44,2.56276E-10
0.45,2.58703E-10
0.46,2.60518E-10
0.47,2.62486E-10
0.48,2.6517E-10
0.49,2.66602E-10
0.5,2.69617E-10
0.51,2.71771E-10
0.52,2.73705E-10
0.53,2.76345E-10
0.54,2.78029E-10
0.55,2.81092E-10
0.56,2.83313E-10
0.57,2.85692E-10
0.58,2.89042E-10
0.59,2.90774E-10
0.6,2.93686E-10
0.61,2.95961E-10
0.62,2.98463E-10
0.63,3.02202E-10
0.64,3.0394E-10
0.65,3.07205E-10
0.66,3.09658E-10
0.67,3.1195E-10
0.68,3.1517E-10
0.69,3.172E-10
0.7,3.20269E-10
0.71,3.22717E-10
0.72,3.24916E-10
0.73,3.27862E-10
0.74,3.29452E-10
0.75,3.32403E-10
0.76,3.34736E-10
0.77,3.36452E-10
0.78,3.39403E-10
0.79,3.40836E-10
0.8,3.43406E-10
0.81,3.45123E-10
0.82,3.46834E-10
0.83,3.4918E-10
0.84,3.50604E-10
0.85,3.52586E-10
0.86,3.54095E-10
0.87,3.56041E-10
0.88,3.57553E-10
0.89,3.58861E-10
0.9,3.60999E-10
0.91,3.61949E-10
0.92,3.63511E-10
0.93,3.65206E-10
0.94,3.66195E-10
0.95,3.67574E-10
0.96,3.68448E-10
0.97,3.69819E-10
0.98,3.71131E-10
0.99,3.71875E-10
1,3.73288E-10
1.01,3.74152E-10
1.02,3.74968E-10
1.03,3.75996E-10
1.04,3.7685E-10
1.05,3.77753E-10
1.06,3.7876E-10
1.07,3.79405E-10
1.08,3.80132E-10
1.09,3.80833E-10
1.1,3.81884E-10
1.11,3.8234E-10
1.12,3.83114E-10
1.13,3.83858E-10
1.14,3.84491E-10
1.15,3.84968E-10
1.16,3.85572E-10
1.17,3.86503E-10
1.18,3.86976E-10
1.19,3.87479E-10
1.2,3.88143E-10
1.21,3.88162E-10
1.22,3.88981E-10
1.23,3.89437E-10
1.24,3.89902E-10
1.25,3.90395E-10
1.26,3.90623E-10
1.27,3.9154E-10
1.28,3.91655E-10
1.29,3.92111E-10
1.3,3.92358E-10
1.31,3.92793E-10
1.32,3.93071E-10
1.33,3.93461E-10
1.34,3.93898E-10
1.35,3.94144E-10
1.36,3.94493E-10
1.37,3.94894E-10
1.38,3.94983E-10
1.39,3.956E-10
1.4,3.95813E-10
1.41,3.95986E-10
1.42,3.96296E-10
1.43,3.96444E-10
1.44,3.96872E-10
1.45,3.97107E-10
1.46,3.97296E-10
1.47,3.98006E-10
1.48,3.97671E-10
1.49,3.98404E-10
1.5,3.9835E-10
1.51,3.98553E-10
1.52,3.988E-10
1.53,3.99071E-10
1.54,3.99052E-10
1.55,3.99702E-10
1.56,3.99515E-10
1.57,3.99537E-10
1.58,3.99896E-10
1.59,4.00193E-10
1.6,4.00397E-10
1.61,4.0039E-10
1.62,4.00502E-10
1.63,4.00599E-10
1.64,4.00955E-10
1.65,4.0118E-10
1.66,4.01377E-10
1.67,4.01362E-10
1.68,4.01584E-10
1.69,4.0197E-10
1.7,4.01903E-10
1.71,4.02083E-10
1.72,4.02231E-10
1.73,4.02149E-10
1.74,4.02443E-10
1.75,4.02487E-10
1.76,4.02647E-10
1.77,4.02847E-10
1.78,4.02875E-10
1.79,4.03032E-10
1.8,4.0303E-10
1.81,4.03272E-10
1.82,4.03522E-10
1.83,4.03437E-10
1.84,4.03698E-10
1.85,4.03755E-10
1.86,4.0381E-10
1.87,4.03829E-10
1.88,4.03845E-10
1.89,4.03967E-10
1.9,4.04245E-10
1.91,4.04063E-10
1.92,4.04294E-10
1.93,4.04566E-10
1.94,4.04757E-10
1.95,4.04761E-10
1.96,4.04752E-10
1.97,4.04746E-10
1.98,4.04976E-10
1.99,4.04783E-10
2,4.04931E-10
-2,1.38328E-10
-1.99,1.38979E-10
-1.98,1.3957E-10
-1.97,1.40077E-10
-1.96,1.40661E-10
-1.95,1.40668E-10
-1.94,1.41334E-10
-1.93,1.42052E-10
-1.92,1.42153E-10
-1.91,1.42304E-10
-1.9,1.43354E-10
-1.89,1.43742E-10
-1.88,1.43741E-10
-1.87,1.44375E-10
-1.86,1.4545E-10
-1.85,1.45216E-10
-1.84,1.4577E-10
-1.83,1.46217E-10
-1.82,1.46566E-10
-1.81,1.47021E-10
-1.8,1.47817E-10
-1.79,1.48092E-10
-1.78,1.48272E-10
-1.77,1.49296E-10
-1.76,1.49982E-10
-1.75,1.49773E-10
-1.74,1.50353E-10
-1.73,1.51491E-10
-1.72,1.51344E-10
-1.71,1.52049E-10
-1.7,1.53011E-10
-1.69,1.5307E-10
-1.68,1.5376E-10
-1.67,1.54898E-10
-1.66,1.54664E-10
-1.65,1.55297E-10
-1.64,1.56554E-10
-1.63,1.56449E-10
-1.62,1.56803E-10
