Setup title,"I/V Sweep_0_2_Dark[2]"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,16:22:22
Device ID,
Count,5
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,1.2531E-09
0.01,3.58679E-07
0.02,7.175E-07
0.03,1.065737E-06
0.04,1.42112E-06
0.05,1.78495E-06
0.06,2.15215E-06
0.07,2.51025E-06
0.08,2.89053E-06
0.09,3.27461E-06
0.1,3.66422E-06
0.11,4.03816E-06
0.12,4.40548E-06
0.13,4.81866E-06
0.14,5.25169E-06
0.15,5.64576E-06
0.16,6.05477E-06
0.17,6.51222E-06
0.18,6.97453E-06
0.19,7.37746E-06
0.2,7.84084E-06
0.21,8.28309E-06
0.22,8.63304E-06
0.23,9.0884E-06
0.24,9.59146E-06
0.25,1.013329E-05
0.26,1.062123E-05
0.27,1.107761E-05
0.28,1.16262E-05
0.29,1.20845E-05
0.3,1.25596E-05
0.31,1.30704E-05
0.32,1.36357E-05
0.33,1.46534E-05
0.34,1.48969E-05
0.35,1.5449E-05
0.36,1.59898E-05
0.37,1.65821E-05
0.38,1.73562E-05
0.39,1.81423E-05
0.4,1.88305E-05
0.41,1.95868E-05
0.42,2.03058E-05
0.43,2.08488E-05
0.44,2.13093E-05
0.45,2.24131E-05
0.46,2.29401E-05
0.47,2.39626E-05
0.48,2.43567E-05
0.49,2.50998E-05
0.5,2.57367E-05
0.51,2.6535E-05
0.52,3.20293E-05
0.53,3.20521E-05
0.54,3.06111E-05
0.55,3.16993E-05
0.56,3.31399E-05
0.57,3.43265E-05
0.58,3.54115E-05
0.59,3.7275E-05
0.6,3.82337E-05
0.61,3.89925E-05
0.62,3.98173E-05
0.63,4.09078E-05
0.64,4.17761E-05
0.65,4.26959E-05
0.66,4.41216E-05
0.67,4.56687E-05
0.68,4.70348E-05
0.69,4.84575E-05
0.7,4.88306E-05
0.71,5.02081E-05
0.72,5.17052E-05
0.73,5.29786E-05
0.74,5.39573E-05
0.75,5.47447E-05
0.76,5.60427E-05
0.77,5.67397E-05
0.78,5.7464E-05
0.79,5.70393E-05
0.8,5.77133E-05
0.81,5.95868E-05
0.82,6.0554E-05
0.83,6.16332E-05
0.84,6.25526E-05
0.85,6.63302E-05
0.86,7.13913E-05
0.87,7.18426E-05
0.88,7.46075E-05
0.89,7.09621E-05
0.9,7.22207E-05
0.91,7.80483E-05
0.92,8.40827E-05
0.93,8.77732E-05
0.94,8.48635E-05
0.95,8.5356E-05
0.96,8.72543E-05
0.97,8.8486E-05
0.98,9.06169E-05
0.99,9.16412E-05
1,9.34343E-05
1.01,9.36151E-05
1.02,9.64687E-05
1.03,9.69946E-05
1.04,0.0001013007
1.05,0.000102003
1.06,0.0001047314
1.07,0.0001070683
1.08,0.0001086901
1.09,0.0001103378
1.1,0.000110252
1.11,0.000111184
1.12,0.000112577
1.13,0.000114513
1.14,0.000116802
1.15,0.000116784
1.16,0.000118235
1.17,0.000119582
1.18,0.000119597
1.19,0.000126158
1.2,0.000126837
1.21,0.000130259
1.22,0.000135687
1.23,0.000146174
1.24,0.000160283
1.25,0.000163718
1.26,0.000165193
1.27,0.000170456
1.28,0.000164761
1.29,0.000168171
1.3,0.000167914
1.31,0.000169119
1.32,0.00018225
1.33,0.000192367
1.34,0.000189392
1.35,0.00019343
1.36,0.000195932
1.37,0.000196734
1.38,0.000199286
1.39,0.000199993
1.4,0.000199488
1.41,0.000199192
1.42,0.000196856
1.43,0.000199982
1.44,0.000199993
1.45,0.000199906
1.46,0.000198128
1.47,0.000199992
1.48,0.000199992
1.49,0.000199993
1.5,0.000199993
1.51,0.000199992
1.52,0.000199993
1.53,0.000199992
1.54,0.000199992
1.55,0.000199992
1.56,0.000199992
1.57,0.000199992
1.58,0.000199992
1.59,0.000199992
1.6,0.000199992
1.61,0.000199992
1.62,0.000199991
1.63,0.000199992
1.64,0.000199992
1.65,0.000199992
1.66,0.000199992
1.67,0.000199992
1.68,0.000199992
1.69,0.000199992
1.7,0.000199991
1.71,0.000199992
1.72,0.000199992
1.73,0.000199993
1.74,0.000199992
1.75,0.000199992
1.76,0.000199991
1.77,0.000199992
1.78,0.000199992
1.79,0.000199992
1.8,0.000199993
1.81,0.000199992
1.82,0.000199992
1.83,0.000199992
1.84,0.000199992
1.85,0.000199993
1.86,0.000199992
1.87,0.000199992
1.88,0.000199992
1.89,0.000199992
1.9,0.000199992
1.91,0.000199992
1.92,0.000199992
1.93,0.000199992
1.94,0.000199993
1.95,0.000199992
1.96,0.000199992
1.97,0.000199992
1.98,0.000199992
1.99,0.000199993
2,0.000199991
2,0.000199993
1.99,0.000199992
1.98,0.000199991
1.97,0.000199993
1.96,0.000199992
1.95,0.000199992
1.94,0.000199992
1.93,0.000199992
1.92,0.000199991
1.91,0.000199992
1.9,0.000199993
1.89,0.000199992
1.88,0.000199992
1.87,0.000199992
1.86,0.000199992
1.85,0.000199992
1.84,0.000199992
1.83,0.000199992
1.82,0.000199992
1.81,0.000199992
1.8,0.000199992
1.79,0.000199991
1.78,0.000199992
1.77,0.000199992
1.76,0.000199992
1.75,0.000199992
1.74,0.000199992
1.73,0.000199993
1.72,0.000199992
1.71,0.000199992
1.7,0.000199992
1.69,0.000199992
1.68,0.000199992
1.67,0.000199992
1.66,0.000199991
1.65,0.000199993
1.64,0.000199992
1.63,0.000199992
1.62,0.000199992
1.61,0.000199993
1.6,0.000199992
1.59,0.000199992
1.58,0.000199992
1.57,0.000199992
1.56,0.000199992
1.55,0.000199992
1.54,0.000199992
1.53,0.000199992
1.52,0.000199992
1.51,0.000199991
1.5,0.000199991
1.49,0.000199992
1.48,0.000199992
1.47,0.000199992
1.46,0.000199992
1.45,0.000199992
1.44,0.000199992
1.43,0.000199992
1.42,0.000199992
1.41,0.000199991
1.4,0.000199992
1.39,0.000199991
1.38,0.000199992
1.37,0.000199992
1.36,0.000199991
1.35,0.000199728
1.34,0.000198756
1.33,0.000196322
1.32,0.000196317
1.31,0.000194386
1.3,0.000192558
1.29,0.000190735
1.28,0.000185197
1.27,0.000182289
1.26,0.000179949
1.25,0.000177171
1.24,0.000174557
1.23,0.00017255
1.22,0.000169708
1.21,0.000167275
1.2,0.000164049
1.19,0.000161937
1.18,0.000159793
1.17,0.000157739
1.16,0.000156391
1.15,0.000152506
1.14,0.000150686
1.13,0.000148741
1.12,0.000146239
1.11,0.000144711
1.1,0.000141964
1.09,0.000140683
1.08,0.000137074
1.07,0.000135202
1.06,0.000134136
1.05,0.000131128
1.04,0.000129641
1.03,0.000126736
1.02,0.000124659
1.01,0.000122741
1,0.000120819
0.99,0.000118691
0.98,0.000117856
0.97,0.000115756
0.96,0.00011412
0.95,0.000112307
0.94,0.000110498
0.93,0.000108268
0.92,0.000106422
0.91,0.000104498
0.9,0.000102786
0.89,0.000101043
0.88,0.000100283
0.87,9.83726E-05
0.86,9.64963E-05
0.85,9.47813E-05
0.84,9.32039E-05
0.83,9.10823E-05
0.82,8.9205E-05
0.81,8.71838E-05
0.8,8.55288E-05
0.79,8.39597E-05
0.78,8.2407E-05
0.77,8.07807E-05
0.76,7.93437E-05
0.75,7.75935E-05
0.74,7.60735E-05
0.73,7.48562E-05
0.72,7.30255E-05
0.71,7.15555E-05
0.7,7.03285E-05
0.69,6.87556E-05
0.68,6.69968E-05
0.67,6.55133E-05
0.66,6.40389E-05
0.65,6.26399E-05
0.64,6.07611E-05
0.63,5.91872E-05
0.62,5.78062E-05
0.61,5.64116E-05
0.6,5.49256E-05
0.59,5.35073E-05
0.58,5.20378E-05
0.57,5.06105E-05
0.56,4.91906E-05
0.55,4.78569E-05
0.54,4.66639E-05
0.53,4.54092E-05
0.52,4.42561E-05
0.51,4.29677E-05
0.5,4.17587E-05
0.49,4.05305E-05
0.48,3.9433E-05
0.47,3.81651E-05
0.46,3.69066E-05
0.45,3.56818E-05
0.44,3.44683E-05
0.43,3.33559E-05
0.42,3.21643E-05
