Setup title,"I/V Sweep_0_2_Dark[4]"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,16:30:34
Device ID,
Count,9
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,2
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,2.8246E-09
0.01,5.38386E-07
0.02,1.079053E-06
0.03,1.62344E-06
0.04,2.17421E-06
0.05,2.72989E-06
0.06,3.30814E-06
0.07,3.86951E-06
0.08,4.4817E-06
0.09,5.14001E-06
0.1,5.80392E-06
0.11,6.45739E-06
0.12,7.17666E-06
0.13,7.87054E-06
0.14,8.60605E-06
0.15,9.35952E-06
0.16,1.014725E-05
0.17,1.097489E-05
0.18,1.18087E-05
0.19,1.27052E-05
0.2,1.356E-05
0.21,1.44923E-05
0.22,1.55017E-05
0.23,1.64573E-05
0.24,1.75662E-05
0.25,1.86041E-05
0.26,1.97027E-05
0.27,2.07599E-05
0.28,2.19413E-05
0.29,2.30694E-05
0.3,2.42524E-05
0.31,2.56529E-05
0.32,2.69252E-05
0.33,2.81751E-05
0.34,2.94343E-05
0.35,3.08342E-05
0.36,3.22889E-05
0.37,3.35917E-05
0.38,3.50304E-05
0.39,3.64114E-05
0.4,3.79044E-05
0.41,3.95698E-05
0.42,4.12743E-05
0.43,4.27199E-05
0.44,4.41474E-05
0.45,4.56663E-05
0.46,4.74986E-05
0.47,4.9089E-05
0.48,5.07845E-05
0.49,5.2407E-05
0.5,5.3922E-05
0.51,5.54482E-05
0.52,5.72778E-05
0.53,5.89028E-05
0.54,6.07077E-05
0.55,6.23885E-05
0.56,6.42027E-05
0.57,6.60217E-05
0.58,6.80958E-05
0.59,6.99691E-05
0.6,7.21707E-05
0.61,7.41011E-05
0.62,7.57032E-05
0.63,7.80262E-05
0.64,8.02696E-05
0.65,8.20276E-05
0.66,8.4084E-05
0.67,8.68164E-05
0.68,8.88217E-05
0.69,9.06604E-05
0.7,9.27091E-05
0.71,9.48816E-05
0.72,9.71821E-05
0.73,9.99619E-05
0.74,0.0001026502
0.75,0.0001051895
0.76,0.0001069987
0.77,0.0001089429
0.78,0.0001116862
0.79,0.0001137577
0.8,0.000116164
0.81,0.000118322
0.82,0.000120751
0.83,0.000122782
0.84,0.000125179
0.85,0.000127871
0.86,0.000130018
0.87,0.000132613
0.88,0.000134821
0.89,0.000137573
0.9,0.000140114
0.91,0.000143058
0.92,0.00014569
0.93,0.000148667
0.94,0.000151211
0.95,0.000153482
0.96,0.00015603
0.97,0.000158243
0.98,0.000160532
0.99,0.000162775
1,0.000165686
1.01,0.000168983
1.02,0.000171912
1.03,0.000173528
1.04,0.000175613
1.05,0.000178409
1.06,0.000180903
1.07,0.000184342
1.08,0.000187596
1.09,0.000190512
1.1,0.000192643
1.11,0.000196179
1.12,0.000199154
1.13,0.000199989
1.14,0.000199989
1.15,0.00019999
1.16,0.00019999
1.17,0.000199989
1.18,0.00019999
1.19,0.000199989
1.2,0.000199989
1.21,0.000199989
1.22,0.00019999
1.23,0.00019999
1.24,0.00019999
1.25,0.00019999
1.26,0.00019999
1.27,0.00019999
1.28,0.000199989
1.29,0.00019999
1.3,0.00019999
1.31,0.000199991
1.32,0.00019999
1.33,0.00019999
1.34,0.00019999
1.35,0.00019999
1.36,0.00019999
1.37,0.000199991
1.38,0.000199991
1.39,0.000199991
1.4,0.00019999
1.41,0.00019999
1.42,0.00019999
1.43,0.00019999
1.44,0.00019999
1.45,0.00019999
1.46,0.00019999
1.47,0.00019999
1.48,0.00019999
1.49,0.00019999
1.5,0.000199989
1.51,0.00019999
1.52,0.00019999
1.53,0.00019999
1.54,0.000199991
1.55,0.00019999
1.56,0.00019999
1.57,0.00019999
1.58,0.00019999
1.59,0.000199991
1.6,0.00019999
1.61,0.000199991
1.62,0.000199989
1.63,0.00019999
1.64,0.00019999
1.65,0.00019999
1.66,0.00019999
1.67,0.00019999
1.68,0.00019999
1.69,0.00019999
1.7,0.000199991
1.71,0.00019999
1.72,0.000199991
1.73,0.00019999
1.74,0.00019999
1.75,0.000199991
1.76,0.000199991
1.77,0.000199991
1.78,0.00019999
1.79,0.000199991
1.8,0.00019999
1.81,0.000199991
1.82,0.00019999
1.83,0.000199991
1.84,0.000199991
1.85,0.000199991
1.86,0.00019999
1.87,0.00019999
1.88,0.00019999
1.89,0.000199991
1.9,0.000199991
1.91,0.00019999
1.92,0.00019999
1.93,0.00019999
1.94,0.00019999
1.95,0.000199991
1.96,0.000199991
1.97,0.000199991
1.98,0.000199991
1.99,0.000199991
2,0.000199991
2,0.000199992
1.99,0.000199991
1.98,0.000199991
1.97,0.000199991
1.96,0.000199991
1.95,0.000199991
1.94,0.000199991
1.93,0.00019999
1.92,0.00019999
1.91,0.00019999
1.9,0.000199991
1.89,0.00019999
1.88,0.00019999
1.87,0.000199991
1.86,0.00019999
1.85,0.00019999
1.84,0.00019999
1.83,0.00019999
1.82,0.00019999
1.81,0.000199991
1.8,0.00019999
1.79,0.000199991
1.78,0.00019999
1.77,0.00019999
1.76,0.000199991
1.75,0.000199991
1.74,0.00019999
1.73,0.00019999
1.72,0.00019999
1.71,0.000199991
1.7,0.000199992
1.69,0.000199991
1.68,0.00019999
1.67,0.000199991
1.66,0.00019999
1.65,0.000199991
1.64,0.00019999
1.63,0.00019999
1.62,0.00019999
1.61,0.00019999
1.6,0.00019999
1.59,0.00019999
1.58,0.000199989
1.57,0.00019999
1.56,0.00019999
1.55,0.00019999
1.54,0.00019999
1.53,0.00019999
1.52,0.000199991
1.51,0.00019999
1.5,0.00019999
1.49,0.000199991
1.48,0.000199991
1.47,0.000199991
1.46,0.000199991
1.45,0.000199992
1.44,0.000199992
1.43,0.000199991
1.42,0.000199991
1.41,0.000199991
1.4,0.000199991
1.39,0.000199991
1.38,0.000199991
1.37,0.000199991
1.36,0.000199991
1.35,0.000199991
1.34,0.000199991
1.33,0.000199992
1.32,0.000199991
1.31,0.000199992
1.3,0.000199991
1.29,0.000199991
1.28,0.000199992
1.27,0.000199991
1.26,0.000199991
1.25,0.00019999
1.24,0.000199991
1.23,0.000199991
1.22,0.000199991
1.21,0.000199991
1.2,0.000199158
1.19,0.000198655
1.18,0.000197951
1.17,0.000195323
1.16,0.000191469
1.15,0.000188083
1.14,0.000186938
1.13,0.000184605
1.12,0.000182447
1.11,0.000178934
1.1,0.000173795
1.09,0.000170959
1.08,0.000168014
1.07,0.000165266
1.06,0.00016258
1.05,0.000160093
1.04,0.000157746
1.03,0.000155889
1.02,0.000152911
1.01,0.000150556
1,0.000148604
0.99,0.000145277
0.98,0.000141584
0.97,0.000139121
0.96,0.000136461
0.95,0.000134511
0.94,0.000132295
0.93,0.000129898
0.92,0.000127157
0.91,0.000125012
0.9,0.00012341
0.89,0.000121026
0.88,0.000118524
0.87,0.000116346
0.86,0.000114671
0.85,0.000112274
0.84,0.00011007
0.83,0.000108155
0.82,0.000105656
0.81,0.000103431
0.8,0.000101386
0.79,9.92497E-05
0.78,9.72039E-05
0.77,9.51537E-05
0.76,9.3299E-05
0.75,9.1347E-05
0.74,8.93489E-05
0.73,8.75041E-05
0.72,8.576E-05
0.71,8.37256E-05
0.7,8.1698E-05
0.69,8.00024E-05
0.68,7.81643E-05
0.67,7.62625E-05
0.66,7.45275E-05
0.65,7.27314E-05
0.64,7.09767E-05
0.63,6.92136E-05
0.62,6.75111E-05
0.61,6.57257E-05
0.6,6.39426E-05
0.59,6.24232E-05
0.58,6.06626E-05
0.57,5.9165E-05
0.56,5.76179E-05
0.55,5.59499E-05
0.54,5.43742E-05
0.53,5.29304E-05
0.52,5.12678E-05
0.51,4.96618E-05
0.5,4.82086E-05
0.49,4.66681E-05
0.48,4.53465E-05
0.47,4.40373E-05
0.46,4.26377E-05
0.45,4.11379E-05
0.44,3.96652E-05
0.43,3.83616E-05
0.42,3.71582E-05
0.41,3.57442E-05
0.4,3.45278E-05
0.39,3.32394E-05
0.38,3.20064E-05
0.37,3.06741E-05
0.36,2.95427E-05
