Setup title,"I/V Sweep_check"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,14:52:27
Device ID,
Count,3
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,1
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,9.7015E-07
0.01,0.000177565
0.02,0.000199978
0.03,0.000199977
0.04,0.000199977
0.05,0.000199978
0.06,0.000199977
0.07,0.000199978
0.08,0.000199976
0.09,0.000199977
0.1,0.000199977
0.11,0.000199977
0.12,0.000199977
0.13,0.000199977
0.14,0.000199977
0.15,0.000199976
0.16,0.000199976
0.17,0.000199976
0.18,0.000199976
0.19,0.000199976
0.2,0.000199976
0.21,0.000199977
0.22,0.000199976
0.23,0.000199976
0.24,0.000199976
0.25,0.000199976
0.26,0.000199977
0.27,0.000199977
0.28,0.000199977
0.29,0.000199977
0.3,0.000199976
0.31,0.000199976
0.32,0.000199977
0.33,0.000199976
0.34,0.000199977
0.35,0.000199977
0.36,0.000199977
0.37,0.000199977
0.38,0.000199976
0.39,0.000199977
0.4,0.000199977
0.41,0.000199977
0.42,0.000199977
0.43,0.000199977
0.44,0.000199978
0.45,0.000199977
0.46,0.000199978
0.47,0.000199977
0.48,0.000199978
0.49,0.000199977
0.5,0.000199978
0.51,0.000199977
0.52,0.000199977
0.53,0.000199977
0.54,0.000199977
0.55,0.000199972
0.56,0.000199978
0.57,0.000199977
0.58,0.000199977
0.59,0.000199978
0.6,0.000199978
0.61,0.000199977
0.62,0.000199977
0.63,0.000199978
0.64,0.000199977
0.65,0.000199978
0.66,0.000199978
0.67,0.000199978
0.68,0.000199978
0.69,0.000199977
0.7,0.000199977
0.71,0.000199977
0.72,0.000199978
0.73,0.000199978
0.74,0.000199977
0.75,0.000199977
0.76,0.000199978
0.77,0.000199978
0.78,0.000199978
0.79,0.000199977
0.8,0.000199978
0.81,0.000199978
0.82,0.000199978
0.83,0.000199978
0.84,0.000199978
0.85,0.000199978
0.86,0.000199978
0.87,0.000199978
0.88,0.000199978
0.89,0.000199978
0.9,0.000199978
0.91,0.000199978
0.92,0.000199978
0.93,0.000199978
0.94,0.000199978
0.95,0.000199978
0.96,0.000199978
0.97,0.000199978
0.98,0.000199978
0.99,0.000199978
1,0.000199978
1,0.000199978
0.99,0.000199978
0.98,0.000199978
0.97,0.000199978
0.96,0.000199978
0.95,0.000199978
0.94,0.000199978
0.93,0.000199978
0.92,0.000199978
0.91,0.000199977
0.9,0.000199978
0.89,0.000199977
0.88,0.000199978
0.87,0.000199977
0.86,0.000199978
0.85,0.000199978
0.84,0.000199978
0.83,0.000199977
0.82,0.000199978
0.81,0.000199978
0.8,0.000199977
0.79,0.000199977
0.78,0.000199978
0.77,0.000199978
0.76,0.000199977
0.75,0.000199977
0.74,0.000199977
0.73,0.000199977
0.72,0.000199977
0.71,0.000199977
0.7,0.000199977
0.69,0.000199977
0.68,0.000199977
0.67,0.000199977
0.66,0.000199977
0.65,0.000199977
0.64,0.000199977
0.63,0.000199977
0.62,0.000199977
0.61,0.000199977
0.6,0.000199976
0.59,0.000199978
0.58,0.000199976
0.57,0.000199976
0.56,0.000199977
0.55,0.000199978
0.54,0.000199978
0.53,0.000199977
0.52,0.000199977
0.51,0.000199977
0.5,0.000199978
0.49,0.000199977
0.48,0.000199977
0.47,0.000199977
0.46,0.000199977
0.45,0.000199977
0.44,0.00018166
0.43,-1.9E-13
0.42,-1.9E-13
0.41,1E-13
0.4,-4.7E-13
0.39,-2E-13
0.38,-6E-14
0.37,4.2E-13
0.36,-3.3E-13
0.35,-1.2E-13
0.34,-7E-14
0.33,8.7E-13
0.32,7E-14
0.31,5E-14
0.3,-2.5E-13
0.29,-6.5E-13
0.28,4E-13
0.27,-7.6E-13
0.26,-5E-13
0.25,1.4E-13
0.24,4.2E-13
0.23,-7.7E-13
0.22,-4.9E-13
0.21,1.3E-13
0.2,-3.9E-13
0.19,2E-13
0.18,-4.9E-13
0.17,1.4E-13
0.16,-1.4E-13
0.15,-2E-14
0.14,-5.4E-13
0.13,2.3E-13
0.12,-3E-13
0.11,1E-13
0.1,-4.6E-13
0.09,6E-14
0.08,-4E-13
0.07,1E-13
0.06,-4.5E-13
0.05,3.6E-13
0.04,-5.2E-13
0.03,1.9E-13
0.02,-3.3E-13
0.01,-7E-14
0,-4.5E-13
