Setup title,"I/V Sweep_dark_0_0.5V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,16:04:43
Device ID,"FTO_Contact check"
Count,6
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,0.5
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0005
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0005,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,4.97868E-10
0.01,1.99252E-07
0.02,4.53024E-07
0.03,6.08922E-07
0.04,8.09165E-07
0.05,1.0259E-06
0.06,1.35319E-06
0.07,1.63835E-06
0.08,1.58349E-06
0.09,1.69802E-06
0.1,2.06626E-06
0.11,2.22507E-06
0.12,2.41718E-06
0.13,3.00567E-06
0.14,3.30033E-06
0.15,3.14115E-06
0.16,3.75625E-06
0.17,3.69952E-06
0.18,3.97534E-06
0.19,6.7762E-06
0.2,5.46065E-06
0.21,4.78171E-06
0.22,5.68303E-06
0.23,4.97062E-06
0.24,5.38439E-06
0.25,6.5316E-06
0.26,7.0799E-06
0.27,6.7198E-06
0.28,6.39645E-06
0.29,6.50012E-06
0.3,7.24588E-06
0.31,7.92574E-06
0.32,8.8202E-06
0.33,1.04231E-05
0.34,9.365E-06
0.35,9.8093E-06
0.36,9.4257E-06
0.37,1.08734E-05
0.38,9.7474E-06
0.39,1.04969E-05
0.4,1.07607E-05
0.41,1.07311E-05
0.42,1.124E-05
0.43,1.18384E-05
0.44,1.25761E-05
0.45,1.40252E-05
0.46,1.31905E-05
0.47,1.34114E-05
0.48,1.52447E-05
0.49,1.70631E-05
0.5,1.86364E-05
0.5,1.87988E-05
0.49,2.2942E-05
0.48,2.48945E-05
0.47,2.23131E-05
0.46,2.0067E-05
0.45,1.65202E-05
0.44,1.68224E-05
0.43,1.43896E-05
0.42,1.53244E-05
0.41,1.44922E-05
0.4,1.23019E-05
0.39,1.31188E-05
0.38,1.51201E-05
0.37,1.32693E-05
0.36,1.33821E-05
0.35,1.38815E-05
0.34,1.46149E-05
0.33,1.525E-05
0.32,1.79231E-05
0.31,1.22261E-05
0.3,1.21165E-05
0.29,1.21873E-05
0.28,6.8905E-06
0.27,6.82217E-06
0.26,7.1028E-06
0.25,7.4407E-06
0.24,6.9863E-06
0.23,6.30974E-06
0.22,6.32019E-06
0.21,5.55073E-06
0.2,4.84175E-06
0.19,5.77532E-06
0.18,5.93175E-06
0.17,5.03442E-06
0.16,4.5476E-06
0.15,4.11182E-06
0.14,3.91264E-06
0.13,3.22683E-06
0.12,3.33477E-06
0.11,2.74271E-06
0.1,2.42034E-06
0.09,2.10166E-06
0.08,2.04547E-06
0.07,1.78106E-06
0.06,1.47718E-06
0.05,1.16223E-06
0.04,9.03559E-07
0.03,7.1324E-07
0.02,4.78461E-07
0.01,2.25564E-07
0,5.3355E-10
