Setup title,"I/V Sweep_dark_0_0.5V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,16:06:12
Device ID,"FTO_Contact check"
Count,7
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,0.5
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0005
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0005,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,6.81E-11
0.01,2.41716E-07
0.02,4.79978E-07
0.03,7.24988E-07
0.04,9.75893E-07
0.05,1.22566E-06
0.06,1.47546E-06
0.07,1.7463E-06
0.08,2.0015E-06
0.09,2.26539E-06
0.1,2.50158E-06
0.11,2.76444E-06
0.12,2.9944E-06
0.13,3.2797E-06
0.14,3.54495E-06
0.15,3.78249E-06
0.16,4.02934E-06
0.17,4.31464E-06
0.18,4.58779E-06
0.19,4.82994E-06
0.2,5.11122E-06
0.21,5.59219E-06
0.22,5.91049E-06
0.23,6.18562E-06
0.24,6.54422E-06
0.25,6.70731E-06
0.26,7.05222E-06
0.27,7.42083E-06
0.28,7.6672E-06
0.29,8.1126E-06
0.3,8.34515E-06
0.31,8.79623E-06
0.32,9.22529E-06
0.33,9.49679E-06
0.34,9.67611E-06
0.35,9.90552E-06
0.36,1.026209E-05
0.37,1.042892E-05
0.38,1.08029E-05
0.39,1.14863E-05
0.4,1.15866E-05
0.41,1.18496E-05
0.42,1.21934E-05
0.43,1.25388E-05
0.44,1.38337E-05
0.45,1.58282E-05
0.46,1.70697E-05
0.47,1.72101E-05
0.48,1.81641E-05
0.49,1.85121E-05
0.5,1.8289E-05
0.5,1.84667E-05
0.49,1.58118E-05
0.48,1.53687E-05
0.47,1.50074E-05
0.46,1.48228E-05
0.45,1.44638E-05
0.44,1.39939E-05
0.43,1.36833E-05
0.42,1.34473E-05
0.41,1.31779E-05
0.4,1.28164E-05
0.39,1.24549E-05
0.38,1.20983E-05
0.37,1.16247E-05
0.36,1.13327E-05
0.35,1.11146E-05
0.34,1.07664E-05
0.33,1.04167E-05
0.32,1.009667E-05
0.31,9.92601E-06
0.3,9.40384E-06
0.29,9.14916E-06
0.28,8.73718E-06
0.27,8.47573E-06
0.26,8.09736E-06
0.25,7.72817E-06
0.24,7.45044E-06
0.23,7.03838E-06
0.22,6.58367E-06
0.21,6.22357E-06
0.2,5.87077E-06
0.19,5.5538E-06
0.18,5.29552E-06
0.17,5.13138E-06
0.16,4.92677E-06
0.15,4.539E-06
0.14,4.18692E-06
0.13,3.8454E-06
0.12,3.59976E-06
0.11,3.21053E-06
0.1,2.83909E-06
0.09,2.54001E-06
0.08,2.23523E-06
0.07,1.94104E-06
0.06,1.64595E-06
0.05,1.40488E-06
0.04,1.13083E-06
0.03,8.36118E-07
0.02,5.62954E-07
0.01,2.79703E-07
0,7.0926E-10
