Setup title,"I/V Sweep_dark_0_-0.5V"
Classic test name,"I/V Sweep"
Test date,4/26/2023
Test time,16:12:13
Device ID,"FTO_Contact check"
Count,13
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,-0.5
Measurement.Primary.Step,-0.00625
Measurement.Primary.Compliance,0.0005
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0005,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,2.60075E-08
-0.00625,-6.06757E-06
-0.0125,-1.21812E-05
-0.01875,-1.82622E-05
-0.025,-2.43685E-05
-0.03125,-3.04591E-05
-0.0375,-3.65416E-05
-0.04375,-4.26639E-05
-0.05,-4.87687E-05
-0.05625,-5.49107E-05
-0.0625,-6.10401E-05
-0.06875,-6.72115E-05
-0.075,-7.33203E-05
-0.08125,-7.95103E-05
-0.0875,-8.56263E-05
-0.09375,-9.17567E-05
-0.1,-9.80356E-05
-0.10625,-0.0001042683
-0.1125,-0.0001105092
-0.11875,-0.000116632
-0.125,-0.000122903
-0.13125,-0.000129184
-0.1375,-0.000135547
-0.14375,-0.000141806
-0.15,-0.000148029
-0.15625,-0.000154533
-0.1625,-0.000160934
-0.16875,-0.000167201
-0.175,-0.000173678
-0.18125,-0.000180124
-0.1875,-0.000186588
-0.19375,-0.000193157
-0.2,-0.000199639
-0.20625,-0.000206121
-0.2125,-0.000212736
-0.21875,-0.000219335
-0.225,-0.000225875
-0.23125,-0.000232544
-0.2375,-0.000239248
-0.24375,-0.000245971
-0.25,-0.000252644
-0.25625,-0.000259536
-0.2625,-0.000266545
-0.26875,-0.000273189
-0.275,-0.000279924
-0.28125,-0.000286751
-0.2875,-0.000293466
-0.29375,-0.00030148
-0.3,-0.000307197
-0.30625,-0.00031462
-0.3125,-0.000319525
-0.31875,-0.000325389
-0.325,-0.000330423
-0.33125,-0.000337976
-0.3375,-0.00034429
-0.34375,-0.000352594
-0.35,-0.000355106
-0.35625,-0.000368548
-0.3625,-0.000371063
-0.36875,-0.000375427
-0.375,-0.000383895
-0.38125,-0.000390739
-0.3875,-0.000397226
-0.39375,-0.000406179
-0.4,-0.000414827
-0.40625,-0.00042792
-0.4125,-0.000439338
-0.41875,-0.000440583
-0.425,-0.000446279
-0.43125,-0.000452074
-0.4375,-0.000457654
-0.44375,-0.000469035
-0.45,-0.000479961
-0.45625,-0.000486848
-0.4625,-0.000490463
-0.46875,-0.000487522
-0.475,-0.000496957
-0.48125,-0.000500081
-0.4875,-0.000500081
-0.49375,-0.000500081
-0.5,-0.000500082
-0.5,-0.000500082
-0.49375,-0.000500081
-0.4875,-0.000500081
-0.48125,-0.000500082
-0.475,-0.000500081
-0.46875,-0.000500081
-0.4625,-0.000500082
-0.45625,-0.000500082
-0.45,-0.00049995
-0.44375,-0.000492078
-0.4375,-0.000491028
-0.43125,-0.000483425
-0.425,-0.00047632
-0.41875,-0.000469857
-0.4125,-0.000462885
-0.40625,-0.000455265
-0.4,-0.000449136
-0.39375,-0.000438814
-0.3875,-0.000432604
-0.38125,-0.000425719
-0.375,-0.000415074
-0.36875,-0.000403865
-0.3625,-0.000397905
-0.35625,-0.000389204
-0.35,-0.000383448
-0.34375,-0.000375021
-0.3375,-0.000367033
-0.33125,-0.000360489
-0.325,-0.000354081
-0.31875,-0.00034456
-0.3125,-0.000337958
-0.30625,-0.000331039
-0.3,-0.000324923
-0.29375,-0.000316615
-0.2875,-0.000309639
-0.28125,-0.000302566
-0.275,-0.000295946
-0.26875,-0.000288538
-0.2625,-0.000281145
-0.25625,-0.000274288
-0.25,-0.000267017
-0.24375,-0.000260239
-0.2375,-0.000253124
-0.23125,-0.00024683
-0.225,-0.000240096
-0.21875,-0.000232182
-0.2125,-0.000225572
-0.20625,-0.000218261
-0.2,-0.000212009
-0.19375,-0.00020458
-0.1875,-0.00019781
-0.18125,-0.000191025
-0.175,-0.00018424
-0.16875,-0.000177877
-0.1625,-0.000170715
-0.15625,-0.000164049
-0.15,-0.000157339
-0.14375,-0.000150584
-0.1375,-0.00014395
-0.13125,-0.000137274
-0.125,-0.000130642
-0.11875,-0.000123997
-0.1125,-0.000117367
-0.10625,-0.000110767
-0.1,-0.000104215
-0.09375,-9.76933E-05
-0.0875,-9.11437E-05
-0.08125,-8.45847E-05
-0.075,-7.80299E-05
-0.06875,-7.14544E-05
-0.0625,-6.49457E-05
-0.05625,-5.84598E-05
-0.05,-5.19424E-05
-0.04375,-4.54264E-05
-0.0375,-3.89156E-05
-0.03125,-3.24199E-05
-0.025,-2.59464E-05
-0.01875,-1.94431E-05
-0.0125,-1.29637E-05
-0.00625,-6.46016E-06
0,2.04776E-08
