Setup title,"I/V-t Sampling_-3V_100S__Dark"
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
Measurement.Sampling.StopCondition.Enabled,true
Measurement.Sampling.StopCondition.EnableDelay,0
Measurement.Sampling.StopCondition.Name,Time
Measurement.Sampling.StopCondition.Threshold,100
Measurement.Sampling.StopCondition.Event,"Val > Th"
Measurement.Sampling.StopCondition.EventCount,1
Time,I1
0.0335,-5.009E-11
0.30361,-3.627E-11
0.60361,-3.539E-11
0.90365,-3.513E-11
1.20361,-3.507E-11
1.50365,-3.497E-11
1.80365,-3.495E-11
2.10361,-3.475E-11
2.40455,-3.465E-11
2.70459,-3.474E-11
3.005,-3.461E-11
3.30496,-3.458E-11
3.60496,-3.455E-11
3.9046,-3.461E-11
4.20496,-3.46E-11
4.505,-3.447E-11
4.80496,-3.448E-11
5.105,-3.433E-11
5.40496,-3.422E-11
5.70484,-3.441E-11
6.00496,-3.418E-11
6.305,-3.418E-11
6.60513,-3.449E-11
6.90593,-3.419E-11
7.20459,-3.404E-11
7.50496,-3.418E-11
7.805,-3.406E-11
8.10513,-3.413E-11
8.405,-3.396E-11
8.705,-3.398E-11
9.00496,-3.403E-11
9.30496,-3.405E-11
9.60516,-3.393E-11
9.90588,-3.389E-11
10.20455,-3.395E-11
10.50496,-3.378E-11
10.80501,-3.381E-11
11.105,-3.381E-11
11.40587,-3.371E-11
11.705,-3.374E-11
12.00496,-3.374E-11
12.30496,-3.367E-11
12.60508,-3.364E-11
12.90588,-3.356E-11
13.20586,-3.363E-11
13.50635,-3.364E-11
13.80631,-3.369E-11
14.10636,-3.354E-11
14.40635,-3.348E-11
14.70611,-3.353E-11
15.00637,-3.338E-11
15.30636,-3.349E-11
15.6076,-3.341E-11
15.90726,-3.335E-11
16.20719,-3.345E-11
16.50635,-3.335E-11
16.80635,-3.33E-11
17.10755,-3.346E-11
17.40771,-3.327E-11
17.70771,-3.31E-11
18.00069,-3.323E-11
18.20067,-3.324E-11
18.40068,-3.322E-11
18.60063,-3.318E-11
18.80064,-3.324E-11
19.00063,-3.311E-11
19.20068,-3.322E-11
19.40067,-3.312E-11
19.60068,-3.305E-11
19.80067,-3.304E-11
20.00068,-3.315E-11
20.20063,-3.305E-11
20.40068,-3.322E-11
20.60063,-3.291E-11
20.80068,-3.295E-11
21.00063,-3.307E-11
21.20166,-3.294E-11
21.40067,-3.292E-11
21.60068,-3.307E-11
21.80067,-3.291E-11
22.00068,-3.296E-11
22.20063,-3.292E-11
22.40064,-3.307E-11
22.60067,-3.287E-11
22.80068,-3.293E-11
23.00067,-3.287E-11
23.20064,-3.289E-11
23.40067,-3.277E-11
23.60064,-3.289E-11
23.80067,-3.284E-11
24.00064,-3.278E-11
24.20173,-3.276E-11
24.40063,-3.278E-11
24.60064,-3.287E-11
24.80067,-3.28E-11
25.00068,-3.278E-11
25.20067,-3.286E-11
25.40068,-3.284E-11
25.60063,-3.272E-11
25.80064,-3.275E-11
26.00067,-3.264E-11
26.20068,-3.278E-11
26.40063,-3.267E-11
26.60068,-3.265E-11
26.80063,-3.266E-11
27.00064,-3.26E-11
27.20164,-3.271E-11
27.40067,-3.256E-11
27.60068,-3.261E-11
27.80067,-3.247E-11
28.00068,-3.255E-11
28.20063,-3.247E-11
28.40094,-3.259E-11
28.60224,-3.255E-11
28.80229,-3.258E-11
29.00224,-3.259E-11
29.20225,-3.247E-11
29.40228,-3.254E-11
29.60225,-3.245E-11
29.80228,-3.248E-11
30.00229,-3.258E-11
30.20196,-3.234E-11
30.40241,-3.247E-11
30.60229,-3.229E-11
30.80224,-3.239E-11
31.00229,-3.236E-11
31.20228,-3.213E-11
31.40229,-3.248E-11
31.60359,-3.225E-11
31.90361,-3.222E-11
32.20326,-3.228E-11
32.50366,-3.234E-11
32.80361,-3.225E-11
33.10366,-3.233E-11
33.40436,-3.221E-11
33.70436,-3.222E-11
34.00362,-3.204E-11
34.30366,-3.208E-11
34.60514,-3.21E-11
34.90496,-3.215E-11
35.20497,-3.226E-11
35.50501,-3.212E-11
35.80501,-3.206E-11
36.10511,-3.212E-11
36.40574,-3.196E-11
36.70566,-3.188E-11
37.00501,-3.192E-11
37.30501,-3.183E-11
37.60635,-3.207E-11
37.90569,-3.196E-11
38.20631,-3.196E-11
38.50635,-3.191E-11
38.80631,-3.196E-11
39.10743,-3.202E-11
39.40707,-3.186E-11
39.707,-3.174E-11
40.00631,-3.159E-11
40.30793,-3.163E-11
40.6077,-3.164E-11
40.90065,-3.166E-11
41.10067,-3.174E-11
41.30068,-3.163E-11
41.50063,-3.177E-11
41.70068,-3.176E-11
41.90063,-3.175E-11
42.10068,-3.167E-11
42.30067,-3.158E-11
42.50064,-3.173E-11
42.70067,-3.159E-11
42.90064,-3.161E-11
43.10063,-3.139E-11
43.30068,-3.154E-11
43.50067,-3.149E-11
43.70133,-3.163E-11
43.90067,-3.138E-11
44.10068,-3.141E-11
44.30067,-3.152E-11
44.50064,-3.14E-11
44.70063,-3.135E-11
44.90064,-3.14E-11
45.10063,-3.128E-11
45.30068,-3.124E-11
45.50063,-3.126E-11
45.70068,-3.13E-11
45.90063,-3.129E-11
46.10068,-3.12E-11
46.30067,-3.132E-11
46.50068,-3.129E-11
46.70158,-3.116E-11
46.90063,-3.12E-11
47.10068,-3.129E-11
47.30063,-3.133E-11
47.50068,-3.128E-11
47.70067,-3.125E-11
47.90068,-3.127E-11
48.10094,-3.126E-11
48.30224,-3.1E-11
48.50229,-3.11E-11
48.70228,-3.11E-11
48.90229,-3.116E-11
49.10229,-3.101E-11
49.30225,-3.109E-11
49.50224,-3.114E-11
49.70195,-3.107E-11
49.90318,-3.104E-11
50.10225,-3.106E-11
50.30224,-3.109E-11
50.50225,-3.106E-11
50.70364,-3.105E-11
51.00365,-3.095E-11
51.30364,-3.092E-11
51.60365,-3.105E-11
51.90434,-3.085E-11
52.20425,-3.088E-11
52.50365,-3.095E-11
52.80365,-3.097E-11
53.10499,-3.084E-11
53.40496,-3.081E-11
53.70449,-3.083E-11
54.00496,-3.082E-11
54.305,-3.084E-11
54.60518,-3.078E-11
54.90563,-3.075E-11
55.20562,-3.063E-11
55.505,-3.075E-11
55.80636,-3.061E-11
56.10723,-3.047E-11
56.40562,-3.065E-11
56.70551,-3.056E-11
57.00631,-3.057E-11
57.30635,-3.05E-11
57.60635,-3.052E-11
57.90635,-3.061E-11
58.20717,-3.046E-11
58.5077,-3.056E-11
58.80069,-3.044E-11
59.00064,-3.026E-11
59.20723,-3.053E-11
59.50068,-3.033E-11
59.70068,-3.042E-11
59.90063,-3.03E-11
60.10064,-3.03E-11
60.30063,-3.027E-11
60.50068,-3.031E-11
60.70153,-3.036E-11
60.90069,-3.022E-11
61.10063,-3.034E-11
61.30064,-3.034E-11
61.50067,-3.037E-11
61.70064,-3.018E-11
61.90067,-3.037E-11
62.10069,-3.039E-11
62.30063,-3.035E-11
62.50069,-3.016E-11
62.70067,-3.019E-11
62.90069,-3.03E-11
63.10067,-3.034E-11
63.30069,-3.023E-11
63.50067,-3.037E-11
63.70149,-3.024E-11
63.90063,-3.032E-11
64.10068,-3.006E-11
64.30067,-3.021E-11
64.50068,-3.007E-11
64.70062,-3.019E-11
64.90068,-3.001E-11
65.10089,-3.011E-11
65.3009,-2.998E-11
65.50224,-3.028E-11
65.7023,-3.012E-11
65.90224,-3.019E-11
66.10229,-3.005E-11
66.30228,-3E-11
66.50225,-3.008E-11
66.70283,-2.999E-11
66.90382,-3.003E-11
67.20282,-2.999E-11
67.40229,-2.988E-11
67.60364,-2.995E-11
67.90361,-2.999E-11
68.20299,-2.976E-11
68.40365,-2.993E-11
68.70414,-2.986E-11
69.00361,-2.989E-11
69.30366,-2.974E-11
69.60511,-2.993E-11
69.90501,-2.972E-11
70.20501,-2.975E-11
70.50496,-2.975E-11
70.805,-2.975E-11
71.10511,-2.962E-11
71.40548,-2.972E-11
71.7055,-2.952E-11
72.00636,-2.964E-11
72.30631,-2.951E-11
72.60636,-2.959E-11
72.90685,-2.961E-11
73.20771,-2.951E-11
73.50069,-2.959E-11
73.70067,-2.944E-11
73.90064,-2.95E-11
74.10063,-2.958E-11
74.30064,-2.956E-11
74.50067,-2.963E-11
74.70064,-2.953E-11
74.90067,-2.93E-11
75.10064,-2.934E-11
75.30063,-2.933E-11
75.50064,-2.927E-11
75.70063,-2.929E-11
75.90068,-2.917E-11
76.10067,-2.917E-11
76.30068,-2.921E-11
76.50063,-2.904E-11
76.70068,-2.911E-11
76.90067,-2.906E-11
77.10068,-2.919E-11
77.30063,-2.91E-11
77.50064,-2.899E-11
77.70067,-2.906E-11
77.90064,-2.915E-11
78.10067,-2.912E-11
78.30068,-2.908E-11
78.50094,-2.899E-11
78.70133,-2.904E-11
78.90369,-2.901E-11
79.20276,-2.883E-11
79.40229,-2.889E-11
79.60225,-2.899E-11
79.80225,-2.898E-11
80.00229,-2.882E-11
80.2036,-2.885E-11
80.50361,-2.87E-11
80.80365,-2.859E-11
81.10365,-2.878E-11
81.40365,-2.886E-11
81.70429,-2.855E-11
82.005,-2.863E-11
82.30496,-2.854E-11
82.60508,-2.859E-11
82.90543,-2.858E-11
83.20539,-2.868E-11
83.50635,-2.856E-11
83.80632,-2.844E-11
84.10705,-2.836E-11
84.40767,-2.831E-11
84.70068,-2.82E-11
84.90068,-2.821E-11
85.10068,-2.815E-11
85.30064,-2.818E-11
85.50064,-2.81E-11
85.70068,-2.819E-11
85.90068,-2.825E-11
86.10068,-2.817E-11
86.30064,-2.811E-11
86.50068,-2.813E-11
86.70068,-2.805E-11
86.90068,-2.814E-11
87.10063,-2.807E-11
87.30064,-2.809E-11
87.50068,-2.817E-11
87.70134,-2.797E-11
87.90079,-2.814E-11
88.10068,-2.784E-11
88.30064,-2.793E-11
88.50064,-2.773E-11
88.70094,-2.775E-11
88.90225,-2.814E-11
89.10225,-2.775E-11
89.30229,-2.784E-11
89.50225,-2.758E-11
89.70229,-2.755E-11
89.90229,-2.771E-11
90.10225,-2.765E-11
90.3036,-2.754E-11
90.60361,-2.753E-11
90.90398,-2.773E-11
91.20392,-2.739E-11
91.50365,-2.718E-11
91.805,-2.731E-11
92.10496,-2.736E-11
92.405,-2.705E-11
92.70553,-2.715E-11
93.00496,-2.689E-11
93.30631,-2.698E-11
93.60705,-2.689E-11
93.90589,-2.673E-11
94.20664,-2.678E-11
94.50631,-2.651E-11
94.80068,-2.658E-11
95.00068,-2.644E-11
95.20067,-2.633E-11
95.40068,-2.681E-11
95.60067,-2.633E-11
95.80064,-2.619E-11
96.00063,-2.623E-11
96.20064,-2.617E-11
96.40063,-2.582E-11
96.60068,-2.583E-11
96.80067,-2.579E-11
97.00068,-2.555E-11
97.20123,-2.58E-11
97.4008,-2.525E-11
97.60067,-2.524E-11
97.80063,-2.533E-11
98.00067,-2.514E-11
98.20068,-2.523E-11
98.40067,-2.507E-11
98.60063,-2.496E-11
98.80067,-2.498E-11
99.00068,-2.484E-11
99.20224,-2.447E-11
99.40229,-2.445E-11
99.60229,-2.45E-11
99.80229,-2.423E-11
100.00224,-2.403E-11
