Setup title,"I/V-t Sampling_-3V_750S__Dark"
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
Measurement.Sampling.StopCondition.Enabled,true
Measurement.Sampling.StopCondition.EnableDelay,0
Measurement.Sampling.StopCondition.Name,Time
Measurement.Sampling.StopCondition.Threshold,750
Measurement.Sampling.StopCondition.Event,"Val > Th"
Measurement.Sampling.StopCondition.EventCount,1
Time,I1
0.0335,-5.197E-11
0.75069,-3.52E-11
1.50226,-3.534E-11
2.25498,-3.434E-11
3.00768,-3.506E-11
3.75069,-3.502E-11
4.5023,-3.451E-11
5.25502,-3.418E-11
6.00064,-3.383E-11
6.75069,-3.41E-11
7.50367,-3.424E-11
8.25633,-3.386E-11
9.00069,-3.392E-11
9.75091,-3.361E-11
10.50366,-3.394E-11
11.25637,-3.349E-11
12.00069,-3.384E-11
12.7523,-3.345E-11
13.50498,-3.386E-11
14.25768,-3.323E-11
15.00065,-3.306E-11
15.7523,-3.339E-11
16.50498,-3.341E-11
17.25069,-3.393E-11
18.00069,-3.345E-11
18.7523,-3.353E-11
19.50502,-3.275E-11
20.25069,-3.284E-11
21.00069,-3.311E-11
21.75362,-3.317E-11
22.50637,-3.279E-11
23.25069,-3.294E-11
24.00095,-3.267E-11
24.75367,-3.294E-11
25.50633,-3.262E-11
26.25069,-3.3E-11
27.0023,-3.248E-11
27.75498,-3.283E-11
28.50064,-3.231E-11
29.25069,-3.208E-11
30.0023,-3.238E-11
30.75502,-3.238E-11
31.50069,-3.276E-11
32.25065,-3.264E-11
33.0023,-3.241E-11
33.75502,-3.23E-11
34.50069,-3.175E-11
35.25064,-3.175E-11
36.0023,-3.212E-11
36.75498,-3.209E-11
37.50065,-3.23E-11
38.25069,-3.235E-11
39.0023,-3.182E-11
39.75502,-3.217E-11
40.50633,-3.2E-11
41.25069,-3.139E-11
42.00226,-3.189E-11
42.75367,-3.231E-11
43.50637,-3.141E-11
44.25065,-3.193E-11
45.0023,-3.122E-11
45.75366,-3.137E-11
46.50633,-3.247E-11
47.25064,-3.124E-11
48.00091,-3.116E-11
48.75362,-3.141E-11
49.50637,-3.137E-11
50.25069,-3.165E-11
51.00065,-3.131E-11
51.75366,-3.133E-11
52.50633,-3.086E-11
53.25069,-3.138E-11
54.00069,-3.076E-11
54.75362,-3.076E-11
55.50633,-3.11E-11
56.25065,-3.078E-11
57.00069,-3.084E-11
57.75367,-3.125E-11
58.50637,-3.037E-11
59.25069,-3.106E-11
60.00069,-3.079E-11
60.7523,-3.088E-11
61.50502,-2.994E-11
62.25069,-3.031E-11
63.00069,-3.028E-11
63.7523,-3.031E-11
64.50498,-3.012E-11
65.25069,-3.079E-11
66.00065,-3.028E-11
66.7523,-3.03E-11
67.50502,-3.008E-11
68.25772,-2.976E-11
69.00065,-2.966E-11
69.75226,-3.025E-11
70.50502,-2.982E-11
71.25637,-2.993E-11
72.00069,-3.009E-11
72.7523,-2.944E-11
73.50362,-2.923E-11
74.25637,-2.964E-11
75.00069,-2.919E-11
75.75091,-2.922E-11
76.50362,-2.961E-11
77.25633,-2.944E-11
78.00064,-2.947E-11
78.75069,-3.011E-11
79.50362,-2.946E-11
80.25633,-2.983E-11
81.00065,-2.888E-11
81.75065,-2.893E-11
82.5023,-2.889E-11
83.25502,-2.897E-11
84.00069,-2.822E-11
84.75065,-2.826E-11
85.50226,-2.897E-11
86.25367,-2.837E-11
87.00633,-2.825E-11
87.75069,-2.804E-11
88.50064,-2.795E-11
89.2523,-2.785E-11
90.00502,-2.754E-11
90.75637,-2.791E-11
91.50069,-2.744E-11
92.25111,-2.71E-11
93.00226,-2.705E-11
93.75502,-2.655E-11
94.50637,-2.682E-11
95.25069,-2.64E-11
96.00065,-2.613E-11
96.75276,-2.617E-11
97.50366,-2.584E-11
98.25637,-2.563E-11
99.00065,-2.51E-11
99.75069,-2.397E-11
100.50064,-2.319E-11
101.25366,-2.267E-11
102.00502,-2.263E-11
102.75637,-2.18E-11
103.50065,-2.073E-11
104.25069,-2.044E-11
105.00226,-1.89E-11
105.75367,-1.748E-11
106.50502,-1.701E-11
107.25069,-1.534E-11
108.00069,-1.407E-11
108.75069,-1.254E-11
109.50226,-1.156E-11
110.25362,-9.78E-12
111.00633,-8.78E-12
111.75069,-6.91E-12
112.50065,-6.19E-12
113.25069,-5.14E-12
114.0023,-4.47E-12
114.75367,-3.51E-12
115.50632,-2.65E-12
116.25069,-2.65E-12
117.00069,-2.09E-12
117.75069,-1.56E-12
118.5023,-1.54E-12
119.25362,-1.15E-12
120.00498,-8.7E-13
120.75637,-6.6E-13
121.50069,-1.07E-12
122.25065,-6.4E-13
123.00069,-5.8E-13
123.75226,-6.8E-13
124.50362,-4.1E-13
125.25502,-3E-13
126.00637,-1E-13
126.75069,-6E-13
127.50064,-2.2E-13
128.25065,-9E-14
129.00226,-7.1E-13
129.75366,1.5E-13
130.50498,-3.3E-13
131.25498,-3.4E-13
132.00637,-4E-14
132.75065,4E-14
133.50069,1.4E-13
134.25069,-1E-13
135.00226,-5.2E-13
135.75366,5.2E-13
136.50362,-4.2E-13
137.25502,-5.1E-13
138.00637,-3E-13
138.75065,-5.6E-13
139.50064,-2.8E-13
140.25069,1.4E-13
141.00065,-1.2E-13
141.7523,-3.4E-13
142.50362,-2.8E-13
143.25367,1E-14
144.00502,-4.9E-13
144.75637,-1.7E-13
145.50768,-6.2E-13
146.25069,-2E-13
147.00064,-2.3E-13
147.75065,-5.2E-13
148.50069,-8E-14
149.25226,-2E-13
150.00226,-1.6E-13
150.75367,-1.8E-13
151.50502,-3.7E-13
152.25637,-4.7E-13
153.00633,-3.4E-13
153.75064,-3E-14
154.50069,2E-14
155.25069,-1.8E-13
156.00069,-3.4E-13
156.75069,0
157.50226,-7.3E-13
158.2523,-1.8E-13
159.00367,-2.9E-13
159.75362,-7.2E-13
160.50502,1.5E-13
161.25502,-1E-14
162.00637,-3.2E-13
162.75768,-9.6E-13
163.50069,-4.2E-13
164.25065,-5.1E-13
165.00069,-1.8E-13
165.75069,-5E-13
166.50069,-7E-14
167.25091,-2.3E-13
168.00226,-3.2E-13
168.7523,-2.1E-13
169.50366,-4.8E-13
170.25366,-2.2E-13
171.00502,-1.1E-13
171.75498,-3.4E-13
172.50637,-4E-14
173.25633,-1.2E-13
174.00069,-1.4E-13
174.75064,-1.1E-13
175.50069,-1E-14
176.25069,-9E-14
177.00069,-1.44E-12
177.75069,-1.5E-13
178.50095,-1.5E-13
179.2523,1.1E-13
180.00226,-1.18E-12
180.75362,2.3E-13
181.50366,-1.1E-13
182.25362,-4.7E-13
183.00498,-4.7E-13
183.75502,-1.01E-12
184.50633,-2.6E-13
185.25633,-1.8E-13
186.00772,-1.9E-13
186.75069,-4.2E-13
187.50065,-4.1E-13
188.25069,-5E-13
189.00065,-7E-14
189.75069,-5.5E-13
190.50065,-1.4E-13
191.25069,-4.7E-13
192.00069,-2.7E-13
192.75226,-6.4E-13
193.5023,-1E-13
194.2523,-4.8E-13
195.00367,0
195.75366,-3.5E-13
196.50367,-1.4E-13
197.25498,2.3E-13
198.00502,-1.08E-12
198.75502,-2.5E-13
199.50637,-3E-13
200.25637,-2.3E-13
201.00637,-1.5E-13
201.75069,-1E-13
202.50069,-1.9E-13
203.25065,-2.4E-13
204.00069,-5E-14
204.75065,1.3E-13
205.50069,-3.2E-13
206.25065,-2.6E-13
207.00069,-2.4E-13
207.75069,-1.9E-13
208.50226,-3.4E-13
209.2523,-1.8E-13
210.0023,-1E-13
210.75366,1E-13
211.50362,-7E-14
212.25366,-7.4E-13
213.00362,-1.6E-13
213.75502,-3.3E-13
214.50502,-4E-14
215.25502,-1.8E-13
216.00498,-1.8E-13
216.75637,-2E-13
217.50637,-1.8E-13
218.25637,-2E-13
219.00637,-2.8E-13
219.75772,2E-14
220.50069,-3.6E-13
221.25069,-7E-14
222.00069,1.6E-13
222.75069,6E-14
223.50064,-8.9E-13
224.25069,-6E-14
225.00065,-1.6E-13
225.75069,-2.8E-13
226.50069,-9E-14
227.25069,-2.5E-13
228.00069,-4.5E-13
228.75065,-3.8E-13
229.50069,-2.4E-13
230.25069,-4.7E-13
231.00065,5E-14
231.75095,-5.4E-13
232.50226,-1.3E-13
233.25226,-4.8E-13
234.0023,5E-14
234.7523,-1.6E-13
235.5023,-1.8E-13
236.25226,-1.6E-13
237.00226,-2.2E-13
237.7523,-4.2E-13
238.50362,-1.4E-13
239.25362,-2.3E-13
240.00366,-1E-14
240.75362,-1.2E-13
241.50366,-2.2E-13
242.25362,-3.2E-13
243.00366,-3.5E-13
243.75366,-5.2E-13
244.50362,-2.4E-13
245.25362,-2.7E-13
246.00362,-1.9E-13
246.75366,-2.1E-13
247.50367,-3.9E-13
248.25366,-4.3E-13
249.00362,-3.2E-13
249.75367,-2.7E-13
250.50367,-3E-14
251.25366,9E-14
252.00366,7E-14
252.75367,-2.3E-13
253.50362,-2.8E-13
254.25367,-3.3E-13
255.00362,-2.4E-13
255.75366,-1E-13
256.50226,2E-14
257.25226,-5E-13
258.00226,-1.2E-13
258.75226,-1.9E-13
259.50226,-2.3E-13
260.2523,-1E-14
261.0023,1.1E-13
261.75095,-3.1E-13
262.50069,-6.3E-13
263.25069,-2.6E-13
264.00069,-2.1E-13
264.75064,-6.9E-13
265.50065,1E-14
266.25069,1.3E-13
267.00065,-3.5E-13
267.75065,-3.8E-13
268.50065,-4E-13
269.25069,1.5E-13
270.00069,-2.4E-13
270.75069,-3.3E-13
271.50069,-1.8E-13
272.25065,-2.7E-13
273.00069,-3.2E-13
273.75637,-2.5E-13
274.50637,-2.4E-13
275.25637,-3.8E-13
276.00633,-2E-13
276.75498,-2.5E-13
277.50502,-2.3E-13
278.25362,-3.7E-13
279.00367,-1.8E-13
279.75366,-3.2E-13
280.50226,-3.5E-13
281.25226,-2.3E-13
282.00095,-2.1E-13
282.75069,-2.8E-13
283.50064,1E-14
284.25064,-3.5E-13
285.00064,-4.3E-13
285.75069,-1.3E-13
286.50069,-4.1E-13
287.25064,-1.6E-13
288.00633,-1.8E-13
288.75637,1.2E-13
289.50637,-3E-13
290.25502,-1.6E-13
291.00502,-1.9E-13
291.75367,2E-14
292.50362,-3.1E-13
293.25366,6E-14
294.00226,-4E-13
294.7523,-2.8E-13
295.50065,-1.9E-13
296.25069,-6E-14
297.00069,-2.4E-13
297.75069,-2.1E-13
298.50065,-3.4E-13
299.25069,-7E-14
300.00069,2.1E-13
300.75069,-2.3E-13
301.50772,-1.9E-13
302.25637,-6E-14
303.00637,-4E-14
303.75498,-5E-13
304.50502,1E-13
305.25362,-1E-13
306.00362,1.2E-13
306.7523,-1.5E-13
307.50226,-3E-14
308.25095,1.9E-13
309.00064,-1.6E-13
309.75069,-7.5E-13
310.50069,1.4E-13
311.25069,-4.8E-13
312.00065,-3.5E-13
312.75065,1.3E-13
313.50069,-2.5E-13
314.25637,0
315.00637,-3.1E-13
315.75498,-1.9E-13
316.50502,-4.8E-13
317.25366,-8E-14
318.00362,-7E-13
318.75226,-3.6E-13
319.5023,1.4E-13
320.25095,-5.7E-13
321.00069,-2.8E-13
321.75069,2.7E-13
322.50069,-7E-14
323.25065,-3.5E-13
324.00069,3E-13
324.75069,-6.1E-13
325.50637,-6.1E-13
326.25633,-2.7E-13
327.00502,-3.3E-13
327.75498,-2.7E-13
328.50362,-2.8E-13
329.25366,-5.4E-13
330.0023,-1.9E-13
330.7523,-4E-13
331.50069,-2E-13
332.25065,-3.5E-13
333.00069,-1E-14
333.75069,-1.2E-13
334.50069,-3.5E-13
335.25065,-6.9E-13
336.00637,-6E-14
336.75637,4E-14
337.50502,-3.2E-13
338.25502,1E-14
339.00362,1.3E-13
339.75366,-3.1E-13
340.5023,-4.1E-13
341.25226,5E-14
342.00095,-3.5E-13
342.75069,-2.7E-13
343.50069,-7.3E-13
344.25069,-8E-14
345.00064,-1.8E-13
345.75069,-9E-14
346.50069,-3.4E-13
347.25065,-3.2E-13
348.00637,-3.9E-13
348.75633,-4E-13
349.50502,-2E-13
350.25502,-2.1E-13
351.00366,9E-14
351.75366,-4.1E-13
352.50226,-3.8E-13
353.2523,-3E-13
354.00069,-2.1E-13
354.75065,-3.2E-13
355.50069,-3.6E-13
356.25069,-3.1E-13
357.00065,-2.8E-13
357.75069,-2.1E-13
358.50069,-1.1E-13
359.25633,-4.1E-13
360.00637,-4.2E-13
360.75498,-1.4E-13
361.50498,-8E-14
362.25366,-9E-14
363.00362,-2.3E-13
363.75366,-7E-14
364.50226,-2.3E-13
365.25226,4E-14
366.00069,-2.5E-13
366.75069,-3E-14
367.50065,-2.8E-13
368.25069,-2E-13
369.00064,-1.1E-13
369.75064,-5.1E-13
370.50069,-2.5E-13
371.25637,-3.1E-13
372.00637,-1.1E-13
372.75502,-2E-13
373.50502,-1.7E-13
374.25367,-2.7E-13
375.00362,-2.6E-13
375.75226,-2.2E-13
376.50226,1.3E-13
377.25091,-8E-14
378.00069,-2.8E-13
378.75065,-4E-13
379.50069,-1.4E-13
380.25065,-1.2E-13
381.00069,-2.2E-13
381.75069,-2.9E-13
382.50069,-1.8E-13
383.25637,-3.9E-13
384.00637,-4.3E-13
384.75633,-1.7E-13
385.50498,-7.5E-13
386.25502,-3E-14
387.00366,-4.3E-13
387.75366,-2.2E-13
388.50362,-3E-13
389.25226,-1E-13
390.00226,-3.8E-13
390.75069,-9E-14
391.50064,-2.2E-13
392.25069,-1E-14
393.00069,-7E-14
393.75065,-3.7E-13
394.50069,-2E-13
395.25923,-3.1E-13
396.00637,2.6E-13
396.75502,3E-13
397.50502,7.9E-13
398.25366,-2.2E-13
399.00366,3.3E-13
399.7523,2E-14
400.50226,-1.24E-12
401.25065,-3.5E-13
402.00069,3E-14
402.75069,-7E-14
403.50069,-5.3E-13
404.25069,2.8E-13
405.00633,-7E-13
405.75637,-4.7E-13
406.50498,-9E-13
407.25366,-1.9E-13
408.00362,-8.9E-13
408.7523,-6E-14
409.5023,-5.9E-13
410.25069,-3E-14
411.00069,-8.8E-13
411.75069,-4.9E-13
412.50069,1.6E-13
413.25064,-7.1E-13
414.00069,-4E-13
414.75637,-2.3E-13
415.50633,-1.3E-13
416.25498,2.5E-13
417.00498,3E-13
417.75366,3E-14
418.50367,1.6E-13
419.25226,-8.1E-13
420.00226,7E-14
420.75064,-1E-13
421.50065,4E-14
422.25069,2.2E-13
423.00069,4E-14
423.75069,-3.4E-13
424.50069,-6.8E-13
425.25772,-2.5E-13
426.00637,-8E-14
426.75659,2E-14
427.50498,-1.5E-13
428.25502,-2.5E-13
429.00362,-3.4E-13
429.75362,-1.3E-13
430.5023,-2.3E-13
431.2523,-1.6E-13
432.00065,-5.1E-13
432.75069,-4.5E-13
433.50069,-1.3E-13
434.25069,-6E-14
435.00069,-3.4E-13
435.75069,-4.7E-13
436.50065,-2.6E-13
437.25633,-2.7E-13
438.00637,2E-14
438.75498,-5.1E-13
439.50498,-1.3E-13
440.25367,5.6E-13
441.00366,-2.7E-13
441.7523,-2.4E-13
442.5023,-5.4E-13
443.25226,-5.1E-13
444.00069,-3.6E-13
444.75065,-4.6E-13
445.50069,-2.2E-13
446.25069,-1.5E-13
447.00065,-2.3E-13
447.75069,-2.6E-13
448.50633,-2.4E-13
449.25655,-2.9E-13
450.00502,5E-14
450.75502,-2.2E-13
451.50366,6E-14
452.25367,-3.3E-13
453.0023,-3.9E-13
453.75226,-3.9E-13
454.50065,-1.9E-13
455.25069,-1.1E-13
456.00065,-2.4E-13
456.75069,-6.4E-13
457.50069,3.5E-13
458.25069,-3E-14
459.00633,-2E-14
459.75632,-1.7E-13
460.50497,-7E-14
461.25502,-1.7E-13
462.00362,-1.8E-13
462.75362,-1E-14
463.50226,0
464.25095,-3.1E-13
465.00069,-4.6E-13
465.75065,-4.6E-13
466.50069,3E-14
467.25069,-1E-14
468.00069,-2.3E-13
468.75633,-1E-14
469.50637,-4.6E-13
470.25502,-5E-14
471.00498,-1.7E-13
471.75367,-2.2E-13
472.5023,-3.3E-13
473.25226,-1.2E-13
474.00069,-2.8E-13
474.75069,-1.4E-13
475.50069,-1.3E-13
476.25065,-2.7E-13
477.00069,-1.7E-13
477.75064,-1.8E-13
478.50633,-4E-13
479.25633,-5.6E-13
480.00498,-1E-14
480.75367,-1E-13
481.50362,-4E-14
482.2523,-4.7E-13
483.0023,-1.01E-12
483.75065,-2E-13
484.50069,-1.6E-13
485.25065,-1.5E-13
486.00065,1E-14
486.75069,-6E-14
487.50069,-1.9E-13
488.25633,-1.8E-13
489.00637,-4.2E-13
489.75502,-1.8E-13
490.50502,-2.3E-13
491.25367,-2E-13
492.00367,-1.5E-13
492.7523,1.3E-13
493.50226,-4.7E-13
494.25091,-4.5E-13
495.00065,-2.5E-13
495.75064,1.3E-13
496.50069,-2.5E-13
497.25069,3E-14
498.00069,-2E-14
498.75069,-6E-13
499.50637,-3.6E-13
500.25637,-3.3E-13
501.00637,-2E-13
501.75502,-1.4E-13
502.50497,-1.8E-13
503.25366,-6E-14
504.00367,-5E-14
504.7523,8E-14
505.5023,-1.9E-13
506.2523,-3.1E-13
507.00095,-2.9E-13
507.75065,-6.5E-13
508.50069,-1.2E-13
509.25069,-5.3E-13
510.00065,-1.2E-13
510.75069,-8E-14
511.50065,-5.7E-13
512.25065,-2.6E-13
513.00069,-2.7E-13
513.75069,-2.5E-13
514.50637,-2.3E-13
515.25637,6E-14
516.00637,-6E-14
516.7565,-2.1E-13
517.50498,-2.1E-13
518.25497,-2.3E-13
519.00502,-3.3E-13
519.75498,-2.3E-13
520.50367,-2.1E-13
521.25362,-3.2E-13
522.00366,-4.2E-13
522.75226,-2.5E-13
523.5023,-3.8E-13
524.2523,-1.3E-13
525.00091,-2.6E-13
525.75069,-3E-13
526.50069,-1.4E-13
527.25065,6E-14
528.00069,-2.6E-13
528.75069,-1.7E-13
529.50065,-1.1E-13
530.25069,-2.6E-13
531.00065,-2E-14
531.75065,-2.7E-13
532.50637,-3.6E-13
533.25637,-8E-14
534.00637,-3E-13
534.75502,-9E-14
535.50498,-1.7E-13
536.25498,-1.9E-13
537.00366,-3.2E-13
537.75367,-3.2E-13
538.50366,-5.6E-13
539.2523,1E-14
540.0023,-3E-13
540.7523,-3.9E-13
541.5023,-2.5E-13
542.25065,-3.6E-13
543.00069,-2E-14
543.75069,-8E-14
544.50069,-1.9E-13
545.25069,-1.9E-13
546.00069,-2E-13
546.75069,-1.9E-13
547.50069,-4.4E-13
548.25069,-1.4E-13
549.00065,-3.7E-13
549.75065,-2.9E-13
550.50065,-8.2E-13
551.25069,9E-14
552.00065,-2.8E-13
552.75069,-8E-14
553.50065,-2.5E-13
554.25069,-2.3E-13
555.00065,-1.4E-13
555.75772,-1E-14
556.50633,-1.9E-13
557.25723,-1.05E-12
558.00637,-2.5E-13
558.75637,-1.4E-13
559.50637,-3.5E-13
560.25637,-2.2E-13
561.00633,-1.6E-13
561.7572,-3.4E-13
562.50637,-2.1E-13
563.25633,8E-14
564.00633,-4.5E-13
564.75637,-2.7E-13
565.50637,-5E-13
566.2572,-1.4E-13
567.00633,-3.5E-13
567.75637,-5.4E-13
568.50637,-1.3E-13
569.25633,-7E-14
570.00637,2E-14
570.75787,-6.2E-13
571.50633,-2.5E-13
572.25633,-1.6E-13
573.00637,-1.4E-13
573.75772,-2.5E-13
574.50069,-3.9E-13
575.25069,-4E-14
576.00069,-2.9E-13
576.75069,-6E-14
577.50065,2E-13
578.25069,-2.1E-13
579.00065,-2.2E-13
579.75065,-2.3E-13
580.50065,-2.1E-13
581.25069,-2.7E-13
582.00065,9E-14
582.75069,-3E-13
583.50065,-2.2E-13
584.25069,-2.7E-13
585.00069,-9.6E-13
585.75065,-2.7E-13
586.50069,-2.9E-13
587.25064,-6E-14
588.00069,-1.9E-13
588.75069,-1.5E-13
589.50065,-2.9E-13
590.25069,-2.3E-13
591.00772,-2.7E-13
591.75768,-7E-13
592.50637,-4.9E-13
593.25778,-3.1E-13
594.00637,-5.2E-13
594.75637,-4.3E-13
595.50633,-3.9E-13
596.25637,-8E-14
597.00637,-9E-14
597.75778,-1.2E-13
598.50633,-2.7E-13
599.25637,2.6E-13
600.00633,-3.7E-13
600.75633,-2.9E-13
601.50637,-2.3E-13
602.25789,-7.5E-13
603.00633,-4.6E-13
603.75637,-3E-13
604.50637,-2.1E-13
605.25633,-1.8E-13
606.00633,-1.1E-13
606.75785,-3.1E-13
607.50772,3.8E-13
608.25069,3E-14
609.00069,9E-14
609.75069,-2.6E-13
610.50065,-3E-13
611.25065,-1E-14
612.00064,-2E-13
612.75065,-2.6E-13
613.50069,-4.5E-13
614.25069,0
615.00069,-2.5E-13
615.75069,-2.7E-13
616.50226,-3E-13
617.2523,-3.4E-13
618.00362,-6.1E-13
618.75366,-4.4E-13
619.50367,-2.3E-13
620.2552,3E-14
621.00498,-3.4E-13
621.75633,1.1E-13
622.50772,-2.1E-13
623.25069,2E-14
624.00065,-3.6E-13
624.75069,-1.4E-13
625.50065,1E-13
626.25069,-2.4E-13
627.00091,-4.3E-13
627.75226,-2.8E-13
628.50362,6E-14
629.25366,-3.3E-13
630.00516,-1.8E-13
630.75502,-1.4E-13
631.50637,-6.1E-13
632.25637,3E-14
633.00065,-3E-14
633.75069,-2.6E-13
634.50065,-4.6E-13
635.25069,1.3E-13
636.00065,1.1E-13
636.7523,8E-14
637.50226,-4E-14
638.25362,-5.6E-13
639.00512,-4.9E-13
639.75502,2.1E-13
640.50637,-1.13E-12
641.25772,-9E-14
642.00065,-5.4E-13
642.75069,-3.6E-13
643.50069,-1.9E-13
644.25065,-3.4E-13
645.0023,-2.1E-13
645.75226,-2.2E-13
646.50362,-4.1E-13
647.25502,-7.3E-13
648.00755,-5E-14
648.75636,-8E-14
649.50064,7E-14
650.25069,1.6E-13
651.00068,-5.1E-13
651.75064,-5.9E-13
652.5023,-1.8E-13
653.25366,-5.6E-13
654.00497,-6.3E-13
654.75632,-2.6E-13
655.50637,-2.7E-13
656.25065,-1.5E-13
657.00069,-2.6E-13
657.75064,-2.7E-13
658.50069,-3.1E-13
659.2523,-8E-14
660.00362,-2.2E-13
660.75502,-4E-13
661.50748,-2.5E-13
662.25632,-2.9E-13
663.00069,1E-13
663.75069,-9E-14
664.50064,-4.3E-13
665.25095,-4.4E-13
666.0023,-3.7E-13
666.75362,-3.3E-13
667.50497,-1.4E-13
668.25637,-3.3E-13
669.00069,-5.7E-13
669.75069,-2E-13
670.50064,-3E-14
671.2523,-6E-13
672.00362,-7E-14
672.75501,-5.3E-13
673.50637,4.5E-13
674.25768,-8E-13
675.00069,4.5E-13
675.75064,-2.1E-13
676.50069,-6E-14
677.2523,-9E-14
678.00366,4E-14
678.75497,-1.6E-13
679.50734,-3.1E-13
680.25069,-1.2E-13
681.00069,6E-14
681.75069,-4.6E-13
682.5023,1.5E-13
683.25367,-2.3E-13
684.00515,6E-14
684.75637,-3.8E-13
685.50069,1E-13
686.25065,-2E-13
687.00069,-2.6E-13
687.75091,-2.3E-13
688.50366,-3.6E-13
689.25366,-3.3E-13
690.00637,-8.6E-13
690.75637,-3.3E-13
691.50069,-4.4E-13
692.25069,-6.4E-13
693.00065,-4E-14
693.75226,-6.5E-13
694.50366,-1.7E-13
695.25502,-6E-13
696.00632,-3.6E-13
