Setup title,"I/V Sweep-Solar cell"
0.98,3.225E-10
0.97,2.612E-10
0.96,2.037E-10
0.95,1.898E-10
0.94,1.645E-10
0.93,1.29E-10
0.92,1.154E-10
0.91,1.12E-10
0.9,1.069E-10
0.89,7.8E-11
0.88,7.08E-11
0.87,7.28E-11
0.86,6.5E-11
0.85,4.72E-11
0.84,6.35E-11
0.83,5.71E-11
0.82,3.71E-11
0.81,5.27E-11
0.8,4.93E-11
0.79,4.38E-11
0.78,2.8E-11
0.77,4.11E-11
0.76,3.16E-11
0.75,2.83E-11
0.74,2.92E-11
0.73,1.71E-11
0.72,3.27E-11
0.71,3.24E-11
0.7,1.43E-11
0.69,1.58E-11
0.68,2.02E-11
0.67,1.51E-11
0.66,2.1E-12
0.65,-3.1E-12
0.64,1.44E-11
0.63,1.23E-11
0.62,-5.5E-12
0.61,-3.9E-12
0.6,1E-13
0.59,7E-12
0.58,-1E-11
0.57,-1.1E-11
0.56,-4E-12
0.55,1E-12
0.54,-4E-12
0.53,-1.69E-11
0.52,-5.8E-12
0.51,-3.2E-12
0.5,-2.46E-11
0.49,-8.899E-10
0.48,-2.702E-10
0.47,-2.446E-10
0.46,-2.497E-10
0.45,-2.251E-10
0.44,-1.415E-10
0.43,1.67E-11
0.42,-2.2E-12
0.41,-8.7E-12
0.4,-9.81E-11
0.39,-6.422E-10
0.38,-3.702E-10
0.37,-3.412E-10
0.36,-3.197E-10
0.35,-2.669E-10
0.34,-3.109E-10
0.33,-3.561E-10
0.32,-3.386E-10
0.31,-3.531E-10
0.3,-3.406E-10
0.29,-3.55E-10
0.28,-3.671E-10
0.27,-3.805E-10
0.26,-3.781E-10
0.25,-3.985E-10
0.24,-4.202E-10
0.23,-4.496E-10
0.22,-4.567E-10
0.21,-4.641E-10
0.2,-4.754E-10
0.19,-4.709E-10
0.18,-4.618E-10
0.17,-5.122E-10
0.16,-4.937E-10
0.15,-5.193E-10
0.14,-5.344E-10
0.13,-5.229E-10
0.12,-5.538E-10
0.11,-5.346E-10
0.1,-1.2512E-09
0.09,-1.872E-09
0.08,-1.991E-09
0.07,-2.2579E-09
0.06,-2.3712E-09
0.05,-2.4708E-09
0.04,-2.705E-09
0.03,-2.6817E-09
0.02,-2.7156E-09
0.01,-2.7592E-09
0,-2.8588E-09
-0.01,-3.0987E-09
-0.02,-3.2099E-09
-0.03,-3.3369E-09
-0.04,-3.5095E-09
-0.05,-3.7898E-09
-0.06,-3.989E-09
-0.07,-4.0537E-09
-0.08,-3.8118E-09
-0.09,-3.9075E-09
-0.1,-3.7916E-09
-0.11,-3.8233E-09
-0.12,-4.2195E-09
-0.13,-4.5816E-09
-0.14,-4.7931E-09
-0.15,-4.925E-09
-0.16,-4.9389E-09
-0.17,-5.2775E-09
-0.18,-5.4222E-09
-0.19,-5.6713E-09
-0.2,-6.0073E-09
-0.2,-6.0141E-09
-0.19,-5.7152E-09
-0.18,-5.1919E-09
-0.17,-4.8066E-09
-0.16,-4.8906E-09
-0.15,-4.291E-09
-0.14,-4.0413E-09
-0.13,-3.9854E-09
-0.12,-3.6239E-09
-0.11,-3.4123E-09
-0.1,-3.3437E-09
-0.09,-3.2833E-09
-0.08,-3.1801E-09
-0.07,-3.1727E-09
-0.06,-3.1005E-09
-0.05,-2.9117E-09
-0.04,-2.7838E-09
-0.03,-2.6995E-09
-0.02,-2.6141E-09
-0.01,-2.4952E-09
0,-2.3719E-09
0.01,-2.239E-09
0.02,-2.1616E-09
0.03,-2.0767E-09
0.04,-1.9065E-09
0.05,-1.7658E-09
0.06,-1.6748E-09
0.07,-1.3947E-09
0.08,-1.3123E-09
0.09,-9.82E-10
0.1,-9.496E-10
0.11,-9.735E-10
0.12,-9.575E-10
0.13,-8.295E-10
0.14,-7.682E-10
0.15,-7.048E-10
0.16,-6.581E-10
0.17,-5.946E-10
0.18,-5.58E-10
0.19,-5.224E-10
0.2,-4.697E-10
0.21,-4.326E-10
0.22,-4.255E-10
0.23,-3.828E-10
0.24,-3.345E-10
0.25,-3.423E-10
0.26,-2.824E-10
0.27,-2.535E-10
0.28,-2.651E-10
0.29,-2.843E-10
0.3,-2.449E-10
0.31,-1.993E-10
0.32,-1.879E-10
0.33,-1.777E-10
0.34,-2.065E-10
0.35,-1.658E-10
0.36,-1.404E-10
0.37,-1.4E-10
0.38,-1.469E-10
0.39,-1.208E-10
0.4,-1.122E-10
0.41,-1.103E-10
0.42,-9.75E-11
0.43,-8.98E-11
0.44,-7.1E-11
0.45,-8.63E-11
0.46,-8.14E-11
0.47,-5.08E-11
0.48,-5.1E-11
0.49,-4.27E-11
0.5,-4.27E-11
0.51,-4.08E-11
0.52,-3.65E-11
0.53,-5.7E-11
0.54,-6.17E-11
0.55,-5.31E-11
0.56,-3.15E-11
0.57,-5.12E-11
0.58,-3.52E-11
0.59,-3.8E-11
0.6,-4.73E-11
0.61,-1.87E-11
0.62,-4.44E-11
0.63,-2.3E-11
0.64,-3.11E-11
0.65,-1.19E-11
0.66,-2.86E-11
0.67,2.79E-11
0.68,-2.08E-11
0.69,-5.6E-12
0.7,2.6E-12
0.71,6.5E-12
0.72,-3.1E-12
0.73,-5.3E-12
0.74,2.2E-11
0.75,2.19E-11
0.76,1.53E-11
0.77,1.78E-11
0.78,4.29E-11
0.79,4.38E-11
0.8,4.26E-11
0.81,6.09E-11
0.82,5.9E-11
0.83,7.99E-11
0.84,7.69E-11
0.85,7.68E-11
0.86,8.3E-11
0.87,1.006E-10
0.88,1.098E-10
0.89,1.028E-10
0.9,1.18E-10
0.91,1.436E-10
0.92,1.412E-10
0.93,1.47E-10
0.94,1.704E-10
0.95,1.843E-10
0.96,1.91E-10
0.97,2.27E-10
0.98,2.689E-10
0.99,2.91E-10
1,3.269E-10
