Setup title,"I/V Sweep-Solar cell"
0.98,1.275E-10
0.97,1.029E-10
0.96,9.77E-11
0.95,8.15E-11
0.94,7.65E-11
0.93,6.78E-11
0.92,6.8E-11
0.91,6.41E-11
0.9,5.29E-11
0.89,4.8E-11
0.88,4.51E-11
0.87,4.27E-11
0.86,4.69E-11
0.85,4.3E-11
0.84,3.78E-11
0.83,3.11E-11
0.82,2.93E-11
0.81,2.81E-11
0.8,3.23E-11
0.79,3.07E-11
0.78,2.21E-11
0.77,2.34E-11
0.76,1.79E-11
0.75,2.3E-11
0.74,2.12E-11
0.73,1.42E-11
0.72,1.18E-11
0.71,1.13E-11
0.7,1.27E-11
0.69,1.55E-11
0.68,1.3E-11
0.67,1.44E-11
0.66,6.6E-12
0.65,8.6E-12
0.64,3.5E-12
0.63,9.5E-12
0.62,8E-12
0.61,1.5E-12
0.6,2E-13
0.59,1.4E-12
0.58,3E-13
0.57,5.9E-12
0.56,6.3E-12
0.55,-8E-13
0.54,-1.3E-12
0.53,3.6E-12
0.52,3.3E-12
0.51,-3E-12
0.5,-2.2E-12
0.49,1E-13
0.48,3.5E-12
0.47,1.2E-12
0.46,6E-13
0.45,-6.2E-12
0.44,-6.9E-12
0.43,-8E-13
0.42,-1.7E-12
0.41,-7.4E-12
0.4,-3.7E-12
0.39,-1.4E-12
0.38,-6.8E-12
0.37,-1.8E-12
0.36,-1.03E-11
0.35,-4.7E-12
0.34,-1.25E-11
0.33,-5.5E-12
0.32,-6.2E-12
0.31,-1.29E-11
0.3,-1.46E-11
0.29,-1.7E-11
0.28,-1.08E-11
0.27,-1.37E-11
0.26,-1.91E-11
0.25,-1.99E-11
0.24,-1.45E-11
0.23,-1.47E-11
0.22,-2.29E-11
0.21,-1.75E-11
0.2,-2.35E-11
0.19,-1.59E-11
0.18,-1.58E-11
0.17,-2.26E-11
0.16,-2.47E-11
0.15,-2.69E-11
0.14,-2.16E-11
0.13,-2.04E-11
0.12,-3.01E-11
0.11,-3.26E-11
0.1,-2.87E-11
0.09,-2.98E-11
0.08,-3.88E-11
0.07,-4.18E-11
0.06,-4.36E-11
0.05,-4.38E-11
0.04,-4.01E-11
0.03,-4.26E-11
0.02,-4.05E-11
0.01,-4.85E-11
0,-4.78E-11
-0.01,-4.62E-11
-0.02,-4.82E-11
-0.03,-5.63E-11
-0.04,-5.88E-11
-0.05,-5.81E-11
-0.06,-5.51E-11
-0.07,-5.67E-11
-0.08,-6.47E-11
-0.09,-6.72E-11
-0.1,-6.86E-11
-0.11,-6.64E-11
-0.12,-6.6E-11
-0.13,-6.83E-11
-0.14,-7.74E-11
-0.15,-7.97E-11
-0.16,-7.61E-11
-0.17,-7.91E-11
-0.18,-7.75E-11
-0.19,-8.55E-11
-0.2,-8.82E-11
-0.2,-8.47E-11
-0.19,-7.57E-11
-0.18,-6.48E-11
-0.17,-5.83E-11
-0.16,-6.09E-11
-0.15,-5.15E-11
-0.14,-5.42E-11
-0.13,-4.52E-11
-0.12,-4.8E-11
-0.11,-4.64E-11
-0.1,-4.41E-11
-0.09,-3.47E-11
-0.08,-3.68E-11
-0.07,-3.01E-11
-0.06,-3.54E-11
-0.05,-2.97E-11
-0.04,-3.1E-11
-0.03,-2.41E-11
-0.02,-2.84E-11
-0.01,-2.06E-11
0,-2.3E-11
0.01,-2.42E-11
0.02,-1.75E-11
0.03,-1.56E-11
0.04,-1.7E-11
0.05,-2E-11
0.06,-1.68E-11
0.07,-1.81E-11
0.08,-1.09E-11
0.09,-1.21E-11
0.1,-6.9E-12
0.11,-1.33E-11
0.12,-1.15E-11
0.13,-7.4E-12
0.14,-4.6E-12
0.15,-6.3E-12
0.16,-5.5E-12
0.17,-9.6E-12
0.18,-3.6E-12
0.19,-4.4E-12
0.2,-7.5E-12
0.21,-2.4E-12
0.22,-1.8E-12
0.23,-3.8E-12
0.24,-6.6E-12
0.25,-5.2E-12
0.26,-5.2E-12
0.27,-1.9E-12
0.28,2E-13
0.29,-4.4E-12
0.3,-3.7E-12
0.31,-9E-13
0.32,1.9E-12
0.33,1E-13
0.34,2.5E-12
0.35,-2.2E-12
0.36,-2.3E-12
0.37,5E-13
0.38,2.7E-12
0.39,2.7E-12
0.4,1.8E-12
0.41,-5E-13
0.42,-1.1E-12
0.43,3.1E-12
0.44,3.5E-12
0.45,4.1E-12
0.46,4E-13
0.47,3.7E-12
0.48,1.3E-12
0.49,4E-12
0.5,5.4E-12
0.51,7.1E-12
0.52,3.1E-12
0.53,3.6E-12
0.54,4.4E-12
0.55,4.4E-12
0.56,8.6E-12
0.57,8.3E-12
0.58,6E-12
0.59,1.06E-11
0.6,8.6E-12
0.61,1.04E-11
0.62,1.34E-11
0.63,1.39E-11
0.64,1.1E-11
0.65,1.14E-11
0.66,1.25E-11
0.67,1.65E-11
0.68,1.37E-11
0.69,1.43E-11
0.7,1.55E-11
0.71,1.67E-11
0.72,1.65E-11
0.73,2.18E-11
0.74,2.15E-11
0.75,2.53E-11
0.76,2.34E-11
0.77,2.48E-11
0.78,2.58E-11
0.79,2.68E-11
0.8,3.25E-11
0.81,3.37E-11
0.82,3.08E-11
0.83,3.12E-11
0.84,3.31E-11
0.85,3.52E-11
0.86,4.05E-11
0.87,4.4E-11
0.88,3.93E-11
0.89,4.8E-11
0.9,4.33E-11
0.91,4.75E-11
0.92,5.32E-11
0.93,5.4E-11
0.94,5.86E-11
0.95,5.49E-11
0.96,5.57E-11
0.97,6.37E-11
0.98,6.69E-11
0.99,6.6E-11
1,6.66E-11
