Setup title,"I/V Sweep-Solar cell"
0.98,9.15E-11
0.97,9.06E-11
0.96,8.01E-11
0.95,6.35E-11
0.94,5.42E-11
0.93,7.05E-11
0.92,4.53E-11
0.91,6.11E-11
0.9,5.85E-11
0.89,4.08E-11
0.88,3.08E-11
0.87,3.14E-11
0.86,4.23E-11
0.85,3.63E-11
0.84,2.9E-11
0.83,1.99E-11
0.82,1.99E-11
0.81,1.82E-11
0.8,3.04E-11
0.79,3.01E-11
0.78,1.44E-11
0.77,1.88E-11
0.76,2.63E-11
0.75,7.4E-12
0.74,9.3E-12
0.73,1.06E-11
0.72,1.9E-12
0.71,3.5E-12
0.7,1.84E-11
0.69,1.17E-11
0.68,1.64E-11
0.67,-5.4E-12
0.66,-6.9E-12
0.65,-4.7E-12
0.64,-9.5E-12
0.63,9.1E-12
0.62,-1.26E-11
0.61,5.6E-12
0.6,7.6E-12
0.59,-4.7E-12
0.58,-1.32E-11
0.57,3.9E-12
0.56,0
0.55,3.9E-12
0.54,-1.8E-12
0.53,-1.7E-12
0.52,-9E-13
0.51,-1.08E-11
0.5,-1.38E-11
0.49,-1.4E-11
0.48,-1.42E-11
0.47,-3.5E-12
0.46,-5E-13
0.45,-1.79E-11
0.44,-6.9E-12
0.43,-2.3E-12
0.42,-1.89E-11
0.41,-1.73E-11
0.4,-2.01E-11
0.39,-1.71E-11
0.38,-1.02E-11
0.37,-4.8E-12
0.36,-8.9E-12
0.35,-1.53E-11
0.34,-2.36E-11
0.33,-6.1E-12
0.32,-2.26E-11
0.31,-1.06E-11
0.3,-8.1E-12
0.29,-2.03E-11
0.28,-2.42E-11
0.27,-2.41E-11
0.26,-1.49E-11
0.25,-1.32E-11
0.24,-1.24E-11
0.23,-1.53E-11
0.22,-1.03E-11
0.21,-2.32E-11
0.2,-6.37E-11
0.19,-2.762E-10
0.18,-2.617E-10
0.17,-2.24E-10
0.16,-2.044E-10
0.15,-1.851E-10
0.14,-1.939E-10
0.13,-1.815E-10
0.12,-1.857E-10
0.11,-2.107E-10
0.1,-1.99E-10
0.09,-2.005E-10
0.08,-2.343E-10
0.07,-2.082E-10
0.06,-1.976E-10
0.05,-1.951E-10
0.04,-2.047E-10
0.03,-2.282E-10
0.02,-2.195E-10
0.01,-2.063E-10
0,-1.872E-10
-0.01,-1.822E-10
-0.02,-1.986E-10
-0.03,-3.125E-10
-0.04,-3.152E-10
-0.05,-3.07E-10
-0.06,-3.149E-10
-0.07,-3.077E-10
-0.08,-2.981E-10
-0.09,-3.026E-10
-0.1,-3.084E-10
-0.11,-3.164E-10
-0.12,-3.207E-10
-0.13,-3.221E-10
-0.14,-3.087E-10
-0.15,-3.117E-10
-0.16,-3.304E-10
-0.17,-3.091E-10
-0.18,-3.183E-10
-0.19,-3.184E-10
-0.2,-3.344E-10
-0.2,-3.245E-10
-0.19,-3.155E-10
-0.18,-3.24E-10
-0.17,-3.184E-10
-0.16,-3.176E-10
-0.15,-2.993E-10
-0.14,-3.075E-10
-0.13,-2.822E-10
-0.12,-2.791E-10
-0.11,-2.858E-10
-0.1,-2.816E-10
-0.09,-2.727E-10
-0.08,-2.559E-10
-0.07,-2.524E-10
-0.06,-2.588E-10
-0.05,-2.542E-10
-0.04,-2.378E-10
-0.03,-2.466E-10
-0.02,-2.378E-10
-0.01,-2.296E-10
0,-2.199E-10
0.01,-2.117E-10
0.02,-2.189E-10
0.03,-2.202E-10
0.04,-2.157E-10
0.05,-2.166E-10
0.06,-1.965E-10
0.07,-1.901E-10
0.08,-2.019E-10
0.09,-1.913E-10
0.1,-1.882E-10
0.11,-1.877E-10
0.12,-1.822E-10
0.13,-1.831E-10
0.14,-1.721E-10
0.15,-1.614E-10
0.16,-1.593E-10
0.17,-1.504E-10
0.18,-1.577E-10
0.19,-1.54E-10
0.2,-1.532E-10
0.21,-1.548E-10
0.22,-1.361E-10
0.23,-1.363E-10
0.24,-1.391E-10
0.25,-1.404E-10
0.26,-1.289E-10
0.27,-1.318E-10
0.28,-1.323E-10
0.29,-1.157E-10
0.3,-1.072E-10
0.31,-1.049E-10
0.32,-1.012E-10
0.33,-1.089E-10
0.34,-1.118E-10
0.35,-1.062E-10
0.36,-1.062E-10
0.37,-9.67E-11
0.38,-8.19E-11
0.39,-8.03E-11
0.4,-8.7E-11
0.41,-9E-11
0.42,-6.4E-11
0.43,-6.51E-11
0.44,-7.38E-11
0.45,-6.69E-11
0.46,-5.7E-11
0.47,-5.7E-11
0.48,-5.58E-11
0.49,-5.79E-11
0.5,-5.94E-11
0.51,-5.5E-11
0.52,-5.87E-11
0.53,-4.48E-11
0.54,-3.75E-11
0.55,-4.69E-11
0.56,-3.81E-11
0.57,-2.88E-11
0.58,-2.2E-11
0.59,-3.5E-11
0.6,-1.74E-11
0.61,-9.3E-12
0.62,-5.4E-12
0.63,-1.5E-11
0.64,3.9E-12
0.65,9E-13
0.66,7E-12
0.67,8.8E-12
0.68,1.49E-11
0.69,1.77E-11
0.7,1.99E-11
0.71,8.3E-12
0.72,2.4E-12
0.73,2.41E-11
0.74,4.5E-12
0.75,2.52E-11
0.76,1.7E-11
0.77,1.14E-11
0.78,7.8E-12
0.79,1.13E-11
0.8,2.4E-11
0.81,2.55E-11
0.82,1.61E-11
0.83,1.7E-11
0.84,1.73E-11
0.85,1.66E-11
0.86,1.89E-11
0.87,3.3E-11
0.88,3.67E-11
0.89,2.05E-11
0.9,3.79E-11
0.91,4.38E-11
0.92,4.52E-11
0.93,3.48E-11
0.94,3.54E-11
0.95,3.13E-11
0.96,3.49E-11
0.97,5.2E-11
0.98,5.09E-11
0.99,3.83E-11
1,4.99E-11
