Setup title,"I/V Sweep-Solar cell"
-0.9875,-1.2453E-09
-0.975,-1.097E-09
-0.9625,-7.996E-10
-0.95,-1.8804E-09
-0.9375,-2.0768E-09
-0.925,-1.9903E-09
-0.9125,-1.9534E-09
-0.9,-1.9108E-09
-0.8875,-1.8266E-09
-0.875,-1.7573E-09
-0.8625,-1.7737E-09
-0.85,-1.7431E-09
-0.8375,-1.6807E-09
-0.825,-1.6396E-09
-0.8125,-1.6152E-09
-0.8,-1.5632E-09
-0.7875,-1.529E-09
-0.775,-1.5253E-09
-0.7625,-1.4877E-09
-0.75,-1.4983E-09
-0.7375,-1.4711E-09
-0.725,-1.4524E-09
-0.7125,-1.3742E-09
-0.7,-1.3589E-09
-0.6875,-1.3556E-09
-0.675,-1.2997E-09
-0.6625,-1.2868E-09
-0.65,-1.2768E-09
-0.6375,-1.2206E-09
-0.625,-1.2289E-09
-0.6125,-1.1941E-09
-0.6,-1.1651E-09
-0.5875,-1.1471E-09
-0.575,-1.1421E-09
-0.5625,-1.1394E-09
-0.55,-1.1035E-09
-0.5375,-1.1106E-09
-0.525,-1.1139E-09
-0.5125,-1.0725E-09
-0.5,-1.0567E-09
-0.4875,-1.0247E-09
-0.475,-1.0158E-09
-0.4625,-9.827E-10
-0.45,-9.656E-10
-0.4375,-9.73E-10
-0.425,-9.201E-10
-0.4125,-9.246E-10
-0.4,-8.864E-10
-0.3875,-8.573E-10
-0.375,-8.502E-10
-0.3625,-8.497E-10
-0.35,-8.441E-10
-0.3375,-8.151E-10
-0.325,-7.917E-10
-0.3125,-7.507E-10
-0.3,-7.588E-10
-0.2875,-7.703E-10
-0.275,-7.393E-10
-0.2625,-7.245E-10
-0.25,-7.178E-10
-0.2375,-7.045E-10
-0.225,-6.966E-10
-0.2125,-6.665E-10
-0.2,-6.463E-10
-0.1875,-6.236E-10
-0.175,-6.035E-10
-0.1625,-6.123E-10
-0.15,-5.88E-10
-0.1375,-5.947E-10
-0.125,-5.594E-10
-0.1125,-5.518E-10
-0.1,-5.439E-10
-0.0875,-5.426E-10
-0.075,-5.244E-10
-0.0625,-5.064E-10
-0.05,-4.897E-10
-0.0375,-4.722E-10
-0.025,-4.738E-10
-0.0125,-4.829E-10
0,-4.467E-10
0.0125,-4.528E-10
0.025,-4.39E-10
0.0375,-4.07E-10
0.05,-4.068E-10
0.0625,-3.944E-10
0.075,-3.931E-10
0.0875,-3.874E-10
0.1,-3.797E-10
0.1125,-3.535E-10
0.125,-3.489E-10
0.1375,-3.29E-10
0.15,-2.96E-10
0.1625,-2.945E-10
0.175,-2.978E-10
0.1875,-2.695E-10
0.2,-2.678E-10
0.2125,-2.583E-10
0.225,-2.315E-10
0.2375,-2.214E-10
0.25,-1.955E-10
0.2625,-1.849E-10
0.275,-1.712E-10
0.2875,-1.654E-10
0.3,-1.674E-10
0.3125,-1.439E-10
0.325,-1.357E-10
0.3375,-1.363E-10
0.35,-1.04E-10
0.3625,-1.128E-10
0.375,-9.05E-11
0.3875,-9.11E-11
0.4,-8.46E-11
0.4125,-5.3E-11
0.425,-6.84E-11
0.4375,-3.2E-12
0.45,3.5E-12
0.4625,-9.2E-12
0.475,3.7E-12
0.4875,-1.2E-11
0.5,2E-12
0.5125,-1.09E-11
0.525,1.29E-11
0.5375,-4.8E-12
0.55,1.4E-11
0.5625,-2.2E-12
0.575,1.1E-12
0.5875,-4.3E-12
0.6,1.63E-11
0.6125,4.8E-12
0.625,2.1E-12
0.6375,-1.9E-12
0.65,1.9E-12
0.6625,-2.2E-12
0.675,1.35E-11
0.6875,9.9E-12
0.7,1.92E-11
0.7125,1.2E-12
0.725,7.8E-12
0.7375,2.6E-12
0.75,2.11E-11
0.7625,2.19E-11
0.775,1.65E-11
0.7875,1.1E-11
0.8,1.38E-11
0.8125,1.37E-11
0.825,2.59E-11
0.8375,1.45E-11
0.85,3.04E-11
0.8625,2.41E-11
0.875,2.2E-11
0.8875,2.29E-11
0.9,3.69E-11
0.9125,4.16E-11
0.925,3.85E-11
0.9375,3.2E-11
0.95,4E-11
0.9625,3.78E-11
0.975,5.21E-11
0.9875,4.38E-11
1,6.37E-11
1.0125,4.97E-11
1.025,5.79E-11
1.0375,5.38E-11
1.05,6.4E-11
1.0625,5.36E-11
1.075,7.26E-11
1.0875,5.68E-11
1.1,5.9E-11
1.1125,7.7E-11
1.125,6.95E-11
1.1375,6.57E-11
1.15,6.43E-11
1.1625,8.08E-11
1.175,7.47E-11
1.1875,7.03E-11
1.2,8.19E-11
1.2125,8.51E-11
1.225,9.44E-11
1.2375,7.72E-11
1.25,8.74E-11
1.2625,9.71E-11
1.275,8.95E-11
1.2875,8.57E-11
1.3,1.017E-10
1.3125,1.062E-10
1.325,1.003E-10
1.3375,9.48E-11
1.35,1.11E-10
1.3625,1.115E-10
1.375,1.137E-10
1.3875,1.054E-10
1.4,1.044E-10
1.4125,1.209E-10
1.425,1.242E-10
1.4375,1.283E-10
1.45,1.204E-10
1.4625,1.251E-10
1.475,1.284E-10
1.4875,1.419E-10
1.5,1.334E-10
