Setup title,"I/V Sweep"
Classic test name,"I/V Sweep"
Test date,4/19/2023
Test time,16:18:27
Device ID,
Count,2
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,0.7
Measurement.Primary.Step,0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,6
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,6
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,2.10406E-09
0.01,2.08643E-09
0.02,2.11957E-09
0.03,2.23574E-09
0.04,2.30094E-09
0.05,2.39251E-09
0.06,2.37453E-09
0.07,2.6345E-09
0.08,2.88669E-09
0.09,3.08963E-09
0.1,3.31829E-09
0.11,3.52314E-09
0.12,3.52285E-09
0.13,3.62103E-09
0.14,3.94741E-09
0.15,3.97727E-09
0.16,4.20753E-09
0.17,4.23942E-09
0.18,4.29143E-09
0.19,4.20196E-09
0.2,4.27776E-09
0.21,4.67973E-09
0.22,4.80602E-09
0.23,4.6768E-09
0.24,4.70024E-09
0.25,4.8999E-09
0.26,5.08417E-09
0.27,5.1836E-09
0.28,5.68443E-09
0.29,5.7417E-09
0.3,5.91583E-09
0.31,5.92227E-09
0.32,5.84197E-09
0.33,6.12059E-09
0.34,5.97596E-09
0.35,6.14485E-09
0.36,6.22229E-09
0.37,6.23844E-09
0.38,6.41526E-09
0.39,6.41773E-09
0.4,6.63616E-09
0.41,7.17952E-09
0.42,7.13305E-09
0.43,6.90801E-09
0.44,7.02927E-09
0.45,6.95389E-09
0.46,7.42081E-09
0.47,8.31674E-09
0.48,8.70532E-09
0.49,8.68775E-09
0.5,8.9226E-09
0.51,9.3801E-09
0.52,9.4461E-09
0.53,9.5832E-09
0.54,9.8077E-09
0.55,9.8731E-09
0.56,9.796E-09
0.57,1.00171E-08
0.58,9.9281E-09
0.59,1.01352E-08
0.6,1.00212E-08
0.61,9.8757E-09
0.62,1.01318E-08
0.63,1.00695E-08
0.64,1.01226E-08
0.65,1.02786E-08
0.66,1.015E-08
0.67,9.0368E-09
0.68,8.4935E-09
0.69,8.537E-09
0.7,8.6236E-09
0.7,8.5851E-09
0.69,8.3469E-09
0.68,8.3197E-09
0.67,8.1744E-09
0.66,8.1657E-09
0.65,8.0582E-09
0.64,7.9416E-09
0.63,7.80991E-09
0.62,7.68999E-09
0.61,7.52769E-09
0.6,7.39753E-09
0.59,7.21202E-09
0.58,7.19759E-09
0.57,7.09913E-09
0.56,6.88197E-09
0.55,6.77109E-09
0.54,6.76323E-09
0.53,6.66753E-09
0.52,6.48631E-09
0.51,6.36386E-09
0.5,6.32375E-09
0.49,6.1846E-09
0.48,6.0149E-09
0.47,6.04002E-09
0.46,5.91848E-09
0.45,5.69529E-09
0.44,5.73557E-09
0.43,5.57797E-09
0.42,5.50163E-09
0.41,5.56255E-09
0.4,5.32697E-09
0.39,5.17546E-09
0.38,5.12218E-09
0.37,5.01615E-09
0.36,5.0487E-09
0.35,4.80906E-09
0.34,4.82018E-09
0.33,4.74448E-09
0.32,4.42812E-09
0.31,4.43816E-09
0.3,4.33682E-09
0.29,4.25222E-09
0.28,4.3817E-09
0.27,4.1817E-09
0.26,4.00433E-09
0.25,3.89116E-09
0.24,3.78211E-09
0.23,3.83442E-09
0.22,3.76675E-09
0.21,3.61384E-09
0.2,3.48103E-09
0.19,3.43874E-09
0.18,3.32578E-09
0.17,3.3185E-09
0.16,3.24496E-09
0.15,3.13535E-09
0.14,3.08498E-09
0.13,3.11607E-09
0.12,2.99305E-09
0.11,2.88011E-09
0.1,2.78111E-09
0.09,2.65287E-09
0.08,2.56282E-09
0.07,2.4873E-09
0.06,2.43127E-09
0.05,2.36703E-09
0.04,2.30369E-09
0.03,2.24465E-09
0.02,2.15152E-09
0.01,2.05724E-09
0,2.07423E-09
