Setup title,"I/V Sweep-Solar cell"
-0.98,-3.0216E-10
-0.97,-2.7364E-10
-0.96,-2.5531E-10
-0.95,-2.406E-10
-0.94,-2.3137E-10
-0.93,-2.2104E-10
-0.92,-2.0877E-10
-0.91,-1.9925E-10
-0.9,-1.896E-10
-0.89,-1.8234E-10
-0.88,-1.7547E-10
-0.87,-1.6899E-10
-0.86,-1.6191E-10
-0.85,-1.5592E-10
-0.84,-1.4827E-10
-0.83,-1.446E-10
-0.82,-1.3834E-10
-0.81,-1.3256E-10
-0.8,-1.2872E-10
-0.79,-1.2593E-10
-0.78,-1.212E-10
-0.77,-1.1713E-10
-0.76,-1.1481E-10
-0.75,-1.1038E-10
-0.74,-1.0669E-10
-0.73,-1.0338E-10
-0.72,-9.853E-11
-0.71,-9.487E-11
-0.7,-9.132E-11
-0.69,-8.736E-11
-0.68,-8.586E-11
-0.67,-8.235E-11
-0.66,-8.069E-11
-0.65,-7.785E-11
-0.64,-7.641E-11
-0.63,-7.554E-11
-0.62,-7.337E-11
-0.61,-7.103E-11
-0.6,-7.004E-11
-0.59,-7.199E-11
-0.58,-6.786E-11
-0.57,-6.991E-11
-0.56,-6.367E-11
-0.55,-6.136E-11
-0.54,-6.237E-11
-0.53,-6.402E-11
-0.52,-6.098E-11
-0.51,-5.496E-11
-0.5,-5.218E-11
-0.49,-4.644E-11
-0.48,-4.31E-11
-0.47,-4.126E-11
-0.46,-3.804E-11
-0.45,-3.687E-11
-0.44,-3.491E-11
-0.43,-3.341E-11
-0.42,-3.054E-11
-0.41,-2.739E-11
-0.4,-2.662E-11
-0.39,-2.497E-11
-0.38,-2.311E-11
-0.37,-2.182E-11
-0.36,-2.053E-11
-0.35,-1.878E-11
-0.34,-1.766E-11
-0.33,-1.674E-11
-0.32,-1.557E-11
-0.31,-1.376E-11
-0.3,-1.234E-11
-0.29,-1.126E-11
-0.28,-9.99E-12
-0.27,-1.05E-11
-0.26,-8.01E-12
-0.25,-6.78E-12
-0.24,-4.97E-12
-0.23,-4.23E-12
-0.22,-3.44E-12
-0.21,-4.05E-12
-0.2,-2.91E-12
-0.19,-1.28E-12
-0.18,3.2E-13
-0.17,1.51E-12
-0.16,3.25E-12
-0.15,4.28E-12
-0.14,5.27E-12
-0.13,5.79E-12
-0.12,6.87E-12
-0.11,7.67E-12
-0.1,8.43E-12
-0.09,9.26E-12
-0.08,9.7E-12
-0.07,1.015E-11
-0.06,1.064E-11
-0.05,1.141E-11
-0.04,1.207E-11
-0.03,1.248E-11
-0.02,1.324E-11
-0.01,1.387E-11
0,1.472E-11
0.01,1.572E-11
0.02,1.678E-11
0.03,1.751E-11
0.04,1.811E-11
0.05,1.856E-11
0.06,1.945E-11
0.07,2.032E-11
0.08,2.118E-11
0.09,2.121E-11
0.1,2.135E-11
0.11,2.18E-11
0.12,2.152E-11
0.13,2.089E-11
0.14,2.163E-11
0.15,2.193E-11
0.16,2.246E-11
0.17,2.302E-11
0.18,2.38E-11
0.19,2.452E-11
0.2,2.572E-11
0.21,2.652E-11
0.22,2.771E-11
0.23,2.884E-11
0.24,3.023E-11
0.25,3.183E-11
0.26,3.324E-11
0.27,3.501E-11
0.28,3.688E-11
0.29,3.899E-11
0.3,4.092E-11
0.31,4.351E-11
0.32,4.598E-11
0.33,4.91E-11
0.34,5.211E-11
0.35,5.574E-11
0.36,5.945E-11
0.37,6.338E-11
0.38,6.779E-11
0.39,7.219E-11
0.4,7.752E-11
0.41,8.289E-11
0.42,8.883E-11
0.43,9.524E-11
0.44,1.0113E-10
0.45,1.0801E-10
0.46,1.1482E-10
0.47,1.2216E-10
0.48,1.2952E-10
0.49,1.3703E-10
0.5,1.4462E-10
0.51,1.5236E-10
0.52,1.6024E-10
0.53,1.6842E-10
0.54,1.7628E-10
0.55,1.8409E-10
0.56,1.917E-10
0.57,1.9947E-10
0.58,2.0747E-10
0.59,2.1545E-10
0.6,2.2312E-10
0.61,2.311E-10
0.62,2.3892E-10
0.63,2.4699E-10
0.64,2.5599E-10
0.65,2.6438E-10
0.66,2.7187E-10
0.67,2.8016E-10
0.68,2.8774E-10
0.69,2.9599E-10
0.7,3.0383E-10
0.71,3.1181E-10
0.72,3.1858E-10
0.73,3.2643E-10
0.74,3.3357E-10
0.75,3.4079E-10
0.76,3.4758E-10
0.77,3.5524E-10
0.78,3.6414E-10
0.79,3.7285E-10
0.8,3.8112E-10
0.81,3.9083E-10
0.82,6.5173E-10
0.83,1.34658E-09
0.84,1.81266E-09
0.85,1.73963E-09
0.86,2.33874E-09
0.87,2.27334E-09
0.88,2.31274E-09
0.89,2.31944E-09
0.9,2.33252E-09
0.91,2.33058E-09
0.92,2.37359E-09
0.93,2.39679E-09
0.94,2.39674E-09
0.95,2.41026E-09
0.96,2.45656E-09
0.97,2.48352E-09
0.98,2.56059E-09
0.99,2.55543E-09
1,2.62153E-09
