Setup title,"I/V Sweep-Solar cell"
0.98,4.485E-10
0.97,4.231E-10
0.96,3.8E-10
0.95,3.463E-10
0.94,3.176E-10
0.93,2.97E-10
0.92,2.754E-10
0.91,2.386E-10
0.9,2.204E-10
0.89,2.083E-10
0.88,1.964E-10
0.87,1.85E-10
0.86,1.742E-10
0.85,1.639E-10
0.84,1.565E-10
0.83,1.501E-10
0.82,1.45E-10
0.81,1.378E-10
0.8,1.315E-10
0.79,1.266E-10
0.78,1.195E-10
0.77,1.133E-10
0.76,1.108E-10
0.75,1.042E-10
0.74,1.009E-10
0.73,9.7E-11
0.72,9.27E-11
0.71,8.95E-11
0.7,8.28E-11
0.69,7.98E-11
0.68,7.7E-11
0.67,7.32E-11
0.66,7.03E-11
0.65,6.91E-11
0.64,6.48E-11
0.63,6.23E-11
0.62,5.77E-11
0.61,5.34E-11
0.6,5.21E-11
0.59,4.81E-11
0.58,4.79E-11
0.57,4.49E-11
0.56,4.34E-11
0.55,3.83E-11
0.54,3.52E-11
0.53,3.35E-11
0.52,3.02E-11
0.51,3.06E-11
0.5,2.89E-11
0.49,2.51E-11
0.48,2.27E-11
0.47,2.15E-11
0.46,2.13E-11
0.45,1.96E-11
0.44,1.81E-11
0.43,1.72E-11
0.42,1.46E-11
0.41,1.32E-11
0.4,1.11E-11
0.39,1.06E-11
0.38,1.26E-11
0.37,1.21E-11
0.36,9.6E-12
0.35,7.9E-12
0.34,7.4E-12
0.33,7.7E-12
0.32,9.1E-12
0.31,8.5E-12
0.3,4.8E-12
0.29,3.6E-12
0.28,4.3E-12
0.27,3.2E-12
0.26,7.1E-12
0.25,6.4E-12
0.24,3.1E-12
0.23,1.9E-12
0.22,1.1E-12
0.21,4.6E-12
0.2,4.1E-12
0.19,3.4E-12
0.18,3.5E-12
0.17,-2E-13
0.16,-1.5E-12
0.15,2.7E-12
0.14,-2.1E-12
0.13,1.8E-12
0.12,1.4E-12
0.11,-2.6E-12
0.1,-2E-12
0.09,-1.1E-12
0.08,1.4E-12
0.07,-6E-13
0.06,0
0.05,-4.4E-12
0.04,-5.5E-12
0.03,-2E-13
0.02,-1.1E-12
0.01,-1.3E-12
0,-1.1E-12
-0.01,-5.6E-12
-0.02,-2.1E-12
-0.03,-2.5E-12
-0.04,-3.2E-12
-0.05,-6.3E-12
-0.06,-9E-12
-0.07,-9.2E-12
-0.08,-5.6E-12
-0.09,-5E-12
-0.1,-5.3E-12
-0.11,-5E-12
-0.12,-1.01E-11
-0.13,-9.7E-12
-0.14,-7.7E-12
-0.15,-6.4E-12
-0.16,-8E-12
-0.17,-1.15E-11
-0.18,-1.3E-11
-0.19,-8.9E-12
-0.2,-8.1E-12
-0.2,-1.04E-11
-0.19,-4.8E-12
-0.18,-4.9E-12
-0.17,-7.7E-12
-0.16,-4.7E-12
-0.15,-3.3E-12
-0.14,-1.5E-12
-0.13,-1.8E-12
-0.12,-2E-12
-0.11,-5.4E-12
-0.1,-5.5E-12
-0.09,-1E-13
-0.08,-1.4E-12
-0.07,7E-13
-0.06,3E-13
-0.05,-3.6E-12
-0.04,-4E-13
-0.03,-2.8E-12
-0.02,2.7E-12
-0.01,-2.9E-12
0,-5E-13
0.01,-1.9E-12
0.02,-7E-13
0.03,-1.7E-12
0.04,3.2E-12
0.05,3.9E-12
0.06,-6E-13
0.07,-6E-13
0.08,-6E-13
0.09,-6E-13
0.1,4.3E-12
0.11,4.9E-12
0.12,1.4E-12
0.13,1.2E-12
0.14,1.4E-12
0.15,1.4E-12
0.16,5.2E-12
0.17,2.9E-12
0.18,5.7E-12
0.19,4.3E-12
0.2,3.4E-12
0.21,4.8E-12
0.22,4.1E-12
0.23,7.4E-12
0.24,7.1E-12
0.25,7.6E-12
0.26,1E-11
0.27,5.8E-12
0.28,6.5E-12
0.29,9.8E-12
0.3,1.02E-11
0.31,1.1E-11
0.32,1.23E-11
0.33,9.2E-12
0.34,9.2E-12
0.35,1.13E-11
0.36,1.44E-11
0.37,1.06E-11
0.38,1.15E-11
0.39,1.61E-11
0.4,1.58E-11
0.41,1.74E-11
0.42,1.46E-11
0.43,1.62E-11
0.44,1.7E-11
0.45,1.86E-11
0.46,2.29E-11
0.47,2.47E-11
0.48,2.61E-11
0.49,2.43E-11
0.5,2.61E-11
0.51,3.15E-11
0.52,3.27E-11
0.53,3.49E-11
0.54,3.65E-11
0.55,3.44E-11
0.56,3.59E-11
0.57,4.21E-11
0.58,4.34E-11
0.59,4.48E-11
0.6,4.47E-11
0.61,4.61E-11
0.62,5.36E-11
0.63,5.05E-11
0.64,5.88E-11
0.65,5.72E-11
0.66,5.91E-11
0.67,6.04E-11
0.68,6.85E-11
0.69,7.13E-11
0.7,6.92E-11
0.71,7.12E-11
0.72,7.54E-11
0.73,7.89E-11
0.74,8.54E-11
0.75,8.6E-11
0.76,9.13E-11
0.77,9.03E-11
0.78,9.42E-11
0.79,1.04E-10
0.8,1.087E-10
0.81,1.132E-10
0.82,1.188E-10
0.83,1.192E-10
0.84,1.233E-10
0.85,1.324E-10
0.86,1.394E-10
0.87,1.449E-10
0.88,1.49E-10
0.89,1.548E-10
0.9,1.612E-10
0.91,1.766E-10
0.92,1.844E-10
0.93,1.885E-10
0.94,1.959E-10
0.95,2.063E-10
0.96,2.16E-10
0.97,2.327E-10
0.98,2.453E-10
0.99,2.521E-10
1,2.667E-10
