Setup title,"I/V Sweep-Solar cell"
-0.9875,-9.419E-10
-0.975,-1.2579E-09
-0.9625,-1.2184E-09
-0.95,-1.3791E-09
-0.9375,-1.7959E-09
-0.925,-1.8339E-09
-0.9125,-1.7677E-09
-0.9,-1.6557E-09
-0.8875,-1.6136E-09
-0.875,-1.5569E-09
-0.8625,-1.4608E-09
-0.85,-1.4836E-09
-0.8375,-1.4011E-09
-0.825,-1.3577E-09
-0.8125,-1.4755E-09
-0.8,-1.4803E-09
-0.7875,-1.4356E-09
-0.775,-1.3566E-09
-0.7625,-1.3505E-09
-0.75,-1.2577E-09
-0.7375,-1.1734E-09
-0.725,-1.2213E-09
-0.7125,-1.1845E-09
-0.7,-1.1485E-09
-0.6875,-1.1463E-09
-0.675,-1.1319E-09
-0.6625,-1.1306E-09
-0.65,-1.1368E-09
-0.6375,-1.0676E-09
-0.625,-1.0772E-09
-0.6125,-1.1344E-09
-0.6,-1.1816E-09
-0.5875,-1.1947E-09
-0.575,-1.2061E-09
-0.5625,-1.1736E-09
-0.55,-1.1432E-09
-0.5375,-1.1471E-09
-0.525,-1.0453E-09
-0.5125,-1.0157E-09
-0.5,-1.0031E-09
-0.4875,-1.0281E-09
-0.475,-1.0136E-09
-0.4625,-9.97E-10
-0.45,-9.677E-10
-0.4375,-9.591E-10
-0.425,-9.629E-10
-0.4125,-9.521E-10
-0.4,-9.495E-10
-0.3875,-9.132E-10
-0.375,-8.822E-10
-0.3625,-8.931E-10
-0.35,-9.171E-10
-0.3375,-8.97E-10
-0.325,-8.477E-10
-0.3125,-8.121E-10
-0.3,-8.321E-10
-0.2875,-8.317E-10
-0.275,-7.903E-10
-0.2625,-7.849E-10
-0.25,-7.638E-10
-0.2375,-7.404E-10
-0.225,-7.085E-10
-0.2125,-6.632E-10
-0.2,-6.702E-10
-0.1875,-6.613E-10
-0.175,-6.34E-10
-0.1625,-6.123E-10
-0.15,-5.865E-10
-0.1375,-5.881E-10
-0.125,-5.628E-10
-0.1125,-5.717E-10
-0.1,-5.545E-10
-0.0875,-5.462E-10
-0.075,-5.696E-10
-0.0625,-5.382E-10
-0.05,-4.932E-10
-0.0375,-5.254E-10
-0.025,-5.039E-10
-0.0125,-4.81E-10
0,-4.814E-10
0.0125,-4.61E-10
0.025,-4.426E-10
0.0375,-4.17E-10
0.05,-4.059E-10
0.0625,-4.128E-10
0.075,-4.127E-10
0.0875,-3.829E-10
0.1,-3.756E-10
0.1125,-3.561E-10
0.125,-3.503E-10
0.1375,-3.139E-10
0.15,-3.131E-10
0.1625,-3.27E-10
0.175,-2.947E-10
0.1875,-2.787E-10
0.2,-2.569E-10
0.2125,-2.769E-10
0.225,-2.45E-10
0.2375,-2.521E-10
0.25,-2.377E-10
0.2625,-2.411E-10
0.275,-2.525E-10
0.2875,-2.302E-10
0.3,-2.063E-10
0.3125,-2.096E-10
0.325,-1.864E-10
0.3375,-1.742E-10
0.35,-1.687E-10
0.3625,-1.74E-10
0.375,-1.34E-10
0.3875,-1.478E-10
0.4,-1.27E-10
0.4125,-9.34E-11
0.425,-8.76E-11
0.4375,-1.016E-10
0.45,-7.27E-11
0.4625,-4.9E-12
0.475,2E-13
0.4875,-5.7E-12
0.5,-6E-12
0.5125,9.8E-12
0.525,-1.13E-11
0.5375,7.8E-12
0.55,-4.2E-12
0.5625,-1.35E-11
0.575,-5.1E-12
0.5875,-9.7E-12
0.6,1.04E-11
0.6125,2.9E-12
0.625,1.16E-11
0.6375,-5.8E-12
0.65,-9.6E-12
0.6625,6.9E-12
0.675,9.9E-12
0.6875,8.6E-12
0.7,-5.7E-12
0.7125,-3.7E-12
0.725,1.07E-11
0.7375,9.9E-12
0.75,-3E-12
0.7625,1.9E-12
0.775,-3.3E-12
0.7875,1.39E-11
0.8,1.08E-11
0.8125,1.8E-12
0.825,7.3E-12
0.8375,5E-13
0.85,1.72E-11
0.8625,1.81E-11
0.875,2.37E-11
0.8875,3.6E-12
0.9,1.05E-11
0.9125,1.93E-11
0.925,1.88E-11
0.9375,1.69E-11
0.95,8.2E-12
0.9625,1.57E-11
0.975,1.01E-11
0.9875,2.59E-11
1,3.09E-11
1.0125,1.59E-11
1.025,2.41E-11
1.0375,1.23E-11
1.05,2.4E-11
1.0625,1.27E-11
1.075,2.62E-11
1.0875,2.46E-11
1.1,1.53E-11
1.1125,1.95E-11
1.125,1.32E-11
1.1375,3.4E-11
1.15,3.81E-11
1.1625,2.22E-11
1.175,2.04E-11
1.1875,2.88E-11
1.2,3.4E-11
1.2125,3.87E-11
1.225,2.63E-11
1.2375,3.09E-11
1.25,3.96E-11
1.2625,4.2E-11
1.275,3.04E-11
1.2875,4E-11
1.3,3.03E-11
1.3125,4.81E-11
1.325,5.42E-11
1.3375,4.03E-11
1.35,4.04E-11
1.3625,5.58E-11
1.375,4.5E-11
1.3875,4.09E-11
1.4,4.52E-11
1.4125,4.35E-11
1.425,6.53E-11
1.4375,4.63E-11
1.45,6.58E-11
1.4625,4.78E-11
1.475,5.47E-11
1.4875,6.09E-11
1.5,7.36E-11
