Setup title,"I/V Sweep-Solar cell"
-0.98,-1.52923E-09
-0.97,-1.42549E-09
-0.96,-1.35857E-09
-0.95,-1.30017E-09
-0.94,-1.25106E-09
-0.93,-1.20988E-09
-0.92,-1.16686E-09
-0.91,-1.12818E-09
-0.9,-1.09137E-09
-0.89,-1.0571E-09
-0.88,-1.02424E-09
-0.87,-9.936E-10
-0.86,-9.6466E-10
-0.85,-9.3544E-10
-0.84,-9.0862E-10
-0.83,-8.8102E-10
-0.82,-8.5408E-10
-0.81,-8.2963E-10
-0.8,-8.0447E-10
-0.79,-7.8002E-10
-0.78,-7.5623E-10
-0.77,-7.3315E-10
-0.76,-7.1181E-10
-0.75,-6.89E-10
-0.74,-6.6762E-10
-0.73,-6.4678E-10
-0.72,-6.252E-10
-0.71,-6.0566E-10
-0.7,-5.855E-10
-0.69,-5.6529E-10
-0.68,-5.4503E-10
-0.67,-5.2743E-10
-0.66,-5.087E-10
-0.65,-4.9094E-10
-0.64,-4.7371E-10
-0.63,-4.5656E-10
-0.62,-4.396E-10
-0.61,-4.2497E-10
-0.6,-4.0943E-10
-0.59,-3.9284E-10
-0.58,-3.7831E-10
-0.57,-3.6499E-10
-0.56,-3.5009E-10
-0.55,-3.3678E-10
-0.54,-3.2432E-10
-0.53,-3.1166E-10
-0.52,-2.9952E-10
-0.51,-2.87E-10
-0.5,-2.7568E-10
-0.49,-2.6447E-10
-0.48,-2.5444E-10
-0.47,-2.4418E-10
-0.46,-2.3374E-10
-0.45,-2.245E-10
-0.44,-2.1641E-10
-0.43,-2.0693E-10
-0.42,-1.9883E-10
-0.41,-1.9117E-10
-0.4,-1.8359E-10
-0.39,-1.7597E-10
-0.38,-1.6975E-10
-0.37,-1.6355E-10
-0.36,-1.5646E-10
-0.35,-1.502E-10
-0.34,-1.4403E-10
-0.33,-1.3922E-10
-0.32,-1.3276E-10
-0.31,-1.2679E-10
-0.3,-1.217E-10
-0.29,-1.17E-10
-0.28,-1.1052E-10
-0.27,-1.0507E-10
-0.26,-9.945E-11
-0.25,-9.385E-11
-0.24,-8.823E-11
-0.23,-8.325E-11
-0.22,-7.76E-11
-0.21,-7.311E-11
-0.2,-6.799E-11
-0.19,-6.339E-11
-0.18,-5.845E-11
-0.17,-5.351E-11
-0.16,-4.991E-11
-0.15,-4.539E-11
-0.14,-4.17E-11
-0.13,-3.813E-11
-0.12,-3.438E-11
-0.11,-3.101E-11
-0.1,-2.83E-11
-0.09,-2.541E-11
-0.08,-2.263E-11
-0.07,-2.044E-11
-0.06,-1.816E-11
-0.05,-1.622E-11
-0.04,-1.46E-11
-0.03,-1.286E-11
-0.02,-1.142E-11
-0.01,-1.032E-11
0,-9.01E-12
0.01,-7.67E-12
0.02,-6.91E-12
0.03,-5.55E-12
0.04,-4.35E-12
0.05,-3.57E-12
0.06,-2.55E-12
0.07,-1.4E-12
0.08,-5.5E-13
0.09,6.2E-13
0.1,1.79E-12
0.11,2.42E-12
0.12,3.65E-12
0.13,4.16E-12
0.14,4.99E-12
0.15,5.11E-12
0.16,5.12E-12
0.17,5.63E-12
0.18,5.47E-12
0.19,6.58E-12
0.2,6.47E-12
0.21,6.98E-12
0.22,7.33E-12
0.23,7.93E-12
0.24,8.56E-12
0.25,8.95E-12
0.26,9.27E-12
0.27,1.001E-11
0.28,1.035E-11
0.29,1.059E-11
0.3,1.112E-11
0.31,1.152E-11
0.32,1.24E-11
0.33,1.237E-11
0.34,1.289E-11
0.35,1.395E-11
0.36,1.412E-11
0.37,1.452E-11
0.38,1.512E-11
0.39,1.589E-11
0.4,1.688E-11
0.41,1.728E-11
0.42,1.853E-11
0.43,1.888E-11
0.44,1.989E-11
0.45,2.1E-11
0.46,2.196E-11
0.47,2.351E-11
0.48,2.433E-11
0.49,2.555E-11
0.5,2.615E-11
0.51,2.637E-11
0.52,2.654E-11
0.53,2.565E-11
0.54,2.549E-11
0.55,2.509E-11
0.56,2.538E-11
0.57,2.52E-11
0.58,2.576E-11
0.59,2.647E-11
0.6,2.683E-11
0.61,2.791E-11
0.62,2.869E-11
0.63,2.966E-11
0.64,3.06E-11
0.65,3.201E-11
0.66,3.298E-11
0.67,3.426E-11
0.68,3.552E-11
0.69,3.707E-11
0.7,3.836E-11
0.71,4E-11
0.72,4.198E-11
0.73,4.379E-11
0.74,4.581E-11
0.75,4.832E-11
0.76,5.084E-11
0.77,5.347E-11
0.78,5.673E-11
0.79,5.946E-11
0.8,6.3E-11
0.81,6.635E-11
0.82,7.006E-11
0.83,7.39E-11
0.84,7.824E-11
0.85,8.261E-11
0.86,8.753E-11
0.87,9.19E-11
0.88,9.728E-11
0.89,1.0244E-10
0.9,1.076E-10
0.91,1.1329E-10
0.92,1.1889E-10
0.93,1.2566E-10
0.94,1.3184E-10
0.95,1.3847E-10
0.96,1.4496E-10
0.97,1.5181E-10
0.98,1.5878E-10
0.99,1.6583E-10
1,1.7332E-10
