Setup title,"C-V Sweep_19042023"
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
VBias,C
-3,2.61053E-13
-2.99,2.62502E-13
-2.98,2.80464E-13
-2.97,2.68242E-13
-2.96,
-2.95,
-2.94,
-2.93,
-2.92,
-2.91,
-2.9,
-2.89,
-2.88,
-2.87,
-2.86,
-2.85,
-2.84,
-2.83,
-2.82,
-2.81,
-2.8,
-2.79,
-2.78,
-2.77,
-2.76,
-2.75,
-2.74,
-2.73,
-2.72,
-2.71,
-2.7,
-2.69,
-2.68,
-2.67,
-2.66,
-2.65,
-2.64,
-2.63,
-2.62,
-2.61,
-2.6,
-2.59,
-2.58,
-2.57,
-2.56,
-2.55,
-2.54,
-2.53,
-2.52,
-2.51,
-2.5,
-2.49,
-2.48,
-2.47,
-2.46,
-2.45,
-2.44,
-2.43,
-2.42,
-2.41,
-2.4,
-2.39,
-2.38,
-2.37,
-2.36,
-2.35,
-2.34,
-2.33,
-2.32,
-2.31,
-2.3,
-2.29,
-2.28,
-2.27,
-2.26,
-2.25,
-2.24,
-2.23,
-2.22,
-2.21,
-2.2,
-2.19,
-2.18,
-2.17,
-2.16,
-2.15,
-2.14,
-2.13,
-2.12,
-2.11,
-2.1,
-2.09,
-2.08,
-2.07,
-2.06,
-2.05,
-2.04,
-2.03,-1.74308E-09
-2.02,
-2.01,
-2,-1.40586E-09
-1.99,-1.8943E-09
-1.98,
-1.97,
-1.96,
-1.95,
-1.94,
-1.93,-2.16805E-09
-1.92,-2.0011E-09
-1.91,-8.79044E-10
-1.9,-9.53687E-10
-1.89,-1.99871E-09
-1.88,-2.19819E-09
-1.87,-1.65348E-09
-1.86,-1.23464E-09
-1.85,-2.05451E-09
-1.84,-2.11787E-09
-1.83,-2.01916E-09
-1.82,-1.57446E-09
-1.81,
-1.8,
-1.79,
-1.78,
-1.77,
-1.76,-2.90984E-09
-1.75,
-1.74,
-1.73,
-1.72,
-1.71,
-1.7,
-1.69,1.04062E-10
-1.68,3.7434E-10
-1.67,
-1.66,-2.50799E-10
-1.65,
-1.64,
-1.63,
-1.62,
-1.61,
-1.6,
-1.59,
-1.58,
-1.57,
-1.56,
-1.55,
-1.54,
-1.53,
-1.52,-1.4455E-09
-1.51,-1.45759E-09
-1.5,-1.45141E-09
-1.49,-1.42764E-09
-1.48,-1.42652E-09
-1.47,-1.39783E-09
-1.46,-1.37866E-09
-1.45,-1.3546E-09
-1.44,-1.34549E-09
-1.43,-1.33922E-09
-1.42,
-1.41,
-1.4,-1.46812E-09
-1.39,-1.47198E-09
-1.38,
-1.37,-1.472E-09
-1.36,-1.42298E-09
-1.35,-1.57182E-09
-1.34,-1.41317E-09
-1.33,-1.35849E-09
-1.32,-1.33501E-09
-1.31,-1.35659E-09
-1.3,-1.374E-09
-1.29,-1.38779E-09
-1.28,-1.39501E-09
-1.27,-1.41505E-09
-1.26,-1.41919E-09
-1.25,-1.43685E-09
-1.24,-1.44916E-09
-1.23,-1.46166E-09
-1.22,-1.46389E-09
-1.21,-1.48437E-09
-1.2,-1.4918E-09
-1.19,-1.50085E-09
-1.18,-1.50663E-09
-1.17,-1.51985E-09
-1.16,-1.47599E-09
-1.15,-1.4817E-09
-1.14,-1.47818E-09
-1.13,-1.48682E-09
-1.12,-1.51066E-09
-1.11,-1.5282E-09
-1.1,-1.53822E-09
-1.09,-1.54679E-09
-1.08,-1.54935E-09
-1.07,-1.54974E-09
-1.06,-1.5464E-09
-1.05,-1.57472E-09
-1.04,-1.55913E-09
-1.03,-1.58083E-09
-1.02,-1.57352E-09
-1.01,-1.57628E-09
-1,-1.58304E-09
-0.99,-1.59447E-09
-0.98,-1.5977E-09
-0.97,-1.60155E-09
-0.96,-1.60886E-09
-0.95,-1.61237E-09
-0.94,-1.62335E-09
-0.93,-1.14747E-09
-0.92,1.68009E-10
-0.91,
-0.9,-1.04445E-09
-0.89,-1.12137E-09
-0.88,-1.13434E-09
-0.87,-1.15635E-09
-0.86,-1.22864E-09
-0.85,-1.24117E-09
-0.84,-1.2553E-09
-0.83,-1.2614E-09
-0.82,-1.20799E-09
-0.81,-1.23382E-09
-0.8,-1.24633E-09
-0.79,-1.26209E-09
-0.78,-1.25884E-09
-0.77,-1.28317E-09
-0.76,-1.26582E-09
-0.75,-1.27426E-09
-0.74,-1.29276E-09
-0.73,-1.29078E-09
-0.72,-1.30397E-09
-0.71,-1.32576E-09
-0.7,-1.32134E-09
-0.69,-1.33465E-09
-0.68,-1.30319E-09
-0.67,-1.41215E-09
-0.66,-1.48666E-09
-0.65,-1.3917E-09
-0.64,-1.42283E-09
-0.63,-1.42163E-09
-0.62,-1.38817E-09
-0.61,-1.11776E-09
-0.6,-1.12101E-09
-0.59,-1.12562E-09
-0.58,-9.73439E-10
-0.57,-9.16768E-10
-0.56,-8.50829E-10
-0.55,-8.874E-10
-0.54,-8.82634E-10
-0.53,-9.09615E-10
-0.52,-8.53394E-10
-0.51,-9.75374E-10
-0.5,-1.07234E-09
-0.49,-8.87589E-10
-0.48,-8.66977E-10
-0.47,
-0.46,-7.3831E-10
-0.45,-6.75949E-10
-0.44,-7.08624E-10
-0.43,-7.30249E-10
-0.42,-7.16428E-10
-0.41,-6.81823E-10
-0.4,-6.42781E-10
-0.39,-7.67799E-10
-0.38,-7.68632E-10
-0.37,-7.26385E-10
-0.36,-7.51533E-10
-0.35,-7.61264E-10
-0.34,-7.50674E-10
-0.33,-7.46342E-10
-0.32,-7.39733E-10
-0.31,-7.2186E-10
-0.3,-7.39228E-10
-0.29,-7.49117E-10
-0.28,-7.5972E-10
-0.27,-7.34728E-10
-0.26,-7.49547E-10
-0.25,-7.7231E-10
-0.24,-7.65624E-10
-0.23,-7.40492E-10
-0.22,-7.57834E-10
-0.21,-7.72095E-10
-0.2,-7.75845E-10
-0.19,-7.46996E-10
-0.18,-7.51929E-10
-0.17,-7.51891E-10
-0.16,-7.6469E-10
-0.15,-7.70307E-10
-0.14,-7.78048E-10
-0.13,-7.6508E-10
-0.12,-7.72606E-10
-0.11,-7.78758E-10
-0.1,-7.84271E-10
-0.09,-7.70453E-10
-0.08,-7.86617E-10
-0.07,-7.85486E-10
-0.06,-7.93107E-10
-0.05,-7.93285E-10
-0.04,-7.97011E-10
-0.03,-7.9763E-10
-0.02,-7.99318E-10
-0.01,-7.99975E-10
0,-8.02328E-10
0.01,-7.95139E-10
0.02,-8.00971E-10
0.03,-8.03123E-10
0.04,-8.05207E-10
0.05,-8.00692E-10
0.06,-8.0736E-10
0.07,-8.11236E-10
0.08,-8.0879E-10
0.09,-8.07277E-10
0.1,-8.09165E-10
0.11,-7.98797E-10
0.12,-8.10704E-10
0.13,-8.11318E-10
0.14,-8.02665E-10
0.15,-7.9994E-10
0.16,-7.87137E-10
0.17,-7.93034E-10
0.18,-8.21042E-10
0.19,-8.38304E-10
0.2,-8.4322E-10
0.21,-8.47561E-10
0.22,-8.60759E-10
0.23,-8.73376E-10
0.24,-9.00372E-10
0.25,-9.56665E-10
0.26,-9.65474E-10
0.27,-1.06784E-09
0.28,-1.094E-09
0.29,-1.16386E-09
0.3,-1.24841E-09
0.31,-1.32331E-09
0.32,-1.37043E-09
0.33,-1.42348E-09
0.34,-1.45311E-09
0.35,-1.51355E-09
0.36,-1.51978E-09
0.37,-1.52608E-09
0.38,-1.52274E-09
0.39,-1.53821E-09
0.4,-1.54619E-09
0.41,-1.552E-09
0.42,-1.56024E-09
0.43,-1.58256E-09
0.44,-1.59355E-09
0.45,-1.60498E-09
0.46,-1.61333E-09
0.47,-1.61798E-09
0.48,-1.61903E-09
0.49,-1.61444E-09
0.5,-1.58937E-09
0.51,-1.58421E-09
0.52,-1.57463E-09
0.53,-1.56626E-09
0.54,-1.55191E-09
0.55,-1.54006E-09
0.56,-1.45626E-09
0.57,3.14377E-13
0.58,2.05115E-13
0.59,-1.55596E-13
0.6,-1.02562E-09
0.61,-1.02642E-09
0.62,-1.00743E-09
0.63,-1.00906E-09
0.64,-1.00804E-09
0.65,-1.01097E-09
0.66,-9.99097E-10
0.67,-1.00031E-09
0.68,-1.00322E-09
0.69,-1.00912E-09
0.7,-1.02253E-09
0.71,-1.02763E-09
0.72,-1.01979E-09
0.73,-1.03279E-09
0.74,-1.03289E-09
0.75,-1.03788E-09
0.76,-1.03105E-09
0.77,-1.03084E-09
0.78,-1.03434E-09
0.79,-1.04128E-09
0.8,-1.04403E-09
0.81,-1.05679E-09
0.82,-1.06398E-09
0.83,-1.06057E-09
0.84,-1.06833E-09
0.85,-1.07651E-09
0.86,-1.09359E-09
0.87,-1.105E-09
0.88,-1.10542E-09
0.89,-1.1003E-09
0.9,-1.10394E-09
0.91,-1.10177E-09
0.92,-1.10448E-09
0.93,-1.11749E-09
0.94,-1.11716E-09
0.95,-1.11419E-09
0.96,-1.11993E-09
0.97,-1.1174E-09
0.98,-1.12582E-09
0.99,-1.13707E-09
1,-1.13286E-09
1.01,-1.13673E-09
1.02,-1.13852E-09
1.03,-1.14578E-09
1.04,-1.14102E-09
1.05,-1.12346E-09
1.06,-1.12616E-09
1.07,-1.1328E-09
1.08,-1.45413E-09
1.09,-1.5446E-09
1.1,-1.5462E-09
1.11,-1.52502E-09
1.12,-1.51685E-09
1.13,-1.50222E-09
1.14,-1.49245E-09
1.15,-1.47832E-09
1.16,-1.47114E-09
1.17,-1.45531E-09
1.18,-1.44212E-09
1.19,-1.44281E-09
1.2,-1.42789E-09
1.21,-1.4127E-09
1.22,-1.40191E-09
1.23,-1.3902E-09
1.24,-1.38117E-09
1.25,-1.37013E-09
1.26,-1.35388E-09
1.27,-1.3458E-09
1.28,-1.33206E-09
1.29,-1.31512E-09
1.3,-1.29765E-09
1.31,-1.28094E-09
1.32,-1.25246E-09
1.33,-1.22988E-09
1.34,-1.19672E-09
1.35,-1.15122E-09
1.36,-1.02212E-09
1.37,-3.26798E-10
1.38,-4.71279E-10
1.39,-4.59259E-10
1.4,2.67791E-13
1.41,2.69079E-13
1.42,2.8663E-13
1.43,2.71005E-13
1.44,2.68829E-13
1.45,2.78677E-13
1.46,2.78269E-13
1.47,2.79092E-13
1.48,2.75116E-13
1.49,2.61376E-13
1.5,2.80318E-13
1.51,2.64293E-13
1.52,2.68035E-13
1.53,2.73308E-13
1.54,2.76516E-13
1.55,2.72433E-13
1.56,2.6404E-13
1.57,2.81222E-13
1.58,2.69361E-13
1.59,2.71441E-13
1.6,2.92102E-13
1.61,2.59976E-13
1.62,2.69176E-13
1.63,2.66466E-13
1.64,2.5534E-13
1.65,2.82726E-13
1.66,2.69237E-13
1.67,2.61902E-13
1.68,2.66613E-13
1.69,2.62507E-13
1.7,2.68614E-13
1.71,2.75371E-13
1.72,2.6431E-13
1.73,2.65534E-13
1.74,2.59213E-13
1.75,2.74222E-13
1.76,2.63902E-13
1.77,2.61149E-13
1.78,2.65936E-13
1.79,2.65323E-13
1.8,2.71522E-13
1.81,2.72582E-13
1.82,2.70082E-13
1.83,2.77197E-13
1.84,2.77838E-13
1.85,2.73658E-13
1.86,2.69601E-13
1.87,2.76904E-13
1.88,2.81786E-13
1.89,2.77205E-13
1.9,2.72299E-13
1.91,2.64757E-13
1.92,2.79242E-13
1.93,2.8595E-13
1.94,2.69571E-13
1.95,2.66729E-13
1.96,2.85207E-13
1.97,2.63291E-13
1.98,2.69303E-13
1.99,2.70512E-13
2,2.79385E-13
2.01,2.72925E-13
2.02,2.79051E-13
2.03,2.69765E-13
2.04,2.8271E-13
2.05,2.75341E-13
2.06,2.67967E-13
2.07,2.63485E-13
2.08,2.60968E-13
2.09,2.69257E-13
2.1,2.58745E-13
2.11,2.7064E-13
2.12,2.71337E-13
2.13,2.77174E-13
2.14,2.73202E-13
2.15,2.78751E-13
2.16,2.69178E-13
2.17,2.74708E-13
2.18,2.65161E-13
2.19,2.53548E-13
2.2,2.7189E-13
2.21,2.66797E-13
2.22,2.9159E-13
2.23,2.64203E-13
2.24,2.89362E-13
2.25,2.85185E-13
2.26,2.85693E-13
2.27,2.5894E-13
2.28,2.66526E-13
2.29,2.76417E-13
2.3,2.67188E-13
2.31,2.77791E-13
2.32,2.68491E-13
2.33,2.66688E-13
2.34,2.85232E-13
2.35,2.73382E-13
2.36,2.712E-13
2.37,2.72027E-13
2.38,2.6289E-13
2.39,2.62712E-13
2.4,2.58126E-13
2.41,2.6992E-13
2.42,2.55885E-13
2.43,2.79603E-13
2.44,2.72945E-13
2.45,2.61143E-13
2.46,2.70923E-13
2.47,2.83618E-13
2.48,2.65987E-13
2.49,2.66239E-13
2.5,2.61873E-13
2.51,2.73963E-13
2.52,2.75959E-13
2.53,2.68124E-13
2.54,2.72223E-13
2.55,2.64213E-13
2.56,2.67594E-13
2.57,2.66662E-13
2.58,2.65313E-13
2.59,2.69857E-13
2.6,2.68887E-13
2.61,2.70297E-13
2.62,2.61602E-13
2.63,2.77832E-13
2.64,2.84368E-13
2.65,2.62784E-13
2.66,2.77406E-13
2.67,2.76042E-13
2.68,2.85103E-13
2.69,2.67314E-13
2.7,2.74516E-13
2.71,2.64572E-13
2.72,2.67122E-13
2.73,2.66792E-13
2.74,2.68248E-13
2.75,2.92283E-13
2.76,2.68117E-13
2.77,2.82566E-13
2.78,2.83131E-13
2.79,2.7011E-13
2.8,2.78359E-13
2.81,2.78025E-13
2.82,2.72958E-13
2.83,2.7314E-13
2.84,2.78243E-13
2.85,2.75372E-13
2.86,2.79641E-13
2.87,2.78619E-13
2.88,2.75172E-13
2.89,2.54139E-13
2.9,2.88331E-13
2.91,2.68264E-13
2.92,2.59846E-13
2.93,2.68395E-13
2.94,2.77959E-13
2.95,2.77751E-13
2.96,2.74528E-13
2.97,2.75283E-13
2.98,2.71289E-13
2.99,2.6882E-13
3,2.75338E-13
