Setup title,"I/V Sweep-Solar cell"
-0.9875,-5.129E-11
-0.975,-4.547E-11
-0.9625,-4.198E-11
-0.95,-3.795E-11
-0.9375,-3.481E-11
-0.925,-3.302E-11
-0.9125,-3.122E-11
-0.9,-2.912E-11
-0.8875,-2.741E-11
-0.875,-2.576E-11
-0.8625,-2.448E-11
-0.85,-2.304E-11
-0.8375,-2.151E-11
-0.825,-2.025E-11
-0.8125,-1.931E-11
-0.8,-1.85E-11
-0.7875,-1.737E-11
-0.775,-1.612E-11
-0.7625,-1.576E-11
-0.75,-1.472E-11
-0.7375,-1.381E-11
-0.725,-1.33E-11
-0.7125,-1.236E-11
-0.7,-1.11E-11
-0.6875,-1.071E-11
-0.675,-1.091E-11
-0.6625,-9.87E-12
-0.65,-9.19E-12
-0.6375,-8.73E-12
-0.625,-8.04E-12
-0.6125,-7.61E-12
-0.6,-7.26E-12
-0.5875,-7.22E-12
-0.575,-6.57E-12
-0.5625,-5.93E-12
-0.55,-5.6E-12
-0.5375,-5.55E-12
-0.525,-4.8E-12
-0.5125,-4.52E-12
-0.5,-4.24E-12
-0.4875,-4.14E-12
-0.475,-3.6E-12
-0.4625,-3.16E-12
-0.45,-2.99E-12
-0.4375,-3.17E-12
-0.425,-2.73E-12
-0.4125,-2.22E-12
-0.4,-2.25E-12
-0.3875,-2.31E-12
-0.375,-2.08E-12
-0.3625,-1.38E-12
-0.35,-1.36E-12
-0.3375,-1.64E-12
-0.325,-9.7E-13
-0.3125,-4.3E-13
-0.3,-4.9E-13
-0.2875,-9.4E-13
-0.275,-4.9E-13
-0.2625,2.4E-13
-0.25,1.7E-13
-0.2375,-2.1E-13
-0.225,-1.9E-13
-0.2125,2.6E-13
-0.2,2.2E-13
-0.1875,7E-13
-0.175,1.24E-12
-0.1625,6.8E-13
-0.15,9E-13
-0.1375,1.2E-12
-0.125,7.6E-13
-0.1125,9.5E-13
-0.1,1.17E-12
-0.0875,1.21E-12
-0.075,1.44E-12
-0.0625,1.67E-12
-0.05,1.15E-12
-0.0375,1.79E-12
-0.025,2.12E-12
-0.0125,1.59E-12
0,1.91E-12
0.0125,1.85E-12
0.025,1.41E-12
0.0375,2.17E-12
0.05,2.42E-12
0.0625,2.56E-12
0.075,2.51E-12
0.0875,2.71E-12
0.1,2.49E-12
0.1125,2.88E-12
0.125,3.09E-12
0.1375,2.83E-12
0.15,2.48E-12
0.1625,3.19E-12
0.175,3.2E-12
0.1875,3.42E-12
0.2,3.21E-12
0.2125,3.51E-12
0.225,3.48E-12
0.2375,3.62E-12
0.25,3.57E-12
0.2625,3.72E-12
0.275,4.04E-12
0.2875,4.1E-12
0.3,3.77E-12
0.3125,4.17E-12
0.325,4.3E-12
0.3375,4.42E-12
0.35,4.25E-12
0.3625,4.14E-12
0.375,4.5E-12
0.3875,4.77E-12
0.4,4.89E-12
0.4125,4.58E-12
0.425,5.02E-12
0.4375,5.21E-12
0.45,5.05E-12
0.4625,5.18E-12
0.475,5.24E-12
0.4875,5.55E-12
0.5,5.48E-12
0.5125,5.75E-12
0.525,5.82E-12
0.5375,6.22E-12
0.55,6.13E-12
0.5625,5.98E-12
0.575,6.22E-12
0.5875,6.84E-12
0.6,6.8E-12
0.6125,6.73E-12
0.625,7.24E-12
0.6375,8E-12
0.65,7.93E-12
0.6625,7.89E-12
0.675,8.61E-12
0.6875,9.22E-12
0.7,9.45E-12
0.7125,9.45E-12
0.725,1.024E-11
0.7375,1.112E-11
0.75,1.14E-11
0.7625,1.113E-11
0.775,1.197E-11
0.7875,1.243E-11
0.8,1.225E-11
0.8125,1.282E-11
0.825,1.28E-11
0.8375,1.264E-11
0.85,1.256E-11
0.8625,1.343E-11
0.875,1.332E-11
0.8875,1.314E-11
0.9,1.36E-11
0.9125,1.425E-11
0.925,1.347E-11
0.9375,1.417E-11
0.95,1.433E-11
0.9625,1.378E-11
0.975,1.44E-11
0.9875,1.432E-11
1,1.443E-11
1.0125,1.518E-11
1.025,1.481E-11
1.0375,1.521E-11
1.05,1.594E-11
1.0625,1.543E-11
1.075,1.575E-11
1.0875,1.618E-11
1.1,1.624E-11
1.1125,1.584E-11
1.125,1.632E-11
1.1375,1.676E-11
1.15,1.691E-11
1.1625,1.677E-11
1.175,1.724E-11
1.1875,1.739E-11
1.2,1.747E-11
1.2125,1.811E-11
1.225,1.881E-11
1.2375,1.834E-11
1.25,1.882E-11
1.2625,1.899E-11
1.275,1.89E-11
1.2875,1.903E-11
1.3,1.96E-11
1.3125,1.961E-11
1.325,1.986E-11
1.3375,2.072E-11
1.35,1.999E-11
1.3625,2.111E-11
1.375,2.07E-11
1.3875,2.133E-11
1.4,2.133E-11
1.4125,2.188E-11
1.425,2.217E-11
1.4375,2.276E-11
1.45,2.285E-11
1.4625,2.329E-11
1.475,2.371E-11
1.4875,2.43E-11
1.5,2.47E-11
