Setup title,"I/V Sweep-Solar cell"
0.98,3.788E-10
0.97,2.94E-10
0.96,2.357E-10
0.95,1.876E-10
0.94,1.489E-10
0.93,1.23E-10
0.92,1.129E-10
0.91,9.9E-11
0.9,7.43E-11
0.89,6.89E-11
0.88,5.52E-11
0.87,6.27E-11
0.86,5.52E-11
0.85,3.8E-11
0.84,3.59E-11
0.83,3.98E-11
0.82,3.7E-11
0.81,2.36E-11
0.8,2.21E-11
0.79,2.98E-11
0.78,3.08E-11
0.77,2.65E-11
0.76,1.01E-11
0.75,2.32E-11
0.74,1.58E-11
0.73,5E-12
0.72,3.5E-12
0.71,1.28E-11
0.7,1.43E-11
0.69,-1.7E-12
0.68,-2.3E-12
0.67,-3.9E-12
0.66,2.3E-12
0.65,1.8E-12
0.64,-1.26E-11
0.63,-1.26E-11
0.62,-1.37E-11
0.61,-3E-12
0.6,-5.5E-12
0.59,-2.07E-11
0.58,-2.5E-11
0.57,-6.894E-10
0.56,-2.523E-10
0.55,-1.791E-10
0.54,-1.815E-10
0.53,-1.886E-10
0.52,-2.3E-10
0.51,-1.986E-10
0.5,-2.176E-10
0.49,-1.994E-10
0.48,-2.18E-10
0.47,-1.875E-10
0.46,-2.039E-10
0.45,-2.221E-10
0.44,-2.274E-10
0.43,-2.302E-10
0.42,-1.791E-10
0.41,-2.04E-10
0.4,-1.95E-10
0.39,-2.252E-10
0.38,-2.175E-10
0.37,-2.229E-10
0.36,-2.253E-10
0.35,-2.442E-10
0.34,-2.652E-10
0.33,-2.832E-10
0.32,-2.711E-10
0.31,-2.602E-10
0.3,-2.767E-10
0.29,-3.315E-10
0.28,-4.038E-10
0.27,-4.156E-10
0.26,-4.309E-10
0.25,-4.731E-10
0.24,-5.015E-10
0.23,-4.322E-10
0.22,-5.311E-10
0.21,-5.997E-10
0.2,-6.89E-10
0.19,-7.844E-10
0.18,-1.0022E-09
0.17,-1.5686E-09
0.16,-1.706E-09
0.15,-1.7521E-09
0.14,-1.8405E-09
0.13,-1.9365E-09
0.12,-2.0142E-09
0.11,-2.0716E-09
0.1,-2.1565E-09
0.09,-2.0702E-09
0.08,-2.2015E-09
0.07,-2.3161E-09
0.06,-2.2093E-09
0.05,-2.1625E-09
0.04,-2.4059E-09
0.03,-2.6477E-09
0.02,-3.1488E-09
0.01,-3.3292E-09
0,-3.4917E-09
-0.01,-3.592E-09
-0.02,-3.7356E-09
-0.03,-3.9482E-09
-0.04,-4.084E-09
-0.05,-4.1457E-09
-0.06,-4.2502E-09
-0.07,-4.3207E-09
-0.08,-4.4628E-09
-0.09,-4.6295E-09
-0.1,-4.8973E-09
-0.11,-5.0623E-09
-0.12,-5.1745E-09
-0.13,-5.4646E-09
-0.14,-5.4522E-09
-0.15,-5.4903E-09
-0.16,-5.5693E-09
-0.17,-5.687E-09
-0.18,-5.729E-09
-0.19,-5.9289E-09
-0.2,-5.8446E-09
-0.2,-5.9954E-09
-0.19,-5.6785E-09
-0.18,-5.5715E-09
-0.17,-5.2629E-09
-0.16,-5.1377E-09
-0.15,-4.9663E-09
-0.14,-4.9032E-09
-0.13,-4.7484E-09
-0.12,-4.4861E-09
-0.11,-4.4128E-09
-0.1,-4.1519E-09
-0.09,-4.1956E-09
-0.08,-3.955E-09
-0.07,-3.8242E-09
-0.06,-3.6371E-09
-0.05,-3.4766E-09
-0.04,-3.3783E-09
-0.03,-3.1781E-09
-0.02,-3.1076E-09
-0.01,-2.9105E-09
0,-2.6353E-09
0.01,-2.5589E-09
0.02,-2.4267E-09
0.03,-2.2996E-09
0.04,-2.3124E-09
0.05,-2.1886E-09
0.06,-2.009E-09
0.07,-1.905E-09
0.08,-1.7444E-09
0.09,-1.6979E-09
0.1,-1.5582E-09
0.11,-1.4337E-09
0.12,-1.3738E-09
0.13,-1.2645E-09
0.14,-1.1685E-09
0.15,-1.1379E-09
0.16,-1.055E-09
0.17,-9.55E-10
0.18,-9.673E-10
0.19,-8.021E-10
0.2,-7.899E-10
0.21,-7.572E-10
0.22,-5.914E-10
0.23,-5.38E-10
0.24,-5.165E-10
0.25,-5.182E-10
0.26,-4.595E-10
0.27,-4.385E-10
0.28,-4.102E-10
0.29,-3.611E-10
0.3,-3.084E-10
0.31,-2.726E-10
0.32,-3.07E-10
0.33,-2.714E-10
0.34,-2.308E-10
0.35,-2.156E-10
0.36,-2.29E-10
0.37,-1.935E-10
0.38,-1.72E-10
0.39,-1.511E-10
0.4,-1.31E-10
0.41,-8.18E-11
0.42,-9.67E-11
0.43,-1.329E-10
0.44,-1.042E-10
0.45,-9.63E-11
0.46,-9.25E-11
0.47,-8.39E-11
0.48,-6.6E-11
0.49,-6.33E-11
0.5,-7.04E-11
0.51,-2.85E-11
0.52,-3.99E-11
0.53,-8.31E-11
0.54,-2.58E-11
0.55,-1.63E-11
0.56,-6.83E-11
0.57,-3.77E-11
0.58,-1.2E-11
0.59,-4.53E-11
0.6,-4.78E-11
0.61,-2.66E-11
0.62,-4.09E-11
0.63,-6.98E-11
0.64,-5E-11
0.65,2.54E-11
0.66,1.296E-10
0.67,7.25E-11
0.68,7.26E-11
0.69,6.27E-11
0.7,5.14E-11
0.71,5.23E-11
0.72,5.39E-11
0.73,4.32E-11
0.74,6.01E-11
0.75,6.19E-11
0.76,4.79E-11
0.77,5.23E-11
0.78,6.71E-11
0.79,6.25E-11
0.8,6.15E-11
0.81,6.54E-11
0.82,8.34E-11
0.83,8.59E-11
0.84,7.79E-11
0.85,7.91E-11
0.86,1.04E-10
0.87,1.054E-10
0.88,9.96E-11
0.89,1.074E-10
0.9,1.211E-10
0.91,1.353E-10
0.92,1.26E-10
0.93,1.364E-10
0.94,1.479E-10
0.95,1.684E-10
0.96,1.695E-10
0.97,1.914E-10
0.98,2.09E-10
0.99,2.048E-10
1,2.212E-10
