Setup title,"I/V Sweep-Solar cell"
-0.98,-1.6E-13
-0.97,-2.4E-13
-0.96,-2.2E-13
-0.95,-2.2E-13
-0.94,-1.1E-13
-0.93,-1.9E-13
-0.92,-4.5E-13
-0.91,-1.6E-13
-0.9,-2E-13
-0.89,-3.5E-13
-0.88,-5E-14
-0.87,-1E-13
-0.86,-1.2E-13
-0.85,-2.3E-13
-0.84,-2E-13
-0.83,-2E-14
-0.82,-1E-13
-0.81,-3.1E-13
-0.8,-4E-14
-0.79,1E-13
-0.78,-1E-14
-0.77,-2.3E-13
-0.76,1E-14
-0.75,-1.2E-13
-0.74,1E-14
-0.73,-1.5E-13
-0.72,-2.4E-13
-0.71,-2.3E-13
-0.7,-2.2E-13
-0.69,-1.5E-13
-0.68,-1.3E-13
-0.67,-1.8E-13
-0.66,-1.3E-13
-0.65,-5E-14
-0.64,-1.1E-13
-0.63,-2.1E-13
-0.62,5E-14
-0.61,-2.2E-13
-0.6,-2E-14
-0.59,-3.5E-13
-0.58,9E-14
-0.57,-1.8E-13
-0.56,-1.4E-13
-0.55,-1.3E-13
-0.54,4E-14
-0.53,-1.2E-13
-0.52,-1E-13
-0.51,-1E-13
-0.5,-2.1E-13
-0.49,-1.5E-13
-0.48,-2.2E-13
-0.47,-3E-14
-0.46,-2.6E-13
-0.45,-1E-13
-0.44,-3E-13
-0.43,-3E-13
-0.42,-7E-14
-0.41,-2.3E-13
-0.4,-2.7E-13
-0.39,-2E-13
-0.38,-3E-14
-0.37,-9E-14
-0.36,-7E-14
-0.35,-1E-13
-0.34,-2E-14
-0.33,-8E-14
-0.32,-6E-14
-0.31,-3E-14
-0.3,-9E-14
-0.29,-8E-14
-0.28,-1.5E-13
-0.27,-1.2E-13
-0.26,-7E-14
-0.25,6E-14
-0.24,8E-14
-0.23,0
-0.22,-9E-14
-0.21,-6E-14
-0.2,1E-14
-0.19,1E-14
-0.18,-1.5E-13
-0.17,-1.4E-13
-0.16,-1E-13
-0.15,-7E-14
-0.14,0
-0.13,5E-14
-0.12,-1.2E-13
-0.11,-1.2E-13
-0.1,-6E-14
-0.09,-1.1E-13
-0.08,-3E-14
-0.07,0
-0.06,0
-0.05,-2E-13
-0.04,-9E-14
-0.03,6E-14
-0.02,-2.2E-13
-0.01,1.8E-13
0,5E-14
0.01,-6E-14
0.02,-1E-13
0.03,-1E-13
0.04,-2E-13
0.05,-2.1E-13
0.06,6E-14
0.07,-3E-14
0.08,-1.8E-13
0.09,0
0.1,-1.7E-13
0.11,-2E-14
0.12,-1.2E-13
0.13,3E-14
0.14,-5E-14
0.15,-7E-14
0.16,-2.8E-13
0.17,-1E-14
0.18,3E-14
0.19,-1.1E-13
0.2,-4E-14
0.21,5E-14
0.22,-1.3E-13
0.23,9E-14
0.24,-2.3E-13
0.25,-1.5E-13
0.26,-1.9E-13
0.27,-1.4E-13
0.28,-6E-14
0.29,0
0.3,5E-14
0.31,-2E-14
0.32,4E-14
0.33,-2E-14
0.34,-2.8E-13
0.35,-9E-14
0.36,-9E-14
0.37,5E-14
0.38,-2.4E-13
0.39,5E-14
0.4,-2E-14
0.41,-8E-14
0.42,-1.8E-13
0.43,-1.5E-13
0.44,-8E-14
0.45,1.1E-13
0.46,1.4E-13
0.47,-3E-14
0.48,-1.4E-13
0.49,6E-14
0.5,-7E-14
0.51,-3.4E-13
0.52,-1.3E-13
0.53,4E-14
0.54,-5E-14
0.55,-4E-14
0.56,1E-13
0.57,-1.8E-13
0.58,-1.4E-13
0.59,-2E-14
0.6,2E-14
0.61,0
0.62,-7E-14
0.63,1.2E-13
0.64,2E-14
0.65,-8E-14
0.66,1.9E-13
0.67,2E-14
0.68,4E-14
0.69,1.8E-13
0.7,1E-14
0.71,8E-14
0.72,-1.4E-13
0.73,4E-14
0.74,-1.9E-13
0.75,2E-14
0.76,0
0.77,6E-14
0.78,3E-14
0.79,-5E-14
0.8,0
0.81,1E-14
0.82,-3E-14
0.83,-8E-14
0.84,1.5E-13
0.85,-1.1E-13
0.86,1.2E-13
0.87,7E-14
0.88,2.5E-13
0.89,1E-14
0.9,3.4E-13
0.91,2E-13
0.92,-1E-14
0.93,8E-14
0.94,6E-14
0.95,1.4E-13
0.96,1.2E-13
0.97,1.3E-13
0.98,3E-13
0.99,7E-14
1,2.7E-13
