Setup title,"I/V Sweep-Solar cell"
0.98,9.52E-11
0.97,8.04E-11
0.96,6.5E-11
0.95,6.28E-11
0.94,5.68E-11
0.93,4.58E-11
0.92,4E-11
0.91,3.62E-11
0.9,3.39E-11
0.89,3.64E-11
0.88,3.46E-11
0.87,2.62E-11
0.86,2.4E-11
0.85,2.85E-11
0.84,2.51E-11
0.83,2.47E-11
0.82,1.69E-11
0.81,1.87E-11
0.8,1.34E-11
0.79,1.78E-11
0.78,1.68E-11
0.77,1.17E-11
0.76,8.2E-12
0.75,8E-12
0.74,1.33E-11
0.73,7.1E-12
0.72,5.6E-12
0.71,1.12E-11
0.7,1.04E-11
0.69,3.8E-12
0.68,2.8E-12
0.67,3.2E-12
0.66,7E-12
0.65,4.2E-12
0.64,7E-12
0.63,-1E-13
0.62,-4E-13
0.61,4E-12
0.6,3.5E-12
0.59,4E-12
0.58,-2.1E-12
0.57,-3.5E-12
0.56,2.4E-12
0.55,1.2E-12
0.54,-3.3E-12
0.53,-5.1E-12
0.52,-4.3E-12
0.51,-5.4E-12
0.5,-1.1E-12
0.49,-1.1E-12
0.48,-5.9E-12
0.47,-7.8E-12
0.46,-7.3E-12
0.45,-7.4E-12
0.44,-3.9E-12
0.43,-2.6E-12
0.42,-9.2E-12
0.41,-9.8E-12
0.4,-7.3E-12
0.39,-5.1E-12
0.38,-7.6E-12
0.37,-1.19E-11
0.36,-1.44E-11
0.35,-1.45E-11
0.34,-1.54E-11
0.33,-1.16E-11
0.32,-1.18E-11
0.31,-1.85E-11
0.3,-2.02E-11
0.29,-2.08E-11
0.28,-2.15E-11
0.27,-1.84E-11
0.26,-2.11E-11
0.25,-2.21E-11
0.24,-2.92E-11
0.23,-2.98E-11
0.22,-2.65E-11
0.21,-2.85E-11
0.2,-3.2E-11
0.19,-3.62E-11
0.18,-3.71E-11
0.17,-4.12E-11
0.16,-3.86E-11
0.15,-3.96E-11
0.14,-4.75E-11
0.13,-5.06E-11
0.12,-5.13E-11
0.11,-5.34E-11
0.1,-5.04E-11
0.09,-4.99E-11
0.08,-5.8E-11
0.07,-5.73E-11
0.06,-6.04E-11
0.05,-5.8E-11
0.04,-5.8E-11
0.03,-5.97E-11
0.02,-6.01E-11
0.01,-6.75E-11
0,-6.64E-11
-0.01,-6.57E-11
-0.02,-6.75E-11
-0.03,-1.509E-10
-0.04,-8.739E-10
-0.05,-1.4206E-09
-0.06,-2.7523E-09
-0.07,-2.7455E-09
-0.08,-3.2918E-09
-0.09,-3.0812E-09
-0.1,-3.2967E-09
-0.11,-3.3429E-09
-0.12,-3.3651E-09
-0.13,-2.7666E-09
-0.14,-2.5134E-09
-0.15,-2.7733E-09
-0.16,-2.8443E-09
-0.17,-2.9044E-09
-0.18,-3.1018E-09
-0.19,-3.2156E-09
-0.2,-5.0869E-09
-0.2,-4.7045E-09
-0.19,-4.6786E-09
-0.18,-4.6735E-09
-0.17,-4.5244E-09
-0.16,-4.4225E-09
-0.15,-4.217E-09
-0.14,-3.886E-09
-0.13,-3.732E-09
-0.12,-3.6951E-09
-0.11,-3.5585E-09
-0.1,-3.3244E-09
-0.09,-3.203E-09
-0.08,-3.1148E-09
-0.07,-2.7574E-09
-0.06,-2.7155E-09
-0.05,-2.6223E-09
-0.04,-2.5954E-09
-0.03,-2.5741E-09
-0.02,-2.413E-09
-0.01,-2.1628E-09
0,-2.0678E-09
0.01,-1.8731E-09
0.02,-1.7506E-09
0.03,-1.6289E-09
0.04,-1.5835E-09
0.05,-1.5607E-09
0.06,-1.4561E-09
0.07,-1.3191E-09
0.08,-1.2955E-09
0.09,-1.198E-09
0.1,-1.1483E-09
0.11,-9.475E-10
0.12,-9.078E-10
0.13,-8.606E-10
0.14,-8.28E-10
0.15,-7.205E-10
0.16,-7.305E-10
0.17,-6.814E-10
0.18,-6.526E-10
0.19,-6.124E-10
0.2,-4.935E-10
0.21,-4.926E-10
0.22,-4.288E-10
0.23,-4.304E-10
0.24,-3.925E-10
0.25,-3.436E-10
0.26,-3.238E-10
0.27,-3.296E-10
0.28,-2.871E-10
0.29,-2.6E-10
0.3,-2.352E-10
0.31,-2.5E-10
0.32,-2.267E-10
0.33,-2.029E-10
0.34,-1.964E-10
0.35,-1.934E-10
0.36,-1.639E-10
0.37,-1.471E-10
0.38,-1.253E-10
0.39,-1.336E-10
0.4,-1.214E-10
0.41,-1.094E-10
0.42,-1.175E-10
0.43,-9.72E-11
0.44,-8.74E-11
0.45,-8.09E-11
0.46,-7.53E-11
0.47,-8.17E-11
0.48,-6.87E-11
0.49,4.75E-11
0.5,3.17E-11
0.51,2.06E-11
0.52,1.46E-11
0.53,1.33E-11
0.54,1.16E-11
0.55,1.69E-11
0.56,1.21E-11
0.57,1.78E-11
0.58,9.9E-12
0.59,1.18E-11
0.6,1.26E-11
0.61,1.92E-11
0.62,2.05E-11
0.63,1.5E-11
0.64,1.6E-11
0.65,2.29E-11
0.66,2.54E-11
0.67,2.52E-11
0.68,2.53E-11
0.69,2.1E-11
0.7,2.32E-11
0.71,2.43E-11
0.72,3.26E-11
0.73,3.03E-11
0.74,3.59E-11
0.75,2.98E-11
0.76,3.75E-11
0.77,3.34E-11
0.78,4.01E-11
0.79,4.22E-11
0.8,3.9E-11
0.81,4.07E-11
0.82,4.24E-11
0.83,4.68E-11
0.84,5.49E-11
0.85,5.5E-11
0.86,6.09E-11
0.87,5.72E-11
0.88,6.05E-11
0.89,6.71E-11
0.9,7.51E-11
0.91,7.81E-11
0.92,7.6E-11
0.93,8.2E-11
0.94,8.47E-11
0.95,9.44E-11
0.96,9.96E-11
0.97,9.72E-11
0.98,1.002E-10
0.99,1.049E-10
1,1.169E-10
